Date,AC ASEAN IMI MINIMUM VOL (USD)
2007-05-31,1000.0
2007-06-01,1014.8068253017046
2007-06-04,1021.956596088992
2007-06-05,1016.4864098268661
2007-06-06,1015.4501770104927
2007-06-07,1011.473896758541
2007-06-08,1002.2774089032638
2007-06-11,1011.9791051617211
2007-06-12,1021.4121131579187
2007-06-13,1011.6113170058245
2007-06-14,1020.7719822963852
2007-06-15,1021.9682732838021
2007-06-18,1038.0515682453292
2007-06-19,1038.4630855251748
2007-06-20,1049.3160366222664
2007-06-21,1046.447924190022
2007-06-22,1042.9896943529252
2007-06-25,1032.3443531816984
2007-06-26,1021.4289261301058
2007-06-27,1016.6082006028782
2007-06-28,1021.9794859603842
2007-06-29,1027.1862697395877
2007-07-02,1028.7164341635637
2007-07-03,1041.167261046527
2007-07-04,1039.8594846727772
2007-07-05,1042.901425610784
2007-07-06,1041.5510813492276
2007-07-09,1055.5255154815898
2007-07-10,1052.2004272931194
2007-07-11,1039.2078976092396
2007-07-12,1045.206877814303
2007-07-13,1057.6484692156653
2007-07-16,1056.5439283452079
2007-07-17,1055.3829488405454
2007-07-18,1042.6379489950775
2007-07-19,1047.0096848260648
2007-07-20,1059.7652488996496
2007-07-23,1064.7421707809838
2007-07-24,1072.7457157552028
2007-07-25,1068.1957792653552
2007-07-26,1058.7547047535702
2007-07-27,1036.8887270303483
2007-07-30,1036.235609925951
2007-07-31,1044.6885880534894
2007-08-01,1012.0163292190056
2007-08-02,1011.0782624993028
2007-08-03,1010.9174079696669
2007-08-06,976.9921237705316
2007-08-07,980.0158327444474
2007-08-08,1000.6355217200841
2007-08-09,1001.8797865768713
2007-08-10,983.5311809572017
2007-08-13,990.8911398271164
2007-08-14,989.8269304360545
2007-08-15,962.5017828157237
2007-08-16,929.1773765127675
2007-08-17,912.7955263499401
2007-08-20,962.0137100693065
2007-08-21,947.3852210483224
2007-08-22,970.7723019162064
2007-08-23,985.7114917825496
2007-08-24,977.0900445801171
2007-08-27,986.0709095448142
2007-08-28,979.9916565986152
2007-08-29,971.5601675822736
2007-08-30,976.3382983854382
2007-08-31,991.5030156384232
2007-09-03,997.9646148844788
2007-09-04,993.3475062915768
2007-09-05,998.2484143162211
2007-09-06,998.5544567325121
2007-09-07,995.7354710060911
2007-09-10,982.4343748018476
2007-09-11,986.1559432980499
2007-09-12,989.6291088139042
2007-09-13,995.1866769924645
2007-09-14,998.3379466470612
2007-09-17,987.0149130997078
2007-09-18,985.4743255024375
2007-09-19,1007.5650499780679
2007-09-20,1004.6214027180425
2007-09-21,1004.9396328149896
2007-09-24,1020.2165791471404
2007-09-25,1012.0880228075131
2007-09-26,1021.7490251716154
2007-09-27,1033.000695653793
2007-09-28,1029.5977566893418
2007-10-01,1046.3152338916846
2007-10-02,1061.7606580312342
2007-10-03,1058.609109221136
2007-10-04,1063.1106769778814
2007-10-05,1074.5864884711252
2007-10-08,1086.133890631635
2007-10-09,1087.6462289648298
2007-10-10,1088.012939521795
2007-10-11,1096.7660299787076
2007-10-12,1095.7323510728115
2007-10-15,1095.1419825308474
2007-10-16,1090.5867250573735
2007-10-17,1090.2493133755866
2007-10-18,1080.997536308658
2007-10-19,1076.4927503111378
2007-10-22,1058.1444808729452
2007-10-23,1059.6800630894693
2007-10-24,1058.1599817082108
2007-10-25,1074.2260073454809
2007-10-26,1079.508729481283
2007-10-29,1090.1362791543681
2007-10-30,1083.7993056156997
2007-10-31,1082.7772174304257
2007-11-01,1088.1114220922984
2007-11-02,1071.7804861845134
2007-11-05,1058.38343808159
2007-11-06,1062.9874982469676
2007-11-07,1064.576188860508
2007-11-08,1057.5291761615324
