Date,EM IMI HIGH DIVIDEND YIELD
2010-10-06,1284.4001608059966
2010-10-07,1281.9464028153527
2010-10-08,1278.2495839473017
2010-10-11,1291.5354369042384
2010-10-12,1284.4640144942002
2010-10-13,1302.8680964776497
2010-10-14,1313.374922387287
2010-10-15,1307.4268966903146
2010-10-18,1293.2078196497666
2010-10-19,1283.9061451535708
2010-10-20,1285.1266069550045
2010-10-21,1288.1749808310321
2010-10-22,1285.7966045595372
2010-10-25,1293.7201834945404
2010-10-26,1295.0099868005475
2010-10-27,1275.106729189027
2010-10-28,1282.298739216192
2010-10-29,1288.9156891527937
2010-11-01,1304.1665552900445
2010-11-02,1308.7235907098084
2010-11-03,1321.0226413180656
2010-11-04,1343.1369745563777
2010-11-05,1351.2914824092852
2010-11-08,1351.0449993418063
2010-11-09,1350.7730578571577
2010-11-10,1338.359165365781
2010-11-11,1335.4965160691042
2010-11-12,1319.1622001430155
2010-11-15,1311.119336546703
2010-11-16,1295.1569621494589
2010-11-17,1286.6338027400143
2010-11-18,1306.2375595191565
2010-11-19,1309.1777854549398
2010-11-22,1312.6608496341673
2010-11-23,1284.1724171937813
2010-11-24,1291.2616234740128
2010-11-25,1295.8678406317283
2010-11-26,1279.7499154987943
2010-11-29,1279.5241875935308
2010-11-30,1271.3292671256547
2010-12-01,1290.5297284666779
2010-12-02,1310.4111562665698
2010-12-03,1320.71359913594
2010-12-06,1325.8099418295126
2010-12-07,1329.353240324508
2010-12-08,1314.5957048671996
2010-12-09,1318.4435532944121
2010-12-10,1316.494327273878
2010-12-13,1326.4031905452878
2010-12-14,1331.086225263661
2010-12-15,1323.774928791038
2010-12-16,1315.5118402445796
2010-12-17,1318.1976398662598
2010-12-20,1311.6844441360636
2010-12-21,1326.6871809791865
2010-12-22,1329.2351822336054
2010-12-23,1330.8776255365876
2010-12-24,1331.0656377994667
2010-12-27,1330.0368883915417
2010-12-28,1326.6695991817949
2010-12-29,1337.1502567122143
2010-12-30,1346.568871493858
2010-12-31,1354.1265946372528
2011-01-03,1368.0746728010913
2011-01-04,1369.9572262479142
2011-01-05,1363.7580322862007
2011-01-06,1358.2900633068925
2011-01-07,1350.5757650470352
2011-01-10,1344.4108329849435
2011-01-11,1353.435640380633
2011-01-12,1370.4437308414438
2011-01-13,1373.1605552984254
2011-01-14,1367.6427983446727
2011-01-17,1363.132944584142
2011-01-18,1365.347886549702
2011-01-19,1372.1991111151835
2011-01-20,1351.4009002225882
2011-01-21,1345.7110354594597
2011-01-24,1344.9146264195376
2011-01-25,1343.6494258710811
2011-01-26,1348.6345310486086
2011-01-27,1348.469772453235
2011-01-28,1328.147397825284
2011-01-31,1323.8918518333887
2011-02-01,1334.2871093531169
2011-02-02,1339.6524338822862
2011-02-03,1335.247447956806
2011-02-04,1334.7697708795783
2011-02-07,1328.2418613387015
2011-02-08,1327.1237002730097
2011-02-09,1310.6179469128672
2011-02-10,1286.352078334922
2011-02-11,1283.8325596036784
2011-02-14,1294.9897118335675
2011-02-15,1292.5462615969304
2011-02-16,1301.3037165282888
2011-02-17,1305.2590885889615
2011-02-18,1315.5038416040534
2011-02-21,1316.3646091794803
2011-02-22,1297.9324158076654
2011-02-23,1290.2982767473707
2011-02-24,1281.4960104895633
2011-02-25,1297.3063194755337
2011-02-28,1306.78656416593
2011-03-01,1314.904837153965
2011-03-02,1315.5819860215122
2011-03-03,1326.6444574865866
2011-03-04,1335.7462120910202
2011-03-07,1332.2596401387805
2011-03-08,1338.4617764271084
2011-03-09,1338.7045398961293
2011-03-10,1320.0822865286177
2011-03-11,1308.1106917708018
2011-03-14,1313.5051014358285
2011-03-15,1279.5137714019158
2011-03-16,1281.696892557596
2011-03-17,1275.076247502132
2011-03-18,1285.1089271521282
2011-03-21,1298.6242252906857
2011-03-22,1308.770705459492
2011-03-23,1311.898469900763
2011-03-24,1323.694093221075
2011-03-25,1334.1304015345843
2011-03-28,1325.9122410461132
2011-03-29,1332.3675519229535
2011-03-30,1350.4203272067589
2011-03-31,1363.9473749550177
2011-04-01,1380.8989270167524
2011-04-04,1392.6281274412672
2011-04-05,1396.2099956693792
2011-04-06,1409.0417022799154
2011-04-07,1411.2082717908133
2011-04-08,1414.8523418683212
2011-04-11,1407.5888893884667
2011-04-12,1381.8873166785286
2011-04-13,1386.590999106698
2011-04-14,1382.2609560091075
2011-04-15,1380.493179216773
2011-04-18,1364.8617198992708
2011-04-19,1367.1699051565
2011-04-20,1396.8623058228216
2011-04-21,1408.4924019583295
2011-04-22,1409.246651790409
2011-04-25,1408.2033428420425
2011-04-26,1413.021584702745
2011-04-27,1417.1674707231432
2011-04-28,1417.7656390850057
2011-04-29,1422.0544426227273
2011-05-02,1424.8075102834077
2011-05-03,1408.5807994725035
2011-05-04,1397.2336136561073
2011-05-05,1392.323568753242
2011-05-06,1395.3685162461197
2011-05-09,1391.6145269024796
2011-05-10,1395.3089515544689
2011-05-11,1393.0504258903245
2011-05-12,1381.23942288555
2011-05-13,1377.194374776686
2011-05-16,1367.6906976357118
2011-05-17,1362.0490580636397
2011-05-18,1369.6991301661353
2011-05-19,1372.5113183355352
2011-05-20,1368.92692553885
2011-05-23,1343.6058233245308
2011-05-24,1354.43509205909
2011-05-25,1349.3550708918115
2011-05-26,1361.8261099910733
2011-05-27,1377.7596443935772
2011-05-30,1379.6815965222686
2011-05-31,1404.8009168693618
2011-06-01,1404.4626202353975
2011-06-02,1396.6523207542696
2011-06-03,1394.3115848464845
2011-06-06,1389.0859127083106
2011-06-07,1392.8993118135593
2011-06-08,1384.1825678128837
2011-06-09,1377.0655764396852
2011-06-10,1364.2376148607543
2011-06-13,1361.6218927565856
2011-06-14,1370.31311541523
2011-06-15,1362.1179618088668
2011-06-16,1341.9138337801835
2011-06-17,1343.1848826808073
2011-06-20,1339.8677438159443
2011-06-21,1354.8663609236185
2011-06-22,1352.6244666256812
2011-06-23,1337.3051579837677
2011-06-24,1350.085166787267
2011-06-27,1345.6856915369656
2011-06-28,1354.522014556176
2011-06-29,1366.7484958389202
2011-06-30,1384.7841344837607
2011-07-01,1396.3843003537063
2011-07-04,1411.86412598702
2011-07-05,1406.5970596447776
2011-07-06,1396.725478052508
2011-07-07,1402.783304249524
2011-07-08,1401.09621444907
2011-07-11,1374.9903865808974
2011-07-12,1350.4512312161328
2011-07-13,1368.4595309661527
2011-07-14,1365.217308807715
2011-07-15,1364.8923925729741
2011-07-18,1353.511934774696
2011-07-19,1363.4148204465262
2011-07-20,1375.4841452327703
2011-07-21,1382.408243323129
2011-07-22,1394.407393674335
2011-07-25,1389.2034858658308
2011-07-26,1403.4349309050333
2011-07-27,1394.0784494195525
2011-07-28,1394.0368501818243
2011-07-29,1384.2462968970344
2011-08-01,1394.516410897468
2011-08-02,1376.6248433573905
2011-08-03,1352.7553832951485
2011-08-04,1324.598242304538
2011-08-05,1285.7717216653352
2011-08-08,1233.817824557641
2011-08-09,1197.262470151411
2011-08-10,1219.1647201292355
2011-08-11,1232.0279684178138
2011-08-12,1234.6961182351754
2011-08-15,1269.1824318446731
2011-08-16,1269.8569181334378
2011-08-17,1275.440420776041
2011-08-18,1246.3947445130282
2011-08-19,1231.1669435306228
2011-08-22,1228.7945650248826
2011-08-23,1246.6773283696036
2011-08-24,1239.6875050000754
2011-08-25,1237.9953263093673
2011-08-26,1238.726307525306
2011-08-29,1274.0390873230042
2011-08-30,1282.9210529814457
2011-08-31,1306.9876068385674
2011-09-01,1309.4629923794703
2011-09-02,1289.6180681463418
2011-09-05,1256.7516356042647
2011-09-06,1254.114194145051
2011-09-07,1278.7900295718694
2011-09-08,1283.9655424223856
2011-09-09,1264.1591110518586
2011-09-12,1235.5725132450177
2011-09-13,1230.7756929617597
2011-09-14,1225.7636484749755
2011-09-15,1242.3268302449928
2011-09-16,1256.702766166857
2011-09-19,1223.7538390966306
2011-09-20,1227.8384343661212
2011-09-21,1212.345190000905
2011-09-22,1146.5746952590155
2011-09-23,1126.0922868423086
2011-09-26,1114.025834819361
2011-09-27,1166.0774732321518
2011-09-28,1163.1553408734553
2011-09-29,1159.3369510544408
2011-09-30,1146.5348921461614
2011-10-03,1110.658552878469
2011-10-04,1091.2282599981547
2011-10-05,1103.3925584754138
2011-10-06,1133.615383605266
2011-10-07,1148.9157512946824
2011-10-10,1163.1273405489999
2011-10-11,1177.7070137375106
2011-10-12,1189.1393900905555
2011-10-13,1194.2192268975164
2011-10-14,1196.239944966582
2011-10-17,1204.0695903643752
2011-10-18,1184.1233449594977
2011-10-19,1192.6134527837612
2011-10-20,1164.6714452931053
2011-10-21,1178.7695224012662
2011-10-24,1209.9067160425293
2011-10-25,1220.6184828428472
2011-10-26,1223.7404836021904
2011-10-27,1260.461507849198
2011-10-28,1274.2094028511876
2011-10-31,1258.0095546951713
2011-11-01,1227.8576940940143
2011-11-02,1245.3877352495028
2011-11-03,1238.6973944019974
2011-11-04,1253.7058523275296
2011-11-07,1251.6929587517477
2011-11-08,1258.9271888366259
2011-11-09,1253.6114822522343
2011-11-10,1223.097439815344
2011-11-11,1243.6942501134233
2011-11-14,1250.8247099993464
2011-11-15,1241.6489243403305
2011-11-16,1235.6804486809012
2011-11-17,1230.6469720476111
2011-11-18,1210.9443505589513
2011-11-21,1184.2916740649825
2011-11-22,1180.5150789559705
2011-11-23,1156.5443176270542
2011-11-24,1158.2032856658611
2011-11-25,1147.0549299578763
2011-11-28,1173.1912520169665
2011-11-29,1179.0376144781485
2011-11-30,1202.2797906957342
2011-12-01,1241.2401892196824
2011-12-02,1242.6074124877134
2011-12-05,1247.8801794971669
2011-12-06,1233.4470916063667
2011-12-07,1239.412753238421
2011-12-08,1227.9773769637313
2011-12-09,1214.6758866269681
2011-12-12,1206.162811274353
2011-12-13,1199.1398618492083
2011-12-14,1186.9482152393036
2011-12-15,1175.6809434386096
2011-12-16,1182.2853552307702
2011-12-19,1169.6274880420006
2011-12-20,1183.8231735340078
2011-12-21,1200.5695310884275
2011-12-22,1204.124015547061
2011-12-23,1216.6625406546646
2011-12-26,1216.2754517013486
2011-12-27,1216.1583956169297
2011-12-28,1205.8597819411293
2011-12-29,1206.4380833594473
2011-12-30,1211.4429295306093
2012-01-02,1209.3837308280138
2012-01-03,1235.14553227976
2012-01-04,1231.7718758827525
2012-01-05,1228.860014667274
2012-01-06,1228.022990748488
2012-01-09,1234.817259903714
2012-01-10,1250.7097530153662
2012-01-11,1254.0708258992322
2012-01-12,1256.7949209229187
2012-01-13,1255.9014889455298
2012-01-16,1253.4837001356993
2012-01-17,1280.4714170718282
2012-01-18,1290.019063396877
2012-01-19,1300.4765498438028
2012-01-20,1301.3880670290316
2012-01-23,1305.7696734083177
2012-01-24,1302.4295878357866
2012-01-25,1299.5697742147906
2012-01-26,1323.4135899800433
2012-01-27,1324.800915460348
2012-01-30,1317.7508403438592
2012-01-31,1336.9768549594921
2012-02-01,1350.526050689745
2012-02-02,1372.8668239486176
2012-02-03,1375.7042514806221
2012-02-06,1371.466727989475
2012-02-07,1372.6133909192258
2012-02-08,1391.3596052896482
2012-02-09,1393.183252636095
2012-02-10,1371.5203016568769
2012-02-13,1383.2235689317256
2012-02-14,1379.2200365029762
2012-02-15,1392.9702627284494
2012-02-16,1380.103169096944
2012-02-17,1396.6306669976402
2012-02-20,1401.881151699921
2012-02-21,1399.9867792916853
2012-02-22,1407.636959801941
2012-02-23,1401.5306956794302
2012-02-24,1408.6032131828756
2012-02-27,1399.9566438859765
2012-02-28,1415.722465979714
2012-02-29,1429.277189681931
2012-03-01,1425.3709339820155
2012-03-02,1429.5593720856145
2012-03-05,1410.195397580386
2012-03-06,1383.1281739290275
2012-03-07,1379.2133562186439
2012-03-08,1395.6414797028488
2012-03-09,1405.7589957508883
2012-03-12,1396.3106912989124
2012-03-13,1415.5608215414427
2012-03-14,1410.4980455241005
2012-03-15,1408.336951295205
2012-03-16,1403.970206866192
2012-03-19,1403.2808035160165
2012-03-20,1388.9745672712556
2012-03-21,1388.3113160217742
2012-03-22,1383.038799701948
2012-03-23,1382.2709521629627
2012-03-26,1388.5973311154034
2012-03-27,1404.0989739516551
2012-03-28,1388.1551962284345
2012-03-29,1370.4580414004406
2012-03-30,1383.2913181202857
2012-04-02,1387.2315554752252
2012-04-03,1390.6995759738577
2012-04-04,1373.5417695805713
2012-04-05,1367.9207726924162
2012-04-06,1369.8906934396318
2012-04-09,1360.907917491472
2012-04-10,1350.7590214990064
2012-04-11,1349.3811264756944
2012-04-12,1364.7556737144043
2012-04-13,1373.7207135559906
2012-04-16,1365.655251190341
2012-04-17,1365.07241890756
2012-04-18,1371.0862042712204
2012-04-19,1374.9996167499817
2012-04-20,1374.9826181254168
2012-04-23,1358.2844081977296
2012-04-24,1363.4097255283903
2012-04-25,1367.4481528672602
2012-04-26,1371.8454129985155
2012-04-27,1372.798132521497
2012-04-30,1384.5855009602583
2012-05-01,1383.7822377551315
2012-05-02,1399.2216785261146
2012-05-03,1392.956850756398
2012-05-04,1381.7546637168778
2012-05-07,1364.4764625996957
2012-05-08,1352.5375430869587
2012-05-09,1333.0408036170977
2012-05-10,1334.5619138471204
2012-05-11,1323.3448496972298
2012-05-14,1298.0119260899207
2012-05-15,1296.647864181953
2012-05-16,1270.9306662142803
2012-05-17,1268.563305399665
2012-05-18,1250.8126450614889
2012-05-21,1256.8962362629575
2012-05-22,1266.383134826186
2012-05-23,1239.0187491340334
2012-05-24,1244.7385963905724
2012-05-25,1243.612120590253
2012-05-28,1252.5605918747767
2012-05-29,1273.1384619201094
2012-05-30,1252.3182844718237
2012-05-31,1254.8098346572033
2012-06-01,1238.3978329197166
2012-06-04,1226.4894701790072
2012-06-05,1233.1154522838885
2012-06-06,1256.4360203336919
2012-06-07,1266.3462898545606
2012-06-08,1252.9450335375875
2012-06-11,1265.492150165289
2012-06-12,1263.588840437481
2012-06-13,1274.7287161971133
2012-06-14,1266.4259520926018
2012-06-15,1287.7686048425285
2012-06-18,1301.3159310828705
2012-06-19,1312.5614062576683
2012-06-20,1318.595989434262
2012-06-21,1295.5936491902796
2012-06-22,1275.1728007889171
2012-06-25,1264.6890616822564
2012-06-26,1269.9694893808642
2012-06-27,1280.304749757569
2012-06-28,1269.1702099446672
2012-06-29,1307.0274360781943
2012-07-02,1315.6640833311772
2012-07-03,1333.5969825878183
2012-07-04,1330.4256830228062
2012-07-05,1331.8412262795955
2012-07-06,1319.4948470492113
2012-07-09,1306.8973906048814
2012-07-10,1307.7864793865779
2012-07-11,1301.7279744997034
2012-07-12,1277.780924295465
2012-07-13,1290.332499660931
2012-07-16,1290.619341480607
2012-07-17,1301.9096956946294
2012-07-18,1301.8073856427866
2012-07-19,1317.0837294015312
2012-07-20,1310.7110393403798
2012-07-23,1274.903962748044
2012-07-24,1267.959271265896
2012-07-25,1267.7531873227722
2012-07-26,1280.43806681315
2012-07-27,1311.5377416299764
2012-07-30,1320.1799109492295
2012-07-31,1325.4880782417183
2012-08-01,1329.836173157876
2012-08-02,1319.0370250201927
2012-08-03,1334.4979342614015
2012-08-06,1351.466827696992
2012-08-07,1352.7134238304232
2012-08-08,1353.0565488832183
2012-08-09,1365.7788774318292
2012-08-10,1364.685406524741
2012-08-13,1359.476423503234
2012-08-14,1365.4029278874216
2012-08-15,1357.781119620223
2012-08-16,1358.351741610052
2012-08-17,1348.7541512585337
2012-08-20,1346.6272413986947
2012-08-21,1356.6869260291119
2012-08-22,1347.0060700466172
2012-08-23,1352.2545146197986
2012-08-24,1340.6984620279632
2012-08-27,1338.623065287468
2012-08-28,1332.313917340575
2012-08-29,1327.2247220753623
2012-08-30,1314.7981110132637
2012-08-31,1323.0796260256868
2012-09-03,1330.679065684966
2012-09-04,1323.285983724675
2012-09-05,1311.6556781508452
2012-09-06,1329.0677052559179
2012-09-07,1353.3136500301016
2012-09-10,1356.467401888047
2012-09-11,1359.8811985702705
2012-09-12,1360.8171684453735
2012-09-13,1364.7471438576943
2012-09-14,1404.485905247532
2012-09-17,1404.423940535228
2012-09-18,1399.145162586739
2012-09-19,1405.0687548110993
2012-09-20,1390.324142332732
2012-09-21,1398.1598872297698
2012-09-24,1394.2710714938048
2012-09-25,1391.98034546937
2012-09-26,1375.4278102957576
2012-09-27,1386.7587645425472
2012-09-28,1391.542975351978
2012-10-01,1393.9675332635895
2012-10-02,1393.6362679617598
2012-10-03,1386.167265441673
2012-10-04,1385.6345080527674
2012-10-05,1392.7049974736842
2012-10-08,1377.1857790479617
2012-10-09,1378.710707318201
2012-10-10,1381.139019700191
2012-10-11,1387.5786934778225
2012-10-12,1391.436224218742
2012-10-15,1387.5349888048702
2012-10-16,1397.5449425280929
2012-10-17,1411.7115485177733
2012-10-18,1414.9108863138329
2012-10-19,1407.9571421366304
2012-10-22,1410.469526644725
2012-10-23,1395.222650072703
2012-10-24,1392.0637957575877
2012-10-25,1395.9030557284643
2012-10-26,1386.5520942254275
2012-10-29,1389.5868637614535
2012-10-30,1388.5373233492617
2012-10-31,1388.5149899952721
2012-11-01,1398.4954033332801
2012-11-02,1404.2787772302065
2012-11-05,1399.1634285056368
2012-11-06,1405.4567877785391
2012-11-07,1409.886083440334
2012-11-08,1392.3911337369907
2012-11-09,1390.3539585717465
2012-11-12,1388.453066708597
2012-11-13,1374.2064345143215
2012-11-14,1373.6712003552368
2012-11-15,1365.673617465491
2012-11-16,1361.4129306112775
2012-11-19,1372.7898032673556
2012-11-20,1372.3373825245837
2012-11-21,1375.9677218904576
2012-11-22,1382.1373843152483
2012-11-23,1398.9859893163214
2012-11-26,1398.281965374253
2012-11-27,1396.7822553718631
2012-11-28,1386.689269340758
2012-11-29,1402.471462073694
2012-11-30,1407.2187289034107
2012-12-03,1404.6578324945472
2012-12-04,1404.6154929617876
2012-12-05,1419.2318622512348
2012-12-06,1422.8343284419284
2012-12-07,1425.651122320982
2012-12-10,1431.652158585101
2012-12-11,1438.89728687018
2012-12-12,1452.4366869332964
2012-12-13,1453.7192164326475
2012-12-14,1458.6879188561845
2012-12-17,1456.5588208732763
2012-12-18,1467.6354094692995
2012-12-19,1478.7793267928175
2012-12-20,1480.1156289712974
2012-12-21,1468.604126715468
2012-12-24,1470.4183241749329
2012-12-25,1473.9305998293712
2012-12-26,1477.4262073800437
2012-12-27,1485.642958764813
2012-12-28,1491.083775929416
2012-12-31,1489.1265178927165
2013-01-01,1489.198337514562
2013-01-02,1515.968408247195
2013-01-03,1521.5912503092286
2013-01-04,1514.6312452732393
2013-01-07,1511.164399071118
2013-01-08,1503.2041145935682
2013-01-09,1506.9043417108196
2013-01-10,1511.9895468306777
2013-01-11,1503.4665627689317
2013-01-14,1513.4940029038153
2013-01-15,1502.1490874258277
2013-01-16,1496.0137332618388
2013-01-17,1496.7739503125572
2013-01-18,1507.4816237900448
2013-01-21,1506.8868175403534
2013-01-22,1507.926228124524
2013-01-23,1502.8862090178122
2013-01-24,1498.0451042771435
2013-01-25,1496.976189865227
2013-01-28,1489.7615343009386
2013-01-29,1497.030437624769
2013-01-30,1495.4907160300088
2013-01-31,1500.4258162378928
2013-02-01,1508.745107386859
2013-02-04,1506.6124872677638
2013-02-05,1499.07722180765
2013-02-06,1493.7897096268136
2013-02-07,1486.632532989101
2013-02-08,1486.32696856988
2013-02-11,1482.8557311656316
2013-02-12,1481.7242614624745
2013-02-13,1488.479620854829
2013-02-14,1491.988713516676
2013-02-15,1491.4484500056542
2013-02-18,1487.9138114479683
2013-02-19,1483.812154727572
2013-02-20,1486.4613218407364
2013-02-21,1466.8202132132412
2013-02-22,1462.8931054065713
2013-02-25,1468.046264538546
2013-02-26,1452.3067698737516
2013-02-27,1456.6659865515908
2013-02-28,1468.2919761694047
2013-03-01,1465.2869099622799
2013-03-04,1444.9124350298341
2013-03-05,1457.9046602456015
2013-03-06,1468.9256278192402
2013-03-07,1465.4659985625885
2013-03-08,1474.195327921868
2013-03-11,1475.9891849221735
2013-03-12,1468.3323233262067
2013-03-13,1452.7279755115458
2013-03-14,1455.482034858784
2013-03-15,1450.3158973232514
2013-03-18,1432.3748077078171
2013-03-19,1422.837537952909
2013-03-20,1427.899929937792
2013-03-21,1425.8156591400887
2013-03-22,1416.144100161373
2013-03-25,1423.9233868771446
2013-03-26,1430.550633769869
2013-03-27,1434.0537872629336
2013-03-28,1432.2597752585964
2013-03-29,1435.577763605675
2013-04-01,1430.4282432091788
2013-04-02,1426.6741120108252
2013-04-03,1425.944523284981
2013-04-04,1421.5245978691503
2013-04-05,1411.973684569312
2013-04-08,1408.1840197024364
2013-04-09,1420.0435033705135
2013-04-10,1427.5514693580515
2013-04-11,1432.833557165284
2013-04-12,1425.2482109183325
2013-04-15,1397.3660139060519
2013-04-16,1400.6092575199928
2013-04-17,1391.110415085465
2013-04-18,1388.8071489754043
2013-04-19,1411.4680643384563
2013-04-22,1410.129807934767
2013-04-23,1405.8678740946186
2013-04-24,1419.9695882653407
2013-04-25,1434.6737215529986
2013-04-26,1431.8195114308724
2013-04-29,1439.635864149785
2013-04-30,1452.1034119082944
2013-05-01,1449.2124714978463
2013-05-02,1445.3430379469307
2013-05-03,1453.2049499633554
2013-05-06,1459.2002091528132
2013-05-07,1467.6380887164855
2013-05-08,1485.121238058319
2013-05-09,1485.9524652274845
2013-05-10,1478.2271402708545
2013-05-13,1467.2287016597597
2013-05-14,1465.8307238900695
2013-05-15,1461.7664739657328
2013-05-16,1457.927575498303
2013-05-17,1456.423320914469
2013-05-20,1462.6045628121385
2013-05-21,1462.6827600439212
2013-05-22,1461.5620957130118
2013-05-23,1429.2642011527541
2013-05-24,1430.5572530561763
2013-05-27,1435.4906185297796
2013-05-28,1437.6293410620644
2013-05-29,1422.1334606959538
2013-05-30,1412.4436038076421
2013-05-31,1400.9329868794985
2013-06-03,1392.3307903543455
2013-06-04,1400.8651613938407
2013-06-05,1382.9081102542696
2013-06-06,1370.7523112623994
2013-06-07,1376.1731604588779
2013-06-10,1364.2335903475312
2013-06-11,1339.3195917078547
2013-06-12,1340.4212250996275
2013-06-13,1330.0504126524609
2013-06-14,1339.9114724267188
2013-06-17,1350.1998937144015
2013-06-18,1347.8454958465613
2013-06-19,1337.2317803901283
2013-06-20,1290.2392876161448
2013-06-21,1284.3825474744176
2013-06-24,1259.5222578485034
2013-06-25,1266.8688670237755
2013-06-26,1289.3995974758325
2013-06-27,1303.1481232929439
2013-06-28,1331.8814108189656
2013-07-01,1331.2660241857723
2013-07-02,1322.401909502956
2013-07-03,1295.7726430900275
2013-07-04,1314.0025309909888
2013-07-05,1311.950310148461
2013-07-08,1297.4063391995132
2013-07-09,1303.2773394665396
2013-07-10,1311.3897284329364
2013-07-11,1348.3553795349696
2013-07-12,1352.7483154451854
2013-07-15,1359.192602599931
2013-07-16,1360.8380285451676
2013-07-17,1372.0619045708563
2013-07-18,1368.607743961216
2013-07-19,1359.6946746667304
2013-07-22,1361.8821561662912
2013-07-23,1386.736035119423
2013-07-24,1380.7951008547134
2013-07-25,1373.246819370411
2013-07-26,1371.8850252987866
2013-07-29,1362.1505194778458
2013-07-30,1360.860980297088
2013-07-31,1354.2578224363763
2013-08-01,1360.0039101355942
2013-08-02,1363.4247758979247
2013-08-05,1365.9606238695883
2013-08-06,1352.3838940246328
2013-08-07,1343.627120615595
2013-08-08,1354.5758520205572
2013-08-09,1365.5337996696949
2013-08-12,1379.3278324418327
2013-08-13,1391.4072789642805
2013-08-14,1394.8469386148556
2013-08-15,1380.8380541285055
2013-08-16,1382.480148609459
2013-08-19,1367.5738070711825
2013-08-20,1350.5046019645888
2013-08-21,1340.8721355565008
2013-08-22,1349.121189255972
2013-08-23,1357.9993268319722
2013-08-26,1358.3237578545734
2013-08-27,1339.7048849939385
2013-08-28,1331.1108405772445
2013-08-29,1339.3537278461113
2013-08-30,1347.0050773739722
2013-09-02,1362.7674951701174
2013-09-03,1363.2132888990825
2013-09-04,1363.5787599269286
2013-09-05,1379.412494403905
2013-09-06,1390.3855496551757
2013-09-09,1415.0564364485158
2013-09-10,1431.7928561128124
2013-09-11,1431.6033877364202
2013-09-12,1433.8809938340703
2013-09-13,1426.347648034481
2013-09-16,1448.3492605042527
2013-09-17,1450.4699913348772
2013-09-18,1442.1421896190093
2013-09-19,1474.5107370181292
2013-09-20,1463.0195558793898
2013-09-23,1461.9383833101535
2013-09-24,1453.8246303212168
2013-09-25,1455.129977715272
2013-09-26,1446.0724463571298
2013-09-27,1441.5639138081733
2013-09-30,1425.3687117870088
2013-10-01,1435.080922309643
2013-10-02,1435.958747836902
2013-10-03,1446.8176860062183
2013-10-04,1448.7920035441573
2013-10-07,1443.6955379593023
2013-10-08,1452.0823561281577
2013-10-09,1445.8537686435257
2013-10-10,1457.9111782092987
2013-10-11,1466.7966626237426
2013-10-14,1466.9686725300721
