Date,ZHONG HUA SMALL GROWTH
2007-05-31,1000.0
2007-06-01,1002.2872330751866
2007-06-04,985.8842276498219
2007-06-05,994.6924252611528
2007-06-06,997.2557262247682
2007-06-07,998.3138111462064
2007-06-08,996.1963797899831
2007-06-11,1001.9433778371073
2007-06-12,1007.8462408588166
2007-06-13,1019.4367897739087
2007-06-14,1022.5648980602473
2007-06-15,1029.4606253067577
2007-06-18,1035.4378480694995
2007-06-19,1035.9408249511046
2007-06-20,1045.3930649027027
2007-06-21,1043.2435594101053
2007-06-22,1046.021998715899
2007-06-25,1037.6572105787454
2007-06-26,1044.348283146733
2007-06-27,1038.9001671124843
2007-06-28,1038.7652697015935
2007-06-29,1044.1351069531381
2007-07-02,1042.1741276765053
2007-07-03,1061.7509938681555
2007-07-04,1065.3376538650984
2007-07-05,1073.1502513606406
2007-07-06,1078.5318741038159
2007-07-09,1096.4036812621548
2007-07-10,1089.3446074428714
2007-07-11,1081.4273254625186
2007-07-12,1091.896758813631
2007-07-13,1103.6531925298382
2007-07-16,1104.747491636315
2007-07-17,1114.9735978136905
2007-07-18,1108.7427733826605
2007-07-19,1108.9104534222638
2007-07-20,1123.4524387306874
2007-07-23,1132.8086682379603
2007-07-24,1144.777457582119
2007-07-25,1144.024778472364
2007-07-26,1142.0797644361082
2007-07-27,1101.3543439437817
2007-07-30,1097.8816774366603
2007-07-31,1123.6099757259071
2007-08-01,1088.3205241822907
2007-08-02,1080.564648400154
2007-08-03,1089.700870644088
2007-08-06,1050.528504264644
2007-08-07,1033.842342096857
2007-08-08,1050.9127683433867
2007-08-09,1073.564948644808
2007-08-10,1037.199989267094
2007-08-13,1024.8599734789116
2007-08-14,1034.1679157451536
2007-08-15,1008.1945950812943
2007-08-16,957.0115375471396
2007-08-17,916.9815486784422
2007-08-20,971.0202493113396
2007-08-21,983.4385659635934
2007-08-22,994.6914958151841
2007-08-23,1026.6912299731866
2007-08-24,1043.9297816353885
2007-08-27,1076.349680983204
2007-08-28,1059.058329380425
2007-08-29,1038.5238402597981
2007-08-30,1062.0244265411752
2007-08-31,1091.138949474894
2007-09-03,1097.219381386463
2007-09-04,1093.4476558331748
2007-09-05,1092.2133063587628
2007-09-06,1104.6118494542495
2007-09-07,1115.9779034646435
2007-09-10,1111.654791133148
2007-09-11,1100.8860272535255
2007-09-12,1114.1645057022008
2007-09-13,1120.530151227777
2007-09-14,1138.631523675868
2007-09-17,1128.5605178179615
2007-09-18,1127.822382001824
2007-09-19,1149.2856002430726
2007-09-20,1162.5745362889961
2007-09-21,1174.6528613374194
2007-09-24,1174.717922411968
2007-09-25,1164.3658726791843
2007-09-26,1167.245901959494
2007-09-27,1191.688744946291
2007-09-28,1195.7391644137326
2007-10-01,1195.5967701393586
2007-10-02,1225.6361920655445
2007-10-03,1209.2519961369828
2007-10-04,1178.077311933112
2007-10-05,1201.559565438074
2007-10-08,1203.3971752274879
2007-10-09,1202.857814151365
2007-10-10,1233.987785182712
2007-10-11,1259.9546110369874
2007-10-12,1261.1379641036372
2007-10-15,1258.741479576517
2007-10-16,1252.3276240929815
2007-10-17,1248.1701868739729
2007-10-18,1250.1070793670522
2007-10-19,1256.340056261981
2007-10-22,1215.5697992557282
2007-10-23,1231.8858024286037
2007-10-24,1230.5379281212029
2007-10-25,1223.8085549776483
2007-10-26,1246.1370874481265
2007-10-29,1267.9547988027668
2007-10-30,1275.924482395588
2007-10-31,1289.4551000179533
2007-11-01,1303.81338797645
2007-11-02,1283.0220608749391
2007-11-05,1249.0032845366406
2007-11-06,1256.774224283369
2007-11-07,1272.7658835585037
2007-11-08,1250.6153310729242
2007-11-09,1233.3510781992102
2007-11-12,1170.1521996841677
2007-11-13,1157.4173922867926
2007-11-14,1211.325288120527
2007-11-15,1199.9587240889064
2007-11-16,1174.7488794679282
2007-11-19,1171.915065062419
2007-11-20,1171.6658415150628
2007-11-21,1151.3381216268542
2007-11-22,1112.597150941872
2007-11-23,1096.9517985231143
2007-11-26,1116.265393178381
2007-11-27,1103.5988694865152
2007-11-28,1117.1179730413278
2007-11-29,1149.0703235481726
2007-11-30,1177.320617370437
2007-12-03,1193.293194801683
2007-12-04,1186.4196420881997
2007-12-05,1187.6107164101168
2007-12-06,1191.443705485353
2007-12-07,1185.457306365244
2007-12-10,1170.686849445122
2007-12-11,1180.9289450186907
2007-12-12,1166.4679962010084
2007-12-13,1145.894689798855
2007-12-14,1128.6835490294573
2007-12-17,1091.7136487423709
2007-12-18,1089.1319902500295
2007-12-19,1098.5811046934282
2007-12-20,1102.4438503175932
2007-12-21,1120.8930833052273
2007-12-24,1142.568685549061
2007-12-25,1142.8030202766508
2007-12-26,1143.5508444318884
2007-12-27,1153.865631828592
2007-12-28,1154.818431409937
2007-12-31,1171.5355156342048
2008-01-01,1171.5355156342048
2008-01-02,1170.7774971791764
2008-01-03,1160.6843242210869
2008-01-04,1176.890377252809
2008-01-07,1164.2081966938797
2008-01-08,1159.702876754101
2008-01-09,1166.6628564138325
2008-01-10,1159.648431357749
2008-01-11,1152.5493821782952
2008-01-14,1130.8625428826863
2008-01-15,1112.7555289479315
2008-01-16,1064.349523848508
2008-01-17,1061.8731533393754
2008-01-18,1054.539318295088
2008-01-21,1011.6934954856949
2008-01-22,912.0317439369836
2008-01-23,952.8963013664833
2008-01-24,958.6016158980866
2008-01-25,992.8731262564047
2008-01-28,967.6936433066008
2008-01-29,968.0758763166095
2008-01-30,957.9999466627615
2008-01-31,952.4022840928851
2008-02-01,961.5321757326913
2008-02-04,990.8864759358231
2008-02-05,990.185812842558
2008-02-06,964.2007718328488
2008-02-07,964.3306952984873
2008-02-08,964.364594676551
2008-02-11,951.4390544327375
2008-02-12,952.8456582493259
2008-02-13,950.7185598916141
2008-02-14,968.7672127109338
2008-02-15,977.2370095606353
2008-02-18,983.2714997266761
2008-02-19,1000.8503082670129
2008-02-20,999.0483810710607
2008-02-21,999.3587103956057
2008-02-22,987.9497502024774
2008-02-25,976.9669435919236
2008-02-26,980.9117828646306
2008-02-27,993.2988209703134
2008-02-28,995.1818772022988
2008-02-29,1000.731392343087
2008-03-03,989.0894585280075
2008-03-04,976.226064299305
2008-03-05,961.0542371331716
2008-03-06,965.3820604039219
2008-03-07,944.7828912675016
2008-03-10,920.448238931417
2008-03-11,910.8917675308033
2008-03-12,915.7715256737941
2008-03-13,889.5649163951274
2008-03-14,870.8300583988184
2008-03-17,820.5000528454619
2008-03-18,777.206172217163
2008-03-19,795.5892980592423
2008-03-20,765.7391794923226
2008-03-21,767.255059846587
2008-03-24,766.31655160516
2008-03-25,804.9834247250049
2008-03-26,814.308766007983
2008-03-27,816.7378962578634
2008-03-28,843.4753687691715
2008-03-31,847.8682999135518
2008-04-01,843.1458680672844
2008-04-02,852.8811380519172
2008-04-03,859.1771142343646
2008-04-04,859.2279978332961
2008-04-07,873.3993659536255
2008-04-08,871.6319262566916
2008-04-09,854.4335404791017
2008-04-10,857.7165244662541
2008-04-11,860.8114370154389
2008-04-14,835.0065051883042
2008-04-15,839.3743648115607
2008-04-16,841.0209703850813
2008-04-17,847.1449953166019
2008-04-18,839.101978634072
2008-04-21,850.7399026604809
2008-04-22,854.676153547952
2008-04-23,866.3950167664251
2008-04-24,887.4550335464219
2008-04-25,889.255035913904
2008-04-28,894.1448821942024
2008-04-29,900.2698934329079
2008-04-30,905.8841992441628
2008-05-01,906.0294599515307
2008-05-02,919.9848239801482
2008-05-05,934.7321166804057
2008-05-06,938.1639651918185
2008-05-07,918.4528865200281
2008-05-08,923.3346226071333
2008-05-09,920.8961144137777
2008-05-12,921.1381499246859
2008-05-13,919.7662811308987
2008-05-14,923.6581962950204
2008-05-15,925.4337432367116
2008-05-16,923.5663303487695
2008-05-19,935.0240269077942
2008-05-20,918.9123142075463
2008-05-21,918.3247147148104
2008-05-22,913.8376556176704
2008-05-23,910.7872259581991
2008-05-26,899.599085811859
2008-05-27,906.3095496804794
2008-05-28,902.8045490279128
2008-05-29,907.8866523347098
2008-05-30,907.1497269355186
2008-06-02,912.4072060904159
2008-06-03,903.1531154108377
2008-06-04,899.829481418701
2008-06-05,898.8070985709916
2008-06-06,901.4429297403893
2008-06-09,901.5473024130833
2008-06-10,862.979317601417
2008-06-11,855.4055180639377
2008-06-12,835.087827651142
2008-06-13,827.7905155926215
2008-06-16,839.6168674842365
2008-06-17,835.3241786752084
2008-06-18,844.8909627887874
2008-06-19,825.1387692884512
2008-06-20,819.7369289131876
2008-06-23,804.8998735923675
2008-06-24,794.1809264223403
2008-06-25,801.9521734256645
2008-06-26,804.2924693572127
2008-06-27,785.6374476102399
2008-06-30,785.3201729015818
2008-07-01,784.5039701712458
2008-07-02,772.1590760790672
2008-07-03,750.4759677335712
2008-07-04,747.4630876022891
2008-07-07,755.3729993246355
2008-07-08,740.6377933396956
2008-07-09,757.3889984952758
2008-07-10,756.4829804945417
2008-07-11,766.209292736604
2008-07-14,757.5332082441024
2008-07-15,739.9312256369711
2008-07-16,734.0503472058105
2008-07-17,734.2173540461731
2008-07-18,732.2913644558646
2008-07-21,740.5005642036133
2008-07-22,744.1320646040556
2008-07-23,752.849851359777
2008-07-24,757.7413019093517
2008-07-25,746.7592705959556
2008-07-28,745.9479542398734
2008-07-29,735.7787502372478
2008-07-30,744.3843807627854
2008-07-31,741.8982794586265
2008-08-01,739.2552115546791
2008-08-04,728.711007658147
2008-08-05,712.7472919980304
2008-08-06,712.7618069986067
2008-08-07,708.119120853699
2008-08-08,692.0688956794055
2008-08-11,671.0722344438485
2008-08-12,665.6683659314782
2008-08-13,656.6782929060369
2008-08-14,661.9186457565851
2008-08-15,665.0331969173552
2008-08-18,651.9288753796194
2008-08-19,638.9866930836363
2008-08-20,648.136517347785
2008-08-21,640.7399979719602
2008-08-22,640.3811943427932
2008-08-25,643.8893832859103
2008-08-26,637.6685323055318
2008-08-27,640.3223540695657
2008-08-28,638.87063237528
2008-08-29,655.5475561981312
2008-09-01,647.7696864007058
2008-09-02,644.4266357851263
2008-09-03,662.0982301805702
2008-09-04,650.9698223266382
2008-09-05,630.4902072074316
2008-09-08,636.5638432104129
2008-09-09,628.1292664880651
2008-09-10,616.6440441372947
2008-09-11,593.6112781514395
2008-09-12,597.8061591138886
2008-09-15,598.073373241232
2008-09-16,563.2022379765806
2008-09-17,550.7321663780235
2008-09-18,525.3084337079853
2008-09-19,556.0154737480897
2008-09-22,566.5432076879122
2008-09-23,549.7703517627143
2008-09-24,547.3143831542403
2008-09-25,544.8587752256612
2008-09-26,540.6667824575918
2008-09-29,530.1483041232492
2008-09-30,527.8649611025209
2008-10-01,527.7326106276429
2008-10-02,533.9378411893045
2008-10-03,526.6085647520604
2008-10-06,506.72270880596994
2008-10-07,506.53952094535526
2008-10-08,471.27435090040746
2008-10-09,471.82636941683694
2008-10-10,435.32903098969166
2008-10-13,441.46763952735563
2008-10-14,456.08970501016626
2008-10-15,436.7889331388432
2008-10-16,413.98121451871134
2008-10-17,410.3958294736574
2008-10-20,410.7312114866289
2008-10-21,405.1847530744484
2008-10-22,388.7782974723359
2008-10-23,376.1693075285067
2008-10-24,348.89494884540943
2008-10-27,315.93725764864723
2008-10-28,321.65167979640523
2008-10-29,325.7798351300093
2008-10-30,353.4833669680843
2008-10-31,364.61265820859415
2008-11-03,376.57632553873765
2008-11-04,379.9967765299527
2008-11-05,394.0629452499816
2008-11-06,373.35008194935716
2008-11-07,377.7409241970821
2008-11-10,394.1413134221706
2008-11-11,388.6827459893562
2008-11-12,388.70236234831884
2008-11-13,376.4865220118621
2008-11-14,380.84226150726266
2008-11-17,378.38603034189657
2008-11-18,364.6884413156255
2008-11-19,362.8972667963396
2008-11-20,350.3803045497025
2008-11-21,354.3627767642557
2008-11-24,351.61098131272826
2008-11-25,355.8702919182549
2008-11-26,361.6748043007889
2008-11-27,369.1072836719088
2008-11-28,374.54232935668057
2008-12-01,384.41283376179587
2008-12-02,373.5082783065726
2008-12-03,385.68593873629555
2008-12-04,385.1306935424845
2008-12-05,390.84584511107937
2008-12-08,408.0550762690424
2008-12-09,412.42685087212107
2008-12-10,430.27591206545725
2008-12-11,434.9242509142931
2008-12-12,416.6487653058135
2008-12-15,422.1341875296203
2008-12-16,421.546049323887
2008-12-17,431.7092858105653
2008-12-18,446.82322024561654
2008-12-19,448.43761779551215
2008-12-22,440.85724959183665
2008-12-23,426.46785534575395
2008-12-24,433.0000643691553
2008-12-25,433.02264923129354
2008-12-26,433.3619086608415
2008-12-29,436.84033275473087
2008-12-30,438.39161178581656
2008-12-31,444.60040541926867
2009-01-01,444.60040541926867
2009-01-02,452.462398663235
2009-01-05,465.1795731372819
2009-01-06,471.1674269294732
2009-01-07,471.52369582260286
2009-01-08,449.6395400863475
2009-01-09,457.50497458344813
2009-01-12,441.1879814045265
2009-01-13,433.4993755552828
2009-01-14,438.6718279094439
2009-01-15,426.98442670416154
2009-01-16,433.7126340758333
2009-01-19,432.4648425088714
2009-01-20,424.24131459328436
2009-01-21,417.7250483400489
2009-01-22,419.221016340058
2009-01-23,413.06071290258603
2009-01-26,413.0758631260351
2009-01-27,412.91432113755684
2009-01-28,412.96731241403995
2009-01-29,422.43518348644227
2009-01-30,427.69329527465476
2009-02-02,422.7287850248616
2009-02-03,424.4328584377723
2009-02-04,432.97218409460623
2009-02-05,437.3962042714045
2009-02-06,448.1851512533203
2009-02-09,450.9495213657283
2009-02-10,453.7223362862008
2009-02-11,450.0455715706407
2009-02-12,447.2933205801685
2009-02-13,459.32001964194876
2009-02-16,458.58376014543234
2009-02-17,450.1295151661087
2009-02-18,449.363136703245
2009-02-19,454.05883449753287
2009-02-20,447.7794224341216
2009-02-23,450.95530700831597
