Date,AC PACIFIC SMALL GROWTH
1994-05-31,1154.328452422848
1994-06-30,1249.3455542628774
1994-07-29,1210.0480037796722
1994-08-31,1191.0522531066215
1994-09-30,1143.0726518663942
1994-10-31,1162.6021846074968
1994-11-30,1062.5261002556
1994-12-30,1084.5499091850786
1995-01-31,1011.7231397981324
1995-02-28,950.3212028815377
1995-03-31,996.5084469651127
1995-04-28,1007.9823941880313
1995-05-31,941.2498762009415
1995-06-30,901.3781120269349
1995-07-31,965.621667155713
1995-08-31,951.9045770505429
1995-09-29,939.7782307399733
1995-10-31,905.7583788095964
1995-11-30,942.1852801995377
1995-12-29,994.2271108893857
1996-01-31,1006.4959920416898
1996-02-29,989.1771948790283
1996-03-29,1012.020063894079
1996-04-30,1100.922891338966
1996-05-31,1057.1882472036955
1996-06-28,1050.9745003807398
1996-07-31,980.3959292636964
1996-08-30,954.2375357338668
1996-09-30,948.4664391776911
1996-10-31,901.1421629626059
1996-11-29,880.6330816408695
1996-12-31,803.9637446023073
1997-01-01,804.2527889334987
1997-01-02,805.6165552593965
1997-01-03,804.0654591676047
1997-01-06,807.5883821531858
1997-01-07,803.475792430221
1997-01-08,792.7583300904977
1997-01-09,776.1521967714015
1997-01-10,764.162347184159
1997-01-13,774.3190877762457
1997-01-14,775.485680983704
1997-01-15,776.1737505384506
1997-01-16,786.2321301662491
1997-01-17,784.5840561710451
1997-01-20,774.8183940476068
1997-01-21,768.056083190784
1997-01-22,770.3343965261948
1997-01-23,764.7262326098243
1997-01-24,762.4128499644653
1997-01-27,752.7003314141266
1997-01-28,745.7454416731882
1997-01-29,744.5636914510961
1997-01-30,741.1999160312967
1997-01-31,750.7131504831558
1997-02-03,749.769849771345
1997-02-04,753.0959428603563
1997-02-05,740.7664137009702
1997-02-06,734.9621083589943
1997-02-07,723.6945085775316
1997-02-10,733.4266922009225
1997-02-11,733.2004279045984
1997-02-12,729.8178780769781
1997-02-13,728.4254724476186
1997-02-14,729.4444518798888
1997-02-17,733.5120933647423
1997-02-18,731.4770799326271
1997-02-19,730.9615205544052
1997-02-20,744.5846882565311
1997-02-21,746.3025594287307
1997-02-24,751.4988178003057
1997-02-25,751.6479092398554
1997-02-26,750.1956186686282
1997-02-27,753.0888248255902
1997-02-28,749.5675499154584
1997-03-03,744.2550580880996
1997-03-04,739.2729218887566
1997-03-05,736.5322564181961
1997-03-06,731.2719485256534
1997-03-07,730.0206510225313
1997-03-10,728.5585734509635
1997-03-11,727.9325568534827
1997-03-12,721.9261600139112
1997-03-13,716.4889217020991
1997-03-14,709.7782596820751
1997-03-17,711.7150466646268
1997-03-18,719.786085065009
1997-03-19,715.2883268767957
1997-03-20,711.2836016510286
1997-03-21,713.7843878405728
1997-03-24,706.9681711816581
1997-03-25,706.4762972517221
1997-03-26,707.9759754418162
1997-03-27,705.6849090006375
1997-03-28,705.039953797526
1997-03-31,702.9297424276754
1997-04-01,700.6838202588904
1997-04-02,704.2156525184727
1997-04-03,702.4579389470797
1997-04-04,693.2932782013306
1997-04-07,678.847958402321
1997-04-08,672.0303237619133
1997-04-09,664.8660882645613
1997-04-10,656.6130192527793
1997-04-11,657.0931460364309
1997-04-14,654.1767404806092
1997-04-15,656.8385336403326
1997-04-16,665.3346501578283
1997-04-17,671.3876088423667
1997-04-18,685.293301110817
1997-04-21,697.8653942641087
1997-04-22,698.7527549319827
1997-04-23,702.1506192632526
1997-04-24,700.4044531684857
1997-04-25,698.966270391611
1997-04-28,694.2861168125437
1997-04-29,693.1838912969827
1997-04-30,700.7061423216602
1997-05-01,707.9606423058383
1997-05-02,708.9600479816611
1997-05-05,709.7620579567453
1997-05-06,726.443755499009
1997-05-07,729.1856736568433
1997-05-08,731.6147337038552
1997-05-09,738.8321340268448
1997-05-12,753.9488984928679
1997-05-13,756.2175201739467
1997-05-14,760.9253465206696
1997-05-15,769.9440453538706
1997-05-16,779.2776607442257
1997-05-19,779.8875767346099
1997-05-20,791.956884588707
1997-05-21,784.6732468032675
1997-05-22,774.9231027890031
1997-05-23,780.495051581153
1997-05-26,776.2476140701025
1997-05-27,772.9591671287388
1997-05-28,784.4522710006255
1997-05-29,783.7610710933595
1997-05-30,784.3093674170182
1997-06-02,786.6472590036929
1997-06-03,790.2834376536424
1997-06-04,791.6515375214576
1997-06-05,794.9928503751543
1997-06-06,795.8426890215854
1997-06-09,808.3458850395411
1997-06-10,810.2507383010518
1997-06-11,812.8977437865608
1997-06-12,801.0086159551759
1997-06-13,796.4470227347018
1997-06-16,805.5313314253463
1997-06-17,806.432388367414
1997-06-18,805.9065261617565
1997-06-19,802.3385886427493
1997-06-20,801.0594469747815
1997-06-23,795.9046686159379
1997-06-24,794.7807717936312
1997-06-25,804.5359052170909
