Date,AC FAR EAST ex JAPAN SMALL GROWTH
1994-05-31,1055.6070691278326
1994-06-30,1018.6241378521822
1994-07-29,1045.8379561374175
1994-08-31,1070.5083356063808
1994-09-30,1081.2595917448882
1994-10-31,1088.0476462260426
1994-11-30,984.4964802738418
1994-12-30,968.818233942869
1995-01-31,863.5126764054844
1995-02-28,887.8854420701209
1995-03-31,888.9545898911639
1995-04-28,865.6402701198629
1995-05-31,948.2359839000256
1995-06-30,967.751645668435
1995-07-31,1015.81634386577
1995-08-31,998.861889717256
1995-09-29,1012.8538779617753
1995-10-31,982.7233617339625
1995-11-30,961.3708988535328
1995-12-29,989.3019696571131
1996-01-31,1045.7308999297975
1996-02-29,1052.5963096839141
1996-03-29,1039.3206744654287
1996-04-30,1052.3922136465956
1996-05-31,1056.3488529468077
1996-06-28,1040.7634285279116
1996-07-31,989.6160719506244
1996-08-30,994.2883405462051
1996-09-30,1007.4247444435787
1996-10-31,1014.7240333138695
1996-11-29,1049.2001870651077
1996-12-31,1041.7907551797905
1997-01-01,1043.3823542696505
1997-01-02,1040.030005592008
1997-01-03,1046.1778878483628
1997-01-06,1043.8629262215522
1997-01-07,1042.8091022118772
1997-01-08,1045.9291311943423
1997-01-09,1045.1891677287235
1997-01-10,1051.6492606790666
1997-01-13,1058.0254508863602
1997-01-14,1059.9597092386648
1997-01-15,1070.483568388506
1997-01-16,1075.572988525986
1997-01-17,1075.612434470135
1997-01-20,1086.470162590095
1997-01-21,1077.407539576363
1997-01-22,1079.8037506480428
1997-01-23,1076.2122520905534
1997-01-24,1077.859545855046
1997-01-27,1070.351608769928
1997-01-28,1068.1674798192978
1997-01-29,1063.4210786139947
1997-01-30,1065.2741902976418
1997-01-31,1070.8128355860276
1997-02-03,1068.7743390881515
1997-02-04,1071.8994886344215
1997-02-05,1074.9623498174797
1997-02-06,1075.6836822842606
1997-02-07,1075.119724148972
1997-02-10,1079.718376841971
1997-02-11,1083.9394551197793
1997-02-12,1087.61310872673
1997-02-13,1088.2357734327293
1997-02-14,1083.9047371152926
1997-02-17,1093.7994951176686
1997-02-18,1086.8690849095601
1997-02-19,1095.288398026436
1997-02-20,1108.4189702299207
1997-02-21,1112.0053755061283
1997-02-24,1111.4514341849224
1997-02-25,1111.6353159296605
1997-02-26,1105.783976757099
1997-02-27,1102.9806595523187
1997-02-28,1105.91661540186
1997-03-03,1103.6891784413694
1997-03-04,1102.5191726521705
1997-03-05,1104.0767964377558
1997-03-06,1105.5005313591307
1997-03-07,1113.3188438448321
1997-03-10,1114.0600111925417
1997-03-11,1116.3236058348716
1997-03-12,1114.2623707121863
1997-03-13,1108.0991746197037
1997-03-14,1097.328289614606
1997-03-17,1106.4270985432197
1997-03-18,1105.81139325784
1997-03-19,1094.5644021215996
1997-03-20,1088.421275700099
1997-03-21,1071.2730935668524
1997-03-24,1060.9483426805753
1997-03-25,1063.7059492575595
1997-03-26,1073.4073271280658
1997-03-27,1073.9801749024332
1997-03-28,1077.1061131163829
1997-03-31,1077.3597175976852
1997-04-01,1075.1039250759634
1997-04-02,1079.7158650233168
1997-04-03,1078.8406687482166
1997-04-04,1077.5155077478762
1997-04-07,1083.483251399946
1997-04-08,1084.1178429678023
1997-04-09,1092.245364237571
1997-04-10,1086.031588043878
1997-04-11,1089.412153191848
1997-04-14,1086.975636633294
1997-04-15,1087.4325246454753
1997-04-16,1091.8287871572352
1997-04-17,1087.598818784926
1997-04-18,1085.7716615970378
1997-04-21,1088.1535981578581
1997-04-22,1086.0338961526004
1997-04-23,1090.8448382125848
1997-04-24,1089.3662485592754
1997-04-25,1090.666557538983
1997-04-28,1086.7630635699238
1997-04-29,1084.3668618609386
1997-04-30,1085.9256999008169
1997-05-01,1088.7122585162736
1997-05-02,1081.2259724528506
1997-05-05,1086.517956889588
1997-05-06,1089.889556765957
1997-05-07,1090.4807735263853
1997-05-08,1086.2945619514842
1997-05-09,1085.9545762849693
1997-05-12,1075.6505918410435
1997-05-13,1076.890471460763
1997-05-14,1078.2530652722198
1997-05-15,1072.3506996658414
1997-05-16,1069.672604594197
1997-05-19,1079.764721171964
1997-05-20,1083.7354104807664
1997-05-21,1084.1167313253227
1997-05-22,1085.082658523684
1997-05-23,1088.2301484017078
1997-05-26,1087.6456396957954
1997-05-27,1083.6400331909122
1997-05-28,1083.1475237347615
1997-05-29,1080.5648438920546
1997-05-30,1086.1618403275418
1997-06-02,1095.400776032703
1997-06-03,1095.973338729992
1997-06-04,1095.6378937619122
1997-06-05,1101.3990249389112
1997-06-06,1103.9627096295546
1997-06-09,1105.5172129879102
1997-06-10,1102.0571354985561
1997-06-11,1094.7143734083274
1997-06-12,1082.0549801199566
1997-06-13,1079.936237150038
1997-06-16,1087.636065504724
1997-06-17,1089.4008875757934
1997-06-18,1085.3255368595705
1997-06-19,1088.9901872001096
1997-06-20,1099.8939336864464
1997-06-23,1103.193203456706
1997-06-24,1102.6322125451609
1997-06-25,1110.3846581208275
1997-06-26,1108.7072112292838
1997-06-27,1111.5001652579933
1997-06-30,1119.6111348052252
1997-07-01,1122.9398322705638
1997-07-02,1121.9065565173826
1997-07-03,1122.1693943731213
1997-07-04,1122.950466757487
1997-07-07,1133.5833923094299
1997-07-08,1130.4895845031053
1997-07-09,1124.4881314236068
1997-07-10,1125.7605031593623
1997-07-11,1127.9563600779047
1997-07-14,1136.782708720954
1997-07-15,1130.855877579287
1997-07-16,1124.8123083501323
1997-07-17,1126.4958213847974
1997-07-18,1129.5427061383925
1997-07-21,1121.1702295283771
1997-07-22,1112.1975455860124
1997-07-23,1111.415661324827
1997-07-24,1121.8152995028906
1997-07-25,1126.6901334993424
1997-07-28,1135.3269748301402
1997-07-29,1128.716376499499
1997-07-30,1126.7728590028712
1997-07-31,1133.6664166202404
1997-08-01,1139.182334544525
1997-08-04,1142.3961446507783
1997-08-05,1145.514054504561
1997-08-06,1151.8088755178915
1997-08-07,1147.26784726013
1997-08-08,1147.337207044072
1997-08-11,1143.8597783948655
1997-08-12,1141.3333696877116
1997-08-13,1134.7057287751838
1997-08-14,1135.8111773399896
1997-08-15,1124.7224570130238
1997-08-18,1114.0551388711299
1997-08-19,1097.7900464342974
1997-08-20,1120.8866715233494
1997-08-21,1125.0694230831677
1997-08-22,1121.0550095696256
1997-08-25,1121.881522414865
1997-08-26,1121.5304250997892
1997-08-27,1110.4273328247968
1997-08-28,1085.0828360071305
1997-08-29,1061.2314536984293
1997-09-01,1030.9671406198236
1997-09-02,1001.0969993375144
1997-09-03,1034.8484175791614
1997-09-04,1023.7281601605639
1997-09-05,1045.9241880797915
1997-09-08,1061.4585729443404
1997-09-09,1067.9276169950845
1997-09-10,1068.4871819005996
1997-09-11,1060.2369892906645
1997-09-12,1062.8425986297368
1997-09-15,1064.2185522443644
1997-09-16,1060.7853064162668
1997-09-17,1059.2072975278907
1997-09-18,1052.472204023949
1997-09-19,1052.1492646888178
1997-09-22,1035.879009574702
1997-09-23,1029.4788064064367
1997-09-24,1025.4833382938084
1997-09-25,1029.3415211835147
1997-09-26,1021.5381594494363
1997-09-29,1015.754437818541
1997-09-30,1025.1466161363978
1997-10-01,1012.5975064080227
1997-10-02,1004.4523488939816
1997-10-03,999.0411106898072
1997-10-06,989.5753325443529
1997-10-07,980.0200306870038
1997-10-08,979.2345930237251
1997-10-09,972.3904399205027
1997-10-10,976.1775208770429
1997-10-13,960.2289389378719
1997-10-14,957.7354696328252
1997-10-15,929.3732341058699
1997-10-16,914.8147928231058
1997-10-17,910.4630685501897
1997-10-20,867.1239262145202
1997-10-21,852.9057366867094
1997-10-22,822.8103240304728
1997-10-23,784.9344267716666
1997-10-24,784.7653981925381
1997-10-27,765.1962618424996
1997-10-28,707.0954616085623
1997-10-29,739.337800406425
1997-10-30,734.1588040067809
1997-10-31,736.9685580075457
1997-11-03,781.7967725471001
1997-11-04,791.2968767510745
1997-11-05,796.0083334442787
1997-11-06,792.919268190881
1997-11-07,774.3508329439621
1997-11-10,767.2042689739756
1997-11-11,765.3147629221504
1997-11-12,752.3415850990747
1997-11-13,751.0050518355969
1997-11-14,754.524143568007
1997-11-17,755.711371931726
1997-11-18,748.7701034530055
1997-11-19,738.028522227235
1997-11-20,721.4865816077373
1997-11-21,731.9114640221625
1997-11-24,722.6350062075435
1997-11-25,707.2774346358923
1997-11-26,706.9714735066269
1997-11-27,711.8283238928406
1997-11-28,704.3805651412746
1997-12-01,687.887217264826
1997-12-02,693.1059651066446
1997-12-03,695.1062109945799
1997-12-04,705.8348662454861
1997-12-05,707.0750437496811
1997-12-08,705.0793922135657
1997-12-09,692.0843392462988
1997-12-10,685.982119749382
1997-12-11,661.2859781613168
1997-12-12,650.4644328669278
1997-12-15,635.5471704787087
1997-12-16,632.0811081980692
1997-12-17,640.131648906743
1997-12-18,646.3114122536576
1997-12-19,635.5004128276887
1997-12-22,622.7489437020781
1997-12-23,612.5760213176771
1997-12-24,613.5666340220844
1997-12-25,613.349003945281
1997-12-26,625.5324902874996
1997-12-29,627.7073686334031
1997-12-30,626.2887372820977
1997-12-31,631.6605572407984
1998-01-01,634.220107344982
1998-01-02,629.7838265669925
1998-01-05,609.6005199017281
1998-01-06,591.8758804467244
1998-01-07,569.8407209436729
1998-01-08,549.0564096491266
1998-01-09,539.2307926366113
1998-01-12,499.7760243159374
1998-01-13,513.251139242328
1998-01-14,539.044034985964
1998-01-15,530.04508060081
1998-01-16,531.6257631492031
1998-01-19,539.3928419762193
1998-01-20,532.2959053804815
1998-01-21,531.0338882586539
1998-01-22,518.9046408374423
1998-01-23,509.5109307336495
1998-01-26,512.7565639621017
1998-01-27,518.9974181487731
1998-01-28,519.9037053338143
1998-01-29,520.9939508126503
1998-01-30,531.8025869988284
1998-02-02,573.8714434014073
1998-02-03,586.5695663178382
1998-02-04,590.9473578568169
1998-02-05,603.7845369959455
1998-02-06,623.3114678306177
1998-02-09,636.2052338625235
1998-02-10,641.902452629429
1998-02-11,648.0671019197724
1998-02-12,632.0888981406952
1998-02-13,615.8340156749355
1998-02-16,602.8765404715409
1998-02-17,608.8442753990262
1998-02-18,623.0697155074308
1998-02-19,637.0382876311397
1998-02-20,639.4425075532685
1998-02-23,646.7653272818295
1998-02-24,651.0838905287688
1998-02-25,653.9467310543009
1998-02-26,670.3759094115435
1998-02-27,678.3689679848655
1998-03-02,680.69742667997
1998-03-03,676.1206979458225
1998-03-04,667.1205782693692
1998-03-05,645.849548320663
1998-03-06,648.2335958832815
1998-03-09,647.2278021818934
1998-03-10,653.7306689759315
1998-03-11,662.2114180770185
1998-03-12,666.4235414493219
1998-03-13,676.7442873576664
1998-03-16,676.6464587943082
1998-03-17,677.7249587144571
1998-03-18,672.3413903090271
1998-03-19,681.7153369109659
1998-03-20,688.0520349483777
1998-03-23,693.0982017156928
1998-03-24,694.3836087231056
1998-03-25,706.1361481375953
1998-03-26,708.8832777177952
1998-03-27,708.9127545572103
1998-03-30,695.7878079186827
1998-03-31,694.6313423846103
1998-04-01,685.9434493307166
1998-04-02,679.992834497704
1998-04-03,673.7450880006146
1998-04-06,673.532899415538
1998-04-07,676.7743832416859
1998-04-08,684.2237954509138
1998-04-09,688.736421690497
1998-04-10,691.9872813144914
1998-04-13,691.3031333237994
1998-04-14,688.5334582459446
1998-04-15,687.5729633539376
1998-04-16,680.3347444490338
1998-04-17,674.5338804442339
1998-04-20,671.7123791463317
1998-04-21,665.9162679549771
1998-04-22,668.8727713293069
1998-04-23,662.3198388847633
1998-04-24,663.0597564179873
1998-04-27,648.205101738533
1998-04-28,646.1527761244301
1998-04-29,643.4425192294209
1998-04-30,642.3673713777262
1998-05-01,644.6410536209033
1998-05-04,639.0472183559511
1998-05-05,631.6206482091382
1998-05-06,618.7788380907896
1998-05-07,611.1515890613545
1998-05-08,611.8227927931724
1998-05-11,612.8078400633128
1998-05-12,603.0079928904727
1998-05-13,582.5256367514835
1998-05-14,583.6341343054263
1998-05-15,584.2931438807631
1998-05-18,574.5929696655336
1998-05-19,575.2945462669117
1998-05-20,584.9154681348122
1998-05-21,591.9478571768503
1998-05-22,592.6706070061024
1998-05-25,587.0981826845774
1998-05-26,576.1184520394507
1998-05-27,562.767234773953
1998-05-28,553.360433243412
1998-05-29,546.5310781572978
1998-06-01,525.3934333306506
1998-06-02,521.0038858621356
1998-06-03,526.204615237949
1998-06-04,516.7437191363346
1998-06-05,514.078799732086
1998-06-08,508.99267623525503
1998-06-09,504.0650087790288
1998-06-10,486.1329131188334
1998-06-11,479.82212615280616
1998-06-12,474.97924570852814
1998-06-15,463.1436821781034
1998-06-16,459.3015958894317
1998-06-17,475.7586354915461
1998-06-18,494.1601670576418
1998-06-19,494.81057642393597
1998-06-22,482.7549746419406
1998-06-23,479.8560857165397
1998-06-24,478.61266514817834
1998-06-25,482.02902901289536
1998-06-26,478.16933506244305
1998-06-29,470.74509268463675
1998-06-30,474.83888803734396
1998-07-01,476.54132316772086
1998-07-02,480.1507957137986
1998-07-03,477.68910787273666
1998-07-06,477.7699771673766
1998-07-07,479.3743949789333
1998-07-08,480.0124455016428
1998-07-09,476.7119142962202
1998-07-10,470.46767819436354
1998-07-13,464.0060424590161
1998-07-14,467.6577596656805
1998-07-15,472.2517040874235
1998-07-16,478.3155923397852
1998-07-17,483.2360764777808
1998-07-20,485.3872659074692
1998-07-21,483.018836891048
1998-07-22,478.16752984376126
1998-07-23,472.80633836868935
1998-07-24,477.95155015107025
1998-07-27,472.43340255782846
1998-07-28,468.606888991636
1998-07-29,464.0127719587684
1998-07-30,464.2968656744597
1998-07-31,465.6629533465464
1998-08-03,457.5481249568455
1998-08-04,456.643661083557
1998-08-05,450.4983125111947
1998-08-06,442.72237005553956
1998-08-07,440.1862494378676
1998-08-10,433.30180451700625
1998-08-11,425.6294597828777
1998-08-12,425.3471403129116
1998-08-13,423.5473729351494
1998-08-14,427.00357757164284
1998-08-17,421.23955282398794
1998-08-18,416.0248148412674
1998-08-19,426.99763660216513
1998-08-20,432.6786887473752
1998-08-21,426.5791146064239
