Date,AC AMERICAS SMALL GROWTH
2007-05-31,1000.0
2007-06-01,1007.5605713401605
2007-06-04,1011.3712880140778
2007-06-05,1006.8144255324277
2007-06-06,995.3658837084629
2007-06-07,975.195517458501
2007-06-08,985.1763285467159
2007-06-11,985.2148272362015
2007-06-12,973.7047078320634
2007-06-13,986.2764895544681
2007-06-14,995.0800213423116
2007-06-15,1006.1492826497539
2007-06-18,1005.0768146746695
2007-06-19,1007.3744596385036
2007-06-20,996.4738622498857
2007-06-21,1001.6397025110084
2007-06-22,994.6193811201449
2007-06-25,986.015517208337
2007-06-26,981.3373263505491
2007-06-27,994.1756306563608
2007-06-28,996.7176629396112
2007-06-29,995.6719686745857
2007-07-02,1008.3350736367836
2007-07-03,1013.7698287973316
2007-07-04,1014.5704606297857
2007-07-05,1018.0116941308574
2007-07-06,1025.092909730938
2007-07-09,1028.3640212806492
2007-07-10,1013.5981083967943
2007-07-11,1017.8570487176952
2007-07-12,1034.8545151848452
2007-07-13,1037.40749089754
2007-07-16,1029.8984267057485
2007-07-17,1030.063438400021
2007-07-18,1028.5710660667482
2007-07-19,1034.8796030726041
2007-07-20,1023.3055192439004
2007-07-23,1022.5972180503572
2007-07-24,998.6749135629507
2007-07-25,995.8983148336139
2007-07-26,971.6060584592111
2007-07-27,958.2957788520146
2007-07-30,968.3951872497878
2007-07-31,960.4332506238806
2007-08-01,958.8075587828329
2007-08-02,968.7390043801812
2007-08-03,941.8100585330308
2007-08-06,948.4017701567994
2007-08-07,956.9259374927998
2007-08-08,976.6235642506073
2007-08-09,956.0220119383408
2007-08-10,953.4012009227599
2007-08-13,952.8255201920578
2007-08-14,931.8900048543111
2007-08-15,912.120790664017
2007-08-16,908.0476492708974
2007-08-17,928.1295957895102
2007-08-20,934.5569721648586
2007-08-21,936.7388741881722
2007-08-22,954.3815702567216
2007-08-23,948.028708284158
2007-08-24,963.7318032842618
2007-08-27,955.7099822445966
2007-08-28,930.6308133427586
2007-08-29,951.5200226837453
2007-08-30,950.0602383291473
2007-08-31,965.6095723026716
2007-09-03,966.170013123562
2007-09-04,977.6195688867549
2007-09-05,969.1620915362242
2007-09-06,974.2177901633288
2007-09-07,957.0479643308181
2007-09-10,949.1054238786382
2007-09-11,964.3030851848821
2007-09-12,963.694291051357
2007-09-13,967.6214406438435
2007-09-14,970.6069353480896
2007-09-17,962.7190902155803
2007-09-18,993.1326202850864
2007-09-19,1001.2754768048119
2007-09-20,997.0945230812779
2007-09-21,1001.2477991319571
2007-09-24,995.6048148456186
2007-09-25,996.21973512085
2007-09-26,1003.3282291448534
2007-09-27,1010.7060136984918
2007-09-28,1006.6303845914907
2007-10-01,1024.036024213591
2007-10-02,1029.8338980008436
2007-10-03,1025.7451667989833
2007-10-04,1027.0316656151977
2007-10-05,1046.6291751353576
2007-10-08,1044.2328726725675
2007-10-09,1053.4422528304801
2007-10-10,1055.7609832060389
2007-10-11,1045.181232672844
2007-10-12,1053.4547087318556
2007-10-15,1045.1980548218871
2007-10-16,1037.3879802124209
2007-10-17,1040.6296461671957
2007-10-18,1045.190770040665
2007-10-19,1018.7717584095919
2007-10-22,1023.7095148153844
2007-10-23,1037.9590224308374
2007-10-24,1032.762891808839
2007-10-25,1025.243927704218
2007-10-26,1040.9748011195707
2007-10-29,1048.058921652522
2007-10-30,1040.2760404439023
2007-10-31,1059.0001868269278
2007-11-01,1029.8890961600798
2007-11-02,1034.3407062244503
2007-11-05,1025.0967326545485
2007-11-06,1040.3886588141272
2007-11-07,1014.2582169944783
2007-11-08,1009.5850179067172
2007-11-09,990.4537252450367
2007-11-12,969.3751902089758
2007-11-13,993.0739677884669
2007-11-14,992.2463917060838
2007-11-15,976.2971121248663
2007-11-16,976.7921772880768
2007-11-19,952.9995523836333
2007-11-20,951.970499909527
2007-11-21,936.7792408776932
2007-11-22,937.6829701833739
2007-11-23,953.3922492852993
2007-11-26,937.8599382402824
2007-11-27,943.3813090809675
2007-11-28,976.0608665320848
2007-11-29,976.3376155645998
2007-11-30,981.0017292180363
2007-12-03,973.1671908837128
2007-12-04,965.3930318512108
2007-12-05,979.6036709608776
2007-12-06,1001.5264643074804
2007-12-07,1002.8293170440368
2007-12-10,1008.9243886918055
2007-12-11,981.0673828483531
2007-12-12,987.6094283661844
2007-12-13,982.7015106513873
2007-12-14,968.6854810846061
2007-12-17,945.7588047027953
2007-12-18,956.1743526704549
2007-12-19,960.038863420356
2007-12-20,973.3067284244933
2007-12-21,995.3940417423086
2007-12-24,1004.17825889158
2007-12-25,1004.17825889158
2007-12-26,1008.4902465487121
2007-12-27,989.011296232316
2007-12-28,990.9227197199209
2007-12-31,983.4357110298783
2008-01-01,983.4357110298783
2008-01-02,970.1780323872953
2008-01-03,965.7268730422621
2008-01-04,934.7140904176404
2008-01-07,928.0514947219419
2008-01-08,910.0783208385529
2008-01-09,912.7063725196388
2008-01-10,923.0114865148307
2008-01-11,906.3186936334098
2008-01-14,918.8721964540397
2008-01-15,896.1903539515058
2008-01-16,887.9340684567136
2008-01-17,861.2672054010279
2008-01-18,857.0734680414946
2008-01-21,850.3045599578827
2008-01-22,846.5546040729173
2008-01-23,858.0441879635666
2008-01-24,873.5072370217657
2008-01-25,869.722237722781
2008-01-28,884.5803590695155
2008-01-29,891.2474148379614
2008-01-30,882.4091520786468
2008-01-31,899.5610556478857
2008-02-01,922.4560259790386
2008-02-04,915.6428675207591
2008-02-05,885.5564443362344
2008-02-06,872.2692996910068
2008-02-07,880.689533090704
2008-02-08,884.2739301177195
2008-02-11,892.21155388052
2008-02-12,896.3814494035167
2008-02-13,915.3849184097885
2008-02-14,901.2765391029698
2008-02-15,895.813909684925
2008-02-18,895.9902252807832
2008-02-19,900.5919235644866
2008-02-20,906.8478830746415
2008-02-21,895.5486981224902
2008-02-22,896.2750742014491
2008-02-25,915.5789351918485
2008-02-26,925.6626235988895
2008-02-27,925.790380414406
2008-02-28,918.9509431522034
2008-02-29,893.9567565572097
2008-03-03,893.1689323489063
2008-03-04,885.1106982852187
2008-03-05,893.6078702217443
2008-03-06,869.5689036960035
2008-03-07,858.4143598126807
2008-03-10,831.419618041781
2008-03-11,860.6595224360459
2008-03-12,858.2251866535538
2008-03-13,870.664126921636
2008-03-14,851.2761722022029
2008-03-17,826.1277815047395
2008-03-18,861.724468706443
2008-03-19,835.5060360200106
2008-03-20,847.7599263018776
2008-03-21,847.7599263018776
2008-03-24,875.0320920251401
2008-03-25,884.925149002182
2008-03-26,884.1615881946
2008-03-27,873.6939075655627
2008-03-28,865.1908449693619
2008-03-31,869.878196667503
2008-04-01,893.8341073556882
2008-04-02,899.3368841913185
2008-04-03,905.1020040569986
2008-04-04,911.3570341250341
2008-04-07,910.3417741713716
2008-04-08,910.2947583057778
2008-04-09,897.3495919154907
2008-04-10,907.3330104085625
2008-04-11,886.9231961857291
2008-04-14,885.869201850843
2008-04-15,890.3728994744417
2008-04-16,916.7600752119511
2008-04-17,909.8193005382968
2008-04-18,927.4545520057655
2008-04-21,928.130378447482
2008-04-22,911.7831076540468
2008-04-23,915.3946688569835
2008-04-24,921.9712932091907
2008-04-25,935.5786151702583
2008-04-28,936.9407909977846
2008-04-29,927.5103767889763
2008-04-30,929.52473116179
2008-05-01,940.4289305411472
2008-05-02,942.4366297877623
2008-05-05,945.1338235618819
2008-05-06,955.0358243368274
2008-05-07,942.1657975640358
2008-05-08,948.5932560902914
2008-05-09,947.8700259324213
2008-05-12,959.3462647290978
2008-05-13,967.6346503847715
2008-05-14,967.069219038474
2008-05-15,979.8910253220185
2008-05-16,982.1944579133179
2008-05-19,978.9712901003285
2008-05-20,977.0932689843829
2008-05-21,963.0602886606941
2008-05-22,966.1462858300085
2008-05-23,956.6364912343549
2008-05-26,956.5715984594059
2008-05-27,964.082865522235
2008-05-28,976.4226032782381
2008-05-29,979.6668537164245
2008-05-30,989.2835128673894
2008-06-02,982.3539791279968
2008-06-03,978.0085691143748
2008-06-04,979.8263683553197
2008-06-05,1002.9269550438615
2008-06-06,980.7309378641286
2008-06-09,976.644696253061
2008-06-10,967.988540224657
2008-06-11,954.0834196543904
2008-06-12,954.2366060478452
2008-06-13,972.6950625057887
2008-06-16,982.7998668613703
2008-06-17,983.8430965166056
2008-06-18,977.8841608385258
2008-06-19,984.8354626522062
2008-06-20,969.1323138688066
2008-06-23,966.5619560096903
2008-06-24,950.2148368605184
2008-06-25,957.6349558637849
2008-06-26,936.9802642737784
2008-06-27,939.3411545637716
2008-06-30,933.7590599200241
2008-07-01,934.0826007250838
2008-07-02,906.253834154002
2008-07-03,896.4275679341569
2008-07-04,896.9465207283249
2008-07-07,886.2601743875839
2008-07-08,899.1568457927507
2008-07-09,886.3010683567893
2008-07-10,894.189051096161
2008-07-11,895.930705557425
2008-07-14,892.2343162442667
2008-07-15,886.8610190481589
2008-07-16,906.2252596514041
2008-07-17,906.8168986191043
2008-07-18,904.6798845723472
2008-07-21,912.8335042324603
2008-07-22,920.402403761912
2008-07-23,916.414831755697
2008-07-24,894.7207903978834
