Date,AC ASIA ex JAPAN SMALL GROWTH
1994-05-31,947.4588251245863
1994-06-30,921.2165212939497
1994-07-29,947.5804357160624
1994-08-31,982.3153245299883
1994-09-30,983.4219327645101
1994-10-31,986.2785100831425
1994-11-30,897.9569449464594
1994-12-30,879.2045289142948
1995-01-31,788.518868488622
1995-02-28,802.7662625359964
1995-03-31,798.1690036670313
1995-04-28,771.2634245913456
1995-05-31,831.528164879582
1995-06-30,841.50157810068
1995-07-31,882.0512165920929
1995-08-31,862.0248158275796
1995-09-29,868.9233149305534
1995-10-31,840.4397975092132
1995-11-30,810.3992472665661
1995-12-29,835.7270008232256
1996-01-31,868.3056302377631
1996-02-29,890.4276581290401
1996-03-29,878.0098487621988
1996-04-30,889.3175735335296
1996-05-31,889.3949053503029
1996-06-28,881.0368948763553
1996-07-31,829.4262472169402
1996-08-30,827.1382544619587
1996-09-30,825.7337028476675
1996-10-31,829.0296544483326
1996-11-29,850.1234749644934
1996-12-31,846.0138856248435
1997-01-01,847.1878991597086
1997-01-02,849.7998115635828
1997-01-03,854.1093718469037
1997-01-06,853.0252810504145
1997-01-07,851.5143247173571
1997-01-08,854.5947400801209
1997-01-09,854.5370955930779
1997-01-10,861.2297431581892
1997-01-13,866.4334573850119
1997-01-14,868.4075407651368
1997-01-15,878.9567522756465
1997-01-16,880.803224581272
1997-01-17,878.7141261077903
1997-01-20,885.7092564412063
1997-01-21,877.7733894137567
1997-01-22,880.2565458868677
1997-01-23,877.7234494668533
1997-01-24,878.5393791107331
1997-01-27,874.2076979975077
1997-01-28,872.3919334636187
1997-01-29,868.59848111366
1997-01-30,869.5322439765628
1997-01-31,872.0478535669218
1997-02-03,869.914559433058
1997-02-04,872.4187568699408
1997-02-05,875.0920837010781
1997-02-06,875.6431946865572
1997-02-07,875.3049764301918
1997-02-10,878.8862499595575
1997-02-11,882.6312510852589
1997-02-12,885.7109903981441
1997-02-13,885.9798146252853
1997-02-14,882.6112945728594
1997-02-17,891.3172985761909
1997-02-18,885.9403406750627
1997-02-19,891.6852324684609
1997-02-20,900.9977260004188
1997-02-21,902.6578879583168
1997-02-24,900.702135406144
1997-02-25,900.8167987289015
1997-02-26,896.3706308084206
1997-02-27,895.0118894885607
1997-02-28,899.8870743948329
1997-03-03,903.1996074918312
1997-03-04,902.1077908664932
1997-03-05,903.2119370238697
1997-03-06,903.0662360447267
1997-03-07,908.9657777036916
1997-03-10,907.7802951945002
1997-03-11,908.0058379725889
1997-03-12,906.5492222779467
1997-03-13,901.484035577452
1997-03-14,892.9097629458809
1997-03-17,899.5495079360929
1997-03-18,898.8470833590296
1997-03-19,889.7962724041848
1997-03-20,885.2963744753171
1997-03-21,872.7720667005576
1997-03-24,865.1472436756405
1997-03-25,867.0755809491679
1997-03-26,874.5425776966621
1997-03-27,874.7767250132748
1997-03-28,876.7032849589001
1997-03-31,872.5105916669802
1997-04-01,871.0522067897084
1997-04-02,876.0332044542464
1997-04-03,875.9825249219354
1997-04-04,874.7318031630165
1997-04-07,877.7405747311079
1997-04-08,878.102604966803
1997-04-09,885.8776260834319
1997-04-10,880.2042360056014
1997-04-11,882.3159549303099
1997-04-14,880.1872322168891
1997-04-15,880.9027302356214
1997-04-16,884.1624045972526
1997-04-17,881.716431298376
1997-04-18,880.4069709443046
1997-04-21,883.4391602296037
1997-04-22,881.579364076116
1997-04-23,884.8782998117557
1997-04-24,883.8239385958102
1997-04-25,884.7900016919275
1997-04-28,882.3132341157391
1997-04-29,880.3612402304275
1997-04-30,882.3429010137562
1997-05-01,884.3985163555275
1997-05-02,879.0583825419079
1997-05-05,882.540489270091
1997-05-06,884.8331546317114
1997-05-07,885.4599918751338
1997-05-08,882.50780862384
1997-05-09,883.3339237966281
1997-05-12,876.6706187518748
1997-05-13,877.3433536158259
1997-05-14,878.8813680804799
1997-05-15,874.6907108570363
1997-05-16,872.3902216202787
1997-05-19,880.3219002766931
1997-05-20,882.7994045225439
1997-05-21,882.7136632104696
1997-05-22,882.8299142462998
1997-05-23,884.5477801740863
1997-05-26,883.9238438544086
1997-05-27,880.3714770167337
1997-05-28,879.517040646317
1997-05-29,877.6085462521391
1997-05-30,881.6416893630136
1997-06-02,889.2889476380834
1997-06-03,889.7834389768412
1997-06-04,890.0351354287433
1997-06-05,894.5761671025613
1997-06-06,896.4159322284368
1997-06-09,898.0393840751174
1997-06-10,895.6215515721602
1997-06-11,891.0950222663902
1997-06-12,882.2052513641748
1997-06-13,881.1569954187638
1997-06-16,886.6606955462039
1997-06-17,888.7619110795745
1997-06-18,886.4511932699227
1997-06-19,889.3305502107673
1997-06-20,897.4789859012603
1997-06-23,899.8871136046307
1997-06-24,899.2785735101348
1997-06-25,904.9869348980377
1997-06-26,903.6114985867986
1997-06-27,905.0189411322716
1997-06-30,912.4120885905776
1997-07-01,914.7396267524724
1997-07-02,915.339201180329
1997-07-03,915.1771910447939
1997-07-04,916.3497307459338
1997-07-07,926.478729506546
1997-07-08,925.8273066202098
1997-07-09,924.9542078183705
1997-07-10,925.7808784310978
1997-07-11,926.568134049041
1997-07-14,932.241318294641
1997-07-15,927.8450962635098
1997-07-16,923.406320569958
1997-07-17,924.7312310330217
1997-07-18,926.137084430849
1997-07-21,920.4136189871006
1997-07-22,915.3465542937834
1997-07-23,916.3619362990316
1997-07-24,924.3775724606539
1997-07-25,927.751757426875
1997-07-28,935.4502847501352
1997-07-29,931.3287233133068
1997-07-30,930.2482203053635
1997-07-31,935.7001035162396
1997-08-01,939.1263539705774
1997-08-04,943.7500306045697
1997-08-05,947.2608342478102
1997-08-06,950.8436533735462
1997-08-07,945.9566584910463
1997-08-08,944.7812960116863
1997-08-11,943.2741832115286
1997-08-12,940.6434625070818
1997-08-13,934.5251270712583
1997-08-14,934.2050642932286
1997-08-15,926.0028442873
1997-08-18,917.7993620454246
1997-08-19,904.7359956030352
1997-08-20,921.8938785186367
1997-08-21,923.7547660653305
1997-08-22,919.0240459843648
1997-08-25,919.271048627385
1997-08-26,918.8400605551177
1997-08-27,911.5287281279312
1997-08-28,891.0563125764928
1997-08-29,871.7113933575648
1997-09-01,849.3366271367629
1997-09-02,826.9773589622357
1997-09-03,852.3001406435438
1997-09-04,844.7670268604556
1997-09-05,861.8359912350348
1997-09-08,874.7595672943067
1997-09-09,878.9754344814401
1997-09-10,879.1624825476116
1997-09-11,872.6028951934543
1997-09-12,873.7364128763193
1997-09-15,874.5680088000921
1997-09-16,871.1828142484436
1997-09-17,869.2111910129097
1997-09-18,863.7459527283628
1997-09-19,862.4593933314001
1997-09-22,849.4025573338386
1997-09-23,844.3649395742314
1997-09-24,842.4471697915607
1997-09-25,845.4918209576964
1997-09-26,839.851690069125
1997-09-29,836.0548351255302
1997-09-30,842.2642702647996
1997-10-01,832.921857602708
1997-10-02,826.9169193339553
1997-10-03,822.1416933565459
1997-10-06,815.0815027206758
1997-10-07,808.6260730953223
1997-10-08,808.6265867610199
1997-10-09,804.2283584990106
1997-10-10,806.9204686674441
1997-10-13,795.3677274652632
1997-10-14,792.2098789835187
1997-10-15,770.717767506545
1997-10-16,760.9652896633713
1997-10-17,758.282201601301
1997-10-20,727.6891872810912
1997-10-21,716.7777380129844
1997-10-22,694.140295688882
1997-10-23,664.615819807562
1997-10-24,663.010348359633
1997-10-27,648.3851388417546
1997-10-28,604.2195912281717
1997-10-29,628.5196745679056
1997-10-30,624.2624488659662
1997-10-31,626.6464360031251
1997-11-03,658.8936898617711
1997-11-04,665.4287177084221
1997-11-05,668.258562959618
1997-11-06,665.6634029366
1997-11-07,651.220571090577
1997-11-10,644.9282668472417
1997-11-11,643.0999476265164
1997-11-12,633.1622355341832
1997-11-13,630.7526383156744
1997-11-14,632.8887064522705
1997-11-17,633.5594031388416
1997-11-18,626.5679827378631
1997-11-19,617.6837303398116
1997-11-20,605.6487396867233
1997-11-21,614.0603513993692
1997-11-24,605.3287048278117
1997-11-25,594.3327990782474
1997-11-26,594.8857755558587
1997-11-27,599.6949959125792
1997-11-28,593.1947969139417
1997-12-01,579.548106621959
1997-12-02,583.2088631638314
1997-12-03,585.2168868721864
1997-12-04,593.251523824079
1997-12-05,593.3601687369409
1997-12-08,591.8679482511881
1997-12-09,581.3366394509492
1997-12-10,576.3379251471074
1997-12-11,556.8182428442603
1997-12-12,548.7713103332433
1997-12-15,537.8604423797481
1997-12-16,536.6428218191079
1997-12-17,542.9584878808803
1997-12-18,548.0417430576719
1997-12-19,540.4838110771566
1997-12-22,531.7377682228168
1997-12-23,524.0325792464216
1997-12-24,524.4661749438291
1997-12-25,524.3039906247465
1997-12-26,534.020073894879
1997-12-29,535.7781007365118
1997-12-30,533.9488867743133
1997-12-31,539.016916804537
1998-01-01,540.9223233006932
1998-01-02,538.3961068606374
1998-01-05,524.3523694861641
1998-01-06,510.35446438113365
1998-01-07,493.69282617530797
1998-01-08,476.7856640655835
1998-01-09,468.0982033189409
