Date,AC EUROPE SMALL GROWTH
1994-05-31,282.5999241326423
1994-06-30,279.12363405101695
1994-07-29,286.94817730966156
1994-08-31,293.4122325070569
1994-09-30,290.9482550568088
1994-10-31,295.49127263724586
1994-11-30,282.6411988262219
1994-12-30,285.9408045673414
1995-01-31,282.85002253118455
1995-02-28,285.84022761112607
1995-03-31,294.92793794029024
1995-04-28,297.835339709782
1995-05-31,302.27980129626457
1995-06-30,307.0640967300658
1995-07-31,318.2718757336179
1995-08-31,308.3420149104635
1995-09-29,317.21652648619056
1995-10-31,311.46949624190097
1995-11-30,301.84380357072524
1995-12-29,308.76783404968626
1996-01-31,309.7317178656828
1996-02-29,321.6379385972461
1996-03-29,328.8613613326482
1996-04-30,333.371231735099
1996-05-31,341.1748002623014
1996-06-28,342.1346486225159
1996-07-31,335.0258804572673
1996-08-30,342.51259692953687
1996-09-30,341.32349155350954
1996-10-31,352.8145608421343
1996-11-29,362.93429874815627
1996-12-31,371.5782356775936
1997-01-01,371.57085414590995
1997-01-02,369.8122666799372
1997-01-03,369.85833822205007
1997-01-06,370.3961962960465
1997-01-07,373.6448877680028
1997-01-08,375.02986047532914
1997-01-09,376.5227711728948
1997-01-10,374.8674053338967
1997-01-13,376.0715134836028
1997-01-14,377.43444089644004
1997-01-15,379.54450946294355
1997-01-16,381.0157620528373
1997-01-17,379.2201292585738
1997-01-20,378.7077551469665
1997-01-21,377.5248415383827
1997-01-22,376.10431043078796
1997-01-23,374.86677865485393
1997-01-24,376.8253259496135
1997-01-27,375.2822342810218
1997-01-28,372.14706671834074
1997-01-29,373.3153030902494
1997-01-30,375.5718063093999
1997-01-31,376.7815334827551
1997-02-03,377.374794765133
1997-02-04,378.617158133018
1997-02-05,380.2054289093339
1997-02-06,380.88402370495174
1997-02-07,378.8346123681523
1997-02-10,382.45211604073495
1997-02-11,381.0802995917726
1997-02-12,379.636109413948
1997-02-13,378.54493149716865
1997-02-14,379.2765536401276
1997-02-17,377.7816067092371
1997-02-18,377.67099419929576
1997-02-19,377.5430284185075
1997-02-20,377.7588145769171
1997-02-21,379.378201838151
1997-02-24,382.4261198006499
1997-02-25,383.040365956473
1997-02-26,380.9633462730154
1997-02-27,379.6977565676326
1997-02-28,379.27867399216535
1997-03-03,376.5992414711983
1997-03-04,376.1762520226545
1997-03-05,376.50713216638053
1997-03-06,378.0357344145263
1997-03-07,377.62870197234577
1997-03-10,381.0092916405268
1997-03-11,381.68100227123773
1997-03-12,380.15394338577914
1997-03-13,379.89284596013056
1997-03-14,379.0617018973622
1997-03-17,379.24005879978773
1997-03-18,378.35160924341324
1997-03-19,377.9417290291304
1997-03-20,373.2265724989211
1997-03-21,375.7544055631757
1997-03-24,375.3601284223285
1997-03-25,376.6285726343527
1997-03-26,378.1217218853577
1997-03-27,381.25601207139994
1997-03-28,382.0557830656193
1997-03-31,383.7877374025764
1997-04-01,377.19320313210426
1997-04-02,376.5372489522827
1997-04-03,374.8817150951069
1997-04-04,375.2156849371343
1997-04-07,371.8986248631439
1997-04-08,371.99191480686636
1997-04-09,372.2708169537711
1997-04-10,372.2969377050067
1997-04-11,372.15524795117926
1997-04-14,370.4887431681691
1997-04-15,371.1769514402483
1997-04-16,371.8124719493802
1997-04-17,373.20185928726795
1997-04-18,373.8608720685602
1997-04-21,375.6237279713278
1997-04-22,374.32787220928674
1997-04-23,373.9947255102864
1997-04-24,373.21799847815225
1997-04-25,370.7563403637967
1997-04-28,369.37709388269656
1997-04-29,370.089143273427
1997-04-30,368.88043432036494
1997-05-01,370.778611987054
1997-05-02,369.64719181175815
1997-05-05,370.65276748691736
1997-05-06,374.1715057688471
1997-05-07,375.5006013945513
1997-05-08,375.5408322420895
1997-05-09,378.321517142511
1997-05-12,378.7379807878066
1997-05-13,380.9080890301494
1997-05-14,381.7674826122892
1997-05-15,382.25309481570025
1997-05-16,383.42806198512267
1997-05-19,381.34501300060776
1997-05-20,382.8221858897162
1997-05-21,383.86558456283393
1997-05-22,382.72786484371244
1997-05-23,383.3711125243658
1997-05-26,384.4866045628858
1997-05-27,382.48474542633625
1997-05-28,382.9587194887435
1997-05-29,382.5702550569082
1997-05-30,379.6080852162413
1997-06-02,376.95178897525307
1997-06-03,378.0963596701154
1997-06-04,377.6475195631989
1997-06-05,378.2733889588008
1997-06-06,378.4974120773304
1997-06-09,382.0535967029464
1997-06-10,381.27639021311296
1997-06-11,382.32925101583885
1997-06-12,382.3867550272578
1997-06-13,381.3962224649719
1997-06-16,382.4555048448641
1997-06-17,380.77727689072253
1997-06-18,380.47741375307146
1997-06-19,381.441956330653
1997-06-20,381.01156940364154
1997-06-23,382.7797163588152
1997-06-24,381.86838668786123
1997-06-25,384.16600966222336
1997-06-26,383.78713978167707
1997-06-27,382.6003431431986
1997-06-30,381.84738454284764
1997-07-01,382.87434352209266
1997-07-02,382.02564438366727
1997-07-03,386.94279765758125
1997-07-04,387.6230496760445
1997-07-07,389.9414697406139
1997-07-08,388.66867494832707
1997-07-09,389.3054669417419
1997-07-10,389.29367260145483
1997-07-11,389.0000762866317
1997-07-14,387.4351203571851
1997-07-15,385.62459066041936
1997-07-16,387.96080249511357
1997-07-17,389.0536110292084
1997-07-18,387.7399391770543
1997-07-21,385.1337933506922
1997-07-22,384.078495872123
1997-07-23,384.37216477246574
1997-07-24,382.32122649714614
1997-07-25,380.69507180370505
1997-07-28,378.3761979681815
1997-07-29,378.8047803782952
1997-07-30,378.7499861982513
1997-07-31,380.41530515611464
1997-08-01,378.34498218212036
1997-08-04,376.55424854065933
1997-08-05,374.65706733738466
1997-08-06,374.64199467767196
