Date,KUKJE (ACWI ex KOREA) SMALL GROWTH
2002-05-31,1000.0
2002-06-03,983.9106794106165
2002-06-04,978.1608450949194
2002-06-05,978.5848788928672
2002-06-06,969.0646064296672
2002-06-07,968.3379147390237
2002-06-10,968.3733498144263
2002-06-11,957.7249523230383
2002-06-12,951.8673956541986
2002-06-13,942.0570134612259
2002-06-14,937.4198859111909
2002-06-17,952.3801820957173
2002-06-18,952.7502718760906
2002-06-19,940.4296203558866
2002-06-20,930.5388955841065
2002-06-21,924.9448138899452
2002-06-24,920.4556109943974
2002-06-25,909.625327404736
2002-06-26,905.9834291027568
2002-06-27,915.5919237697142
2002-06-28,926.3722127086965
2002-07-01,909.648515676128
2002-07-02,885.613705034929
2002-07-03,880.431345068314
2002-07-04,881.1558911617084
2002-07-05,903.8038005109659
2002-07-08,899.9268292745542
2002-07-09,891.1872226666144
2002-07-10,873.5504154998798
2002-07-11,865.443571505502
2002-07-12,866.2929833043682
2002-07-15,858.455444756022
2002-07-16,854.0060624250809
2002-07-17,858.6058503844093
2002-07-18,851.1861501858684
2002-07-19,835.2496187419816
2002-07-22,812.3144878132462
2002-07-23,792.092259187833
2002-07-24,803.4281929761142
2002-07-25,803.5402637749701
2002-07-26,798.549246241587
2002-07-29,827.6832908739457
2002-07-30,835.0953020702665
2002-07-31,828.1862625066794
2002-08-01,815.7750628771408
2002-08-02,798.9401456225536
2002-08-05,777.4538516594084
2002-08-06,785.519118463161
2002-08-07,792.5205173464367
2002-08-08,804.7887535522526
2002-08-09,809.9430636348021
2002-08-12,807.744071636774
2002-08-13,796.3305929018196
2002-08-14,812.1497987353417
2002-08-15,822.2435670669842
2002-08-16,828.7970868101659
2002-08-19,837.7060576829051
2002-08-20,833.140178726975
2002-08-21,845.5651517737618
2002-08-22,852.6564048723468
2002-08-23,840.2004564328299
2002-08-26,847.1738142782892
2002-08-27,837.3241852245405
2002-08-28,822.4193580892991
2002-08-29,825.6705453166209
2002-08-30,821.583066673626
2002-09-02,820.2035988279014
2002-09-03,800.487335920395
2002-09-04,806.8583441992928
2002-09-05,795.7409052651249
2002-09-06,807.4413072484991
2002-09-09,809.9792744957725
2002-09-10,814.4149849516663
2002-09-11,816.2541419579283
2002-09-12,804.6402538198638
2002-09-13,803.4386680032317
2002-09-16,797.0651672927406
2002-09-17,788.8073949002038
2002-09-18,781.7153936122819
2002-09-19,768.1043844754814
2002-09-20,765.6518458091964
2002-09-23,751.2239000920622
2002-09-24,741.8959746256097
2002-09-25,754.0945887417417
2002-09-26,763.3026053263584
2002-09-27,755.8116317863115
2002-09-30,750.1827240063211
2002-10-01,754.0932199877888
2002-10-02,743.8662287434062
2002-10-03,735.8647774790713
2002-10-04,721.8291813663793
2002-10-07,704.2338458586881
2002-10-08,706.4726796213741
2002-10-09,692.9067258654762
2002-10-10,704.5214553995345
2002-10-11,723.8913357707934
2002-10-14,727.6222980988721
2002-10-15,754.5810285847525
2002-10-16,741.9344330561438
2002-10-17,760.9860327102056
2002-10-18,763.8507747930856
2002-10-21,774.273480228359
2002-10-22,765.4930501635582
2002-10-23,771.916610821756
2002-10-24,768.1008448755082
2002-10-25,776.2125355086667
2002-10-28,775.062120500003
2002-10-29,767.4226550428658
2002-10-30,776.0563229659989
2002-10-31,778.8248480953222
2002-11-01,790.3990553096945
2002-11-04,800.335768550086
2002-11-05,801.9677667708909
2002-11-06,809.9807651660659
2002-11-07,799.6548437590639
2002-11-08,791.7957568191199
2002-11-11,775.0832551401882
2002-11-12,783.1868848701155
2002-11-13,782.8043189879295
2002-11-14,794.5729551371763
2002-11-15,800.1764055606275
2002-11-18,798.2635468899094
2002-11-19,790.5257216940014
2002-11-20,799.8369965238236
2002-11-21,818.4411529556218
2002-11-22,822.2360783026096
2002-11-25,826.7920483914328
2002-11-26,813.7074301797018
2002-11-27,830.2873407782015
2002-11-28,835.4175201413249
2002-11-29,835.3178564242792
2002-12-02,836.7087054986382
2002-12-03,823.8100313763755
2002-12-04,817.306246105152
2002-12-05,812.8678090012094
2002-12-06,814.8403125869919
2002-12-09,798.6025040954372
2002-12-10,806.2563785867189
2002-12-11,807.5465218588585
2002-12-12,808.052921935752
2002-12-13,799.6452672459749
2002-12-16,807.3854154326532
2002-12-17,803.9896745679275
2002-12-18,791.4492428448038
2002-12-19,789.4585843218821
2002-12-20,796.130332381635
2002-12-23,798.5766738304627
2002-12-24,797.4085104054161
2002-12-25,797.3554756442333
2002-12-26,800.6992807388485
2002-12-27,794.7101564303703
2002-12-30,794.3729911550859
2002-12-31,798.4183788973032
2003-01-01,798.3838258094999
2003-01-02,811.779176614402
2003-01-03,813.0658556687368
2003-01-06,825.1365646213168
2003-01-07,820.1300442259717
2003-01-08,809.5912823742761
2003-01-09,821.2831845991147
2003-01-10,824.763804391015
2003-01-13,825.3141626863807
2003-01-14,829.946123528302
2003-01-15,826.3286679096983
2003-01-16,825.5209942119601
2003-01-17,817.095483498329
2003-01-20,815.9455625825998
2003-01-21,808.6930465000332
2003-01-22,803.8874561178134
2003-01-23,811.0249410829775
2003-01-24,800.3334738773299
2003-01-27,785.2879569009374
2003-01-28,789.0913768214087
2003-01-29,789.739034129783
2003-01-30,782.1458878551824
2003-01-31,785.4878188102133
2003-02-03,786.118626811893
2003-02-04,784.1879508389677
2003-02-05,782.8477340520425
2003-02-06,777.090143566524
2003-02-07,770.0816504985697
2003-02-10,771.1461348281429
2003-02-11,770.010486718401
2003-02-12,763.2244422356301
2003-02-13,760.6400507505782
2003-02-14,765.8197870583535
2003-02-17,767.852219018345
2003-02-18,778.0720482752872
2003-02-19,773.7066508005636
2003-02-20,774.1111600876629
2003-02-21,778.1409426359662
2003-02-24,770.1075545751331
2003-02-25,767.1907596992057
2003-02-26,763.2543453694826
2003-02-27,766.1526559974022
2003-02-28,770.4052067304974
2003-03-03,770.5337017870709
2003-03-04,763.9629426979769
2003-03-05,763.1009799122465
2003-03-06,759.0684920884503
2003-03-07,757.3951848038579
2003-03-10,744.8532921975356
2003-03-11,739.0483812830503
2003-03-12,735.2829319059595
2003-03-13,750.7632729456865
2003-03-14,752.6968365593161
2003-03-17,765.560284153417
2003-03-18,772.8382288504381
2003-03-19,773.1158080220426
2003-03-20,777.992092659545
2003-03-21,787.0605005568152
2003-03-24,774.0998975332863
2003-03-25,781.0705081716318
2003-03-26,780.7802307998695
2003-03-27,781.5402868723937
2003-03-28,781.4840588333042
2003-03-31,774.615332121255
2003-04-01,777.6586871331191
2003-04-02,791.2403937928993
2003-04-03,789.6648995189673
2003-04-04,787.1598418652317
2003-04-07,794.1618342259248
2003-04-08,789.5359335707913
2003-04-09,786.1012017701449
2003-04-10,789.7407647185626
2003-04-11,789.7681605770027
2003-04-14,798.2441101745096
2003-04-15,803.9364084955919
2003-04-16,803.027920542844
2003-04-17,812.7646675927426
2003-04-18,813.2510818041715
2003-04-21,814.221914284716
2003-04-22,824.8130203168479
2003-04-23,833.3690481431266
2003-04-24,829.7498030672621
2003-04-25,822.0414135184977
2003-04-28,831.482860831065
2003-04-29,836.3457498904456
2003-04-30,844.3918855883569
2003-05-01,848.0179633509484
2003-05-02,858.8202642955242
2003-05-05,864.9109048959031
2003-05-06,872.8584833663423
2003-05-07,871.2929610072098
2003-05-08,865.4734384578069
2003-05-09,873.4616230191585
2003-05-12,883.3807453658527
2003-05-13,884.7727368401736
2003-05-14,886.5870500999289
2003-05-15,890.6992943346308
2003-05-16,891.2001634690877
2003-05-19,876.4153165470525
2003-05-20,874.7731737366357
2003-05-21,876.9556668873073
2003-05-22,885.4304544263155
2003-05-23,892.0427642287975
2003-05-26,893.788084432804
2003-05-27,905.0603161100851
2003-05-28,908.3767687147327
2003-05-29,913.6319282761351
2003-05-30,923.659870579549
2003-06-02,930.4945248334129
2003-06-03,928.288410269246
2003-06-04,939.8020053831174
2003-06-05,954.4757720352651
2003-06-06,953.005253426862
2003-06-09,941.8667792053711
2003-06-10,946.6747327644846
2003-06-11,959.353054891
2003-06-12,962.6838818862817
2003-06-13,956.3982696460816
2003-06-16,968.5764813421491
2003-06-17,972.0909925235591
2003-06-18,970.0349790186855
2003-06-19,959.2260486776862
2003-06-20,956.9339676019931
2003-06-23,942.6773435701763
2003-06-24,938.7768180839405
2003-06-25,945.9200672409538
2003-06-26,949.2148391670488
2003-06-27,949.9417346837188
2003-06-30,949.2286831468177
2003-07-01,954.4961882972208
2003-07-02,969.6874090468087
2003-07-03,968.397691940986
2003-07-04,968.0891528684739
2003-07-07,981.8642224654906
2003-07-08,990.4249534913199
2003-07-09,992.6488349687595
2003-07-10,982.0934122567198
