Date,ACWI MOMENTUM
1998-12-31,456.45500818588374
1999-01-01,456.45510339523094
1999-01-04,459.9563532685414
1999-01-05,466.7458823335138
1999-01-06,477.27999658965865
1999-01-07,475.8101416937988
1999-01-08,479.21773172956154
1999-01-11,473.9976337343038
1999-01-12,464.57290268685466
1999-01-13,454.40825125043784
1999-01-14,452.2227328994796
1999-01-15,465.13607059597234
1999-01-18,469.09476182366126
1999-01-19,472.3204153042089
1999-01-20,476.9260516328404
1999-01-21,468.6566513645377
1999-01-22,461.9019911944086
1999-01-25,464.92736629515133
1999-01-26,472.58525413732224
1999-01-27,474.01998171522206
1999-01-28,483.9485903812559
1999-01-29,489.8264429983991
1999-02-01,492.04962279923734
1999-02-02,485.4727398290545
1999-02-03,485.3740625386991
1999-02-04,479.7323048789654
1999-02-05,474.64795387946305
1999-02-08,475.50408826892345
1999-02-09,462.97714783058586
1999-02-10,463.1131461422303
1999-02-11,474.90853424203226
1999-02-12,471.2588657928534
1999-02-15,473.050259142434
1999-02-16,478.8802811238748
1999-02-17,470.473765414226
1999-02-18,474.5849751170754
1999-02-19,480.1310558291379
1999-02-22,492.864421427703
1999-02-23,497.37681429869673
1999-02-24,495.0364040754408
1999-02-25,487.2803259780617
1999-02-26,487.6826467177827
1999-03-01,485.5074421936196
1999-03-02,483.4566820767531
1999-03-03,482.59519879509037
1999-03-04,490.2753408831286
1999-03-05,500.61954890640806
1999-03-08,501.71771316612177
1999-03-09,502.7253368624146
1999-03-10,500.06481610640253
1999-03-11,507.6251163023183
1999-03-12,503.312908097457
1999-03-15,507.2015809762939
1999-03-16,509.0948334052894
1999-03-17,502.1337327814316
1999-03-18,505.8795152890602
1999-03-19,506.45800638758124
1999-03-22,505.90039101173636
1999-03-23,493.8211159610644
1999-03-24,493.1043932484296
1999-03-25,503.76707700156544
1999-03-26,505.07578307563625
1999-03-29,515.8767857605748
1999-03-30,513.5071033964579
1999-03-31,510.5285939883604
1999-04-01,513.9378759166591
1999-04-02,514.6852553491987
1999-04-05,524.8516350802367
1999-04-06,526.6948691829131
1999-04-07,527.9556503463633
1999-04-08,532.4419763669134
1999-04-09,535.5701954566808
1999-04-12,534.8114478794413
1999-04-13,534.8625198320597
1999-04-14,523.2785309305431
1999-04-15,518.7289429396801
1999-04-16,513.563359385131
1999-04-19,504.4094512818204
1999-04-20,506.76149064696483
1999-04-21,520.3682802593278
1999-04-22,529.9850531505384
1999-04-23,527.8403952700893
1999-04-26,533.4911194604387
1999-04-27,532.1503478982496
1999-04-28,525.9467925565635
1999-04-29,521.305183344164
1999-04-30,520.555488470249
1999-05-03,524.0703672572755
1999-05-04,515.204116485556
1999-05-05,515.9692425619666
1999-05-06,507.7473169973632
1999-05-07,509.527781935293
1999-05-10,509.3441374314135
1999-05-11,517.6813282983013
1999-05-12,522.5049251329574
1999-05-13,526.0831592683417
1999-05-14,512.2280411694037
1999-05-17,512.9103993143607
1999-05-18,513.500438061897
1999-05-19,518.143829563849
1999-05-20,519.4869739726832
1999-05-21,518.2622097453764
1999-05-24,510.1860670308577
1999-05-25,501.9949825230406
1999-05-26,512.0438173655488
1999-05-27,505.48350101443225
1999-05-28,511.56994566573894
1999-05-31,513.3856302357443
1999-06-01,509.54994986024076
1999-06-02,516.3806192350514
1999-06-03,517.1779017059906
1999-06-04,530.5780149567663
1999-06-07,535.6319838939088
1999-06-08,525.8064981332125
1999-06-09,528.3122379480504
1999-06-10,521.3574553715182
1999-06-11,520.6799270017877
1999-06-14,518.2546490525059
1999-06-15,521.0743577753763
1999-06-16,539.0917626639049
1999-06-17,544.0825840345274
1999-06-18,543.1170292892072
1999-06-21,554.0138776141927
1999-06-22,549.8014985931283
1999-06-23,548.3331726545962
1999-06-24,539.0527629236536
1999-06-25,533.4883868173189
1999-06-28,544.2409501872431
1999-06-29,551.7116441107638
1999-06-30,557.5334800838846
1999-07-01,568.2007830055493
1999-07-02,576.0346458262635
1999-07-05,579.9973133919124
1999-07-06,577.4470855316937
1999-07-07,580.0920398437773
1999-07-08,581.7782019514849
1999-07-09,584.0282129035221
1999-07-12,586.0366939440568
1999-07-13,581.0397970754026
1999-07-14,582.3033336298913
1999-07-15,586.4023893374664
1999-07-16,589.840834609675
1999-07-19,590.4583170996206
1999-07-20,565.0544645297638
1999-07-21,559.7416754659099
1999-07-22,551.1523611717104
1999-07-23,547.9181150349117
1999-07-26,533.8811953683401
1999-07-27,541.1308238101309
1999-07-28,545.7542455462853
1999-07-29,533.3134932744957
1999-07-30,532.7054844450138
1999-08-02,532.6337510889232
1999-08-03,529.4390380420164
1999-08-04,518.8313957737025
1999-08-05,514.086988256967
1999-08-06,512.0447634462199
1999-08-09,513.2792779822636
1999-08-10,505.18971541718673
1999-08-11,516.1067773647245
1999-08-12,520.0012489477976
1999-08-13,534.1485212056302
1999-08-16,537.806281781845
1999-08-17,544.1827701320719
1999-08-18,540.8455132668963
1999-08-19,531.7149771761175
1999-08-20,536.202769528492
1999-08-23,549.0943721899371
1999-08-24,553.0072758130241
1999-08-25,565.2647920975716
1999-08-26,561.2528940205102
1999-08-27,556.2312728780314
1999-08-30,550.4351664322947
1999-08-31,540.6220181055508
1999-09-01,544.6598921907589
