Date,AC ASIA ex JAPAN MOMENTUM
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,1009.5209510892278
1999-01-05,1023.3880861615071
1999-01-06,1059.1405971718978
1999-01-07,1113.2278726716022
1999-01-08,1107.7705846518645
1999-01-11,1109.0895963117803
1999-01-12,1093.3082145885471
1999-01-13,1050.151708648374
1999-01-14,1021.393416848171
1999-01-15,1046.8810869602396
1999-01-18,1072.3755547428268
1999-01-19,1066.4065789670185
1999-01-20,1077.3968302513986
1999-01-21,1047.2959713227665
1999-01-22,1007.2721971076236
1999-01-25,979.6345363142802
1999-01-26,985.5254477779106
1999-01-27,1024.0172227416688
1999-01-28,1014.4767064270548
1999-01-29,1019.9471150707204
1999-02-01,1027.318393633026
1999-02-02,1009.6523690809349
1999-02-03,997.4400579484991
1999-02-04,997.8720167810803
1999-02-05,988.3470445317291
1999-02-08,985.0688598669075
1999-02-09,968.3178153388087
1999-02-10,956.6668923081386
1999-02-11,970.5432899533184
1999-02-12,1002.8922973186995
1999-02-15,1004.191006427199
1999-02-16,1009.7034826039974
1999-02-17,1002.8366740603739
1999-02-18,986.8384062288739
1999-02-19,981.3673817907193
1999-02-22,994.0309291706683
1999-02-23,1001.1348953901119
1999-02-24,1013.0496267494904
1999-02-25,1004.0219467320106
1999-02-26,1028.5021674005513
1999-03-01,1049.6635717945385
1999-03-02,1051.530757390113
1999-03-03,1056.711499013547
1999-03-04,1056.68705449269
1999-03-05,1067.0257413568117
1999-03-08,1088.5939390666854
1999-03-09,1096.437961559527
1999-03-10,1098.3734523518797
1999-03-11,1111.74469810419
1999-03-12,1113.3354739099034
1999-03-15,1130.9228130565973
1999-03-16,1141.6424108698325
1999-03-17,1130.0492125507496
1999-03-18,1115.150692140135
1999-03-19,1154.0066310384836
1999-03-22,1164.38356260826
1999-03-23,1163.4679630364826
1999-03-24,1138.0600570518013
1999-03-25,1148.941989970254
1999-03-26,1158.510269675775
1999-03-29,1150.9660908135743
1999-03-30,1171.8908030513448
1999-03-31,1168.0158187235738
1999-04-01,1187.5882576898198
1999-04-02,1199.1648435713912
1999-04-05,1205.4391434692204
1999-04-06,1215.0007053381814
1999-04-07,1237.7787550486337
1999-04-08,1242.3575916152063
1999-04-09,1265.70775050526
1999-04-12,1251.1174966529004
1999-04-13,1265.1233482762054
1999-04-14,1269.6850775094215
1999-04-15,1304.3427345329874
1999-04-16,1362.5927678196447
1999-04-19,1442.5189998042713
1999-04-20,1411.723452733295
1999-04-21,1406.9737124872252
1999-04-22,1425.9224233408454
1999-04-23,1433.4727905142393
1999-04-26,1468.9256012318929
1999-04-27,1485.7277188896107
1999-04-28,1465.5325280511247
1999-04-29,1437.6464179547406
1999-04-30,1454.4692687730435
1999-05-03,1453.9995549034543
1999-05-04,1489.05834252743
1999-05-05,1487.7135060203718
1999-05-06,1498.7208374176619
1999-05-07,1458.348992258146
1999-05-10,1466.2419151490878
1999-05-11,1456.4455065229736
1999-05-12,1463.2550006243084
1999-05-13,1449.48168380779
1999-05-14,1437.5740022518758
1999-05-17,1421.792585299145
1999-05-18,1427.4107960071408
1999-05-19,1422.0721438403532
1999-05-20,1410.8614625249395
1999-05-21,1422.4758527373988
1999-05-24,1415.8943447392612
1999-05-25,1405.8633010743217
1999-05-26,1431.2433986799615
1999-05-27,1433.0010787119952
1999-05-28,1417.8093623656628
1999-05-31,1423.969616476526
1999-06-01,1438.3740576815326
1999-06-02,1481.7114821534276
1999-06-03,1488.8578029412627
1999-06-04,1513.3878381280474
1999-06-07,1579.7320127979876
1999-06-08,1585.2528796926226
1999-06-09,1553.1929782468342
1999-06-10,1592.3227616119418
1999-06-11,1581.3808672599025
1999-06-14,1561.0193019045578
1999-06-15,1551.71989964153
1999-06-16,1599.4959600556238
1999-06-17,1623.5328587738682
1999-06-18,1616.2556587038227
1999-06-21,1683.3889767654277
1999-06-22,1703.0188363773743
1999-06-23,1712.1795127833834
1999-06-24,1690.2083999628455
1999-06-25,1675.8088030568324
1999-06-28,1714.8870193470084
1999-06-29,1716.3607334171213
1999-06-30,1692.51067796518
1999-07-01,1734.4633837888407
1999-07-02,1773.5488002143309
1999-07-05,1808.5859181107091
1999-07-06,1804.9373133827485
1999-07-07,1808.8628846183205
1999-07-08,1796.4893897759978
1999-07-09,1819.4766848364388
1999-07-12,1801.7048532606095
1999-07-13,1773.9146195078704
1999-07-14,1724.5222133500724
1999-07-15,1747.4809585713608
1999-07-16,1768.8175418400517
1999-07-19,1780.5842389935744
1999-07-20,1720.8442478305208
1999-07-21,1668.7156917507114
1999-07-22,1661.7722478377939
1999-07-23,1586.9781598892755
1999-07-26,1522.9128412269677
1999-07-27,1582.7519328508768
1999-07-28,1623.0418183793292
1999-07-29,1642.591050332552
1999-07-30,1614.192793499567
1999-08-02,1609.1880268957868
1999-08-03,1632.365105849353
