Date,AC EUROPE MOMENTUM
1999-05-31,1000.0
1999-06-01,999.878729312076
1999-06-02,1003.088127751415
1999-06-03,1010.5754040916962
1999-06-04,1017.2155302006611
1999-06-07,1033.2451674125662
1999-06-08,1030.9602364613604
1999-06-09,1035.4698620263314
1999-06-10,1028.406342262261
1999-06-11,1042.1416734999768
1999-06-14,1036.401691546815
1999-06-15,1034.9451650091207
1999-06-16,1049.9242518246065
1999-06-17,1056.557952264242
1999-06-18,1060.9544457151706
1999-06-21,1076.2116245358525
1999-06-22,1073.4921765327726
1999-06-23,1063.4000264091646
1999-06-24,1048.196873619472
1999-06-25,1043.6260908362192
1999-06-28,1044.3310007554196
1999-06-29,1044.709463683894
1999-06-30,1043.7270645136537
1999-07-01,1070.9466297238846
1999-07-02,1078.5156824241142
1999-07-05,1098.943207671066
1999-07-06,1094.0732311818585
1999-07-07,1088.848247059165
1999-07-08,1087.4513587782571
1999-07-09,1086.5292156341156
1999-07-12,1091.6169088563233
1999-07-13,1072.0467202758553
1999-07-14,1077.4146551828524
1999-07-15,1097.515441725726
1999-07-16,1098.8121286079547
1999-07-19,1097.6401822725788
1999-07-20,1070.0799937086797
1999-07-21,1054.6902333039277
1999-07-22,1047.0028124864864
1999-07-23,1032.8276371182274
1999-07-26,1023.4730006588524
1999-07-27,1029.0293228974533
1999-07-28,1031.4256754815751
1999-07-29,1008.3957108581268
1999-07-30,1028.62925140498
1999-08-02,1027.965960445631
1999-08-03,1020.7090531782399
1999-08-04,1007.4039012062595
1999-08-05,978.7379772345214
1999-08-06,982.4403977785067
1999-08-09,997.6209814708818
1999-08-10,977.3346728311058
1999-08-11,985.580914288791
1999-08-12,1009.3439720896343
1999-08-13,1025.9595448152213
1999-08-16,1028.0440902385737
1999-08-17,1028.4717278185246
1999-08-18,1030.565093867048
1999-08-19,1014.7124869156934
1999-08-20,1022.5690713985998
1999-08-23,1037.6172421890874
1999-08-24,1040.0533222303739
1999-08-25,1065.2190505568599
1999-08-26,1066.4750725123968
1999-08-27,1065.649730377074
1999-08-30,1066.6622952052658
1999-08-31,1053.567349894212
1999-09-01,1058.783555476183
1999-09-02,1033.6849806213022
1999-09-03,1060.8597716288614
1999-09-06,1076.2891995868902
1999-09-07,1068.9037062498103
1999-09-08,1068.2324663667323
1999-09-09,1078.206564547638
1999-09-10,1078.1533647232532
1999-09-13,1078.480349039958
1999-09-14,1069.6054558514954
1999-09-15,1064.3944811605875
1999-09-16,1057.3302847948326
1999-09-17,1060.2250822662747
1999-09-20,1071.7296265851703
1999-09-21,1055.461459652522
1999-09-22,1051.4544452387124
1999-09-23,1073.2481370123112
1999-09-24,1054.0220107272667
1999-09-27,1066.298549451612
1999-09-28,1056.3008864606168
1999-09-29,1052.4765804880662
1999-09-30,1052.4644752467984
1999-10-01,1041.6123392878005
1999-10-04,1055.473829995552
1999-10-05,1065.5656491707332
1999-10-06,1073.0969959817849
1999-10-07,1086.9254930788954
1999-10-08,1096.201511969704
1999-10-11,1101.1095720650706
1999-10-12,1089.3978145850188
1999-10-13,1074.2135472464718
1999-10-14,1060.895094398312
1999-10-15,1040.7547628938892
1999-10-18,1030.3627314305309
1999-10-19,1048.5698864597555
1999-10-20,1047.5814488204448
1999-10-21,1049.1267202416016
1999-10-22,1071.3553273139044
1999-10-25,1066.241571615749
1999-10-26,1081.2682666057299
1999-10-27,1077.8470629810279
1999-10-28,1097.0161305117038
1999-10-29,1121.1771637753689
1999-11-01,1127.8241204566557
1999-11-02,1123.9290228713633
1999-11-03,1133.6872185694913
1999-11-04,1147.723963813504
1999-11-05,1162.0519642679062
1999-11-08,1166.2840201023348
1999-11-09,1174.3361193150251
1999-11-10,1187.1862046737047
1999-11-11,1210.2005950002526
1999-11-12,1205.6446457702252
1999-11-15,1225.6987996332546
1999-11-16,1228.3703103743208
1999-11-17,1226.8680422876694
1999-11-18,1253.7284981545495
1999-11-19,1252.2325873157038
1999-11-22,1236.3009363115866
1999-11-23,1240.0419628778868
1999-11-24,1247.6448159281863
1999-11-25,1293.9805462185866
1999-11-26,1306.3508427264771
1999-11-29,1308.78330661616
1999-11-30,1286.44042524289
1999-12-01,1302.6934236569505
1999-12-02,1317.9751745762724
1999-12-03,1372.285589134363
1999-12-06,1382.2049582427753
1999-12-07,1394.5607314031554
1999-12-08,1396.0400291675314
1999-12-09,1407.7990399260666
1999-12-10,1395.2467435433302
1999-12-13,1406.113682006438
1999-12-14,1412.9137229357214
1999-12-15,1371.8624588735383
1999-12-16,1378.538486019272
1999-12-17,1401.6495670157512
1999-12-20,1425.1277997813522
1999-12-21,1427.368514675313
1999-12-22,1451.558025595829
1999-12-23,1467.6064125600233
1999-12-24,1481.3921924801691
1999-12-27,1490.0369566272643
1999-12-28,1496.692480479967
1999-12-29,1512.9252288774555
1999-12-30,1539.5974840516885
1999-12-31,1539.5974840516885
2000-01-03,1547.60559983023
2000-01-04,1474.75496811945
2000-01-05,1398.2838106617633
2000-01-06,1365.910879810591
2000-01-07,1399.4917436253418
2000-01-10,1442.7006998636505
2000-01-11,1439.7420358783827
2000-01-12,1445.4242945118688
2000-01-13,1475.9334072624436
2000-01-14,1538.912845735979
2000-01-17,1583.9811769556927
2000-01-18,1537.0487332742148
2000-01-19,1522.5085589911785
2000-01-20,1541.0890523755484
2000-01-21,1532.1518542240335
2000-01-24,1550.0305598615612
2000-01-25,1523.4845227069559
2000-01-26,1552.658894439019
2000-01-27,1575.942354872501
2000-01-28,1589.7373683002622
2000-01-31,1557.056464037128
2000-02-01,1606.3609552542123
2000-02-02,1649.3536117930817
2000-02-03,1695.0490020641557
2000-02-04,1736.7338420882018
2000-02-07,1724.066952724823
2000-02-08,1781.142658761638
2000-02-09,1801.1904405692635
2000-02-10,1775.4034525646814
2000-02-11,1776.2911910289017
2000-02-14,1750.5648392377705
2000-02-15,1700.4926976235326
2000-02-16,1702.7905322786519
2000-02-17,1715.05294940015
2000-02-18,1709.8795600392166
2000-02-21,1687.1695011597585
2000-02-22,1688.371402474585
2000-02-23,1731.2529245223263
2000-02-24,1757.7157845212046
2000-02-25,1821.1616587074382
2000-02-28,1780.897538190643
2000-02-29,1803.8452694363507
2000-03-01,1836.460910646783
2000-03-02,1907.7754206070879
2000-03-03,1951.1807802080803
2000-03-06,1973.0802263706214
2000-03-07,1935.9720783200912
2000-03-08,1882.3815944134776
2000-03-09,1909.822259494363
2000-03-10,1945.560183533698
2000-03-13,1877.4758350341378
2000-03-14,1876.982894586001
2000-03-15,1772.5894425334336
2000-03-16,1746.6816076282523
2000-03-17,1788.685878018347
2000-03-20,1839.693997263446
2000-03-21,1806.6214365388505
2000-03-22,1794.5391153263186
2000-03-23,1783.3806125703113
2000-03-24,1831.8624680693688
2000-03-27,1840.1873251447157
2000-03-28,1847.3362722132515
2000-03-29,1829.1322048303139
2000-03-30,1725.3538800717597
2000-03-31,1728.1782550420846
2000-04-03,1639.2438730962012
2000-04-04,1596.578053731803
2000-04-05,1566.4105624864728
2000-04-06,1671.624643542875
2000-04-07,1724.3782185446162
2000-04-10,1719.010306854634
2000-04-11,1625.7701899310914
2000-04-12,1607.543734740331
2000-04-13,1606.8100595383883
2000-04-14,1537.295830513893
2000-04-17,1527.487032190101
2000-04-18,1570.8377247483102
2000-04-19,1619.4129490019009
2000-04-20,1627.4784876219062
2000-04-21,1628.4625349692135
2000-04-24,1627.8702184886222
2000-04-25,1621.032346959825
2000-04-26,1658.9700258413745
2000-04-27,1643.4321598128931
2000-04-28,1709.603330305475
2000-05-01,1712.0121988873861
2000-05-02,1768.7734981558108
2000-05-03,1721.249979000165
2000-05-04,1705.6309854884544
2000-05-05,1721.930349808943
2000-05-08,1690.5507265975154
2000-05-09,1630.7947991201308
2000-05-10,1560.2036535813995
2000-05-11,1586.807766470659
2000-05-12,1628.3731725066702
2000-05-15,1597.2681925737625
2000-05-16,1659.0526233361118
2000-05-17,1622.5431823364634
2000-05-18,1612.2893657533384
2000-05-19,1509.8719974208395
2000-05-22,1445.6958944303392
2000-05-23,1472.685872326682
2000-05-24,1439.046707030766
2000-05-25,1505.845610378261
2000-05-26,1489.935874411734
2000-05-29,1515.4103922978222
2000-05-30,1565.2507759113657
2000-05-31,1587.112496785264
2000-06-01,1630.3092546244238
2000-06-02,1703.6057618769116
2000-06-05,1681.3644858999553
2000-06-06,1655.7012020486543
2000-06-07,1626.9615566428677
2000-06-08,1649.278461993344
2000-06-09,1649.0214253472911
2000-06-12,1646.9273544768575
2000-06-13,1622.4796075428792
2000-06-14,1640.823255009202
2000-06-15,1620.4814086794263
2000-06-16,1604.998403509277
2000-06-19,1607.3333072263893
2000-06-20,1637.3242375721982
2000-06-21,1621.6805886039629
2000-06-22,1608.6808992370043
2000-06-23,1611.8372805647002
2000-06-26,1610.7568496819374
