Date,AC ASIA PACIFIC MOMENTUM
1998-12-31,999.9999999999999
1999-01-01,999.9999999999999
1999-01-04,991.5003680395602
1999-01-05,996.2059769697535
1999-01-06,1014.6292188987177
1999-01-07,1044.6201469860684
1999-01-08,1043.7561763717742
1999-01-11,1053.9201806953213
1999-01-12,1036.0584645874683
1999-01-13,996.8528410310281
1999-01-14,998.456572842553
1999-01-15,1008.4794577689323
1999-01-18,1010.7479112391612
1999-01-19,1019.2027668480647
1999-01-20,1032.912620406262
1999-01-21,1031.7813094823262
1999-01-22,1009.4988358745921
1999-01-25,1006.055585831677
1999-01-26,1013.3419547492344
1999-01-27,1026.1713511507319
1999-01-28,1023.3286368858791
1999-01-29,1035.2509543228202
1999-02-01,1051.7211907029061
1999-02-02,1056.8172903112427
1999-02-03,1047.978043993505
1999-02-04,1049.579545242026
1999-02-05,1037.3354880354752
1999-02-08,1035.7141569899536
1999-02-09,1018.6014887589122
1999-02-10,1009.7960647588566
1999-02-11,1017.2328658327635
1999-02-12,1029.9684478036438
1999-02-15,1025.3820772921977
1999-02-16,1016.9475227587284
1999-02-17,1007.9366438220118
1999-02-18,998.6012081674638
1999-02-19,1006.1349358199132
1999-02-22,1019.4169639097875
1999-02-23,1023.3193848401742
1999-02-24,1024.9743214806404
1999-02-25,1021.2044930279709
1999-02-26,1033.2586397087587
1999-03-01,1037.729297388831
1999-03-02,1026.4315848879187
1999-03-03,1029.902362568772
1999-03-04,1028.3745072381346
1999-03-05,1057.8244739664608
1999-03-08,1061.815424291485
1999-03-09,1076.9600300764673
1999-03-10,1085.2075422912915
1999-03-11,1100.999486184393
1999-03-12,1098.728552315327
1999-03-15,1117.410332177642
1999-03-16,1135.2571274450465
1999-03-17,1122.3735650368653
1999-03-18,1105.3089736579705
1999-03-19,1146.57678892459
1999-03-22,1146.5680834206366
1999-03-23,1137.0382303506606
1999-03-24,1115.7132301946663
1999-03-25,1132.2649628017496
1999-03-26,1137.5710888190695
1999-03-29,1142.2418680637454
1999-03-30,1138.0799151045576
1999-03-31,1143.8633844234564
1999-04-01,1171.5953158090795
1999-04-02,1173.5261316986366
1999-04-05,1172.8877227437051
1999-04-06,1187.3487199075255
1999-04-07,1195.1166228805266
1999-04-08,1204.109081455864
1999-04-09,1212.2345909777312
1999-04-12,1190.6378577094777
1999-04-13,1208.4153035950524
1999-04-14,1218.8336077563063
1999-04-15,1229.160015695743
1999-04-16,1252.2224659250387
1999-04-19,1273.8668642689713
1999-04-20,1253.9109961770464
1999-04-21,1241.7964634832576
1999-04-22,1256.5563386223905
1999-04-23,1267.0427283069155
1999-04-26,1291.2027758803688
1999-04-27,1296.6090500363596
1999-04-28,1301.4533255083584
1999-04-29,1296.8751485579517
1999-04-30,1293.610749640185
1999-05-03,1289.9165588959643
1999-05-04,1291.2149560644611
1999-05-05,1284.596789311021
1999-05-06,1310.9878750056594
1999-05-07,1290.5516010382578
1999-05-10,1289.8875924531471
1999-05-11,1274.2133803879306
1999-05-12,1278.6762458648784
1999-05-13,1266.2057590108911
1999-05-14,1254.4153625066508
1999-05-17,1222.7571622289843
1999-05-18,1237.1456780149642
1999-05-19,1207.4049203197383
1999-05-20,1206.1092465412785
1999-05-21,1226.2438520791657
1999-05-24,1226.2943754908786
1999-05-25,1216.5917141184661
1999-05-26,1238.7627056760896
1999-05-27,1241.7908489017345
1999-05-28,1245.0837985548292
1999-05-31,1245.074677779737
1999-06-01,1261.0407676294146
1999-06-02,1288.1519197072691
1999-06-03,1281.544365098896
1999-06-04,1294.204808702581
1999-06-07,1328.4579593312242
1999-06-08,1337.930884945151
1999-06-09,1330.2089374494408
1999-06-10,1355.153172575936
1999-06-11,1366.190065339596
1999-06-14,1351.753582882895
1999-06-15,1351.4828747310266
1999-06-16,1377.531596693477
1999-06-17,1398.9278778267055
1999-06-18,1384.936916965141
1999-06-21,1422.308707014807
1999-06-22,1438.5769516885912
1999-06-23,1431.9170593732904
1999-06-24,1422.9592111287104
1999-06-25,1404.0472022068857
1999-06-28,1435.4051049186137
1999-06-29,1452.9745085529719
1999-06-30,1439.1578359870637
1999-07-01,1483.642929760398
1999-07-02,1505.3057053412572
1999-07-05,1521.32490116895
1999-07-06,1514.816164766785
1999-07-07,1519.3650429334355
1999-07-08,1513.8584317318698
1999-07-09,1522.1911940586594
1999-07-12,1536.6632970354651
1999-07-13,1529.1433066491754
1999-07-14,1520.2324243169721
1999-07-15,1538.2914967216814
1999-07-16,1541.4713831651284
1999-07-19,1560.8372549440178
1999-07-20,1518.0626827228161
1999-07-21,1480.0293632381756
1999-07-22,1466.6825140272767
1999-07-23,1432.6147876688076
1999-07-26,1396.8365329289093
1999-07-27,1421.3605009841426
1999-07-28,1458.7400671725372
1999-07-29,1482.912008178459
1999-07-30,1481.0234185867503
1999-08-02,1482.6667190078988
1999-08-03,1497.5330255331162
1999-08-04,1475.967413337045
1999-08-05,1438.102119557644
