Date,ITALY IMI VALUE
1998-12-31,469.2817971677372
1999-01-01,469.28848926843744
1999-01-04,488.9162736279176
1999-01-05,489.2916778095827
1999-01-06,489.2916778095828
1999-01-07,489.0799254272338
1999-01-08,488.9617784964016
1999-01-11,481.6749303652461
1999-01-12,474.01144422227964
1999-01-13,452.311669319201
1999-01-14,455.2413024473348
1999-01-15,463.41646618177356
1999-01-18,472.3450164627395
1999-01-19,465.20573803523655
1999-01-20,466.6020671809465
1999-01-21,456.0699688822966
1999-01-22,444.99897815929035
1999-01-25,445.30942050056177
1999-01-26,449.61313415081247
1999-01-27,455.23378082037425
1999-01-28,455.9734798783925
1999-01-29,459.2414832476115
1999-02-01,466.2905503007992
1999-02-02,462.2904646362516
1999-02-03,459.54629862827625
1999-02-04,462.5508058142048
1999-02-05,464.3650240466627
1999-02-08,462.8971593205748
1999-02-09,451.5524674673209
1999-02-10,452.4717999446186
1999-02-11,458.9735419490903
1999-02-12,456.6703924385395
1999-02-15,463.1528790561705
1999-02-16,458.0356894686021
1999-02-17,453.0715190695417
1999-02-18,453.4353225323832
1999-02-19,456.4886148813283
1999-02-22,463.03208354722517
1999-02-23,465.70323730984757
1999-02-24,461.41756593373884
1999-02-25,459.36524112925815
1999-02-26,464.46036437581495
1999-03-01,460.5206991931811
1999-03-02,463.75855628787264
1999-03-03,462.6414491024577
1999-03-04,470.47520457364084
1999-03-05,480.14987854048337
1999-03-08,475.3173386324609
1999-03-09,478.9831336616601
1999-03-10,482.26809568120433
1999-03-11,488.9645699376222
1999-03-12,483.5924852600466
1999-03-15,492.05250255693744
1999-03-16,492.98831027656195
1999-03-17,492.5448093596178
1999-03-18,497.4916439779827
1999-03-19,501.97732845363004
1999-03-22,502.597587893356
1999-03-23,496.9755294078984
1999-03-24,486.00832933666237
1999-03-25,493.5835724862111
1999-03-26,487.4995958348239
1999-03-29,498.53283098737165
1999-03-30,497.07070739473147
1999-03-31,506.2438640623749
1999-04-01,505.56277808356464
1999-04-02,505.5627780804749
1999-04-05,505.5627780854006
1999-04-06,510.08385918609383
1999-04-07,513.1751642752974
1999-04-08,513.5787160134369
1999-04-09,508.77216643865535
1999-04-12,505.5735057688971
1999-04-13,507.35473979761895
1999-04-14,507.57337962472667
1999-04-15,504.4751976129009
1999-04-16,501.18885012169886
1999-04-19,510.0078021043166
1999-04-20,505.1384751213872
1999-04-21,509.0807959264653
1999-04-22,509.17607623535116
1999-04-23,506.8306758622027
1999-04-26,504.7592827869203
1999-04-27,512.4022147815763
1999-04-28,509.9757063653491
1999-04-29,509.98929306508586
1999-04-30,513.9716081733683
1999-05-03,514.1974798492041
1999-05-04,517.2659449373061
1999-05-05,512.7530113921275
1999-05-06,514.0863862496285
1999-05-07,514.0569760997976
1999-05-10,508.818822806414
1999-05-11,504.3595905811594
1999-05-12,493.7162209504476
1999-05-13,496.4101525151354
1999-05-14,488.41514750345823
1999-05-17,482.10546099549987
1999-05-18,489.0257155520682
1999-05-19,495.60398630109705
1999-05-20,496.71890732848937
1999-05-21,496.4947313137297
1999-05-24,498.7644030876564
1999-05-25,498.68770303332366
1999-05-26,495.51966954418333
1999-05-27,489.6853707065343
1999-05-28,489.5825884333349
1999-05-31,495.92525774435495
1999-06-01,492.638660919587
1999-06-02,489.888477102681
1999-06-03,496.9893289115541
1999-06-04,497.46283633910247
1999-06-07,499.5314302550128
1999-06-08,503.9461716763098
1999-06-09,500.70637362058864
1999-06-10,497.7195278023223
1999-06-11,498.17923200404937
1999-06-14,493.28593552656054
1999-06-15,494.19189691693316
1999-06-16,498.15028352344467
1999-06-17,498.12250721398624
1999-06-18,501.527550492407
1999-06-21,503.6304332300697
1999-06-22,499.1512927250377
1999-06-23,499.43721280616353
1999-06-24,496.2654527303187
1999-06-25,493.3792704090397
1999-06-28,492.6023845065794
1999-06-29,492.924053513469
1999-06-30,491.082214873434
1999-07-01,495.93569256403396
1999-07-02,495.50639241885483
1999-07-05,507.98053904885944
1999-07-06,511.5162744471204
1999-07-07,508.43799018776167
1999-07-08,505.18759587435585
1999-07-09,506.8862595238624
1999-07-12,509.22464844268666
1999-07-13,502.1577420219869
1999-07-14,506.97976380975877
1999-07-15,510.1183657229554
1999-07-16,506.06207964399664
1999-07-19,509.524323653002
1999-07-20,499.91203145341285
1999-07-21,489.88704260656704
1999-07-22,487.7190084148835
1999-07-23,483.262981556885
1999-07-26,471.46337992254473
1999-07-27,476.025026209467
1999-07-28,474.29709975671926
1999-07-29,465.3412038898735
1999-07-30,473.84386929561543
1999-08-02,479.1395960460901
1999-08-03,475.77373372211304
1999-08-04,475.9245141614244
1999-08-05,468.1244717054528
1999-08-06,466.63570093245374
1999-08-09,473.92068050408926
1999-08-10,470.0029129301103
1999-08-11,470.91274639279624
1999-08-12,479.5231710141172
1999-08-13,484.71896149523855
1999-08-16,486.7283334879613
1999-08-17,488.0846981241247
1999-08-18,484.0668620361109
1999-08-19,482.5255990613634
1999-08-20,487.2555627880121
1999-08-23,491.90719260951687
1999-08-24,492.6029898494744
1999-08-25,494.4521594848274
1999-08-26,494.11534147750217
1999-08-27,492.9098542483543
1999-08-30,491.38924239270455
1999-08-31,483.68996718516564
1999-09-01,485.19249693234565
1999-09-02,478.6582169393217
1999-09-03,487.8545159125924
1999-09-06,490.4114078210667
1999-09-07,488.66288880727666
1999-09-08,493.60692335103204
1999-09-09,495.62777851475107
1999-09-10,503.57426732307385
1999-09-13,505.1397875946532
1999-09-14,507.675196318767
1999-09-15,506.45252871576633
1999-09-16,506.4216243942257
1999-09-17,507.2435982084597
1999-09-20,509.7268400464451
1999-09-21,507.6894949216647
1999-09-22,508.36381814893275
1999-09-23,507.91430921332955
1999-09-24,509.175641419018
1999-09-27,512.8191402199136
1999-09-28,512.105337084672
1999-09-29,508.8203646397335
1999-09-30,507.9949057225764
1999-10-01,508.41012288946274
1999-10-04,511.51399873843127
1999-10-05,509.3404768517184
1999-10-06,508.7508547095421
1999-10-07,510.48849794784564
1999-10-08,510.5074045347536
1999-10-11,508.3889994759573
1999-10-12,500.43544800699226
1999-10-13,496.49106391497145
1999-10-14,494.2824381318033
1999-10-15,485.2077994923412
1999-10-18,479.23962770494626
1999-10-19,486.37334239838464
1999-10-20,485.46945895971913
1999-10-21,484.70604589737536
1999-10-22,488.7082223086128
1999-10-25,481.47461438875786
1999-10-26,480.68858209712306
1999-10-27,479.1645686339099
1999-10-28,485.8011479588079
1999-10-29,491.77798228650556
1999-11-01,491.7799292315841
1999-11-02,488.5929718329385
1999-11-03,485.8032614284503
1999-11-04,491.266213020341
1999-11-05,488.0873462515521
1999-11-08,486.81565146619346
1999-11-09,488.33252851569216
1999-11-10,490.6847159615494
1999-11-11,490.48829642839036
1999-11-12,490.04928053430586
1999-11-15,493.4628915760521
1999-11-16,495.70540299471475
1999-11-17,494.22185424168885
1999-11-18,496.3524332828032
1999-11-19,492.32845500478203
1999-11-22,487.2732004179875
1999-11-23,488.9430579037802
1999-11-24,492.1373441407946
1999-11-25,498.4685889257062
1999-11-26,495.7519076873513
1999-11-29,499.01522285047974
1999-11-30,499.9616892225939
1999-12-01,504.95211370485487
1999-12-02,504.80917261460246
1999-12-03,511.612951850629
1999-12-06,510.350772760288
1999-12-07,509.106735672496
1999-12-08,501.2249626696206
1999-12-09,507.6356181248503
1999-12-10,508.0448008030377
1999-12-13,515.9865826636828
