Date,AUSTRALIA IMI VALUE
1998-12-31,279.1394534832355
1999-01-01,279.1394534832355
1999-01-04,280.98621821456396
1999-01-05,282.24322097021746
1999-01-06,291.1040949291682
1999-01-07,298.5040833111957
1999-01-08,298.35961634003127
1999-01-11,302.89450937602476
1999-01-12,304.2125080728641
1999-01-13,293.29609968829766
1999-01-14,291.19387395388105
1999-01-15,294.4268033071449
1999-01-18,296.5255610069197
1999-01-19,301.38904953363334
1999-01-20,304.2623673254282
1999-01-21,301.46737248243494
1999-01-22,297.5431550626868
1999-01-25,294.52619148576093
1999-01-26,293.58149466973015
1999-01-27,296.05531157005197
1999-01-28,299.193830948725
1999-01-29,302.1337589779507
1999-02-01,307.842834255635
1999-02-02,308.1249970861652
1999-02-03,311.05403476033393
1999-02-04,315.42138208706587
1999-02-05,317.71381603276006
1999-02-08,317.35793229320916
1999-02-09,313.6021556733719
1999-02-10,308.28804423683533
1999-02-11,311.32337132815155
1999-02-12,312.56561938950006
1999-02-15,312.9121760660065
1999-02-16,308.1972352605265
1999-02-17,306.5138107712419
1999-02-18,307.4164747582505
1999-02-19,316.42613865352644
1999-02-22,318.7610305768817
1999-02-23,320.98510394675833
1999-02-24,320.257136756644
1999-02-25,312.1870695935329
1999-02-26,309.4221965540597
1999-03-01,311.0112190202911
1999-03-02,310.16690701779913
1999-03-03,312.0463245192185
1999-03-04,313.7129361683623
1999-03-05,317.2375144138776
1999-03-08,321.02721707430396
1999-03-09,323.198982682988
1999-03-10,322.05686572124876
1999-03-11,326.9978681822487
1999-03-12,325.4484521071982
1999-03-15,327.055220427685
1999-03-16,323.913970529457
1999-03-17,321.2855681841416
1999-03-18,324.2074132568767
1999-03-19,327.9669185386732
1999-03-22,331.5395976417241
1999-03-23,336.243307298636
1999-03-24,334.23037035962744
1999-03-25,335.53195302883125
1999-03-26,340.76629294111353
1999-03-29,338.36490238021224
1999-03-30,336.283253425102
1999-03-31,333.1417966459008
1999-04-01,336.5484362394854
1999-04-02,335.60395585026805
1999-04-05,336.80235043840247
1999-04-06,336.6374118001556
1999-04-07,333.19715183759564
1999-04-08,331.53097997231066
1999-04-09,336.41163977448184
1999-04-12,336.0320453814829
1999-04-13,343.50404716556875
1999-04-14,347.31566564299663
1999-04-15,351.4729741676347
1999-04-16,361.03604699775957
1999-04-19,368.0848300330748
1999-04-20,360.59252822010706
1999-04-21,359.52572499768684
