Date,AUSTRIA IMI VALUE
1998-12-31,140.70274178913712
1999-01-01,140.70310526432056
1999-01-04,141.69275562789062
1999-01-05,142.88003335158788
1999-01-06,142.88830223359489
1999-01-07,142.95241193594285
1999-01-08,143.01260654288933
1999-01-11,142.61827649003965
1999-01-12,141.3415880678785
1999-01-13,137.29144003259412
1999-01-14,136.51147566613724
1999-01-15,134.75199909923643
1999-01-18,135.4622807150048
1999-01-19,134.03187802969916
1999-01-20,133.83517471275567
1999-01-21,133.36573986354585
1999-01-22,129.6113151778138
1999-01-25,129.7942594089102
1999-01-26,132.68803642808749
1999-01-27,134.26296246262214
1999-01-28,134.67144952253997
1999-01-29,135.60963081258717
1999-02-01,136.40875868448458
1999-02-02,135.15457038356664
1999-02-03,134.24984292875664
1999-02-04,136.90513048200526
1999-02-05,138.66564230255418
1999-02-08,139.5783369114373
1999-02-09,140.20452350286087
1999-02-10,137.35972356081658
1999-02-11,137.2748723851524
1999-02-12,137.31771969493104
1999-02-15,139.75289921554995
1999-02-16,143.26322689072117
1999-02-17,142.78005181220905
1999-02-18,143.16381344550464
1999-02-19,145.12471523900513
1999-02-22,144.8519956032008
1999-02-23,147.46460921393816
1999-02-24,146.573751750838
1999-02-25,146.42176677298622
1999-02-26,146.07539424556518
1999-03-01,144.90333173479567
1999-03-02,144.29401516376254
1999-03-03,143.92955404039392
1999-03-04,143.3790623757142
1999-03-05,146.2939334714575
1999-03-08,147.3841379245017
1999-03-09,147.97335545137162
1999-03-10,147.70826519463978
1999-03-11,149.23679607187734
1999-03-12,150.23311459169076
1999-03-15,149.80942331196317
1999-03-16,150.97336503467727
1999-03-17,150.01858228786872
1999-03-18,149.3726138580072
1999-03-19,150.35356627923858
1999-03-22,148.75337450629942
1999-03-23,146.6132999755576
1999-03-24,144.40813117874654
1999-03-25,146.50615261462053
1999-03-26,147.69503462013242
1999-03-29,148.06654308559638
1999-03-30,147.93010390737828
1999-03-31,148.5409196169228
1999-04-01,149.28635580677397
1999-04-02,149.28635714700388
1999-04-05,149.28635519530735
1999-04-06,150.6292499495812
1999-04-07,150.28119523306495
1999-04-08,150.47078029425185
1999-04-09,151.66566013503885
1999-04-12,149.75246070981433
1999-04-13,149.91298695997878
1999-04-14,150.78944416425406
1999-04-15,150.5462723807807
1999-04-16,150.55942548497904
1999-04-19,154.1443595652371
1999-04-20,154.16666070566566
1999-04-21,154.93652957470556
1999-04-22,154.6286101002871
1999-04-23,155.59853660368677
1999-04-26,156.61289031465392
1999-04-27,157.30509833195822
1999-04-28,156.31450216660767
1999-04-29,158.10772331701853
1999-04-30,159.5760617950903
1999-05-03,160.16876787180848
1999-05-04,162.68634340242195
1999-05-05,161.06949365218998
1999-05-06,159.81756827704672
1999-05-07,158.6122208227914
1999-05-10,157.01984691122567
1999-05-11,155.09799222236563
1999-05-12,152.7862976992131
1999-05-13,152.78629386292153
1999-05-14,153.90713882301876
1999-05-17,151.531954824019
1999-05-18,151.70059185197354
1999-05-19,153.03266772410305
1999-05-20,153.63757878072786
1999-05-21,152.36075333554405
1999-05-24,152.3607586976272
1999-05-25,148.72024155574562
1999-05-26,149.62538056257114
1999-05-27,150.72180226472273
1999-05-28,148.13509365339556
1999-05-31,148.14991160418955
1999-06-01,149.88953329667632
1999-06-02,150.58685571891021
1999-06-03,150.5868615810292
1999-06-04,151.50439865909343
1999-06-07,152.82715033677312
1999-06-08,152.0475781312192
1999-06-09,152.68066260213902
1999-06-10,151.1863923642623
1999-06-11,151.07133603478792
1999-06-14,149.58944796091032
1999-06-15,150.63088454059013
1999-06-16,150.94842363850321
1999-06-17,150.8054008635446
1999-06-18,151.89921245035757
1999-06-21,154.05948711373185
1999-06-22,154.003733012925
1999-06-23,152.7988879887145
1999-06-24,151.75919304032013
1999-06-25,150.3225632401946
1999-06-28,150.24250523348226
1999-06-29,152.76219153653582
1999-06-30,154.64173396726318
1999-07-01,156.09805919091258
1999-07-02,156.139085787132
1999-07-05,157.90556252063996
1999-07-06,157.15436224860292
1999-07-07,156.56281980777976
1999-07-08,156.4768960277212
1999-07-09,157.00854562940876
1999-07-12,156.96291644104716
1999-07-13,155.59761709651417
1999-07-14,154.79575400984817
1999-07-15,156.80165049285262
1999-07-16,156.94148553317666
1999-07-19,155.67534007728287
1999-07-20,153.0605381793368
1999-07-21,150.96620144032354
1999-07-22,151.37247572072687
1999-07-23,151.40195220967288
1999-07-26,149.45762433695336
1999-07-27,150.31162346428755
1999-07-28,150.99380501892864
1999-07-29,149.26292040016165
1999-07-30,148.2516487441708
1999-08-02,145.6920095172309
1999-08-03,145.98447128940745
1999-08-04,145.767311478997
1999-08-05,146.13465096891986
1999-08-06,147.61717390005666
1999-08-09,148.57073183104185
1999-08-10,148.92460027401796
1999-08-11,149.07048327035162
1999-08-12,149.89007883006343
1999-08-13,149.44235928474956
1999-08-16,149.2889461202333
1999-08-17,149.46849868927092
1999-08-18,149.2122231695572
1999-08-19,148.96083769414042
1999-08-20,150.84651565385946
1999-08-23,152.65712679860425
1999-08-24,152.83792227662795
1999-08-25,153.44457876291887
1999-08-26,152.31815043443788
1999-08-27,152.01649904613362
1999-08-30,151.950641467455
1999-08-31,151.03774109990295
1999-09-01,150.69205624281943
1999-09-02,148.67939071458096
1999-09-03,149.41421511951248
1999-09-06,151.26074669675808
1999-09-07,150.74273991879778
1999-09-08,149.30519609348283
