Date,JAPAN IMI VALUE
1998-12-31,505.41298510645214
1999-01-01,505.41298510645214
1999-01-04,493.7081016401787
1999-01-05,492.6772979153352
1999-01-06,496.48283464309543
1999-01-07,508.9787114892593
1999-01-08,507.4951060310417
1999-01-11,519.1131826645943
1999-01-12,505.92221282084034
1999-01-13,492.11992552641243
1999-01-14,498.78777089042285
1999-01-15,501.28050285953776
1999-01-18,499.88946986850925
1999-01-19,501.71934481001176
1999-01-20,510.0590518692752
1999-01-21,516.6133812085327
1999-01-22,509.49402543540276
1999-01-25,512.7659652985553
1999-01-26,516.0069552596892
1999-01-27,515.12540606138
1999-01-28,513.6407961913329
1999-01-29,521.9883298170414
1999-02-01,527.045771964897
1999-02-02,534.0282857309824
1999-02-03,528.0076282456104
1999-02-04,528.1466204992968
1999-02-05,521.9184875939058
1999-02-08,523.0308786801623
1999-02-09,513.8847199605245
1999-02-10,511.98766894860984
1999-02-11,514.061445138892
1999-02-12,518.0065014717547
1999-02-15,517.8679988649834
1999-02-16,511.9564373568187
1999-02-17,503.0419662773161
1999-02-18,499.8808771583957
1999-02-19,501.6770052016141
1999-02-22,510.75013228799844
1999-02-23,513.1536261164805
1999-02-24,511.974526712761
1999-02-25,516.918884750337
1999-02-26,524.5908999495475
1999-03-01,519.4870305338411
1999-03-02,508.78481687986715
1999-03-03,508.8526402826661
1999-03-04,505.6324130920409
1999-03-05,526.5147194859036
1999-03-08,525.9306464671689
1999-03-09,534.074433976854
1999-03-10,548.8337237320573
1999-03-11,558.8780481963444
1999-03-12,557.8453473791673
1999-03-15,570.7670953095729
1999-03-16,587.1016579499673
1999-03-17,587.8137746945669
1999-03-18,580.4011949177153
1999-03-19,603.1736958675781
1999-03-22,600.2213183914849
1999-03-23,598.0517492223028
1999-03-24,584.9860020341218
1999-03-25,596.8547293050325
1999-03-26,599.5469686584105
1999-03-29,602.6930055473148
1999-03-30,595.1468000816941
1999-03-31,605.2442239019576
1999-04-01,612.7556572125543
1999-04-02,609.6464006367623
1999-04-05,608.9185080884585
1999-04-06,619.1508295291932
1999-04-07,618.3814265827244
1999-04-08,627.8128131453866
1999-04-09,629.3593041331861
1999-04-12,618.8770233642825
1999-04-13,627.1483150519699
1999-04-14,638.6223230261592
1999-04-15,642.0562684066502
1999-04-16,652.3038240946504
1999-04-19,654.9619066951293
1999-04-20,649.2062714678422
1999-04-21,635.4190362722668
1999-04-22,635.9484736982397
1999-04-23,643.4159151440798
