Date,SINGAPORE IMI VALUE
1998-12-31,254.394420863021
1999-01-01,254.42705126460382
1999-01-04,254.89156559333412
1999-01-05,249.65156691811333
1999-01-06,259.3943901468832
1999-01-07,270.6358640259877
1999-01-08,275.92314207043773
1999-01-11,277.0776892552927
1999-01-12,275.07992151241433
1999-01-13,263.4209115361374
1999-01-14,257.00075858332093
1999-01-15,266.7868829295454
1999-01-18,274.3882430396886
1999-01-19,274.07485629756195
1999-01-20,275.9210943155823
1999-01-21,267.51993794690736
1999-01-22,263.21961516594047
1999-01-25,247.64550092710255
1999-01-26,249.08913801018218
1999-01-27,256.6403009459374
1999-01-28,252.5528932870979
1999-01-29,254.03367583821498
1999-02-01,252.88710477778156
1999-02-02,249.36493196213348
1999-02-03,243.80123183955405
1999-02-04,247.4618932371447
1999-02-05,246.10959696305483
1999-02-08,242.31612997851383
1999-02-09,233.1880891476298
1999-02-10,229.67767098749428
1999-02-11,243.19725096879765
1999-02-12,243.55468592816007
1999-02-15,244.35870213952512
1999-02-16,244.826094222641
1999-02-17,243.69580664749947
1999-02-18,238.4908370090049
1999-02-19,248.54431659703596
1999-02-22,257.5431476927358
1999-02-23,260.4412577284196
1999-02-24,262.50911517042783
1999-02-25,259.7258039797241
1999-02-26,261.91727132558583
1999-03-01,266.46974078359267
1999-03-02,264.5366335952105
1999-03-03,262.76610538534914
1999-03-04,265.8130883434978
1999-03-05,267.4240041666443
1999-03-08,267.0157136019891
1999-03-09,264.65730164884434
1999-03-10,268.0877717137451
1999-03-11,268.78599630196385
1999-03-12,271.0117485292362
1999-03-15,275.9931549794163
1999-03-16,274.60071767767766
1999-03-17,266.34686546559664
1999-03-18,265.17619195791065
1999-03-19,264.83873873660946
1999-03-22,266.79501472863
1999-03-23,264.96680741291016
1999-03-24,265.3889042923373
1999-03-25,270.1479086808015
1999-03-26,271.51376197387555
1999-03-29,271.9755048829489
1999-03-30,272.0691485894534
1999-03-31,273.9921355409349
1999-04-01,279.1552908467898
1999-04-02,279.3514981429217
1999-04-05,287.977322458446
1999-04-06,291.5732851816038
1999-04-07,292.98837839577334
1999-04-08,295.6284349460547
1999-04-09,304.3006857292126
1999-04-12,307.2703275721248
1999-04-13,310.8690090992722
1999-04-14,318.1007701898195
1999-04-15,319.23489460118253
1999-04-16,332.02519987814696
1999-04-19,351.5522934792075
1999-04-20,343.18178904085585
1999-04-21,349.33052475384824
1999-04-22,356.1317541199877
1999-04-23,354.55762614522
1999-04-26,360.1032637216253
1999-04-27,362.44628506729975
1999-04-28,353.2509934462432
1999-04-29,347.91859178385596
1999-04-30,365.8134669356394
1999-05-03,366.846731284893
1999-05-04,377.0264719206195
1999-05-05,381.55980081687767
1999-05-06,379.56593689681995
1999-05-07,364.443622099447
1999-05-10,361.1869414310015
1999-05-11,370.47597019606104
1999-05-12,372.824153333732
1999-05-13,369.62539145017394
1999-05-14,365.18653732028895
1999-05-17,365.86222881184966
1999-05-18,362.4986311771245
1999-05-19,360.422336979288
1999-05-20,363.9019948538893
1999-05-21,373.65071595464536
1999-05-24,367.4472054916487
1999-05-25,359.8107807049693
1999-05-26,364.8201622327611
1999-05-27,368.3158044875323
1999-05-28,365.10369943975473
1999-05-31,364.90278020045923
1999-06-01,365.7149718368465
1999-06-02,374.48970821351116
1999-06-03,377.1189069039863
1999-06-04,373.9543775037669
1999-06-07,382.92105400461486
1999-06-08,387.5123969072315
1999-06-09,388.2403427151055
1999-06-10,389.3081164315759
1999-06-11,394.05152224911785
1999-06-14,396.20565450290115
1999-06-15,393.1226602847057
1999-06-16,398.80609723133927
1999-06-17,402.245583660335
1999-06-18,400.1833408546312
1999-06-21,409.78279825264826
1999-06-22,413.4940054891142
1999-06-23,421.46649874040605
1999-06-24,420.97357324959404
1999-06-25,418.72015508514426
1999-06-28,419.0975807355547
1999-06-29,418.3033160845684
1999-06-30,414.76235691584685
1999-07-01,427.943438337435
1999-07-02,426.9362260725998
1999-07-05,421.0643535691319
1999-07-06,413.81622205343217
1999-07-07,409.1149693231972
1999-07-08,414.3938598004365
1999-07-09,413.9281359116529
1999-07-12,419.89640031121655
1999-07-13,415.2360290946033
1999-07-14,412.75332266401153
1999-07-15,408.07963515299707
1999-07-16,404.8179178793063
1999-07-19,403.56155886309733
1999-07-20,397.90064415787884
1999-07-21,387.8530402926827
1999-07-22,382.3250719928485
1999-07-23,369.40118652430306
1999-07-26,356.4455737008084
1999-07-27,366.3725397815429
1999-07-28,380.1723183720169
1999-07-29,383.25161081002113
1999-07-30,382.9842903298421
1999-08-02,383.3345115623554
1999-08-03,383.88485121933144
1999-08-04,380.56113819544305
1999-08-05,373.07388677130274
1999-08-06,371.2352001981724
1999-08-09,373.83722973572924
1999-08-10,363.9991523169842
1999-08-11,358.46809394230127
1999-08-12,362.39318691017866
1999-08-13,359.58529241667446
1999-08-16,363.97023181650144
1999-08-17,360.42165983108015
1999-08-18,372.5700610761121
1999-08-19,372.1380794952824
1999-08-20,377.4761905025436
1999-08-23,385.7376801151927
1999-08-24,384.8868676425658
1999-08-25,390.4535441166611
1999-08-26,394.61006114199165
1999-08-27,393.7148166285211
1999-08-30,392.33931469292304
1999-08-31,381.4732533330755
1999-09-01,382.9322728003681
1999-09-02,379.02480829314976
1999-09-03,379.0417821429015
1999-09-06,379.1189654682457
1999-09-07,378.99447072760046
1999-09-08,376.8795561568716
1999-09-09,386.4347586845499
1999-09-10,389.8393035174842
1999-09-13,392.97038856906676
1999-09-14,389.9152911942563
1999-09-15,388.83244741029546
1999-09-16,383.94480564804627
1999-09-17,392.78788611198837
1999-09-20,387.7109398767918
1999-09-21,385.20130421144455
1999-09-22,373.8730770514886
1999-09-23,374.55363874425655
1999-09-24,367.6638206202538
1999-09-27,365.05791959512953
1999-09-28,363.2052301750035
1999-09-29,362.62334739425734
1999-09-30,366.93837948960856
1999-10-01,370.07340704591337
1999-10-04,372.25678567952093
1999-10-05,378.64255436584284
1999-10-06,384.54597299202385
1999-10-07,386.2275754485342
1999-10-08,388.87219693788484
1999-10-11,389.64109799917406
1999-10-12,385.80484438688427
1999-10-13,379.02405473310154
1999-10-14,382.82231849904736
1999-10-15,371.82868209138303
1999-10-18,364.76962107861317
1999-10-19,366.8987278179262
1999-10-20,373.82685510666334
1999-10-21,372.6022248676623
1999-10-22,377.376560205001
1999-10-25,377.7843443949332
1999-10-26,381.43544911450556
1999-10-27,377.8502760041676
1999-10-28,381.21060961440986
1999-10-29,390.3537464771972
1999-11-01,393.92887007337043
1999-11-02,389.7282253763973
1999-11-03,395.2332564717662
1999-11-04,398.85749085482763
1999-11-05,398.05929854362273
1999-11-08,399.832077558482
1999-11-09,401.1275900936395
1999-11-10,402.8060000909618
1999-11-11,405.1470815728925
1999-11-12,414.78849176125465
1999-11-15,419.9582656478621
1999-11-16,420.576815120926
1999-11-17,416.3256998136093
1999-11-18,413.3713382297187
1999-11-19,418.2831823746376
1999-11-22,411.9775788461981
1999-11-23,414.68542356870375
1999-11-24,413.72484136229576
1999-11-25,417.20095711802884
1999-11-26,425.814225113531
1999-11-29,422.633109615183
1999-11-30,425.55766479611117
1999-12-01,422.7586924349293
1999-12-02,423.55719982969947
1999-12-03,420.41884281437876
1999-12-06,415.9298415962194
1999-12-07,426.28477389412615
1999-12-08,434.4578274264304
1999-12-09,437.84448068774725
1999-12-10,440.4525559457925
1999-12-13,440.02943156717066
1999-12-14,438.97326625455463
1999-12-15,432.44749096745994
1999-12-16,425.22643958846555
1999-12-17,438.6599724537427
1999-12-20,434.71295947591744
1999-12-21,431.2175342463347
1999-12-22,441.15493420736783
1999-12-23,446.4022355030506
1999-12-24,452.1311643789878
1999-12-27,459.71449555695676
1999-12-28,465.75567680782416
1999-12-29,471.92913103233815
1999-12-30,476.3771900121687
1999-12-31,476.3771900121687
2000-01-03,486.8029510695868
2000-01-04,469.69967718112713
2000-01-05,442.10674007941554
2000-01-06,431.955614990745
2000-01-07,441.80297858181535
2000-01-10,442.5649906744819
2000-01-11,440.942325895896
2000-01-12,440.2465086105465
2000-01-13,437.08138463586306
2000-01-14,444.20621012527454
2000-01-17,436.9006066810278
2000-01-18,434.94894341795384
2000-01-19,425.1969606372255
2000-01-20,434.10097822711833
2000-01-21,426.8413719572047
2000-01-24,422.42542444169203
2000-01-25,418.9678966537722
2000-01-26,423.3992226410389
2000-01-27,433.8406559148942
2000-01-28,436.954188277797
2000-01-31,429.0728416581166
2000-02-01,431.76358175626046
2000-02-02,438.40471979037454
2000-02-03,431.3099941210138
2000-02-04,436.75591347708763
2000-02-07,436.65738160947836
2000-02-08,431.61032790749937
2000-02-09,432.37786771775944
2000-02-10,442.5101417640134
2000-02-11,444.12765610115173
2000-02-14,442.4969409898185
2000-02-15,440.1500780345971
2000-02-16,435.2916237376854
2000-02-17,436.60130995350147
2000-02-18,428.28795593954413
2000-02-21,409.6141264557587
2000-02-22,401.8650549251601
2000-02-23,400.56292873667337
2000-02-24,404.12137076076164
2000-02-25,417.37740208200245
2000-02-28,416.2691771999154
2000-02-29,420.4119636774619
2000-03-01,414.8418790891863
2000-03-02,411.5243077193004
2000-03-03,409.98732306501194
2000-03-06,413.69545580149196
2000-03-07,412.57605741869656
2000-03-08,413.9749239639073
2000-03-09,410.4014008780483
2000-03-10,416.0826368972747
2000-03-13,403.54033395601897
2000-03-14,405.55426670624996
2000-03-15,396.1304658373087
2000-03-16,394.7685350426021
2000-03-17,411.7645289802572
2000-03-20,406.2244185980353
2000-03-21,412.3476209607145
2000-03-22,420.0243403024152
2000-03-23,414.34451195660614
2000-03-24,414.0073206748237
2000-03-27,426.3157956336724
2000-03-28,423.9406983710846
2000-03-29,427.8548060137
2000-03-30,412.43843732379366
2000-03-31,416.2854423571955
2000-04-03,403.3901892682898
2000-04-04,404.4170797620257
2000-04-05,399.3615753383388
2000-04-06,411.0672639397296
2000-04-07,414.6933081353735
2000-04-10,411.2327541308642
2000-04-11,408.434022586169
2000-04-12,412.2713902897908
2000-04-13,422.79797991933555
2000-04-14,433.26377689806907
2000-04-17,400.9842795775265
2000-04-18,407.83180886889045
2000-04-19,421.2812482065389
2000-04-20,425.06266913594897
2000-04-21,424.9633262572475
2000-04-24,419.2710672347584
2000-04-25,428.5737698687278
2000-04-26,436.94044104435704
2000-04-27,446.7599628587368
2000-04-28,449.8686739744685
2000-05-01,450.91658334446447
2000-05-02,447.25035265299346
2000-05-03,449.05104999885606
2000-05-04,445.23657875305156
2000-05-05,445.2223291614052
2000-05-08,435.21960309093834
2000-05-09,430.9733985425091
2000-05-10,417.99803895787903
2000-05-11,411.30299378284826
2000-05-12,413.1664048516222
2000-05-15,403.33247999989504
2000-05-16,413.93055962522254
2000-05-17,416.5089167366385
2000-05-18,415.25051123651104
2000-05-19,413.3345804793149
2000-05-22,394.7389371053257
2000-05-23,386.4022360979222
2000-05-24,382.23553294346226
2000-05-25,379.3851814312375
2000-05-26,367.1479574767037
2000-05-29,367.3916054260466
2000-05-30,358.14402038296936
2000-05-31,358.4712334029682
2000-06-01,368.7719759599971
2000-06-02,382.5850167915549
2000-06-05,401.6837617656802
2000-06-06,400.7862517350873
2000-06-07,408.56942782990626
2000-06-08,412.2380378593084
2000-06-09,411.44863286463055
2000-06-12,410.2630781838744
2000-06-13,399.51854184234645
2000-06-14,406.0811747929603
2000-06-15,410.71782539058165
2000-06-16,402.0355313962616
2000-06-19,397.1863117670362
2000-06-20,401.120869150902
2000-06-21,412.0905490668982
2000-06-22,417.39825259963914
2000-06-23,421.66154649452375
2000-06-26,419.8427114554981
2000-06-27,419.92867997907456
2000-06-28,423.1483492070556
2000-06-29,417.7489105544472
2000-06-30,416.2423087493177
2000-07-03,426.1004437864456
2000-07-04,427.13370749523693
2000-07-05,423.3471325879226
2000-07-06,423.8713589781128
2000-07-07,429.93588289311543
