Date,NORWAY IMI VALUE
1998-12-31,179.90596113863407
1999-01-01,179.90596113863407
1999-01-04,189.10660311761757
1999-01-05,194.03141848043532
1999-01-06,200.8079311380473
1999-01-07,200.3706733414884
1999-01-08,207.2867195623889
1999-01-11,207.43284999328094
1999-01-12,202.85295855610056
1999-01-13,190.01079112662364
1999-01-14,192.25644295354695
1999-01-15,192.14973022466793
1999-01-18,195.40438378251582
1999-01-19,196.2102629842189
1999-01-20,193.5092394198429
1999-01-21,192.84641864707825
1999-01-22,191.42618300251482
1999-01-25,191.23466979037323
1999-01-26,191.03068466196794
1999-01-27,193.89493166930663
1999-01-28,200.0808993594736
1999-01-29,204.77099670790432
1999-02-01,207.9314327192419
1999-02-02,205.35927437722222
1999-02-03,206.93316365717115
1999-02-04,205.93052997971307
1999-02-05,206.1533799615271
1999-02-08,206.77983845017923
1999-02-09,201.86073185952634
1999-02-10,200.92129187611604
1999-02-11,201.02916577562215
1999-02-12,202.99159588573207
1999-02-15,201.60785261842747
1999-02-16,201.19123129949926
1999-02-17,195.02687325439402
1999-02-18,194.0711827896197
1999-02-19,194.17808632336647
1999-02-22,192.59005909320695
1999-02-23,194.6887683866864
1999-02-24,194.55209688778268
1999-02-25,192.65784910201887
1999-02-26,192.90527733952834
1999-03-01,194.5882105001569
1999-03-02,195.79421157658754
1999-03-03,199.2329432653035
1999-03-04,200.62288392139627
1999-03-05,204.3973563810191
1999-03-08,203.23037881131523
1999-03-09,202.42959727639834
1999-03-10,204.18958302668096
1999-03-11,208.55329751110068
1999-03-12,213.30466793711827
1999-03-15,210.5315918154626
1999-03-16,209.53734872576828
1999-03-17,209.3856447068975
1999-03-18,212.65842023893217
1999-03-19,214.49110977674175
1999-03-22,212.35071987158406
1999-03-23,212.1442315125685
1999-03-24,210.63815272407814
1999-03-25,213.0398756161763
1999-03-26,214.04575953938712
1999-03-29,217.89377859042398
1999-03-30,217.7960474268991
1999-03-31,217.30212877531395
1999-04-01,217.33506585477693
1999-04-02,217.3538300168921
1999-04-05,217.33959425472597
1999-04-06,217.83810611590988
1999-04-07,215.7834169251703
1999-04-08,212.92582458603573
1999-04-09,214.39700066998554
1999-04-12,215.18561915895617
1999-04-13,214.91478561312928
1999-04-14,215.43672807549117
1999-04-15,221.51838390857216
1999-04-16,225.03996310701424
1999-04-19,234.02235436523947
1999-04-20,233.93698993066013
1999-04-21,233.8215929361611
1999-04-22,239.18547999258652
1999-04-23,238.08440394200886
1999-04-26,237.20274293735753
1999-04-27,237.87726292709925
1999-04-28,237.18900114828193
1999-04-29,241.14125534367523
1999-04-30,242.03017174659243
1999-05-03,245.43400562592376
1999-05-04,249.98080031192882
1999-05-05,246.9236475448649
1999-05-06,244.79143254220733
1999-05-07,241.12575348195153
1999-05-10,246.772004422099
1999-05-11,246.8839774467638
1999-05-12,241.58289819520928
1999-05-13,241.6466437562784
1999-05-14,240.6962762987197
1999-05-17,240.92242051562746
1999-05-18,238.9217898025478
1999-05-19,237.3713908227019
1999-05-20,239.26384648628257
1999-05-21,242.19729748254662
1999-05-24,241.37819664214686
1999-05-25,238.24063884093817
1999-05-26,238.70956801546106
1999-05-27,236.62427568468019
1999-05-28,235.51896496986788
1999-05-31,237.44588999404652
1999-06-01,240.00957765983958
1999-06-02,241.1356531340702
1999-06-03,239.77179119245474
1999-06-04,239.53392145189062
1999-06-07,239.97022709826837
1999-06-08,241.29987874617507
1999-06-09,240.61552936057643
1999-06-10,242.17444661249098
1999-06-11,241.89602127606096
1999-06-14,241.95381923343965
1999-06-15,241.7200568373666
1999-06-16,241.8088349960676
1999-06-17,241.5244728360988
1999-06-18,242.31821279959698
1999-06-21,243.81180511827648
1999-06-22,241.8565943271047
1999-06-23,238.7129812556281
1999-06-24,237.37506784157551
1999-06-25,232.27342714852912
1999-06-28,234.61456744993464
1999-06-29,236.6673929455633
1999-06-30,236.96371284119851
1999-07-01,241.55905757374475
1999-07-02,241.92477430617578
1999-07-05,245.7611994585953
1999-07-06,244.91136355830665
1999-07-07,244.16126148237586
1999-07-08,244.99483661729087
1999-07-09,245.47711461676454
1999-07-12,247.17360463526376
1999-07-13,244.5237073380101
1999-07-14,250.17644495609917
1999-07-15,253.0256553453585
1999-07-16,254.24771433094503
1999-07-19,254.9430272275806
1999-07-20,248.2991996552763
1999-07-21,243.30028172425943
1999-07-22,242.35707682948234
1999-07-23,241.67517709453793
1999-07-26,238.4953727270931
1999-07-27,239.21412768099046
1999-07-28,239.35881978751976
1999-07-29,236.8856475774729
1999-07-30,239.8021319868768
1999-08-02,238.62375496488775
1999-08-03,237.9395082727719
1999-08-04,239.2265421706932
1999-08-05,240.82467728086817
1999-08-06,242.33068295841827
1999-08-09,243.93324373063234
1999-08-10,245.22528208852046
1999-08-11,249.459083929093
1999-08-12,251.64417025700453
1999-08-13,251.69889248350128
1999-08-16,254.23545581994827
1999-08-17,255.830569410684
1999-08-18,257.6358979756284
1999-08-19,255.44831610030448
1999-08-20,258.807216926795
1999-08-23,261.8448968828505
1999-08-24,259.76966251743994
1999-08-25,256.86857952450777
1999-08-26,255.10917349808378
1999-08-27,255.95389197957493
1999-08-30,256.21347243602446
1999-08-31,253.22098033459173
1999-09-01,258.09793287660636
1999-09-02,252.66576982994852
1999-09-03,256.4862067424184
1999-09-06,259.55475553468784
1999-09-07,260.6781364229937
1999-09-08,260.74152933751327
1999-09-09,263.88450563100776
1999-09-10,268.09401228968886
1999-09-13,268.3922042034039
1999-09-14,266.9364902406979
1999-09-15,266.76609667942705
1999-09-16,264.74928692268645
1999-09-17,263.38604289184707
1999-09-20,269.2865794803618
1999-09-21,264.3557173882422
1999-09-22,261.3285131359751
1999-09-23,261.93430408758877
1999-09-24,255.91291232361718
1999-09-27,256.20966483557277
1999-09-28,253.67142665681072
1999-09-29,249.8853891081713
1999-09-30,252.56606172884776
1999-10-01,255.89525784764587
1999-10-04,256.24180641114043
1999-10-05,254.33254518404473
1999-10-06,253.34929025092106
1999-10-07,250.6776164151896
1999-10-08,247.3762517476035
1999-10-11,248.81431772479016
1999-10-12,249.75402896870955
1999-10-13,249.2868507103922
1999-10-14,248.80648702398184
1999-10-15,240.36924159222178
1999-10-18,238.43589079978966
1999-10-19,241.63665666281656
1999-10-20,244.57843910706143
1999-10-21,237.32573833250973
1999-10-22,240.4957563103406
1999-10-25,238.8137363710428
1999-10-26,243.7017908876439
1999-10-27,245.6066869567907
1999-10-28,245.1868040718507
1999-10-29,242.41871960190633
1999-11-01,240.49525268001787
1999-11-02,237.72615814731094
1999-11-03,239.91776034096776
1999-11-04,241.38725518224234
1999-11-05,243.3964877372804
1999-11-08,242.52810590636753
1999-11-09,246.25190210000335
1999-11-10,247.19135859390195
1999-11-11,246.5965665586326
1999-11-12,246.41447468575845
1999-11-15,249.31251187256785
1999-11-16,248.20440456862886
1999-11-17,248.29270560914668
1999-11-18,255.89582537111636
1999-11-19,255.01101463193677
1999-11-22,256.19786582081423
1999-11-23,255.4814119780213
1999-11-24,253.27207574559543
1999-11-25,253.10960413783982
1999-11-26,254.13070065549155
1999-11-29,255.89432319160653
1999-11-30,256.82991941964343
1999-12-01,259.3960799993238
1999-12-02,262.2606784480584
1999-12-03,266.06352572868013
1999-12-06,262.1305499323756
1999-12-07,262.2751012164704
1999-12-08,260.0094037938875
1999-12-09,260.41788168809205
1999-12-10,260.6695425267757
1999-12-13,259.1316209536719
1999-12-14,257.19003997351115
1999-12-15,257.2639996227829
1999-12-16,262.030262368101
1999-12-17,266.5232336407474
1999-12-20,265.7758509434463
