Date,HONG KONG IMI VALUE
1998-12-31,392.41415268882105
1999-01-01,392.39227591364994
1999-01-04,382.3081630309458
1999-01-05,385.5196579480671
1999-01-06,397.433087657645
1999-01-07,411.1921185769237
1999-01-08,416.92357773175246
1999-01-11,418.8505287814905
1999-01-12,418.5734128898166
1999-01-13,397.998527692411
1999-01-14,391.54800355925204
1999-01-15,396.46050941084786
1999-01-18,401.53301951179276
1999-01-19,394.6283742083372
1999-01-20,393.0730519536431
1999-01-21,380.138446827157
1999-01-22,366.95664756857013
1999-01-25,358.5398196274185
1999-01-26,359.4639600754785
1999-01-27,370.1317953432678
1999-01-28,360.0637266007819
1999-01-29,365.42668508128804
1999-02-01,369.0948355314422
1999-02-02,366.56581075963146
1999-02-03,365.3932746188479
1999-02-04,367.57525939011794
1999-02-05,358.98414025280726
1999-02-08,358.3999990168811
1999-02-09,360.4497105495155
1999-02-10,352.65155195266607
1999-02-11,355.61073256316394
1999-02-12,366.2057839487035
1999-02-15,366.5051941186666
1999-02-16,368.3811590133249
1999-02-17,366.6809062227131
1999-02-18,367.0213845755805
1999-02-19,360.20857257238384
1999-02-22,362.17586536612134
1999-02-23,368.19764707153234
1999-02-24,375.12070601487534
1999-02-25,370.39586426270307
1999-02-26,378.86002949026323
1999-03-01,384.6639663269826
1999-03-02,382.3799630819342
1999-03-03,383.193386016954
1999-03-04,386.80067304265674
1999-03-05,396.9503026277267
1999-03-08,403.2014987672413
1999-03-09,410.148959598478
1999-03-10,414.88517458845024
1999-03-11,417.47163242997976
1999-03-12,418.59683071725493
1999-03-15,417.27801089418256
1999-03-16,422.18725137662403
1999-03-17,420.05344541309603
1999-03-18,411.19837007734185
1999-03-19,429.28968636281024
1999-03-22,436.3889636816345
1999-03-23,436.14705815044226
1999-03-24,424.8054881686876
1999-03-25,431.5781794931761
1999-03-26,436.6151353930392
1999-03-29,431.7026289125398
1999-03-30,438.20126302937575
1999-03-31,437.74801711285505
1999-04-01,438.11026308750786
1999-04-02,439.0538097187898
1999-04-05,441.73311106093877
1999-04-06,440.125930257706
1999-04-07,456.8546977430006
1999-04-08,458.65312638907716
1999-04-09,469.52357615458067
1999-04-12,462.2265257764022
1999-04-13,473.1159555010061
1999-04-14,471.78484588382526
1999-04-15,486.42486442171094
1999-04-16,512.9473683987387
1999-04-19,528.6685858467166
1999-04-20,507.74953885294394
1999-04-21,519.8107611051329
1999-04-22,543.5397880128579
1999-04-23,541.0190786275576
1999-04-26,552.2120154785562
1999-04-27,562.2225250656043
1999-04-28,551.3630671953265
1999-04-29,553.840590559397
1999-04-30,559.5157609910284
1999-05-03,564.0877312292383
1999-05-04,570.1615633195726
1999-05-05,574.3954867431545
1999-05-06,568.2636232216038
1999-05-07,542.106311700755
1999-05-10,543.0955146522444
1999-05-11,538.6588814539182
1999-05-12,546.0034111449847
1999-05-13,551.4332632277842
