Date,FRANCE IMI VALUE
1998-12-31,391.30765398132223
1999-01-01,391.30460687122525
1999-01-04,409.5465937336215
1999-01-05,412.8878590341834
1999-01-06,424.6370266342384
1999-01-07,417.17811702763595
1999-01-08,418.2653963749141
1999-01-11,412.4107837454414
1999-01-12,405.1114514833122
1999-01-13,391.9539792697641
1999-01-14,395.50354281212157
1999-01-15,397.71411220997885
1999-01-18,406.67301736006533
1999-01-19,403.9868866346012
1999-01-20,412.14534717406855
1999-01-21,408.7690837745818
1999-01-22,398.7626946417078
1999-01-25,401.983048593384
1999-01-26,402.98859994877915
1999-01-27,405.09773222634436
1999-01-28,412.0515006905938
1999-01-29,418.1079419092829
1999-02-01,425.55103205956084
1999-02-02,417.28137844071
1999-02-03,412.918542340224
1999-02-04,411.04277702105776
1999-02-05,410.48927815177177
1999-02-08,410.45133450482444
1999-02-09,400.30790576406343
1999-02-10,397.58662077863346
1999-02-11,404.7488793676851
1999-02-12,403.6795581026346
1999-02-15,404.201989021943
1999-02-16,403.1974965327364
1999-02-17,397.71343039298796
1999-02-18,401.11313290416666
1999-02-19,407.3726740657361
1999-02-22,411.03540439909943
1999-02-23,414.46592297194456
1999-02-24,414.8948928131097
1999-02-25,410.467903368065
1999-02-26,408.77688991540634
1999-03-01,403.9805773558781
1999-03-02,403.3446464163862
1999-03-03,400.61792195740134
1999-03-04,408.39900259774726
1999-03-05,416.60512938353116
1999-03-08,415.71513073155296
1999-03-09,413.5424477403885
1999-03-10,414.6878788134655
1999-03-11,416.8425080866305
1999-03-12,415.2313029158821
1999-03-15,416.7606954014048
1999-03-16,418.68597935906234
1999-03-17,416.1356557036972
1999-03-18,413.95723085534775
1999-03-19,418.49189055425364
1999-03-22,416.7823512118579
1999-03-23,407.11938224831107
1999-03-24,403.59605499486304
1999-03-25,411.54757287727597
1999-03-26,409.22924629136173
1999-03-29,411.82373736230613
1999-03-30,411.26586975107426
1999-03-31,415.8728368850631
1999-04-01,418.8216801198142
1999-04-02,418.821679529168
