Date,BELGIUM IMI VALUE
1998-12-31,513.9378566925851
1999-01-01,513.9345611162319
1999-01-04,529.0539427163669
1999-01-05,540.9724902732429
1999-01-06,544.3331684990101
1999-01-07,537.6570081656448
1999-01-08,534.5566553034275
1999-01-11,530.5273587295134
1999-01-12,528.194342672188
1999-01-13,513.8532808632543
1999-01-14,523.2100555668947
1999-01-15,517.333349858626
1999-01-18,528.1008276416622
1999-01-19,525.6612996515788
1999-01-20,528.4088566125446
1999-01-21,519.4513393019466
1999-01-22,511.184288465968
1999-01-25,507.13583441323993
1999-01-26,506.011511840109
1999-01-27,501.43666640654044
1999-01-28,508.6139925761202
1999-01-29,510.8922722783123
1999-02-01,517.611840566191
1999-02-02,520.9441424597226
1999-02-03,519.1424736989854
1999-02-04,520.8591035434303
1999-02-05,523.5598285564166
1999-02-08,522.3381888730725
1999-02-09,517.7420343744794
1999-02-10,509.2541059644583
1999-02-11,511.00338535043215
1999-02-12,516.2357372987261
1999-02-15,519.213845232053
1999-02-16,521.6556160654054
1999-02-17,520.2508932653053
1999-02-18,520.0505974711929
1999-02-19,525.3782145124834
1999-02-22,530.4166777698388
1999-02-23,528.3330348660168
1999-02-24,523.4171437370231
1999-02-25,524.3460654467988
1999-02-26,517.2054672628196
1999-03-01,509.2245953954754
1999-03-02,508.79282126544877
1999-03-03,505.3893415931018
1999-03-04,502.954460122287
1999-03-05,509.52743955396704
1999-03-08,505.03557933735146
1999-03-09,502.33111165404574
1999-03-10,497.956713395885
1999-03-11,502.0502349693173
1999-03-12,502.28976522038045
1999-03-15,506.60450482600726
1999-03-16,508.04070896574706
1999-03-17,507.60737632331734
1999-03-18,504.6421934012219
1999-03-19,504.88381257359555
1999-03-22,499.9833232795117
1999-03-23,487.67929474041927
1999-03-24,481.270049449656
1999-03-25,490.363107561353
1999-03-26,490.38315568392386
1999-03-29,492.9658111434452
1999-03-30,493.9933421981601
1999-03-31,495.38987589449545
1999-04-01,494.90711490627325
1999-04-02,494.90711497479526
1999-04-05,494.90711493957895
1999-04-06,499.9104192195587
1999-04-07,505.8916386879014
1999-04-08,506.38274669816343
1999-04-09,508.12591015323926
1999-04-12,507.7767984388552
1999-04-13,507.8230851266764
1999-04-14,508.3830570573229
1999-04-15,509.2139851929638
1999-04-16,503.6560227136682
1999-04-19,507.01544039884357
1999-04-20,497.2863627349106
1999-04-21,501.0403319966676
1999-04-22,500.6212270866921
1999-04-23,495.89855760449274
1999-04-26,496.3914883762105
1999-04-27,500.05583880583583
1999-04-28,497.74272524402016
1999-04-29,498.7327229262533
1999-04-30,501.3545787515308
1999-05-03,507.4543062716325
1999-05-04,506.0279948603667
1999-05-05,501.4504545771752
1999-05-06,499.2282246345022
1999-05-07,495.1050864185871
1999-05-10,498.70288075023643
1999-05-11,502.2548324112343
1999-05-12,501.1288398881744
1999-05-13,501.12883983186214
1999-05-14,494.99048262096204
1999-05-17,486.8379171829079
1999-05-18,484.2000201190294
1999-05-19,488.51088839441087
1999-05-20,493.28295532525834
1999-05-21,495.8785182498591
1999-05-24,495.87851822055046
1999-05-25,491.01308519853245
1999-05-26,488.5249746631165
1999-05-27,484.74662032075196
1999-05-28,485.8347116211755
1999-05-31,485.45027016542366
1999-06-01,485.8053377248037
1999-06-02,481.09780268690923
1999-06-03,482.51265747054117
1999-06-04,489.19123452528123
1999-06-07,494.61016615463797
1999-06-08,498.4493562425302
1999-06-09,496.0930665110785
1999-06-10,488.0228038423008
1999-06-11,494.98513653335425
1999-06-14,491.4148909305905
1999-06-15,495.328040208006
1999-06-16,497.18221373081576
1999-06-17,497.2617867331534
1999-06-18,501.64557543273304
1999-06-21,503.4278413422132
1999-06-22,500.55035893044686
1999-06-23,491.57059493570296
1999-06-24,487.7581606717872
1999-06-25,489.1745670278266
1999-06-28,491.38446741219417
1999-06-29,492.20488965291537
1999-06-30,490.2925899743844
1999-07-01,492.9474247500861
1999-07-02,495.8770487770814
1999-07-05,498.4905934568714
1999-07-06,494.5740655752618
1999-07-07,491.4938951271082
1999-07-08,487.86233889288525
1999-07-09,492.64955171178195
1999-07-12,491.16993071599603
1999-07-13,489.74074710232816
1999-07-14,496.29616580260745
1999-07-15,498.2944045361713
1999-07-16,488.83738124788607
1999-07-19,491.21192368943815
1999-07-20,487.48069959193367
1999-07-21,487.4673908856888
