Date,NEW ZEALAND IMI VALUE
1998-12-31,442.41219457696343
1999-01-01,442.41219457696343
1999-01-04,442.4607722289176
1999-01-05,459.54525031654873
1999-01-06,469.7541557555081
1999-01-07,478.6365974318065
1999-01-08,481.7107265483839
1999-01-11,491.25129997509464
1999-01-12,481.0779533897103
1999-01-13,460.68072652307853
1999-01-14,460.8916900902449
1999-01-15,465.5690894792964
1999-01-18,471.28474815484174
1999-01-19,476.25694579032626
1999-01-20,483.6297345303439
1999-01-21,484.0772656439485
1999-01-22,475.180275370565
1999-01-25,469.28531895072683
1999-01-26,470.66528239884457
1999-01-27,473.0094229993767
1999-01-28,474.11579560677893
1999-01-29,482.60295616498263
1999-02-01,494.0737944537737
1999-02-02,494.7932264494509
1999-02-03,501.83150821783096
1999-02-04,504.1796826660595
1999-02-05,501.44176868133934
1999-02-08,505.9404518592026
1999-02-09,496.1577842554912
1999-02-10,478.61254167556183
1999-02-11,487.9913720494647
1999-02-12,491.694244749357
1999-02-15,487.4098002452427
1999-02-16,485.0166276368488
1999-02-17,487.8215539180618
1999-02-18,486.3466411577102
1999-02-19,506.6500215822204
1999-02-22,516.5176590176495
1999-02-23,509.0453188490465
1999-02-24,497.1044222162849
1999-02-25,484.63806627268394
1999-02-26,487.9394101789877
1999-03-01,484.37675608430266
1999-03-02,486.45009052610953
1999-03-03,487.61667713110194
1999-03-04,490.33659744620803
1999-03-05,493.0150478148133
1999-03-08,495.87023075936014
1999-03-09,494.32909079299793
1999-03-10,490.3071529291074
1999-03-11,491.78255843721126
1999-03-12,492.54199094474666
1999-03-15,496.6098220962362
1999-03-16,500.3944579042825
1999-03-17,490.25353962027424
1999-03-18,489.89354618643074
1999-03-19,493.51841887145343
1999-03-22,493.4216102022992
1999-03-23,501.3428322578905
1999-03-24,492.6667588337153
1999-03-25,492.9350744409157
1999-03-26,498.9223615510894
1999-03-29,499.55185947426924
1999-03-30,497.9909932938609
1999-03-31,501.60519204340534
1999-04-01,504.6025353317528
1999-04-02,502.85227035304763
1999-04-05,505.07124138043156
1999-04-06,497.7817564718631
1999-04-07,490.67686586931245
1999-04-08,492.04255284114515
1999-04-09,508.47262144650296
1999-04-12,507.17900332265884
1999-04-13,512.7115197301224
1999-04-14,512.04663862648
1999-04-15,515.2445812143183
1999-04-16,534.0405502818703
1999-04-19,542.4303291716607
1999-04-20,536.7084532450484
1999-04-21,542.5277109823189
1999-04-22,551.477595966149
1999-04-23,553.5838196339894
1999-04-26,555.4654546488891
1999-04-27,561.4546984004734
1999-04-28,568.8207149312076
1999-04-29,580.9470040256696
1999-04-30,580.448747707734
1999-05-03,577.3841630323285
1999-05-04,575.2077003708404
1999-05-05,562.6203218645278
1999-05-06,569.076698724694
1999-05-07,558.79986880641
1999-05-10,559.525944473067
1999-05-11,561.0611976462084
1999-05-12,561.156569275655
