Date,ISRAEL IMI VALUE
2002-05-31,406.13305963511783
2002-06-03,409.92719334866536
2002-06-04,405.84118025959447
2002-06-05,404.0164350204389
2002-06-06,396.76319920313847
2002-06-07,394.53435309327074
2002-06-10,388.5070373438357
2002-06-11,385.6868582802711
2002-06-12,380.995290434862
2002-06-13,386.6461688581195
2002-06-14,384.463077201066
2002-06-17,389.78463946384795
2002-06-18,389.2576647514165
2002-06-19,381.84683929197075
2002-06-20,369.5973675997775
2002-06-21,368.831964936503
2002-06-24,360.0017075648999
2002-06-25,374.4573927388821
2002-06-26,362.2064135744991
2002-06-27,377.63812394148385
2002-06-28,381.77387891925434
2002-07-01,383.40035040761194
2002-07-02,377.87582305421074
2002-07-03,377.599892687102
2002-07-04,378.153990663263
2002-07-05,380.25164335327247
2002-07-08,379.48398257648114
2002-07-09,381.69278132585544
2002-07-10,384.30419599553704
2002-07-11,365.2762694009793
2002-07-12,367.135836858589
2002-07-15,374.92618386655437
2002-07-16,373.08313983485766
2002-07-17,384.61091200986107
2002-07-18,383.8670088709504
2002-07-19,380.97932708516163
2002-07-22,377.9068596422018
2002-07-23,372.95708553965324
2002-07-24,360.0020895566056
2002-07-25,357.47344228969376
2002-07-26,361.46242403545733
2002-07-29,384.96776303189444
2002-07-30,384.0483982693904
2002-07-31,389.0115678881571
2002-08-01,387.5599699167893
2002-08-02,386.01153362721914
2002-08-05,377.99286274647443
2002-08-06,389.79082292057836
2002-08-07,390.92746549157914
2002-08-08,391.0879354184478
2002-08-09,391.0191232177863
2002-08-12,387.0220067952004
2002-08-13,388.98591519554043
2002-08-14,387.30941100174385
2002-08-15,392.57552351628306
2002-08-16,390.2705846689058
2002-08-19,402.46910968964795
2002-08-20,402.8230813114571
2002-08-21,402.1544959975922
2002-08-22,399.15999198632323
2002-08-23,398.6658934491867
2002-08-26,402.7449689132579
2002-08-27,400.5485873022984
2002-08-28,394.59862952860925
2002-08-29,390.0182032417503
2002-08-30,391.38133684524774
2002-09-02,388.17260890149254
2002-09-03,379.58080062402075
2002-09-04,379.4443753006049
2002-09-05,379.56868217447044
2002-09-06,382.94406159932294
2002-09-09,387.40258666368317
2002-09-10,393.48959562752265
2002-09-11,395.2147591843662
2002-09-12,392.4503777274002
2002-09-13,391.1906220202823
2002-09-16,393.49201315329793
2002-09-17,402.24732033606347
2002-09-18,386.86822069561185
2002-09-19,382.71039281798636
2002-09-20,379.59051978258276
2002-09-23,374.01666938522294
2002-09-24,372.0211615730229
2002-09-25,373.9366247305589
2002-09-26,379.4562409802093
2002-09-27,379.1125812567052
2002-09-30,365.8452718628197
2002-10-01,371.7557757568341
2002-10-02,373.01319852218387
2002-10-03,369.0451726616121
2002-10-04,370.53391600798966
2002-10-07,362.63521975690793
2002-10-08,362.98641368170394
2002-10-09,359.5307922203195
2002-10-10,361.9263833732036
2002-10-11,362.8802736157341
2002-10-14,360.1682317733836
2002-10-15,367.82692489645075
2002-10-16,360.9371562388547
2002-10-17,372.69992745583545
2002-10-18,373.2663351593547
2002-10-21,376.45607909371574
2002-10-22,374.0415883968052
2002-10-23,375.3674173692461
2002-10-24,378.57822785663916
2002-10-25,376.20909777450413
2002-10-28,366.8603058393147
2002-10-29,367.23513797508235
2002-10-30,384.3205994108952
2002-10-31,377.23700320602563
2002-11-01,377.6998384028536
2002-11-04,384.8860355555766
2002-11-05,381.77742151391345
2002-11-06,393.04249122003034
2002-11-07,385.5437841551681
2002-11-08,384.53137918343543
2002-11-11,381.78469787872586
2002-11-12,376.9515317539608
2002-11-13,372.6813844003569
2002-11-14,381.40238210791046
2002-11-15,381.19715253578335
2002-11-18,387.65912352424505
2002-11-19,382.8996816187412
2002-11-20,390.8144150346764
2002-11-21,396.8994154757408
2002-11-22,397.6847034056681
2002-11-25,400.1549262643996
2002-11-26,407.3650745534819
2002-11-27,414.3416474112354
2002-11-28,415.2807544322105
2002-11-29,416.27487702647613
2002-12-02,425.02208827608973
2002-12-03,414.35933567688704
2002-12-04,409.8325968665973
2002-12-05,411.28975326479804
2002-12-06,405.3141971508093
2002-12-09,403.36299430802404
2002-12-10,407.84500844450685
2002-12-11,408.7548661305296
2002-12-12,406.1387167555163
2002-12-13,404.15514318004404
2002-12-16,405.43629458089475
2002-12-17,397.37058064857604
2002-12-18,397.2905419427832
2002-12-19,392.6327281895963
2002-12-20,392.3608119598631
2002-12-23,375.97319941367584
2002-12-24,371.1313389777786
2002-12-25,367.56844457542354
2002-12-26,370.60028174080134
2002-12-27,365.67662828902604
2002-12-30,363.65909575192796
2002-12-31,362.5042021422983
2003-01-01,364.8921157669235
2003-01-02,368.2124868790723
2003-01-03,365.8110033910148
2003-01-06,368.04700892729846
2003-01-07,365.85526859739997
2003-01-08,368.36646197503575
2003-01-09,363.49243857564403
2003-01-10,362.31976836318483
2003-01-13,353.19032168846974
2003-01-14,351.0319373318646
2003-01-15,352.54313631028174
2003-01-16,355.2899786995627
2003-01-17,349.90744426500777
2003-01-20,346.90853150669795
2003-01-21,346.6324874131793
2003-01-22,342.98508978557595
2003-01-23,342.93221100664437
2003-01-24,339.98800382861657
2003-01-27,339.4052568745269
2003-01-28,339.0317247412286
2003-01-29,341.40133388975113
2003-01-30,347.0328183124295
2003-01-31,346.26053758435654
2003-02-03,343.44493971004465
2003-02-04,332.4686661652591
2003-02-05,328.9649938708256
2003-02-06,327.1892625794899
2003-02-07,327.4400207901557
2003-02-10,327.78449762336993
2003-02-11,334.8757712272368
2003-02-12,331.780452558023
2003-02-13,316.6985176880743
2003-02-14,319.80062961909465
2003-02-17,341.2496623007465
2003-02-18,346.7075679724999
2003-02-19,340.7352257314165
2003-02-20,336.0721217180463
2003-02-21,336.89691930765815
2003-02-24,336.92718955315496
2003-02-25,335.24149083722796
2003-02-26,335.72198948967934
2003-02-27,346.53250199984996
2003-02-28,346.64050911861665
2003-03-03,346.11236127338594
2003-03-04,342.1061786973052
2003-03-05,334.4043097749645
2003-03-06,338.8928211067879
2003-03-07,336.8467317495724
2003-03-10,331.3405122495689
2003-03-11,331.65601714950276
2003-03-12,333.32559815810373
2003-03-13,342.8072235556376
2003-03-14,344.7926533572748
2003-03-17,358.3172727253821
2003-03-18,360.4715824179363
2003-03-19,378.10514648064117
2003-03-20,375.04755558936375
2003-03-21,378.89256285358437
2003-03-24,378.11087685497114
2003-03-25,380.76754150249684
2003-03-26,395.281261467701
2003-03-27,390.3869677543872
2003-03-28,388.7853002620856
2003-03-31,377.24465686311447
2003-04-01,383.2743115148862
2003-04-02,399.0355593336169
2003-04-03,405.4205127855547
2003-04-04,405.71090777949365
2003-04-07,416.72870017544983
2003-04-08,414.44537439821625
2003-04-09,419.41028038513116
2003-04-10,411.0543112452964
2003-04-11,413.3537224667378
2003-04-14,421.86138431009374
2003-04-15,429.73388911345364
2003-04-16,427.874042531836
2003-04-17,426.0635415994842
2003-04-18,426.0635415994842
2003-04-21,429.5011718104928
2003-04-22,423.3363851841016
2003-04-23,424.0254048666451
2003-04-24,425.05608082177474
2003-04-25,424.3383974155483
2003-04-28,424.4502271156589
2003-04-29,432.70955150951676
2003-04-30,426.2628649131529
2003-05-01,423.64157447482
2003-05-02,429.9162392405589
2003-05-05,431.01759025020783
2003-05-06,431.1051759189663
2003-05-07,431.025092040785
2003-05-08,425.3279106260738
2003-05-09,425.6648040088478
2003-05-12,436.15517438801766
2003-05-13,432.42383630694746
2003-05-14,433.16471103196665
2003-05-15,432.69222512676896
2003-05-16,430.34672639779467
2003-05-19,413.3052096882394
2003-05-20,406.10897833718246
2003-05-21,395.4572488081659
2003-05-22,405.2979001329426
2003-05-23,406.7296011128188
2003-05-26,424.8285390223971
2003-05-27,425.8106884879248
2003-05-28,447.64866204436066
2003-05-29,444.1950891903517
2003-05-30,447.55228321635127
2003-06-02,452.3418213526697
2003-06-03,449.49629318084277
2003-06-04,440.75052669053446
2003-06-05,430.64977889043803
2003-06-06,437.1119939880061
2003-06-09,437.5428572368924
2003-06-10,436.0707323673461
2003-06-11,441.5720215677595
2003-06-12,447.2583995863337
2003-06-13,446.34244942704856
2003-06-16,466.7984043236669
2003-06-17,472.03558845432576
2003-06-18,473.5403006277738
2003-06-19,484.3437162201854
2003-06-20,487.29450523252564
2003-06-23,481.35681490941215
2003-06-24,475.87350588387136
2003-06-25,479.52063902830474
2003-06-26,491.3860315902695
2003-06-27,489.9438241192209
2003-06-30,498.9637369747155
2003-07-01,493.4317837677763
2003-07-02,502.9422669613928
2003-07-03,498.3883028962637
2003-07-04,500.548398511513
2003-07-07,510.24900850237395
2003-07-08,494.70762291576256
2003-07-09,501.21808819140557
2003-07-10,495.1119808590501
2003-07-11,496.2625934860009
2003-07-14,493.3199243062806
2003-07-15,493.48289533504163
2003-07-16,491.3069884878804
2003-07-17,492.2917713407166
2003-07-18,490.60599050764137
2003-07-21,480.6892750746438
2003-07-22,481.08623486779845
2003-07-23,472.2073997651362
2003-07-24,468.7881984062225
2003-07-25,468.1073502794937
2003-07-28,483.95484458535833
2003-07-29,487.07780167294453
2003-07-30,484.2875463085031
2003-07-31,481.167426756128
2003-08-01,480.2642141598087
2003-08-04,465.61217402950916
2003-08-05,469.74722130542705
2003-08-06,462.7000790498775
2003-08-07,461.0720539094057
2003-08-08,464.6261401078749
2003-08-11,456.7763357825503
2003-08-12,459.5367389564306
2003-08-13,469.36387594454754
2003-08-14,469.87004780911616
2003-08-15,470.849902462508
2003-08-18,483.0028720028967
2003-08-19,489.6582399892021
2003-08-20,479.6333602159359
2003-08-21,482.278177806903
2003-08-22,484.3637716795636
2003-08-25,491.1891016777467
2003-08-26,493.06166705914006
2003-08-27,495.9189052779032
2003-08-28,500.1521472254465
2003-08-29,498.2882893331163
2003-09-01,494.00307173073753
2003-09-02,504.48310391659265
2003-09-03,518.1683455187091
2003-09-04,513.6346121978715
2003-09-05,508.31851882509847
2003-09-08,500.39631275695336
2003-09-09,499.2301960887533
2003-09-10,492.3476857968744
2003-09-11,485.09020917363847
2003-09-12,477.43695570467526
2003-09-15,485.483400429164
2003-09-16,488.7175167063841
2003-09-17,489.4759153270315
2003-09-18,493.0412911498719
2003-09-19,488.7132452687237
2003-09-22,487.43619805081596
2003-09-23,488.1005937883719
2003-09-24,492.1900261566427
2003-09-25,482.6089642022164
2003-09-26,484.1851971547664
2003-09-29,478.6325509413326
2003-09-30,471.8444525417524
2003-10-01,475.6226433163578
2003-10-02,481.391394355293
2003-10-03,484.46030367442415
2003-10-06,482.93005202325503
2003-10-07,469.10093597597523
2003-10-08,465.53345687836435
2003-10-09,471.67887700155006
2003-10-10,468.60884404404806
2003-10-13,478.46764133167574
2003-10-14,476.9635983747749
2003-10-15,487.9921960420158
2003-10-16,484.98858455918304
2003-10-17,488.1680280453997
2003-10-20,484.1847960068316
2003-10-21,486.56423002442466
2003-10-22,478.0042547362457
2003-10-23,472.9261940586255
2003-10-24,470.6602005782435
2003-10-27,475.63371209221623
2003-10-28,491.1707405120559
2003-10-29,498.19714723558576
2003-10-30,492.4458467776703
2003-10-31,496.2321507247748
2003-11-03,514.2265203307954
2003-11-04,514.2531965710962
2003-11-05,518.5936755050117
2003-11-06,516.9516580895792
2003-11-07,516.1176218147369
2003-11-10,512.2113512053758
2003-11-11,502.06001020128235
2003-11-12,505.44181835362997
2003-11-13,505.02156192710135
2003-11-14,500.9538381851381
2003-11-17,501.27186413258096
2003-11-18,505.86718063126733
2003-11-19,504.43195031203965
2003-11-20,499.94848320701254
2003-11-21,498.8139542908207
2003-11-24,505.59600690597625
2003-11-25,510.56721338918686
2003-11-26,508.0402360514852
2003-11-27,516.3585725718387
2003-11-28,513.7391599591317
2003-12-01,519.7620587363512
2003-12-02,511.678642753952
2003-12-03,511.73254457324543
2003-12-04,503.6897022096653
2003-12-05,499.4338515247319
2003-12-08,487.5575763774766
2003-12-09,500.0068981270803
