Date,SWITZERLAND IMI VALUE
1998-12-31,451.57222756570997
1999-01-01,451.57222756570997
1999-01-04,470.13779690915
1999-01-05,480.77153810984913
1999-01-06,489.09390366847316
1999-01-07,478.8912826663632
1999-01-08,485.35434932716095
1999-01-11,480.65873293663526
1999-01-12,477.50982405389067
1999-01-13,462.14107371593326
1999-01-14,451.8709654477268
1999-01-15,459.3949577657801
1999-01-18,458.8353722258862
1999-01-19,458.3627391109998
1999-01-20,461.05081203691975
1999-01-21,458.4217135533861
1999-01-22,451.3893484392199
1999-01-25,453.04353773668316
1999-01-26,451.69079256711996
1999-01-27,452.6603080423551
1999-01-28,460.7648785848962
1999-01-29,467.763302096202
1999-02-01,474.09130056190014
1999-02-02,474.5102511388878
1999-02-03,472.56785579341926
1999-02-04,468.2555426304417
1999-02-05,469.9088958711913
1999-02-08,469.58084111561243
1999-02-09,460.98053254103684
1999-02-10,458.5715044063425
1999-02-11,460.53354101060546
1999-02-12,468.1255624489938
1999-02-15,468.74779707947465
1999-02-16,470.772026458248
1999-02-17,471.689464342748
1999-02-18,469.0570451283458
1999-02-19,465.51619438911234
1999-02-22,472.132961798579
1999-02-23,477.14225122660145
1999-02-24,480.8591679749028
1999-02-25,471.453559198421
1999-02-26,470.6028513894999
1999-03-01,467.50391718763797
1999-03-02,465.0173599401497
1999-03-03,467.99771088259007
1999-03-04,479.71524012021746
1999-03-05,485.87177877178226
1999-03-08,488.67846896024184
1999-03-09,498.9410482274346
1999-03-10,494.9814199781146
1999-03-11,505.4567643578347
1999-03-12,499.64579629439123
1999-03-15,496.67517165041664
1999-03-16,501.30398823458347
1999-03-17,507.78343909365765
1999-03-18,505.5051118750771
1999-03-19,512.5208778214651
1999-03-22,509.26843848899307
1999-03-23,502.4212022338879
1999-03-24,496.0027919502649
1999-03-25,504.1371066702963
1999-03-26,500.77134129141876
1999-03-29,508.4738602683541
1999-03-30,505.41270311185514
1999-03-31,508.8249587178661
1999-04-01,508.50282435146227
1999-04-02,508.32588511849656
1999-04-05,507.9313165752727
1999-04-06,513.7054612652126
1999-04-07,519.6241059814477
1999-04-08,525.7374169936985
1999-04-09,531.1396522070346
1999-04-12,527.9415068678278
1999-04-13,528.2890224286068
1999-04-14,528.2544595500409
1999-04-15,522.4066005902364
1999-04-16,521.2534706498261
1999-04-19,527.7644064120151
1999-04-20,521.191079784597
1999-04-21,526.2759816132414
1999-04-22,537.6207074587301
1999-04-23,541.3456570329629
1999-04-26,544.3709794435752
1999-04-27,552.6585758651357
1999-04-28,551.0680645394489
1999-04-29,549.7076062007458
1999-04-30,555.8343532480194
1999-05-03,563.4956707028781
1999-05-04,561.9050003991176
1999-05-05,548.9897911348367
1999-05-06,550.0661742144372
1999-05-07,545.7553836529322
1999-05-10,544.9481748967155
1999-05-11,542.1680770852324
1999-05-12,542.5685714126665
1999-05-13,543.364898903163
1999-05-14,534.8994010036638
1999-05-17,521.5054647337369
1999-05-18,526.6794820382685
1999-05-19,531.259801911861
1999-05-20,534.6006829964921
1999-05-21,531.899208766847
1999-05-24,532.6478841242089
1999-05-25,524.2430451813569
1999-05-26,524.5308836419248
1999-05-27,514.6507262423091
1999-05-28,513.7184183480678
1999-05-31,523.2233007147681
1999-06-01,522.5371378756207
1999-06-02,530.0946502843912
1999-06-03,538.1413926490847
1999-06-04,546.0782884818735
1999-06-07,548.1468944744948
1999-06-08,543.1592742656389
1999-06-09,545.5486563783268
1999-06-10,534.5166600957726
1999-06-11,535.5838515114928
1999-06-14,530.3509775472603
1999-06-15,533.3883279236937
1999-06-16,538.2057385521981
1999-06-17,547.0399036434504
1999-06-18,549.6839086782237
1999-06-21,554.4982634695601
1999-06-22,546.4090153065893
1999-06-23,539.5724134072713
1999-06-24,537.4805563513046
1999-06-25,534.0952119434565
1999-06-28,532.5910837733826
1999-06-29,535.4942582009604
1999-06-30,530.1440894208977
1999-07-01,542.5572693128075
1999-07-02,547.9865300872143
1999-07-05,556.2533909261809
1999-07-06,551.1795789578171
1999-07-07,550.6596682615827
1999-07-08,552.0068508981531
1999-07-09,550.9058340430034
1999-07-12,555.091146111466
1999-07-13,543.4980278074038
1999-07-14,547.1265610402295
1999-07-15,550.2747096644532
1999-07-16,547.27186394503
1999-07-19,552.7032044304068
1999-07-20,542.3621686578124
1999-07-21,540.5784659575058
1999-07-22,535.9995294320487
1999-07-23,523.8231132051862
1999-07-26,515.7603634851907
1999-07-27,521.336942000905
1999-07-28,527.8151318254901
1999-07-29,517.7364691893537
1999-07-30,531.744963536807
1999-08-02,531.4433810997954
1999-08-03,531.0708767855349
1999-08-04,528.2058969361569
1999-08-05,515.671374263679
1999-08-06,512.5962421080499
1999-08-09,509.31801963173035
1999-08-10,497.3857271529595
1999-08-11,502.50988565491986
1999-08-12,513.086562443789
1999-08-13,520.025688856407
1999-08-16,521.5456186175879
1999-08-17,522.7087744958885
1999-08-18,525.7792787994792
1999-08-19,525.1240166061549
1999-08-20,527.2778392914405
1999-08-23,536.7348533254192
1999-08-24,529.8403067675911
1999-08-25,531.75562609231
1999-08-26,534.0484683415731
1999-08-27,537.3468389140562
1999-08-30,534.5011275495609
1999-08-31,527.1759071859753
1999-09-01,531.55884232382
1999-09-02,523.904344208385
1999-09-03,530.5192312262187
1999-09-06,535.4851225896808
1999-09-07,533.5147678117995
1999-09-08,528.9726127481069
1999-09-09,531.2687689686003
1999-09-10,529.0753628899673
1999-09-13,522.602660680733
1999-09-14,520.6804150662596
1999-09-15,524.3414253884815
1999-09-16,520.1926471686787
1999-09-17,523.0340864117416
1999-09-20,525.0375643004994
1999-09-21,521.2129600893193
1999-09-22,518.4122483106294
1999-09-23,524.1115368322336
1999-09-24,516.5451052431853
1999-09-27,522.1821874535684
1999-09-28,519.0932684576368
1999-09-29,518.9370291912568
1999-09-30,524.1796009394925
1999-10-01,522.8015760110022
1999-10-04,534.7123926742848
1999-10-05,533.9312960707565
1999-10-06,534.860843818372
1999-10-07,538.0870298533712
1999-10-08,539.6534842876155
1999-10-11,539.4357937481593
1999-10-12,532.3061929850412
1999-10-13,524.4222698443912
1999-10-14,524.8728965745266
1999-10-15,512.1747094077473
1999-10-18,505.26372200968956
1999-10-19,515.6043288991094
1999-10-20,514.0842419235413
1999-10-21,511.2816032609587
1999-10-22,513.8655617631118
1999-10-25,510.89463691491574
1999-10-26,517.1061741588993
1999-10-27,515.2353708190705
1999-10-28,529.3558449988872
1999-10-29,539.6697106529258
1999-11-01,541.2267919774362
1999-11-02,540.0614622421974
1999-11-03,544.6797987708185
1999-11-04,545.4087469175821
1999-11-05,547.7501696336717
1999-11-08,554.1206350962184
1999-11-09,551.2711476310942
1999-11-10,553.5709726718322
1999-11-11,558.2890824399977
1999-11-12,559.098423737899
1999-11-15,563.4328069590855
1999-11-16,562.644635716942
1999-11-17,563.5623988067136
1999-11-18,563.6382681825376
1999-11-19,563.6263963225748
1999-11-22,558.3021292648905
1999-11-23,549.1053576432162
1999-11-24,548.0956952289531
1999-11-25,552.6764913932038
1999-11-26,553.3053976184758
1999-11-29,550.9899308401012
1999-11-30,552.0030685541161
1999-12-01,558.7626743999947
1999-12-02,560.6012002226063
1999-12-03,567.7707442830687
1999-12-06,562.5109236651406
1999-12-07,559.4024968262414
1999-12-08,554.0884313605765
1999-12-09,555.5365666502981
1999-12-10,552.4746699683344
1999-12-13,551.5385673503413
1999-12-14,553.2785631229166
1999-12-15,549.5816981538143
1999-12-16,554.262619277929
1999-12-17,556.4436388667339
1999-12-20,560.0031906683009
1999-12-21,555.572464065025
1999-12-22,556.534335458152
1999-12-23,562.5896185360585
1999-12-24,562.5896185360585
1999-12-27,561.4564689019526
1999-12-28,564.548019833728
1999-12-29,567.3187833678712
1999-12-30,574.6511988811848
1999-12-31,574.6511988811848
2000-01-03,574.1466239394844
2000-01-04,554.4156480962298
2000-01-05,552.1184492517542
2000-01-06,558.4362194432525
2000-01-07,565.6549585699387
2000-01-10,565.5651648524246
2000-01-11,566.1740378445023
2000-01-12,567.6986959269333
2000-01-13,567.3542973024771
2000-01-14,573.1437300078791
2000-01-17,573.957686439977
2000-01-18,568.8184636249125
2000-01-19,564.8787731222496
2000-01-20,560.3921210119017
2000-01-21,558.9137673096994
2000-01-24,548.9001065891397
2000-01-25,539.1291893298835
2000-01-26,538.8937833406118
