Date,EURIBOR3M
1994-07-11,0.063141935
1994-07-12,0.063154839
1994-07-13,0.063167742
1994-07-14,0.063180645
1994-07-15,0.063193548
1994-07-16,0.063206452
1994-07-17,0.063219355
1994-07-18,0.063232258
1994-07-19,0.063245161
1994-07-20,0.063258065
1994-07-21,0.063270968
1994-07-22,0.063283871
1994-07-23,0.063296774
1994-07-24,0.063309677
1994-07-25,0.063322581
1994-07-26,0.063335484
1994-07-27,0.063348387
1994-07-28,0.06336129
1994-07-29,0.063374194
1994-07-30,0.063387097
1994-07-31,0.0634
1994-08-01,0.063429032
1994-08-02,0.063458065
1994-08-03,0.063487097
1994-08-04,0.063516129
1994-08-05,0.063545161
1994-08-06,0.063574194
1994-08-07,0.063603226
1994-08-08,0.063632258
1994-08-09,0.06366129
1994-08-10,0.063690323
1994-08-11,0.063719355
1994-08-12,0.063748387
1994-08-13,0.063777419
1994-08-14,0.063806452
1994-08-15,0.063835484
1994-08-16,0.063864516
1994-08-17,0.063893548
1994-08-18,0.063922581
1994-08-19,0.063951613
1994-08-20,0.063980645
1994-08-21,0.064009677
1994-08-22,0.06403871
1994-08-23,0.064067742
1994-08-24,0.064096774
1994-08-25,0.064125806
1994-08-26,0.064154839
1994-08-27,0.064183871
1994-08-28,0.064212903
1994-08-29,0.064241935
1994-08-30,0.064270968
1994-08-31,0.0643
1994-09-01,0.064283333
1994-09-02,0.064266667
1994-09-03,0.06425
1994-09-04,0.064233333
1994-09-05,0.064216667
1994-09-06,0.0642
1994-09-07,0.064183333
1994-09-08,0.064166667
1994-09-09,0.06415
1994-09-10,0.064133333
1994-09-11,0.064116667
1994-09-12,0.0641
1994-09-13,0.064083333
1994-09-14,0.064066667
1994-09-15,0.06405
1994-09-16,0.064033333
1994-09-17,0.064016667
1994-09-18,0.064
1994-09-19,0.063983333
1994-09-20,0.063966667
1994-09-21,0.06395
1994-09-22,0.063933333
1994-09-23,0.063916667
1994-09-24,0.0639
1994-09-25,0.063883333
1994-09-26,0.063866667
1994-09-27,0.06385
1994-09-28,0.063833333
1994-09-29,0.063816667
1994-09-30,0.0638
1994-10-01,0.063816129
1994-10-02,0.063832258
1994-10-03,0.063848387
1994-10-04,0.063864516
1994-10-05,0.063880645
1994-10-06,0.063896774
1994-10-07,0.063912903
1994-10-08,0.063929032
1994-10-09,0.063945161
1994-10-10,0.06396129
1994-10-11,0.063977419
1994-10-12,0.063993548
1994-10-13,0.064009677
1994-10-14,0.064025806
1994-10-15,0.064041935
1994-10-16,0.064058065
1994-10-17,0.064074194
1994-10-18,0.064090323
1994-10-19,0.064106452
1994-10-20,0.064122581
1994-10-21,0.06413871
1994-10-22,0.064154839
1994-10-23,0.064170968
1994-10-24,0.064187097
1994-10-25,0.064203226
1994-10-26,0.064219355
1994-10-27,0.064235484
1994-10-28,0.064251613
1994-10-29,0.064267742
1994-10-30,0.064283871
1994-10-31,0.0643
1994-11-01,0.06429
1994-11-02,0.06428
1994-11-03,0.06427
1994-11-04,0.06426
1994-11-05,0.06425
1994-11-06,0.06424
1994-11-07,0.06423
1994-11-08,0.06422
1994-11-09,0.06421
1994-11-10,0.0642
1994-11-11,0.06419
1994-11-12,0.06418
1994-11-13,0.06417
1994-11-14,0.06416
1994-11-15,0.06415
1994-11-16,0.06414
1994-11-17,0.06413
1994-11-18,0.06412
1994-11-19,0.06411
1994-11-20,0.0641
1994-11-21,0.06409
1994-11-22,0.06408
1994-11-23,0.06407
1994-11-24,0.06406
1994-11-25,0.06405
1994-11-26,0.06404
1994-11-27,0.06403
1994-11-28,0.06402
1994-11-29,0.06401
1994-11-30,0.064
1994-12-01,0.064093548
1994-12-02,0.064187097
1994-12-03,0.064280645
1994-12-04,0.064374194
1994-12-05,0.064467742
1994-12-06,0.06456129
1994-12-07,0.064654839
1994-12-08,0.064748387
1994-12-09,0.064841935
1994-12-10,0.064935484
1994-12-11,0.065029032
1994-12-12,0.065122581
1994-12-13,0.065216129
1994-12-14,0.065309677
1994-12-15,0.065403226
1994-12-16,0.065496774
1994-12-17,0.065590323
1994-12-18,0.065683871
1994-12-19,0.065777419
1994-12-20,0.065870968
1994-12-21,0.065964516
1994-12-22,0.066058065
1994-12-23,0.066151613
1994-12-24,0.066245161
1994-12-25,0.06633871
1994-12-26,0.066432258
1994-12-27,0.066525806
1994-12-28,0.066619355
1994-12-29,0.066712903
1994-12-30,0.066806452
1994-12-31,0.0669
1995-01-01,0.066890323
1995-01-02,0.066880645
1995-01-03,0.066870968
1995-01-04,0.06686129
1995-01-05,0.066851613
1995-01-06,0.066841935
1995-01-07,0.066832258
1995-01-08,0.066822581
1995-01-09,0.066812903
1995-01-10,0.066803226
1995-01-11,0.066793548
1995-01-12,0.066783871
1995-01-13,0.066774194
1995-01-14,0.066764516
1995-01-15,0.066754839
1995-01-16,0.066745161
1995-01-17,0.066735484
1995-01-18,0.066725806
1995-01-19,0.066716129
1995-01-20,0.066706452
1995-01-21,0.066696774
1995-01-22,0.066687097
1995-01-23,0.066677419
1995-01-24,0.066667742
1995-01-25,0.066658065
1995-01-26,0.066648387
1995-01-27,0.06663871
1995-01-28,0.066629032
1995-01-29,0.066619355
1995-01-30,0.066609677
1995-01-31,0.0666
1995-02-01,0.066575
1995-02-02,0.06655
1995-02-03,0.066525
1995-02-04,0.0665
1995-02-05,0.066475
1995-02-06,0.06645
1995-02-07,0.066425
1995-02-08,0.0664
1995-02-09,0.066375
1995-02-10,0.06635
1995-02-11,0.066325
1995-02-12,0.0663
1995-02-13,0.066275
1995-02-14,0.06625
1995-02-15,0.066225
1995-02-16,0.0662
1995-02-17,0.066175
1995-02-18,0.06615
1995-02-19,0.066125
1995-02-20,0.0661
1995-02-21,0.066075
1995-02-22,0.06605
1995-02-23,0.066025
1995-02-24,0.066
1995-02-25,0.065975
1995-02-26,0.06595
1995-02-27,0.065925
1995-02-28,0.0659
1995-03-01,0.066219355
1995-03-02,0.06653871
1995-03-03,0.066858065
1995-03-04,0.067177419
1995-03-05,0.067496774
1995-03-06,0.067816129
1995-03-07,0.068135484
1995-03-08,0.068454839
1995-03-09,0.068774194
1995-03-10,0.069093548
1995-03-11,0.069412903
1995-03-12,0.069732258
1995-03-13,0.070051613
1995-03-14,0.070370968
1995-03-15,0.070690323
1995-03-16,0.071009677
1995-03-17,0.071329032
1995-03-18,0.071648387
1995-03-19,0.071967742
1995-03-20,0.072287097
1995-03-21,0.072606452
1995-03-22,0.072925806
1995-03-23,0.073245161
1995-03-24,0.073564516
1995-03-25,0.073883871
1995-03-26,0.074203226
1995-03-27,0.074522581
1995-03-28,0.074841935
1995-03-29,0.07516129
1995-03-30,0.075480645
1995-03-31,0.0758
1995-04-01,0.075703333
1995-04-02,0.075606667
1995-04-03,0.07551
1995-04-04,0.075413333
1995-04-05,0.075316667
1995-04-06,0.07522
1995-04-07,0.075123333
1995-04-08,0.075026667
1995-04-09,0.07493
1995-04-10,0.074833333
1995-04-11,0.074736667
1995-04-12,0.07464
1995-04-13,0.074543333
1995-04-14,0.074446667
1995-04-15,0.07435
1995-04-16,0.074253333
1995-04-17,0.074156667
1995-04-18,0.07406
1995-04-19,0.073963333
1995-04-20,0.073866667
1995-04-21,0.07377
1995-04-22,0.073673333
1995-04-23,0.073576667
1995-04-24,0.07348
1995-04-25,0.073383333
1995-04-26,0.073286667
1995-04-27,0.07319
1995-04-28,0.073093333
1995-04-29,0.072996667
1995-04-30,0.0729
1995-05-01,0.072819355
1995-05-02,0.07273871
1995-05-03,0.072658065
1995-05-04,0.072577419
1995-05-05,0.072496774
1995-05-06,0.072416129
1995-05-07,0.072335484
1995-05-08,0.072254839
1995-05-09,0.072174194
1995-05-10,0.072093548
1995-05-11,0.072012903
1995-05-12,0.071932258
1995-05-13,0.071851613
1995-05-14,0.071770968
1995-05-15,0.071690323
1995-05-16,0.071609677
1995-05-17,0.071529032
1995-05-18,0.071448387
1995-05-19,0.071367742
1995-05-20,0.071287097
1995-05-21,0.071206452
1995-05-22,0.071125806
1995-05-23,0.071045161
1995-05-24,0.070964516
1995-05-25,0.070883871
1995-05-26,0.070803226
1995-05-27,0.070722581
1995-05-28,0.070641935
1995-05-29,0.07056129
1995-05-30,0.070480645
1995-05-31,0.0704
1995-06-01,0.070413333
1995-06-02,0.070426667
1995-06-03,0.07044
1995-06-04,0.070453333
1995-06-05,0.070466667
1995-06-06,0.07048
1995-06-07,0.070493333
1995-06-08,0.070506667
1995-06-09,0.07052
1995-06-10,0.070533333
1995-06-11,0.070546667
1995-06-12,0.07056
1995-06-13,0.070573333
1995-06-14,0.070586667
1995-06-15,0.0706
1995-06-16,0.070613333
1995-06-17,0.070626667
1995-06-18,0.07064
1995-06-19,0.070653333
1995-06-20,0.070666667
1995-06-21,0.07068
1995-06-22,0.070693333
1995-06-23,0.070706667
1995-06-24,0.07072
1995-06-25,0.070733333
1995-06-26,0.070746667
1995-06-27,0.07076
1995-06-28,0.070773333
1995-06-29,0.070786667
1995-06-30,0.0708
1995-07-01,0.070748387
1995-07-02,0.070696774
1995-07-03,0.070645161
1995-07-04,0.070593548
1995-07-05,0.070541935
1995-07-06,0.070490323
1995-07-07,0.07043871
1995-07-08,0.070387097
1995-07-09,0.070335484
1995-07-10,0.070283871
1995-07-11,0.070232258
1995-07-12,0.070180645
1995-07-13,0.070129032
1995-07-14,0.070077419
1995-07-15,0.070025806
1995-07-16,0.069974194
1995-07-17,0.069922581
1995-07-18,0.069870968
1995-07-19,0.069819355
1995-07-20,0.069767742
1995-07-21,0.069716129
1995-07-22,0.069664516
1995-07-23,0.069612903
1995-07-24,0.06956129
1995-07-25,0.069509677
1995-07-26,0.069458065
1995-07-27,0.069406452
1995-07-28,0.069354839
1995-07-29,0.069303226
1995-07-30,0.069251613
1995-07-31,0.0692
1995-08-01,0.069116129
1995-08-02,0.069032258
1995-08-03,0.068948387
1995-08-04,0.068864516
1995-08-05,0.068780645
1995-08-06,0.068696774
1995-08-07,0.068612903
1995-08-08,0.068529032
1995-08-09,0.068445161
1995-08-10,0.06836129
1995-08-11,0.068277419
1995-08-12,0.068193548
1995-08-13,0.068109677
1995-08-14,0.068025806
1995-08-15,0.067941935
1995-08-16,0.067858065
1995-08-17,0.067774194
1995-08-18,0.067690323
1995-08-19,0.067606452
1995-08-20,0.067522581
1995-08-21,0.06743871
1995-08-22,0.067354839
1995-08-23,0.067270968
1995-08-24,0.067187097
1995-08-25,0.067103226
1995-08-26,0.067019355
1995-08-27,0.066935484
1995-08-28,0.066851613
1995-08-29,0.066767742
1995-08-30,0.066683871
1995-08-31,0.0666
1995-09-01,0.066546667
1995-09-02,0.066493333
1995-09-03,0.06644
1995-09-04,0.066386667
1995-09-05,0.066333333
1995-09-06,0.06628
1995-09-07,0.066226667
1995-09-08,0.066173333
1995-09-09,0.06612
1995-09-10,0.066066667
1995-09-11,0.066013333
1995-09-12,0.06596
1995-09-13,0.065906667
1995-09-14,0.065853333
1995-09-15,0.0658
1995-09-16,0.065746667
1995-09-17,0.065693333
1995-09-18,0.06564
1995-09-19,0.065586667
1995-09-20,0.065533333
1995-09-21,0.06548
1995-09-22,0.065426667
1995-09-23,0.065373333
1995-09-24,0.06532
1995-09-25,0.065266667
1995-09-26,0.065213333
1995-09-27,0.06516
1995-09-28,0.065106667
1995-09-29,0.065053333
1995-09-30,0.065
1995-10-01,0.065080645
1995-10-02,0.06516129
1995-10-03,0.065241935
1995-10-04,0.065322581
1995-10-05,0.065403226
1995-10-06,0.065483871
1995-10-07,0.065564516
1995-10-08,0.065645161
1995-10-09,0.065725806
1995-10-10,0.065806452
1995-10-11,0.065887097
1995-10-12,0.065967742
1995-10-13,0.066048387
1995-10-14,0.066129032
1995-10-15,0.066209677
1995-10-16,0.066290323
1995-10-17,0.066370968
1995-10-18,0.066451613
1995-10-19,0.066532258
1995-10-20,0.066612903
1995-10-21,0.066693548
1995-10-22,0.066774194
1995-10-23,0.066854839
1995-10-24,0.066935484
1995-10-25,0.067016129
1995-10-26,0.067096774
1995-10-27,0.067177419
1995-10-28,0.067258065
1995-10-29,0.06733871
1995-10-30,0.067419355
1995-10-31,0.0675
1995-11-01,0.0674
1995-11-02,0.0673
1995-11-03,0.0672
1995-11-04,0.0671
1995-11-05,0.067
1995-11-06,0.0669
1995-11-07,0.0668
1995-11-08,0.0667
1995-11-09,0.0666
1995-11-10,0.0665
1995-11-11,0.0664
1995-11-12,0.0663
1995-11-13,0.0662
1995-11-14,0.0661
1995-11-15,0.066
1995-11-16,0.0659
1995-11-17,0.0658
1995-11-18,0.0657
1995-11-19,0.0656
1995-11-20,0.0655
1995-11-21,0.0654
1995-11-22,0.0653
1995-11-23,0.0652
1995-11-24,0.0651
1995-11-25,0.065
1995-11-26,0.0649
1995-11-27,0.0648
1995-11-28,0.0647
1995-11-29,0.0646
1995-11-30,0.0645
1995-12-01,0.064458065
1995-12-02,0.064416129
1995-12-03,0.064374194
1995-12-04,0.064332258
1995-12-05,0.064290323
1995-12-06,0.064248387
1995-12-07,0.064206452
1995-12-08,0.064164516
1995-12-09,0.064122581
1995-12-10,0.064080645
1995-12-11,0.06403871
1995-12-12,0.063996774
1995-12-13,0.063954839
1995-12-14,0.063912903
1995-12-15,0.063870968
1995-12-16,0.063829032
1995-12-17,0.063787097
1995-12-18,0.063745161
1995-12-19,0.063703226
1995-12-20,0.06366129
1995-12-21,0.063619355
1995-12-22,0.063577419
1995-12-23,0.063535484
1995-12-24,0.063493548
1995-12-25,0.063451613
1995-12-26,0.063409677
1995-12-27,0.063367742
1995-12-28,0.063325806
1995-12-29,0.063283871
1995-12-30,0.063241935
1995-12-31,0.0632
1996-01-01,0.063035484
1996-01-02,0.062870968
1996-01-03,0.062706452
1996-01-04,0.062541935
1996-01-05,0.062377419
1996-01-06,0.062212903
1996-01-07,0.062048387
1996-01-08,0.061883871
1996-01-09,0.061719355
1996-01-10,0.061554839
1996-01-11,0.061390323
1996-01-12,0.061225806
1996-01-13,0.06106129
1996-01-14,0.060896774
1996-01-15,0.060732258
1996-01-16,0.060567742
1996-01-17,0.060403226
1996-01-18,0.06023871
1996-01-19,0.060074194
1996-01-20,0.059909677
1996-01-21,0.059745161
1996-01-22,0.059580645
1996-01-23,0.059416129
1996-01-24,0.059251613
1996-01-25,0.059087097
1996-01-26,0.058922581
1996-01-27,0.058758065
1996-01-28,0.058593548
1996-01-29,0.058429032
1996-01-30,0.058264516
1996-01-31,0.0581
1996-02-01,0.05802069
1996-02-02,0.057941379
1996-02-03,0.057862069
1996-02-04,0.057782759
1996-02-05,0.057703448
1996-02-06,0.057624138
1996-02-07,0.057544828
1996-02-08,0.057465517
1996-02-09,0.057386207
1996-02-10,0.057306897
1996-02-11,0.057227586
1996-02-12,0.057148276
1996-02-13,0.057068966
1996-02-14,0.056989655
1996-02-15,0.056910345
1996-02-16,0.056831034
1996-02-17,0.056751724
1996-02-18,0.056672414
1996-02-19,0.056593103
1996-02-20,0.056513793
1996-02-21,0.056434483
1996-02-22,0.056355172
1996-02-23,0.056275862
1996-02-24,0.056196552
1996-02-25,0.056117241
1996-02-26,0.056037931
1996-02-27,0.055958621
1996-02-28,0.05587931
1996-02-29,0.0558
1996-03-01,0.055774194
1996-03-02,0.055748387
1996-03-03,0.055722581
1996-03-04,0.055696774
1996-03-05,0.055670968
1996-03-06,0.055645161
1996-03-07,0.055619355
1996-03-08,0.055593548
1996-03-09,0.055567742
1996-03-10,0.055541935
1996-03-11,0.055516129
1996-03-12,0.055490323
1996-03-13,0.055464516
1996-03-14,0.05543871
1996-03-15,0.055412903
1996-03-16,0.055387097
1996-03-17,0.05536129
1996-03-18,0.055335484
1996-03-19,0.055309677
1996-03-20,0.055283871
1996-03-21,0.055258065
1996-03-22,0.055232258
1996-03-23,0.055206452
1996-03-24,0.055180645
1996-03-25,0.055154839
1996-03-26,0.055129032
1996-03-27,0.055103226
1996-03-28,0.055077419
1996-03-29,0.055051613
1996-03-30,0.055025806
1996-03-31,0.055
1996-04-01,0.054923333
1996-04-02,0.054846667
1996-04-03,0.05477
1996-04-04,0.054693333
1996-04-05,0.054616667
1996-04-06,0.05454
1996-04-07,0.054463333
1996-04-08,0.054386667
1996-04-09,0.05431
1996-04-10,0.054233333
1996-04-11,0.054156667
1996-04-12,0.05408
1996-04-13,0.054003333
1996-04-14,0.053926667
1996-04-15,0.05385
1996-04-16,0.053773333
1996-04-17,0.053696667
1996-04-18,0.05362
1996-04-19,0.053543333
1996-04-20,0.053466667
1996-04-21,0.05339
1996-04-22,0.053313333
1996-04-23,0.053236667
1996-04-24,0.05316
1996-04-25,0.053083333
1996-04-26,0.053006667
1996-04-27,0.05293
1996-04-28,0.052853333
1996-04-29,0.052776667
1996-04-30,0.0527
1996-05-01,0.052632258
1996-05-02,0.052564516
1996-05-03,0.052496774
1996-05-04,0.052429032
1996-05-05,0.05236129
1996-05-06,0.052293548
1996-05-07,0.052225806
1996-05-08,0.052158065
1996-05-09,0.052090323
1996-05-10,0.052022581
1996-05-11,0.051954839
1996-05-12,0.051887097
1996-05-13,0.051819355
1996-05-14,0.051751613
1996-05-15,0.051683871
1996-05-16,0.051616129
1996-05-17,0.051548387
1996-05-18,0.051480645
1996-05-19,0.051412903
1996-05-20,0.051345161
1996-05-21,0.051277419
1996-05-22,0.051209677
1996-05-23,0.051141935
1996-05-24,0.051074194
1996-05-25,0.051006452
1996-05-26,0.05093871
1996-05-27,0.050870968
1996-05-28,0.050803226
1996-05-29,0.050735484
1996-05-30,0.050667742
1996-05-31,0.0506
1996-06-01,0.050606667
1996-06-02,0.050613333
1996-06-03,0.05062
1996-06-04,0.050626667
1996-06-05,0.050633333
1996-06-06,0.05064
1996-06-07,0.050646667
1996-06-08,0.050653333
1996-06-09,0.05066
1996-06-10,0.050666667
1996-06-11,0.050673333
1996-06-12,0.05068
1996-06-13,0.050686667
1996-06-14,0.050693333
1996-06-15,0.0507
1996-06-16,0.050706667
1996-06-17,0.050713333
1996-06-18,0.05072
1996-06-19,0.050726667
1996-06-20,0.050733333
1996-06-21,0.05074
1996-06-22,0.050746667
1996-06-23,0.050753333
1996-06-24,0.05076
1996-06-25,0.050766667
1996-06-26,0.050773333
1996-06-27,0.05078
1996-06-28,0.050786667
1996-06-29,0.050793333
1996-06-30,0.0508
1996-07-01,0.050793548
1996-07-02,0.050787097
1996-07-03,0.050780645
1996-07-04,0.050774194
1996-07-05,0.050767742
1996-07-06,0.05076129
1996-07-07,0.050754839
1996-07-08,0.050748387
1996-07-09,0.050741935
1996-07-10,0.050735484
1996-07-11,0.050729032
1996-07-12,0.050722581
1996-07-13,0.050716129
1996-07-14,0.050709677
1996-07-15,0.050703226
1996-07-16,0.050696774
1996-07-17,0.050690323
1996-07-18,0.050683871
1996-07-19,0.050677419
1996-07-20,0.050670968
1996-07-21,0.050664516
1996-07-22,0.050658065
1996-07-23,0.050651613
1996-07-24,0.050645161
1996-07-25,0.05063871
1996-07-26,0.050632258
1996-07-27,0.050625806
1996-07-28,0.050619355
1996-07-29,0.050612903
1996-07-30,0.050606452
1996-07-31,0.0506
1996-08-01,0.050606452
1996-08-02,0.050612903
1996-08-03,0.050619355
1996-08-04,0.050625806
1996-08-05,0.050632258
1996-08-06,0.05063871
1996-08-07,0.050645161
1996-08-08,0.050651613
1996-08-09,0.050658065
1996-08-10,0.050664516
1996-08-11,0.050670968
1996-08-12,0.050677419
1996-08-13,0.050683871
1996-08-14,0.050690323
1996-08-15,0.050696774
1996-08-16,0.050703226
1996-08-17,0.050709677
1996-08-18,0.050716129
1996-08-19,0.050722581
1996-08-20,0.050729032
1996-08-21,0.050735484
1996-08-22,0.050741935
1996-08-23,0.050748387
1996-08-24,0.050754839
1996-08-25,0.05076129
1996-08-26,0.050767742
1996-08-27,0.050774194
1996-08-28,0.050780645
1996-08-29,0.050787097
1996-08-30,0.050793548
1996-08-31,0.0508
1996-09-01,0.050726667
1996-09-02,0.050653333
1996-09-03,0.05058
1996-09-04,0.050506667
1996-09-05,0.050433333
1996-09-06,0.05036
1996-09-07,0.050286667
1996-09-08,0.050213333
1996-09-09,0.05014
1996-09-10,0.050066667
1996-09-11,0.049993333
1996-09-12,0.04992
1996-09-13,0.049846667
1996-09-14,0.049773333
1996-09-15,0.0497
1996-09-16,0.049626667
1996-09-17,0.049553333
1996-09-18,0.04948
1996-09-19,0.049406667
1996-09-20,0.049333333
1996-09-21,0.04926
1996-09-22,0.049186667
1996-09-23,0.049113333
1996-09-24,0.04904
1996-09-25,0.048966667
1996-09-26,0.048893333
1996-09-27,0.04882
1996-09-28,0.048746667
1996-09-29,0.048673333
1996-09-30,0.0486
1996-10-01,0.048545161
1996-10-02,0.048490323
1996-10-03,0.048435484
1996-10-04,0.048380645
1996-10-05,0.048325806
1996-10-06,0.048270968
1996-10-07,0.048216129
1996-10-08,0.04816129
1996-10-09,0.048106452
1996-10-10,0.048051613
1996-10-11,0.047996774
1996-10-12,0.047941935
1996-10-13,0.047887097
1996-10-14,0.047832258
1996-10-15,0.047777419
1996-10-16,0.047722581
1996-10-17,0.047667742
1996-10-18,0.047612903
1996-10-19,0.047558065
1996-10-20,0.047503226
1996-10-21,0.047448387
1996-10-22,0.047393548
1996-10-23,0.04733871
1996-10-24,0.047283871
1996-10-25,0.047229032
1996-10-26,0.047174194
1996-10-27,0.047119355
1996-10-28,0.047064516
1996-10-29,0.047009677
1996-10-30,0.046954839
1996-10-31,0.0469
1996-11-01,0.04686
1996-11-02,0.04682
1996-11-03,0.04678
1996-11-04,0.04674
1996-11-05,0.0467
1996-11-06,0.04666
1996-11-07,0.04662
1996-11-08,0.04658
1996-11-09,0.04654
1996-11-10,0.0465
1996-11-11,0.04646
1996-11-12,0.04642
1996-11-13,0.04638
1996-11-14,0.04634
1996-11-15,0.0463
1996-11-16,0.04626
1996-11-17,0.04622
1996-11-18,0.04618
1996-11-19,0.04614
1996-11-20,0.0461
1996-11-21,0.04606
1996-11-22,0.04602
1996-11-23,0.04598
1996-11-24,0.04594
1996-11-25,0.0459
1996-11-26,0.04586
1996-11-27,0.04582
1996-11-28,0.04578
1996-11-29,0.04574
1996-11-30,0.0457
1996-12-01,0.045677419
1996-12-02,0.045654839
1996-12-03,0.045632258
1996-12-04,0.045609677
1996-12-05,0.045587097
1996-12-06,0.045564516
1996-12-07,0.045541935
1996-12-08,0.045519355
1996-12-09,0.045496774
1996-12-10,0.045474194
1996-12-11,0.045451613
1996-12-12,0.045429032
1996-12-13,0.045406452
1996-12-14,0.045383871
1996-12-15,0.04536129
1996-12-16,0.04533871
1996-12-17,0.045316129
1996-12-18,0.045293548
1996-12-19,0.045270968
1996-12-20,0.045248387
1996-12-21,0.045225806
1996-12-22,0.045203226
1996-12-23,0.045180645
1996-12-24,0.045158065
1996-12-25,0.045135484
1996-12-26,0.045112903
1996-12-27,0.045090323
1996-12-28,0.045067742
1996-12-29,0.045045161
1996-12-30,0.045022581
1996-12-31,0.045
1997-01-01,0.044964516
1997-01-02,0.044929032
1997-01-03,0.044893548
1997-01-04,0.044858065
1997-01-05,0.044822581
1997-01-06,0.044787097
1997-01-07,0.044751613
1997-01-08,0.044716129
1997-01-09,0.044680645
1997-01-10,0.044645161
1997-01-11,0.044609677
1997-01-12,0.044574194
1997-01-13,0.04453871
1997-01-14,0.044503226
1997-01-15,0.044467742
1997-01-16,0.044432258
1997-01-17,0.044396774
1997-01-18,0.04436129
1997-01-19,0.044325806
1997-01-20,0.044290323
1997-01-21,0.044254839
1997-01-22,0.044219355
1997-01-23,0.044183871
1997-01-24,0.044148387
1997-01-25,0.044112903
1997-01-26,0.044077419
1997-01-27,0.044041935
1997-01-28,0.044006452
1997-01-29,0.043970968
1997-01-30,0.043935484
1997-01-31,0.0439
