Date,BTC
2014-07-17,847.07075
2014-07-18,851.331125
2014-07-19,853.83325
2014-07-20,850.04625
2014-07-21,844.618158
2014-07-22,837.588011
2014-07-23,835.462855
2014-07-24,825.106112
2014-07-25,811.0368
2014-07-26,805.83552
2014-07-27,798.90048
2014-07-28,794.226125
2014-07-29,789.504339
2014-07-30,770.410089
2014-07-31,767.539851
2014-08-01,791.229255
2014-08-02,795.28794
2014-08-03,789.31377
2014-08-04,790.166562
2014-08-05,783.020966
2014-08-06,777.012625
2014-08-07,781.078872
2014-08-08,786.437896
2014-08-09,789.102108
2014-08-10,790.42752
2014-08-11,779.707728
2014-08-12,762.977474
2014-08-13,747.65232
2014-08-14,707.324716
2014-08-15,676.241268
2014-08-16,686.616968
2014-08-17,683.778712
2014-08-18,651.377376
2014-08-19,645.946334
2014-08-20,671.785164
2014-08-21,689.769882
2014-08-22,686.859124
2014-08-23,671.058127
2014-08-24,666.53408
2014-08-25,667.656
2014-08-26,671.578336
2014-08-27,676.164578
2014-08-28,671.300498
2014-08-29,670.108656
2014-08-30,666.52152
2014-08-31,646.5417
2014-09-01,627.048218
2014-09-02,623.2248
2014-09-03,624.264819
2014-09-04,627.63536
2014-09-05,626.204124
2014-09-06,619.976136
2014-09-07,619.82076
2014-09-08,612.211842
2014-09-09,607.477768
2014-09-10,614.864453
2014-09-11,617.467136
2014-09-12,615.476807
2014-09-13,615.825944
2014-09-14,616.472494
2014-09-15,610.018928
2014-09-16,604.044952
2014-09-17,593.695744
2014-09-18,566.123432
2014-09-19,528.525648
2014-09-20,518.436828
2014-09-21,521.611272
2014-09-22,514.480785
2014-09-23,542.185952
2014-09-24,554.429502
2014-09-25,530.039552
2014-09-26,518.268792
2014-09-27,512.870424
2014-09-28,494.714592
2014-09-29,475.995377
2014-09-30,481.412997
2014-10-01,488.908179
2014-10-02,480.697967
2014-10-03,463.638
2014-10-04,432.451248
2014-10-05,410.120928
2014-10-06,409.54361
2014-10-07,418.161583
2014-10-08,436.593915
2014-10-09,459.825364
2014-10-10,458.56983
2014-10-11,457.268116
2014-10-12,469.337406
2014-10-13,490.081387
2014-10-14,503.589012
2014-10-15,505.297404
2014-10-16,496.395064
2014-10-17,492.01851
2014-10-18,496.365507
2014-10-19,500.109823
2014-10-20,492.028733
2014-10-21,489.524796
2014-10-22,487.868148
2014-10-23,468.829014
2014-10-24,453.166882
2014-10-25,447.799466
2014-10-26,445.520846
2014-10-27,447.708169
2014-10-28,450.476076
2014-10-29,440.521882
2014-10-30,429.692584
2014-10-31,428.408468
2014-11-01,414.882548
2014-11-02,406.266036
2014-11-03,406.447262
2014-11-04,410.721994
2014-11-05,417.04416
2014-11-06,430.810106
2014-11-07,428.896944
2014-11-08,426.430737
2014-11-09,440.806617
2014-11-10,457.025058
2014-11-11,458.023184
2014-11-12,496.972021
2014-11-13,527.362128
2014-11-14,509.950616
2014-11-15,483.113728
2014-11-16,476.821112
2014-11-17,486.444288
2014-11-18,477.772006
2014-11-19,472.51936
2014-11-20,461.121725
2014-11-21,439.540048
2014-11-22,438.18605
2014-11-23,448.831704
2014-11-24,461.85056
2014-11-25,467.987232
2014-11-26,465.24265
2014-11-27,460.81152
2014-11-28,466.140186
2014-11-29,469.573011
2014-11-30,469.348317
2014-12-01,469.482788
2014-12-02,469.664472
2014-12-03,466.198117
2014-12-04,459.212611
2014-12-05,460.744102
2014-12-06,464.230186
2014-12-07,465.008992
2014-12-08,453.546
2014-12-09,442.055691
2014-12-10,432.654288
2014-12-11,431.959996
2014-12-12,437.13195
2014-12-13,438.17775
2014-12-14,440.66775
2014-12-15,438.849042
2014-12-16,425.041911
2014-12-17,405.194848
2014-12-18,389.82762
2014-12-19,387.549798
2014-12-20,399.288522
2014-12-21,400.700607
2014-12-22,400.513789
2014-12-23,408.781323
2014-12-24,403.190343
2014-12-25,392.779755
2014-12-26,396.604302
2014-12-27,394.539291
2014-12-28,387.415614
2014-12-29,384.827547
2014-12-30,379.98784
2014-12-31,384.01983
2015-01-01,385.950249
2015-01-02,379.47493
2015-01-03,359.736453
2015-01-04,329.111104
2015-01-05,323.03948
2015-01-06,330.827952
2015-01-07,328.523208
2015-01-08,326.773824
2015-01-09,337.603727
2015-01-10,336.43424
2015-01-11,320.155926
2015-01-12,315.025152
2015-01-13,291.66341
2015-01-14,235.3116
2015-01-15,224.03258
2015-01-16,242.606368
2015-01-17,236.232968
2015-01-18,238.446276
2015-01-19,248.46305
2015-01-20,247.964285
2015-01-21,254.883698
2015-01-22,268.282856
2015-01-23,261.842834
2015-01-24,270.386908
2015-01-25,282.480748
2015-01-26,297.943512
2015-01-27,304.549722
2015-01-28,283.622688
2015-01-29,266.94348
2015-01-30,262.694285
2015-01-31,252.7798
2015-02-01,251.8754
2015-02-02,263.38728
2015-02-03,265.276944
2015-02-04,260.3965
2015-02-05,253.19931
2015-02-06,251.891235
2015-02-07,258.862458
2015-02-08,259.205868
2015-02-09,250.7109
2015-02-10,249.43776
2015-02-11,249.405816
2015-02-12,250.994496
2015-02-13,261.797143
2015-02-14,281.122081
2015-02-15,280.325411
2015-02-16,268.270528
2015-02-17,273.743115
2015-02-18,274.23578
2015-02-19,272.194848
2015-02-20,274.835148
2015-02-21,277.64835
2015-02-22,272.383482
2015-02-23,268.971486
2015-02-24,271.634112
2015-02-25,271.135362
2015-02-26,268.676897
2015-02-27,275.16644
2015-02-28,284.51812
2015-03-01,287.5192
2015-03-02,299.805808
2015-03-03,311.08464
2015-03-04,306.977904
2015-03-05,301.242835
2015-03-06,299.377604
2015-03-07,301.274203
2015-03-08,302.567837
2015-03-09,305.23116
2015-03-10,309.855728
2015-03-11,310.221006
2015-03-12,314.240317
2015-03-13,306.017112
2015-03-14,299.007876
2015-03-15,300.847404
2015-03-16,304.052157
2015-03-17,304.20354
2015-03-18,285.82512
2015-03-19,276.950703
2015-03-20,282.234216
2015-03-21,281.210496
2015-03-22,284.658816
2015-03-23,291.51408
2015-03-24,279.9258
2015-03-25,270.351835
2015-03-26,272.229157
2015-03-27,269.869304
2015-03-28,271.866808
2015-03-29,268.761992
2015-03-30,265.800105
2015-03-31,264.77899
2015-04-01,264.002985
2015-04-02,270.73917
2015-04-03,274.80042
2015-04-04,275.07117
2015-04-05,278.68839
2015-04-06,279.66309
2015-04-07,276.283937
2015-04-08,270.84397
2015-04-09,263.219594
2015-04-10,253.56373
2015-04-11,249.80081
2015-04-12,250.02278
2015-04-13,242.37944
2015-04-14,231.763596
2015-04-15,232.018628
2015-04-16,241.168876
2015-04-17,243.42314
2015-04-18,241.184642
2015-04-19,241.087316
2015-04-20,239.562543
2015-04-21,246.1214
2015-04-22,251.944836
2015-04-23,252.646488
2015-04-24,252.599688
2015-04-25,247.425816
2015-04-26,241.234488
2015-04-27,241.70937
2015-04-28,247.179667
2015-04-29,247.963076
2015-04-30,259.055285
2015-05-01,262.16184
2015-05-02,260.68146
2015-05-03,265.54877
2015-05-04,266.577408
2015-05-05,263.606304
2015-05-06,261.10873
2015-05-07,263.8587
2015-05-08,269.808945
2015-05-09,272.22146
2015-05-10,269.932376
2015-05-11,267.653124
2015-05-12,271.062202
2015-05-13,267.632071
2015-05-14,270.116445
2015-05-15,268.768128
2015-05-16,267.952512
2015-05-17,267.136896
2015-05-18,267.163162
2015-05-19,259.75612
2015-05-20,258.99381
2015-05-21,261.302643
2015-05-22,264.47516
2015-05-23,266.216744
2015-05-24,266.719124
2015-05-25,260.958038
2015-05-26,257.547672
2015-05-27,255.845376
2015-05-28,257.025744
2015-05-29,259.16625
2015-05-30,256.9174
2015-05-31,253.01208
2015-06-01,247.564224
2015-06-02,247.424586
2015-06-03,250.670876
2015-06-04,253.557385
2015-06-05,250.94666
2015-06-06,252.046024
2015-06-07,251.05884
2015-06-08,251.602642
2015-06-09,256.972156
2015-06-10,257.488291
2015-06-11,256.662432
2015-06-12,257.24094
2015-06-13,258.7893
2015-06-14,260.29278
2015-06-15,262.55729
2015-06-16,272.72637
2015-06-17,280.937332
2015-06-18,282.967452
2015-06-19,278.06839
2015-06-20,275.978075
2015-06-21,275.92158
2015-06-22,277.74829
2015-06-23,274.419572
2015-06-24,271.377026
2015-06-25,270.221484
2015-06-26,271.70451
2015-06-27,276.85743
2015-06-28,280.038798
2015-06-29,280.963521
2015-06-30,290.141959
2015-07-01,288.711
2015-07-02,283.378128
2015-07-03,283.28088
2015-07-04,286.398856
2015-07-05,294.964968
2015-07-06,297.238016
2015-07-07,291.96701
2015-07-08,295.619584
2015-07-09,298.270082
