Date,FAR EAST SRI
2007-09-28,1000.0
2007-10-01,999.6643963545798
2007-10-02,1024.511827396732
2007-10-03,1025.2450012759805
2007-10-04,1022.1618492721042
2007-10-05,1019.2348204739072
2007-10-08,1018.8829891160406
2007-10-09,1025.224570286045
2007-10-10,1018.1573886970909
2007-10-11,1018.4847658875755
2007-10-12,1014.3539276510414
2007-10-15,1005.3191104556659
2007-10-16,996.4273350958605
2007-10-17,982.6407193596424
2007-10-18,994.2125638002309
2007-10-19,986.8803227961427
2007-10-22,983.172297514305
2007-10-23,977.8465372903561
2007-10-24,977.1749520217447
2007-10-25,962.8994687567051
2007-10-26,976.0404283033746
2007-10-29,991.3241377771573
2007-10-30,990.8718359698022
2007-10-31,989.8513257322708
2007-11-01,1010.197232409384
2007-11-02,988.7546347828021
2007-11-05,978.0068593498168
2007-11-06,974.0165614038534
2007-11-07,966.0956118989814
2007-11-08,948.8874765433012
2007-11-09,951.4234335182925
2007-11-12,946.2292325581865
2007-11-13,935.4768408622874
2007-11-14,947.4392636036832
2007-11-15,955.643626183103
2007-11-16,939.424023730209
2007-11-19,936.8176673589686
2007-11-20,935.7477030216752
2007-11-21,926.3445062930167
2007-11-22,919.4182296189034
2007-11-23,927.1796416750237
2007-11-26,945.5553217546105
2007-11-27,952.495164999239
2007-11-28,947.2861670775294
2007-11-29,976.5887276519707
2007-11-30,979.8530025147444
2007-12-03,989.5582381507137
2007-12-04,980.8956660498169
2007-12-05,992.1126712877095
2007-12-06,1011.3769584818319
2007-12-07,1006.112588911176
2007-12-10,1000.7768263640386
2007-12-11,1010.5317914921463
2007-12-12,999.6097495996775
2007-12-13,982.2472944792356
2007-12-14,976.9885704461294
2007-12-17,961.5887625117601
2007-12-18,957.9294445035
2007-12-19,950.3085878149355
2007-12-20,958.3913143777387
2007-12-21,957.4784116391257
2007-12-24,952.3694008330729
2007-12-25,969.683855804641
2007-12-26,974.0040298228267
2007-12-27,965.2482630723485
2007-12-28,947.7281924759131
2007-12-31,965.679720631022
2008-01-01,965.679720631022
2008-01-02,974.0331561001087
2008-01-03,974.7143709074114
2008-01-04,942.2195723713273
2008-01-07,932.3638947032621
2008-01-08,931.1494632706066
2008-01-09,949.6857000823414
2008-01-10,929.9308587963425
2008-01-11,913.8502140166413
2008-01-14,914.3617876995
2008-01-15,909.6236277751761
2008-01-16,885.9883019740951
2008-01-17,899.9173852428466
2008-01-18,905.5447626691713
2008-01-21,886.9444132241799
2008-01-22,819.8687451828642
2008-01-23,849.100961887912
2008-01-24,854.4280163134367
2008-01-25,892.3331373346695
2008-01-28,852.8516038663059
2008-01-29,879.2809770880273
2008-01-30,864.3170423098494
2008-01-31,882.737656362875
2008-02-01,877.1953069422206
2008-02-04,891.8541658603326
2008-02-05,896.0659891068659
2008-02-06,856.3060071790283
2008-02-07,869.0485463502508
2008-02-08,847.4450691715278
2008-02-11,850.4281781131748
2008-02-12,844.963783200596
2008-02-13,846.6416698311298
2008-02-14,877.1264831651962
2008-02-15,874.040620305035
2008-02-18,871.5178352035309
2008-02-19,881.1891178016533
2008-02-20,854.7917393901763
2008-02-21,872.5977060437034
2008-02-22,863.3156032745469
2008-02-25,873.5578941839043
2008-02-26,873.246269707204
2008-02-27,882.8198945405202
2008-02-28,875.5959469351602
2008-02-29,868.2847654859582
2008-03-03,834.8339270096425
2008-03-04,836.1461045419076
2008-03-05,821.7301859253979
2008-03-06,834.3763058932257
2008-03-07,809.0559490431936
2008-03-10,804.0763594549552
2008-03-11,803.4306296049133
2008-03-12,811.3952125945282
2008-03-13,789.4831737976805
2008-03-14,780.4715814176535
2008-03-17,764.6277965058479
2008-03-18,763.0821359942872
2008-03-19,786.6816573447826
2008-03-20,801.6247781041963
2008-03-21,816.660398517133
2008-03-24,804.3472110783013
2008-03-25,817.9428233922259
2008-03-26,817.98967703433
2008-03-27,804.9386020860147
2008-03-28,821.4235509115932
2008-03-31,798.3399345403502
2008-04-01,805.434127045594
2008-04-02,835.0147370381367
2008-04-03,848.7107482195333
2008-04-04,838.6952232755148
2008-04-07,842.8713759296166
2008-04-08,825.9933627301913
2008-04-09,810.2169472449214
2008-04-10,810.1939241760283
2008-04-11,831.2984494627968
2008-04-14,805.6631551362175
2008-04-15,805.3188213574167
2008-04-16,809.648434422364
2008-04-17,821.8869022966511
2008-04-18,822.2422995683648
2008-04-21,845.466348062612
2008-04-22,826.6007244424723
2008-04-23,826.0993185490651
2008-04-24,830.4694200407178
2008-04-25,857.6096052602296
2008-04-28,870.5217679298191
2008-04-29,881.4313824567611
2008-04-30,878.9632186685525
2008-05-01,884.9391721601588
2008-05-02,896.856757020707
2008-05-05,893.5557269086332
2008-05-06,894.8094917398354
2008-05-07,900.5912028992605
2008-05-08,897.7525619306105
2008-05-09,877.9689361067483
2008-05-12,872.7991278776504
2008-05-13,883.7378668772868
2008-05-14,881.5239431995196
2008-05-15,900.2419600454942
2008-05-16,901.6385463757316
2008-05-19,902.6473196060143
2008-05-20,894.1239694449433
2008-05-21,872.4463937617255
2008-05-22,874.2848290455127
2008-05-23,874.8575430602284
2008-05-26,853.3658940227169
2008-05-27,866.6136241734968
2008-05-28,854.9272744343131
2008-05-29,878.3478830415374
2008-05-30,897.1992490766281
2008-06-02,917.9796348422088
2008-06-03,904.5855679092397
2008-06-04,922.836578202531
2008-06-05,901.1655011793125
2008-06-06,901.2408150559028
2008-06-09,873.6372127996063
2008-06-10,869.0904483623617
2008-06-11,876.7719609066878
2008-06-12,857.3482217487574
2008-06-13,866.8882864641431
2008-06-16,879.1262501940038
2008-06-17,877.7453734844765
2008-06-18,884.183052612779
2008-06-19,863.13521217251
2008-06-20,847.7289168605107
2008-06-23,848.8115890565075
2008-06-24,845.096508959427
2008-06-25,838.4561747444975
2008-06-26,836.3488216380395
2008-06-27,825.955433087074
2008-06-30,824.6852732560579
2008-07-01,820.4394254595605
2008-07-02,801.8048991623141
2008-07-03,808.0792987842312
2008-07-04,809.4983270721752
2008-07-07,813.7863850523792
2008-07-08,795.8605648718169
2008-07-09,793.3876808601813
2008-07-10,795.8151282594529
2008-07-11,792.2042021991966
2008-07-14,784.5799297631537
2008-07-15,776.3515211420226
2008-07-16,780.8010095929556
2008-07-17,780.9630265550383
2008-07-18,769.48372315932
2008-07-21,769.6389739157964
2008-07-22,792.0724462140226
2008-07-23,800.9643881862838
2008-07-24,822.8843535330525
2008-07-25,798.2682033860237
2008-07-28,796.2142170793303
2008-07-29,784.6237810995007
2008-07-30,797.0509712372536
2008-07-31,798.187051768626
2008-08-01,787.2610326084492
2008-08-04,767.8149106487101
2008-08-05,776.0159617941619
2008-08-06,788.0881468914263
2008-08-07,775.7688156300322
2008-08-08,788.8443896427227
2008-08-11,809.2387641204728
2008-08-12,810.0292437612209
2008-08-13,801.6126051785235
2008-08-14,787.9217874110401
2008-08-15,798.2867182047844
2008-08-18,810.9002097383473
2008-08-19,796.8382472097529
2008-08-20,789.5459590857545
2008-08-21,785.5355382609706
2008-08-22,770.9482513003543
2008-08-25,794.0197791193623
2008-08-26,791.1862252311724
2008-08-27,785.5411069150414
2008-08-28,781.1391968155112
2008-08-29,809.3235493238523
2008-09-01,802.3768266588024
2008-09-02,791.1405009440423
2008-09-03,800.98794093268
2008-09-04,796.8787766951128
2008-09-05,790.3040997930625
2008-09-08,812.8376424439779
2008-09-09,806.0686946121801
2008-09-10,806.0033853411799
2008-09-11,798.4552507922407
2008-09-12,787.9953149953166
2008-09-15,793.9926179662705
2008-09-16,765.282306139579
2008-09-17,767.7763435022717
2008-09-18,735.2404580947156
2008-09-19,758.0115942204782
2008-09-22,762.8892123832089
2008-09-23,763.4529289333531
2008-09-24,767.5445292971018
2008-09-25,761.7533988352501
2008-09-26,764.6261530768724
2008-09-29,774.052795831465
2008-09-30,757.6618170012572
2008-10-01,774.5512524992533
2008-10-02,771.5025532659074
2008-10-03,748.1150933854042
2008-10-06,757.4884918560386
2008-10-07,726.9778394507991
2008-10-08,681.0511349639606
2008-10-09,681.4104599440078
2008-10-10,640.6901108966172
