Date,WORLD ex EMU SRI
2007-09-28,1000.0
2007-10-01,1009.1720994075101
2007-10-02,1015.6011915953787
2007-10-03,1013.2035263083451
2007-10-04,1013.9352949908925
2007-10-05,1021.8554578968544
2007-10-08,1024.270068658253
2007-10-09,1031.6744618135767
2007-10-10,1026.6868940065206
2007-10-11,1022.1796245369183
2007-10-12,1025.5031779010105
2007-10-15,1014.6227213450089
2007-10-16,1008.7235388004071
2007-10-17,1007.0841103830252
2007-10-18,1004.878715476854
2007-10-19,989.9576637838301
2007-10-22,992.128041800227
2007-10-23,996.9209296549901
2007-10-24,995.1939836902467
2007-10-25,993.2476931305113
2007-10-26,1001.385471398763
2007-10-29,1008.0006104771113
2007-10-30,1002.0431076252706
2007-10-31,1010.9520136447474
2007-11-01,998.9061035204275
2007-11-02,993.6355782095127
2007-11-05,988.7048926461898
2007-11-06,993.0168779987031
2007-11-07,970.9953816318747
2007-11-08,963.3254163464085
2007-11-09,950.9044363970852
2007-11-12,949.8410781909042
2007-11-13,960.6206459716657
2007-11-14,958.8100168911942
2007-11-15,950.922643251146
2007-11-16,950.7718292099697
2007-11-19,935.8354317573875
2007-11-20,934.2832138352464
2007-11-21,915.8010217347806
2007-11-22,916.511385515409
2007-11-23,930.346059853944
2007-11-26,921.8507243946433
2007-11-27,928.0618014622268
2007-11-28,951.5680394417006
2007-11-29,957.0010219598014
2007-11-30,966.80333860643
2007-12-03,965.4785797916369
2007-12-04,954.8868277812903
2007-12-05,970.2958730455887
2007-12-06,981.002134850956
2007-12-07,980.3193313294958
2007-12-10,983.2552520647669
2007-12-11,973.739763780966
2007-12-12,976.3929463903287
2007-12-13,971.6379806456981
2007-12-14,969.8070276976525
2007-12-17,956.6896136682027
2007-12-18,957.1799618631419
2007-12-19,955.6429956864647
2007-12-20,960.9245267780763
2007-12-21,971.0126740293026
2007-12-24,974.1350454959753
2007-12-25,976.8930577937059
2007-12-26,972.4312313821789
2007-12-27,961.622074651755
2007-12-28,953.8617473911328
2007-12-31,956.5656456854338
2008-01-01,956.5656456854338
2008-01-02,941.5271037023351
2008-01-03,940.0813339785063
2008-01-04,914.900490506766
2008-01-07,914.0637801257948
2008-01-08,908.945889840084
2008-01-09,916.3332253066371
2008-01-10,913.2316575264357
2008-01-11,899.146587608975
2008-01-14,902.7872091141306
2008-01-15,885.8007502085023
2008-01-16,882.8338177798515
2008-01-17,871.9569915118188
2008-01-18,872.7441476819309
2008-01-21,863.4531508299875
2008-01-22,848.789909777041
2008-01-23,864.6458899731283
2008-01-24,872.9614586969424
2008-01-25,875.2997014709854
2008-01-28,869.9334500631936
2008-01-29,878.7098215629002
2008-01-30,872.2588454306501
2008-01-31,884.5886068795601
2008-02-01,894.6003317078006
2008-02-04,892.1667911692388
2008-02-05,878.8633248525352
2008-02-06,868.8026328640697
2008-02-07,877.3780339205853
2008-02-08,875.3095663392148
2008-02-11,877.87470125975
2008-02-12,883.3390679192129
2008-02-13,889.3267572545002
2008-02-14,886.8854201440432
2008-02-15,878.7453077844635
2008-02-18,882.6936739521365
2008-02-19,881.3813178785736
2008-02-20,885.6463054693321
2008-02-21,880.0995554477626
2008-02-22,881.076491533239
2008-02-25,894.6945181691198
2008-02-26,901.149316478262
2008-02-27,896.1096783284382
2008-02-28,884.1784901710765
2008-02-29,867.8747349776365
2008-03-03,858.8489117777958
2008-03-04,854.7841225165628
2008-03-05,857.4549985455421
2008-03-06,846.7284186278029
2008-03-07,835.519022710739
2008-03-10,824.1566902760559
2008-03-11,845.3517712551804
2008-03-12,841.0130744518782
2008-03-13,834.5061697755131
2008-03-14,821.5726090282753
2008-03-17,801.187905363872
2008-03-18,824.6848494480603
2008-03-19,820.4622725472365
2008-03-20,836.735388317065
2008-03-21,839.138049859591
2008-03-24,846.4208861868882
2008-03-25,850.727121544452
2008-03-26,838.8404808609062
2008-03-27,833.3837370269994
2008-03-28,830.5017341025681
2008-03-31,822.7887388567348
2008-04-01,850.1885810446935
2008-04-02,855.3656007882669
2008-04-03,858.5080625439665
2008-04-04,854.8707702798574
2008-04-07,858.4145229323907
2008-04-08,851.5471414828385
2008-04-09,840.5724227708797
2008-04-10,842.1024976408214
2008-04-11,834.1148619896934
2008-04-14,825.2848465669715
2008-04-15,829.5713604388776
2008-04-16,840.3638160847044
2008-04-17,841.3817154605081
2008-04-18,857.6695627756326
2008-04-21,855.1476570209218
2008-04-22,846.1063579437586
2008-04-23,850.4458555293224
2008-04-24,860.3015040976017
2008-04-25,872.9422242940021
2008-04-28,875.3436941633537
2008-04-29,870.2325204888454
2008-04-30,870.812723633363
2008-05-01,885.2540842497622
2008-05-02,895.9760750241255
2008-05-05,890.7787455689426
2008-05-06,891.9069549224774
2008-05-07,891.4969956283334
2008-05-08,892.7180045987698
2008-05-09,884.217182205322
2008-05-12,887.6314975274777
2008-05-13,887.3108551486769
2008-05-14,889.873995136115
2008-05-15,900.8466095768582
2008-05-16,900.7027868541004
2008-05-19,904.0791257280783
2008-05-20,889.5733099067763
2008-05-21,871.352610034947
2008-05-22,875.523665426371
2008-05-23,864.6733355654391
2008-05-26,860.2228248305211
2008-05-27,866.7646439876538
2008-05-28,873.956229981391
2008-05-29,886.8536861303921
2008-05-30,891.215747328796
2008-06-02,888.2774113338728
2008-06-03,888.616081943634
2008-06-04,891.6557455504937
2008-06-05,893.4272769491247
2008-06-06,870.9884034781721
2008-06-09,867.0107508339831
2008-06-10,870.8221392102927
2008-06-11,861.102903606571
2008-06-12,863.5037429139536
2008-06-13,875.8750981117703
2008-06-16,874.2493962368852
2008-06-17,869.9501280640509
2008-06-18,862.2985659768206
2008-06-19,860.6571347656468
2008-06-20,840.8275644318879
2008-06-23,846.932315237874
2008-06-24,838.4258418663691
2008-06-25,842.4457260766369
2008-06-26,819.9336394593256
2008-06-27,815.4326583358636
2008-06-30,816.4371766366914
2008-07-01,813.2860207691418
2008-07-02,796.5126366685815
2008-07-03,804.684135042319
2008-07-04,803.631544446237
2008-07-07,801.4354435194305
2008-07-08,802.5635916806264
2008-07-09,795.0305525532026
2008-07-10,793.4258335421213
2008-07-11,781.1444609770591
2008-07-14,777.5237866762315
2008-07-15,767.8184893333303
2008-07-16,786.4683460551573
2008-07-17,793.5743872814163
2008-07-18,795.785174185964
2008-07-21,795.9806464411544
2008-07-22,804.2098228928669
2008-07-23,815.3111497050106
2008-07-24,805.5676409303287
2008-07-25,802.2874030492101
2008-07-28,790.2815817434608
2008-07-29,804.1096449016632
2008-07-30,818.2523338283929
2008-07-31,813.4348655129102
2008-08-01,807.3004579679213
2008-08-04,799.1492680637052
2008-08-05,816.5554695086828
2008-08-06,826.9367141118207
2008-08-07,818.616061436844
2008-08-08,843.7187504755661
2008-08-11,853.4038552864819
2008-08-12,851.0931689510062
2008-08-13,843.3993788589381
2008-08-14,845.2804051412026
2008-08-15,857.3705813871276
2008-08-18,852.1254892593364
2008-08-19,838.8953448679222
2008-08-20,841.8695819329951
2008-08-21,836.8172176849766
2008-08-22,845.9679676663604
2008-08-25,841.8649186688853
2008-08-26,845.5022274010507
2008-08-27,847.4277018716883
2008-08-28,856.9978045772981
2008-08-29,853.7533487667341
2008-09-01,855.0249237174521
2008-09-02,853.7277321522429
2008-09-03,853.2029992648569
2008-09-04,837.371761473262
2008-09-05,840.4896948270634
2008-09-08,866.9994892405558
2008-09-09,850.4139963380961
2008-09-10,856.7063181613298
2008-09-11,866.2824984419067
2008-09-12,862.8637731490625
2008-09-15,837.8702467015754
2008-09-16,838.7054177548002
2008-09-17,814.3379531533232
2008-09-18,821.8468240564913
2008-09-19,854.7021744697636
2008-09-22,826.6247833909645
2008-09-23,812.2135844297886
2008-09-24,815.9278542003157
2008-09-25,822.8341952685029
2008-09-26,824.4749073627124
2008-09-29,784.3951749131063
2008-09-30,817.5872469821205
2008-10-01,821.471209290106
