Date,WORLD ex USA SRI
2007-09-28,1000.0
2007-10-01,1007.3866166709566
2007-10-02,1015.7127791926735
2007-10-03,1016.1404316215442
2007-10-04,1014.7208141464449
2007-10-05,1020.6661810382716
2007-10-08,1019.6762733644312
2007-10-09,1027.0078843837173
2007-10-10,1025.4455603206416
2007-10-11,1028.259089835386
2007-10-12,1027.5805722667508
2007-10-15,1016.2917180339973
2007-10-16,1007.6115671527383
2007-10-17,1008.3115759719801
2007-10-18,1006.2901788986441
2007-10-19,999.4645636284247
2007-10-22,987.8106990501385
2007-10-23,996.4419333533921
2007-10-24,991.9061506647138
2007-10-25,996.7935209090956
2007-10-26,1005.151638925187
2007-10-29,1014.9637119048386
2007-10-30,1011.8684165348996
2007-10-31,1021.2281892852376
2007-11-01,1015.6564144753393
2007-11-02,1008.0640722086075
2007-11-05,999.9784499216485
2007-11-06,1002.3242638145557
2007-11-07,994.3688678218238
2007-11-08,984.0283138749005
2007-11-09,972.0257138269884
2007-11-12,965.3901338495499
2007-11-13,966.1204309191495
2007-11-14,975.9271976487736
2007-11-15,966.0594898199095
2007-11-16,958.6565327629919
2007-11-19,943.222491817384
2007-11-20,949.7322399355669
2007-11-21,928.9648830605604
2007-11-22,931.1275221815347
2007-11-23,943.4937529203215
2007-11-26,944.4226304267854
2007-11-27,944.2323062429887
2007-11-28,960.6255913198473
2007-11-29,970.1794377223449
2007-11-30,982.4085037660233
2007-12-03,983.6837437558303
2007-12-04,972.2169430324202
2007-12-05,984.9516512421508
2007-12-06,988.6580986298944
2007-12-07,994.8344706221568
2007-12-10,997.4303433983317
2007-12-11,997.0007207830955
2007-12-12,995.7355914480846
2007-12-13,977.0157066511474
2007-12-14,977.5154461454952
2007-12-17,960.7720074296037
2007-12-18,959.4514303454005
2007-12-19,955.3804801056248
2007-12-20,957.981269273305
2007-12-21,967.0271142795768
2007-12-24,968.4024241611995
2007-12-25,972.2740682619622
2007-12-26,972.3739834616783
2007-12-27,971.2338502882639
2007-12-28,966.4875147789321
2007-12-31,971.5048057864865
2008-01-01,971.5048057864865
2008-01-02,963.9153495317103
2008-01-03,960.2475464705276
2008-01-04,938.8538066479598
2008-01-07,932.652918328998
2008-01-08,938.3301287870873
2008-01-09,934.731346220992
2008-01-10,926.0150816615676
2008-01-11,919.4144419376901
2008-01-14,922.9238307820518
2008-01-15,902.7017836802255
2008-01-16,889.4276176072435
2008-01-17,890.9768306344506
2008-01-18,887.9742285158443
2008-01-21,850.2265404813378
2008-01-22,845.9474053062866
2008-01-23,840.2943613613714
2008-01-24,869.2340990745431
2008-01-25,883.2080335508606
2008-01-28,869.7271941434122
2008-01-29,884.9287730570052
2008-01-30,877.2058545256535
2008-01-31,884.1233950281363
2008-02-01,897.0742404624672
2008-02-04,901.4800937884413
2008-02-05,880.8947677803985
2008-02-06,873.5093244992431
2008-02-07,868.6112070799346
2008-02-08,868.0101631407821
2008-02-11,863.8098633515132
2008-02-12,878.5895453616137
2008-02-13,878.913750102333
2008-02-14,888.2089870675604
2008-02-15,875.2022324905711
2008-02-18,883.93244862988
2008-02-19,888.4109968305712
2008-02-20,877.5084724564729
2008-02-21,885.1174960168389
2008-02-22,878.3000371641841
2008-02-25,893.5459893003964
2008-02-26,902.791686657858
2008-02-27,905.5221972784183
2008-02-28,893.6973808673686
2008-02-29,882.3743189449659
2008-03-03,865.654451474401
2008-03-04,856.9486337098765
2008-03-05,864.4165036321149
2008-03-06,860.1658481806915
2008-03-07,845.6725684702316
2008-03-10,833.6974279377679
2008-03-11,843.8122113384605
2008-03-12,851.139598349733
2008-03-13,839.1105342420992
2008-03-14,832.1506718455739
2008-03-17,800.69892268845
2008-03-18,819.318062303854
2008-03-19,819.9236995854943
2008-03-20,818.9005004061235
2008-03-21,822.2526057341943
2008-03-24,822.1663501044051
2008-03-25,844.3235169117927
2008-03-26,841.992933303101
2008-03-27,845.2442398179337
2008-03-28,844.7024308228647
2008-03-31,837.6270737711199
2008-04-01,855.1649693043646
2008-04-02,870.8616678912603
2008-04-03,873.5357320225809
2008-04-04,873.2441857672343
2008-04-07,880.0896803709521
2008-04-08,870.1982936288057
2008-04-09,860.0499593915168
2008-04-10,858.0643153288653
2008-04-11,854.5026643655854
2008-04-14,842.6083031725594
2008-04-15,845.369497196915
2008-04-16,856.4535720157232
2008-04-17,855.1478287242782
2008-04-18,868.2821036311205
2008-04-21,870.2646834092468
2008-04-22,862.8414291122498
2008-04-23,866.0583439535187
2008-04-24,867.0524543351372
2008-04-25,882.8367760039185
2008-04-28,887.7905360594424
2008-04-29,881.4839234921839
2008-04-30,886.939855658684
2008-05-01,889.3916930604777
2008-05-02,906.9718955850677
2008-05-05,905.3089380045734
2008-05-06,903.6624039711378
2008-05-07,908.8761290029845
2008-05-08,909.0768499062167
2008-05-09,897.4013499183594
2008-05-12,899.1335921848193
2008-05-13,900.8718535483852
2008-05-14,903.3738478633721
2008-05-15,911.9023555222595
2008-05-16,915.8962751095332
2008-05-19,922.7370043804807
2008-05-20,908.8547433194416
2008-05-21,897.3457233551322
2008-05-22,898.5735475647851
2008-05-23,888.1796572569967
2008-05-26,881.4121290984809
2008-05-27,882.6823061178039
2008-05-28,889.1206541162182
2008-05-29,897.6622282335247
2008-05-30,905.134673544266
2008-06-02,904.3387487984845
2008-06-03,904.8254572252878
2008-06-04,904.2487053228548
2008-06-05,897.4297893962408
2008-06-06,886.9401722219213
2008-06-09,877.3620171944989
2008-06-10,870.1770981010324
2008-06-11,865.0814170491233
2008-06-12,861.6773292800015
2008-06-13,868.4257332218315
2008-06-16,869.0857025956099
2008-06-17,871.560231733587
2008-06-18,864.4247240235122
2008-06-19,854.9103041115355
2008-06-20,840.0590398912433
2008-06-23,842.1833716861714
2008-06-24,833.9724564796209
2008-06-25,839.4641470685441
2008-06-26,825.0229684470629
2008-06-27,820.0946190057105
2008-06-30,822.8065190196477
2008-07-01,808.9973310359891
2008-07-02,796.5205239004708
2008-07-03,801.4235598755891
2008-07-04,795.154071954159
2008-07-07,799.3570442780521
2008-07-08,788.3345764375804
2008-07-09,797.7882354102941
2008-07-10,789.8286239573772
2008-07-11,773.9054538425696
2008-07-14,776.5448158145889
2008-07-15,761.454439582499
2008-07-16,767.7726385893229
2008-07-17,780.917299138978
2008-07-18,784.9788435489883
2008-07-21,790.7132695915573
2008-07-22,794.6858459697926
2008-07-23,806.4503258452322
2008-07-24,801.6084486359134
2008-07-25,792.9734919348108
2008-07-28,785.172344119145
2008-07-29,783.6411900978586
2008-07-30,796.383027303447
2008-07-31,798.235429499648
2008-08-01,787.9026862983536
2008-08-04,777.3405872076233
2008-08-05,788.2710132503076
2008-08-06,799.3601034090759
2008-08-07,794.2509186760611
2008-08-08,801.4338715041133
2008-08-11,812.1339726187748
2008-08-12,810.9650822421909
2008-08-13,796.1079379525568
2008-08-14,794.4971754294572
2008-08-15,799.312421295705
2008-08-18,802.1692834506323
2008-08-19,785.7445024539417
2008-08-20,787.321869183926
2008-08-21,783.3660690069951
2008-08-22,788.0915825524569
2008-08-25,790.9400922733952
2008-08-26,790.9193553077863
2008-08-27,790.8694247947324
2008-08-28,798.5061558233236
2008-08-29,806.6724674142143
2008-09-01,802.1615525237659
2008-09-02,802.5877439488264
2008-09-03,797.4601427635655
2008-09-04,782.6656460874187
2008-09-05,770.7797338954338
2008-09-08,794.900513780232
2008-09-09,785.1013102423556
2008-09-10,784.4575989372539
2008-09-11,779.1301089908484
2008-09-12,787.266187561962
2008-09-15,769.8562085346022
2008-09-16,751.7717063134183
2008-09-17,740.3843070724112
2008-09-18,734.3822626123432
2008-09-19,781.9386832577314
2008-09-22,775.8231012371989
2008-09-23,764.2036162429584
2008-09-24,764.4303391803892
2008-09-25,769.5785022965948
2008-09-26,759.3358274174388
2008-09-29,731.404073783007
2008-09-30,732.3730480930607
2008-10-01,742.7992021928393
2008-10-02,728.020274220221
2008-10-03,730.7685329532886
2008-10-06,690.6281603210564
2008-10-07,683.2203771911927
2008-10-08,644.8373372051082
2008-10-09,636.9716098067311
2008-10-10,591.2999785884043
2008-10-13,630.4375519403005
2008-10-14,663.7053420641828
2008-10-15,634.4869522989812
2008-10-16,599.6147838359003
2008-10-17,615.9749894668789
2008-10-20,640.9120271787649
2008-10-21,644.8813001681788
2008-10-22,616.5166678628228
2008-10-23,610.4570528117265
2008-10-24,584.1241169053394
2008-10-27,558.3203070603001
2008-10-28,565.518470965559
2008-10-29,599.8656137595993
2008-10-30,625.0784739604642
2008-10-31,632.2689579206195
2008-11-03,638.1942047852224
2008-11-04,667.5329270775912
2008-11-05,666.8210580114038
2008-11-06,638.1189938693552
2008-11-07,638.8958300633537
2008-11-10,648.0875889658284
2008-11-11,626.4512206352167
2008-11-12,611.8459154935877
2008-11-13,600.4488582569628
2008-11-14,603.32314940156
2008-11-17,591.1990618424231
2008-11-18,585.82635611051
2008-11-19,569.6001918684602
2008-11-20,544.202046002426
2008-11-21,545.5820787133973
2008-11-24,567.999724141541
2008-11-25,576.1913691410128
2008-11-26,574.6220612778835
2008-11-27,585.5596445573835
2008-11-28,599.5629459825936
2008-12-01,575.4699306079568
2008-12-02,567.9837520148682
2008-12-03,573.5033556666133
2008-12-04,566.7872964483881
2008-12-05,555.2059695061444
2008-12-08,581.1407488207461
2008-12-09,586.4443634506077
2008-12-10,588.6444688986896
2008-12-11,585.4845521546038
2008-12-12,566.8392143308768
2008-12-15,568.6277382735552
2008-12-16,568.8183974045489
2008-12-17,565.3716054116932
2008-12-18,562.596354212864
2008-12-19,570.581815772889
2008-12-22,563.8296361171572
2008-12-23,563.4708288872912
2008-12-24,558.9698372140787
2008-12-25,560.8983387601463
2008-12-26,560.8431496306135
2008-12-29,565.2989002051931
2008-12-30,574.2102498035921
2008-12-31,580.9204717839766
2009-01-01,580.9204717839766
2009-01-02,592.3469499713664
2009-01-05,607.3405001026214
2009-01-06,621.9570004406697
2009-01-07,617.3897417482935
2009-01-08,610.2591741190834
2009-01-09,612.1230795816389
2009-01-12,606.3261261800011
2009-01-13,594.6240435080196
2009-01-14,580.7218403995873
2009-01-15,572.1562747551154
2009-01-16,575.9194313604594
2009-01-19,571.6389198312563
2009-01-20,561.5818812788904
2009-01-21,561.6797758281983
2009-01-22,556.9445838513439
2009-01-23,550.6362918756947
2009-01-26,552.9159397961972
2009-01-27,561.0498836117807
2009-01-28,572.4580790185341
2009-01-29,570.1885227073184
2009-01-30,570.3609724296548
2009-02-02,556.3567408141299
2009-02-03,561.5486070533087
2009-02-04,571.4206981619302
2009-02-05,571.1431081988281
2009-02-06,580.1228774757592
2009-02-09,579.7343287134184
2009-02-10,569.0719670414483
2009-02-11,569.6379380802708
2009-02-12,564.1217681922443
2009-02-13,563.9448540843689
2009-02-16,560.2555890413214
2009-02-17,547.8264088216148
2009-02-18,542.2076714831352
2009-02-19,539.6180949739522
2009-02-20,525.4742430194959
2009-02-23,519.234623847087
2009-02-24,513.4534094548583
2009-02-25,516.242052585464
2009-02-26,522.320287607316
2009-02-27,520.8740057744551
2009-03-02,499.2969611156331
2009-03-03,492.84544738309864
2009-03-04,503.8123985258981
2009-03-05,494.24717841793705
2009-03-06,484.60322797645864
2009-03-09,478.8893612288281
2009-03-10,495.016905221573
2009-03-11,503.0412571163065
2009-03-12,500.201985455477
2009-03-13,509.8691178597189
2009-03-16,519.1356563701495
2009-03-17,524.0087349290843
2009-03-18,522.0867305380527
2009-03-19,523.8731460939534
2009-03-20,524.2530788295257
2009-03-23,539.9624938584844
2009-03-24,546.0008993641436
2009-03-25,547.1053002995573
2009-03-26,549.4577468627803
2009-03-27,550.1213533286027
2009-03-30,532.5698787664305
2009-03-31,537.7035504708228
2009-04-01,548.9447826425339
2009-04-02,569.6749183248934
2009-04-03,568.5114568858644
