Date,EMU SRI
2007-09-28,1000.0
2007-10-01,1010.0116389160147
2007-10-02,1018.0667057021687
2007-10-03,1019.0550615432583
2007-10-04,1016.2573652693286
2007-10-05,1024.042519386475
2007-10-08,1020.0341087083821
2007-10-09,1024.6677949381547
2007-10-10,1023.2299111166866
2007-10-11,1026.5968032275434
2007-10-12,1027.971377001809
2007-10-15,1013.4480349356342
2007-10-16,1008.3305219587156
2007-10-17,1011.8918175308102
2007-10-18,1006.5679909062542
2007-10-19,1003.5005372847388
2007-10-22,990.8120817557879
2007-10-23,999.1875250085483
2007-10-24,993.0654470810322
2007-10-25,1005.5974393558209
2007-10-26,1008.9814260903709
2007-10-29,1016.3056096026492
2007-10-30,1014.7238924164911
2007-10-31,1022.4251085592458
2007-11-01,1008.2177368249739
2007-11-02,1009.3287653107724
2007-11-05,1006.1655673431218
2007-11-06,1008.7970699700169
2007-11-07,999.6540743045557
2007-11-08,987.3540384328543
2007-11-09,972.935171498281
2007-11-12,978.0399335313294
2007-11-13,981.7016120595391
2007-11-14,988.7268458184453
2007-11-15,981.709064443813
2007-11-16,979.8376063663125
2007-11-19,962.6362239475849
2007-11-20,972.606637434745
2007-11-21,948.9810222202615
2007-11-22,948.9099312600332
2007-11-23,965.3848629613831
2007-11-26,959.3702272317479
2007-11-27,958.5635285274733
2007-11-28,978.9809457352359
2007-11-29,982.8593188888664
2007-11-30,996.1171697202547
2007-12-03,995.9691314062911
2007-12-04,986.1563424685547
2007-12-05,1000.0640027125891
2007-12-06,998.0680514985273
2007-12-07,1006.2108156198
2007-12-10,1010.4994515859147
2007-12-11,1005.9137388326352
2007-12-12,1007.4773524792025
2007-12-13,987.1065901236492
2007-12-14,991.5786726329901
2007-12-17,975.244519997393
2007-12-18,977.2321213810748
2007-12-19,972.3135449726221
2007-12-20,972.637471444574
2007-12-21,984.7672309232247
2007-12-24,986.2167151429894
2007-12-25,986.2167151429894
2007-12-26,986.2167151429894
2007-12-27,987.3289658579074
