Date,EAFE ex UK SRI
2007-09-28,1000.0
2007-10-01,1006.632557225782
2007-10-02,1018.875639961403
2007-10-03,1020.041246372656
2007-10-04,1016.5904331224245
2007-10-05,1021.5798024694242
2007-10-08,1020.46960965069
2007-10-09,1026.7419476150428
2007-10-10,1024.5627236221055
2007-10-11,1027.5503202325149
2007-10-12,1025.8528759945577
2007-10-15,1015.1398218394997
2007-10-16,1004.9260278296707
2007-10-17,1002.3746334076351
2007-10-18,1003.1390834224094
2007-10-19,997.2502166565181
2007-10-22,985.6481408507995
2007-10-23,993.0546623135916
2007-10-24,989.3044195538876
2007-10-25,992.4557025518304
2007-10-26,1000.3278288560076
2007-10-29,1009.1567321565078
2007-10-30,1006.5944561923841
2007-10-31,1012.7403133144683
2007-11-01,1010.3354138883127
2007-11-02,1000.9377384799146
2007-11-05,995.2723136946419
2007-11-06,996.8821822285738
2007-11-07,991.262124543061
2007-11-08,976.4611057399785
2007-11-09,967.2410818456843
2007-11-12,963.9503998239763
2007-11-13,964.1075958036671
2007-11-14,974.5929852701788
2007-11-15,970.2627950031937
2007-11-16,962.0806542517315
2007-11-19,950.1148588174254
2007-11-20,955.1067053545762
2007-11-21,936.4553062449695
2007-11-22,935.9603105992202
2007-11-23,947.6144879127735
2007-11-26,951.1656847848124
2007-11-27,951.2407344541571
2007-11-28,961.9778368744228
2007-11-29,973.2499483581546
2007-11-30,983.0276940504132
2007-12-03,984.16735445946
2007-12-04,975.0403776781569
2007-12-05,986.3258043097615
2007-12-06,991.3617413828135
2007-12-07,996.2008917507956
2007-12-10,997.1315624160027
2007-12-11,998.6508902434017
2007-12-12,995.6751109644574
2007-12-13,977.2288224699187
2007-12-14,975.5883117390063
2007-12-17,958.4045540756794
2007-12-18,957.8181474291638
2007-12-19,952.2334093238904
2007-12-20,954.4130060259577
2007-12-21,962.4562524992705
2007-12-24,962.3238804022789
2007-12-25,967.3569076006946
2007-12-26,968.3660048432614
2007-12-27,966.195019408407
2007-12-28,961.1308693334307
2007-12-31,967.4949136817245
2008-01-01,967.4949136817245
2008-01-02,963.0208087353371
2008-01-03,957.2222249164897
2008-01-04,936.6515593661885
2008-01-07,930.4714239158064
2008-01-08,938.2003624977601
2008-01-09,937.4859440167593
2008-01-10,929.0130441269415
2008-01-11,921.4745045697944
2008-01-14,925.9334718795287
2008-01-15,905.587343950425
2008-01-16,890.2176008658821
2008-01-17,894.4906495282146
2008-01-18,890.9523445144022
2008-01-21,853.2775623070263
2008-01-22,837.3833990159939
2008-01-23,832.6359074132773
2008-01-24,861.6327899302999
2008-01-25,877.6022123552112
2008-01-28,861.9550933141446
2008-01-29,875.8180506572053
2008-01-30,868.7953101098364
2008-01-31,874.0505725703475
2008-02-01,886.6148335725419
2008-02-04,892.5841603378672
2008-02-05,873.0279680535973
2008-02-06,862.7854942154758
2008-02-07,857.6110826680894
2008-02-08,851.9913511511255
2008-02-11,847.906500162743
2008-02-12,861.6151070340866
2008-02-13,861.9567673367163
2008-02-14,874.0933831555367
2008-02-15,863.0906922875907
2008-02-18,870.4013099228814
2008-02-19,876.5896100714558
2008-02-20,861.6804739352548
2008-02-21,871.7266918070155
2008-02-22,863.9487478531548
2008-02-25,878.2288243725601
2008-02-26,886.794738031196
2008-02-27,892.0225753681341
2008-02-28,879.6783888490492
2008-02-29,869.6518341686003
2008-03-03,852.4259469189531
2008-03-04,843.0686566979881
2008-03-05,846.8332691774181
2008-03-06,844.0305895640449
2008-03-07,827.6297101056883
2008-03-10,818.3705178375005
2008-03-11,826.8004695154304
2008-03-12,835.2597294559058
2008-03-13,820.2661943951427
2008-03-14,815.2784508080446
2008-03-17,789.5231791674364
2008-03-18,804.2809630444442
2008-03-19,811.3839092224121
2008-03-20,810.4076534307867
2008-03-21,814.7615708797323
2008-03-24,811.6676790121595
2008-03-25,834.0789747569711
2008-03-26,833.991628517838
2008-03-27,835.8082636466465
2008-03-28,838.861830666376
2008-03-31,830.8351608442777
2008-04-01,846.444513680145
2008-04-02,864.4995794141905
2008-04-03,866.5956183670348
2008-04-04,865.8487708051408
2008-04-07,871.7987948191619
2008-04-08,861.9622425565045
2008-04-09,850.3812969877773
2008-04-10,846.9358213183895
2008-04-11,846.4214200326093
2008-04-14,832.1727312604335
2008-04-15,833.0155539606845
2008-04-16,841.5947348968268
2008-04-17,840.7563296780417
2008-04-18,850.0047699096642
2008-04-21,856.5540863032124
2008-04-22,847.180374930301
2008-04-23,851.1408383084444
2008-04-24,851.5594616593037
2008-04-25,866.1884623459823
2008-04-28,873.1802856670247
2008-04-29,870.9330605510995
2008-04-30,875.6937189915427
2008-05-01,876.3071176069452
2008-05-02,892.4713868630924
2008-05-05,891.6862453619229
2008-05-06,886.586674303936
2008-05-07,892.5425238140223
2008-05-08,890.6952590380031
2008-05-09,879.4121584489159
2008-05-12,880.3052004077304
2008-05-13,885.5367599650754
2008-05-14,888.661366445189
2008-05-15,896.8517339448798
2008-05-16,899.6352201092056
2008-05-19,904.4724934877047
2008-05-20,892.7426456065446
2008-05-21,882.1623131079078
2008-05-22,881.739515353371
2008-05-23,872.7685687271457
2008-05-26,863.4563341846057
2008-05-27,867.2130389277777
2008-05-28,869.8915824257232
2008-05-29,878.6006722822176
2008-05-30,888.2805442069672
2008-06-02,889.3611399947949
2008-06-03,887.0408177079365
2008-06-04,889.7942943678546
2008-06-05,880.800287918141
2008-06-06,870.8051274810472
2008-06-09,857.6564704677953
2008-06-10,848.8938496239939
2008-06-11,844.6034118861071
2008-06-12,838.8435864040183
2008-06-13,845.3328323021144
2008-06-16,845.6648574454875
2008-06-17,847.2347271257486
2008-06-18,841.9755406661964
2008-06-19,830.7295828517969
2008-06-20,816.6240616381504
2008-06-23,814.8606801366863
2008-06-24,810.189934075204
2008-06-25,815.7961778052347
2008-06-26,803.6907369048298
2008-06-27,795.0346030319436
2008-06-30,795.9516700873301
2008-07-01,783.2593775388023
2008-07-02,775.9721853387316
2008-07-03,779.4704279982897
2008-07-04,774.873986034538
2008-07-07,778.4850046843527
2008-07-08,765.0732158966481
2008-07-09,775.2947349496696
2008-07-10,768.6682126647268
2008-07-11,754.1506221419617
2008-07-14,755.1151768781025
2008-07-15,741.7276755562501
2008-07-16,747.531873569997
2008-07-17,761.8010584320385
2008-07-18,765.1041445806244
2008-07-21,768.6934630584166
2008-07-22,773.1159634082471
2008-07-23,785.3236241905429
2008-07-24,788.6881167794608
2008-07-25,776.0686756046344
2008-07-28,768.0504918731523
2008-07-29,763.6301283476878
2008-07-30,772.6523005206816
2008-07-31,775.7616086470039
2008-08-01,766.1134834464007
2008-08-04,756.4894236590895
2008-08-05,770.1339144932697
2008-08-06,780.1671474246867
2008-08-07,774.7173062358053
2008-08-08,782.0789130460637
2008-08-11,795.3634178598219
2008-08-12,794.8114330444309
2008-08-13,780.0280392879354
2008-08-14,774.9414413318623
2008-08-15,782.1106153889474
2008-08-18,786.0441264711268
2008-08-19,769.5625854301294
2008-08-20,767.989958003248
2008-08-21,759.2868276055385
2008-08-22,763.1294879350098
2008-08-25,768.0260815835454
2008-08-26,768.1621466565883
2008-08-27,766.2498604476311
2008-08-28,774.0248907792097
2008-08-29,784.8230289159152
2008-09-01,781.5386145328702
2008-09-02,786.6076775816433
2008-09-03,783.842696845136
2008-09-04,769.9522204890134
2008-09-05,755.1608721564254
2008-09-08,779.8374774463073
2008-09-09,772.1786596912724
2008-09-10,770.6241857841286
2008-09-11,761.724172204209
2008-09-12,766.5653414881158
2008-09-15,753.2692304962555
2008-09-16,734.47098818754
2008-09-17,724.3336097556477
2008-09-18,714.5541708325335
2008-09-19,754.3215231176035
2008-09-22,752.0494363437059
2008-09-23,743.0733681029179
2008-09-24,743.5271923411776
2008-09-25,749.8586722599708
2008-09-26,741.9814806496591
2008-09-29,721.079723772799
2008-09-30,713.5824121039433
2008-10-01,726.4897195057669
2008-10-02,718.71156200304
2008-10-03,721.5204963273446
2008-10-06,685.3501458305221
2008-10-07,674.4097464712851
2008-10-08,632.3361707770351
2008-10-09,629.0700202091791
2008-10-10,585.943046842643
2008-10-13,621.8220319299459
2008-10-14,654.5972251579705
2008-10-15,634.6131479464649
2008-10-16,597.4286336627465
2008-10-17,613.6521057859823
2008-10-20,635.6013650749142
2008-10-21,645.0147536867661
2008-10-22,621.0741964903625
2008-10-23,613.8251858836092
2008-10-24,586.5884869936554
2008-10-27,561.765456589513
2008-10-28,565.1696601995005
2008-10-29,595.2009724107196
2008-10-30,619.6570689283132
2008-10-31,623.0019182763328
2008-11-03,631.2260969126381
2008-11-04,657.7948180990281
2008-11-05,662.0938521989652
2008-11-06,632.0260332052552
2008-11-07,631.1777576752351
2008-11-10,644.1974403851564
2008-11-11,622.4264488506152
2008-11-12,615.1675868133394
2008-11-13,600.5304651490962
2008-11-14,607.0291903641387
2008-11-17,595.0198835083211
2008-11-18,585.4370581922012
2008-11-19,570.828387109676
2008-11-20,551.0411429739718
2008-11-21,550.4756971895304
2008-11-24,569.1948430077883
2008-11-25,578.8563651537996
2008-11-26,575.6203732567258
2008-11-27,585.6151692609417
2008-11-28,595.6945047122125
2008-12-01,581.0544774606667
2008-12-02,572.013826355718
2008-12-03,580.1642031353998
2008-12-04,574.6309003174574
2008-12-05,562.6104197035679
2008-12-08,586.2036040482238
2008-12-09,592.2150465709248
2008-12-10,594.0765278613043
2008-12-11,591.1020216288605
2008-12-12,571.1782066479051
2008-12-15,572.9668378627097
2008-12-16,571.8553621618637
2008-12-17,571.0901009501355
2008-12-18,570.4134646503683
2008-12-19,579.7564685804313
2008-12-22,575.5206738946283
2008-12-23,574.4028031511314
2008-12-24,569.6605356373084
2008-12-25,572.1697786985034
2008-12-26,573.2072666317534
2008-12-29,576.7846202055629
2008-12-30,585.263101071525
2008-12-31,590.2289247402562
2009-01-01,590.2289247402562
2009-01-02,599.3473228210177
2009-01-05,610.1317282625005
2009-01-06,619.4636060675834
2009-01-07,619.8904070191397
2009-01-08,611.5459741222334
2009-01-09,613.5480983682576
2009-01-12,611.4065711394294
2009-01-13,597.1733311423008
2009-01-14,587.8600661503251
2009-01-15,575.4898630400654
2009-01-16,578.876940835481
2009-01-19,576.6291641802601
2009-01-20,568.7623181066825
2009-01-21,568.9153633279876
2009-01-22,564.4026662995595
2009-01-23,553.7272634731047
2009-01-26,554.0641364922508
2009-01-27,563.5233131325251
2009-01-28,572.4376206416408
2009-01-29,571.5502812891153
2009-01-30,569.140285942231
2009-02-02,556.693375996352
2009-02-03,560.7240112241154
2009-02-04,567.0684757874635
2009-02-05,562.2903626371457
2009-02-06,570.9757404613529
2009-02-09,569.4633497588244
2009-02-10,561.5142286028292
2009-02-11,563.7173189392099
2009-02-12,557.0691344219537
2009-02-13,557.0132158632656
2009-02-16,553.8046260503032
2009-02-17,540.7264993172873
2009-02-18,535.4840723491525
2009-02-19,533.2435159611334
2009-02-20,518.1588340650746
2009-02-23,512.0209392793092
2009-02-24,504.1347000769135
2009-02-25,507.4115117945169
2009-02-26,509.7703781724283
2009-02-27,510.38729213617813
2009-03-02,492.13448170300023
2009-03-03,486.8662965531261
2009-03-04,495.0677437255392
2009-03-05,486.916248025079
2009-03-06,475.82640724434657
2009-03-09,471.48390876761175
2009-03-10,485.3888276833725
2009-03-11,495.40645235047435
2009-03-12,490.7355487903672
2009-03-13,500.01424733797154
2009-03-16,509.28985047836875
2009-03-17,513.8288293407219
2009-03-18,514.3417629917128
2009-03-19,516.6704841945038
2009-03-20,514.9819989530313
2009-03-23,529.194778053137
2009-03-24,535.4875091622953
2009-03-25,539.9122451034535
2009-03-26,544.4788715543078
2009-03-27,545.5501422104171
2009-03-30,528.8248821990749
2009-03-31,529.4135358953635
2009-04-01,540.1414953499177
2009-04-02,560.3927962863121
2009-04-03,559.8300183515593
2009-04-06,558.247985456224
2009-04-07,558.250855278648
2009-04-08,555.6117520936763
2009-04-09,572.0920999696626
2009-04-10,573.6735025365723
2009-04-13,572.5687615737121
2009-04-14,581.2285574945956
2009-04-15,577.7881254076011
2009-04-16,582.7998647757657
2009-04-17,594.8015569528171
2009-04-20,587.7791627519574
2009-04-21,582.728158675891
2009-04-22,583.9364042707051
2009-04-23,586.0413868318328
2009-04-24,590.2210046198187
2009-04-27,596.0764584369223
2009-04-28,585.5674710876671
2009-04-29,587.7607835240105
2009-04-30,598.7523804497025
2009-05-01,598.0023070620027
2009-05-04,607.7165234349847
2009-05-05,608.1605527256293
2009-05-06,617.4266027673254
2009-05-07,627.0698672545254
2009-05-08,634.7732500421608
2009-05-11,630.1403173225655
2009-05-12,627.757492072988
2009-05-13,619.6800730066876
2009-05-14,612.2476721993692
2009-05-15,622.4841493775796
2009-05-18,625.6639479822838
2009-05-19,635.647568363742
2009-05-20,637.7888206893956
2009-05-21,629.3710516931259
2009-05-22,624.2771356106982
2009-05-25,624.6531932535007
2009-05-26,626.2456879483641
2009-05-27,631.2108344875683
2009-05-28,624.0460735872132
2009-05-29,625.3842007340029
2009-06-01,636.0461814109685
2009-06-02,638.0636322573278
2009-06-03,634.9368063427872
2009-06-04,630.2803402112539
2009-06-05,632.6709299615566
2009-06-08,631.3623939211649
2009-06-09,630.920250960094
2009-06-10,639.7904963739323
2009-06-11,644.0820097133421
2009-06-12,646.1532377718056
2009-06-15,636.356155518099
2009-06-16,628.9751325600381
2009-06-17,622.9089388946201
2009-06-18,620.3713213515143
2009-06-19,625.8040035635054
2009-06-22,618.1159022689998
2009-06-23,608.8845364986796
2009-06-24,619.4462220911939
2009-06-25,622.4299502316509
2009-06-26,625.3108358513805
2009-06-29,628.7704346448076
2009-06-30,629.2274048478063
2009-07-01,632.0805401346468
2009-07-02,624.3480128167615
2009-07-03,622.7390479680283
2009-07-06,620.2338170887441
2009-07-07,615.8736727397719
2009-07-08,610.6020120387635
2009-07-09,610.2609384320599
2009-07-10,607.0980482584878
2009-07-13,606.6018120028899
2009-07-14,617.8560884364048
2009-07-15,624.9827498059027
2009-07-16,630.0148349624283
2009-07-17,632.4062610956621
2009-07-20,634.9666828165736
2009-07-21,646.0505720160645
2009-07-22,648.7411811864822
2009-07-23,653.9207041217765
2009-07-24,658.9427371834104
2009-07-27,662.6080352346713
2009-07-28,665.7736068114871
2009-07-29,669.8464486096601
2009-07-30,681.4435164160028
2009-07-31,687.0595210121498
2009-08-03,689.7206423876237
2009-08-04,689.2470102239481
2009-08-05,685.345231429738
2009-08-06,689.5236461625781
2009-08-07,691.4834546886809
2009-08-10,695.0746347734389
2009-08-11,694.1001541075065
2009-08-12,693.2652217724512
2009-08-13,702.8494344510544
2009-08-14,704.1643297478281
2009-08-17,690.6007842886088
2009-08-18,693.4021168686617
2009-08-19,690.813585904708
2009-08-20,697.9861631935756
2009-08-21,701.4063997344754
2009-08-24,714.6951415492671
2009-08-25,717.0500286023462
2009-08-26,719.4040759103865
2009-08-27,717.3387743834327
2009-08-28,722.3672974725607
2009-08-31,718.0085859905455
2009-09-01,714.2474516119145
2009-09-02,707.1090315753602
2009-09-03,705.102898970919
2009-09-04,709.8666330955332
2009-09-07,717.9919883529459
2009-09-08,720.2892731285694
2009-09-09,721.9708091063859
2009-09-10,726.630299793163
2009-09-11,730.8920596588879
2009-09-14,722.8824557777932
2009-09-15,723.6172753357897
2009-09-16,732.0576115614192
2009-09-17,735.4373282059436
2009-09-18,734.2557376848422
2009-09-21,728.9284236541199
2009-09-22,732.5208564341254
2009-09-23,734.29046556965
2009-09-24,732.0301663693461
2009-09-25,730.8276612958548
2009-09-28,734.8953819087643
2009-09-29,736.2432236640018
2009-09-30,736.8046654344646
2009-10-01,725.956340612446
2009-10-02,709.6612996569745
2009-10-05,710.1883812738832
2009-10-06,722.6724001048425
2009-10-07,727.8442328675129
2009-10-08,737.26788884301
2009-10-09,737.7721407734691
2009-10-12,741.5860400760133
2009-10-13,739.1384313665637
2009-10-14,746.7030924906735
2009-10-15,745.2563176157747
2009-10-16,740.330903973995
2009-10-19,746.36065934301
2009-10-20,746.5907938369702
2009-10-21,744.4944674084871
2009-10-22,735.9600310278123
2009-10-23,732.9337705184525
2009-10-26,730.5942361886943
2009-10-27,726.365518620953
2009-10-28,714.4145484411227
2009-10-29,717.3590154014315
2009-10-30,716.2667706501182
2009-11-02,709.9776001649132
2009-11-03,706.7512539868172
2009-11-04,711.2647454562484
2009-11-05,712.4450689936148
2009-11-06,717.4941500631422
2009-11-09,726.1719369115709
2009-11-10,728.1674100619593
2009-11-11,731.9714981932742
2009-11-12,731.5230709538282
2009-11-13,732.8855347072612
2009-11-16,736.4317360819012
2009-11-17,733.6527545546462
2009-11-18,731.1817016930393
2009-11-19,721.1141426322615
2009-11-20,717.6176687981216
2009-11-23,724.9705214569183
2009-11-24,720.2886576870078
2009-11-25,724.0977875563017
2009-11-26,710.8822567172043
2009-11-27,707.520891682781
2009-11-30,714.0567854830883
2009-12-01,727.4316081200467
2009-12-02,728.7163692741251
2009-12-03,733.77005804675
2009-12-04,736.874487996581
2009-12-07,737.9289146231467
2009-12-08,735.1961994990762
2009-12-09,726.9374253490727
2009-12-10,728.7887014753641
2009-12-11,732.35428291332
2009-12-14,737.6172622912193
2009-12-15,735.6664402361127
2009-12-16,741.7561533702003
2009-12-17,738.6033546185492
2009-12-18,735.2604087728823
2009-12-21,739.1070819767062
2009-12-22,746.4914894653606
2009-12-23,747.6481185115724
2009-12-24,750.4555391392648
2009-12-25,749.112188383534
2009-12-28,753.002033721054
2009-12-29,755.455746868111
2009-12-30,751.5129866456899
2009-12-31,751.6054963350522
2010-01-01,751.6054963350522
2010-01-04,762.5897934438455
2010-01-05,766.9156252348143
2010-01-06,768.6611331758284
2010-01-07,769.0572223056562
2010-01-08,773.4602246317025
2010-01-11,773.6961573192046
2010-01-12,773.163417351214
2010-01-13,771.6856018599169
2010-01-14,780.8723422833397
2010-01-15,779.715599558354
2010-01-18,780.0585032246038
2010-01-19,780.8079515196426
2010-01-20,773.8311045088046
2010-01-21,772.7717856018927
2010-01-22,764.7220628239561
2010-01-25,759.8855951193899
2010-01-26,759.1110696994444
2010-01-27,751.1232135758598
2010-01-28,750.1506888073384
2010-01-29,748.6817467570294
2010-02-01,750.9489091328669
2010-02-02,758.5187732650917
2010-02-03,757.6848240397136
2010-02-04,746.2867449641108
2010-02-05,734.9048872571349
2010-02-08,734.4323494222775
2010-02-09,732.718436298755
2010-02-10,737.1178589249107
2010-02-11,741.2600211470888
2010-02-12,740.8911528063805
2010-02-15,740.0052887220667
2010-02-16,743.2510583272403
2010-02-17,756.4465930370527
2010-02-18,758.8328360496942
2010-02-19,756.9717494784333
2010-02-22,763.9402656662153
2010-02-23,759.31380111439
2010-02-24,753.6644544977275
2010-02-25,748.3389246495127
2010-02-26,753.3592646005575
2010-03-01,766.756489436505
2010-03-02,772.1347394177477
2010-03-03,774.9341813027506
2010-03-04,774.8586671404066
2010-03-05,783.3859388718852
2010-03-08,788.8170993667218
2010-03-09,791.8605629286681
2010-03-10,792.2749726542028
2010-03-11,791.7058970446211
2010-03-12,791.2066154300994
2010-03-15,791.5822022953591
2010-03-16,793.1200353317197
2010-03-17,802.5316411632353
2010-03-18,801.553651195868
2010-03-19,805.8911390016542
2010-03-22,804.9252106201686
2010-03-23,809.3495942570561
2010-03-24,810.2242136889951
2010-03-25,812.9154705245596
2010-03-26,814.4915254420772
2010-03-29,815.9079654705845
2010-03-30,818.9313251723703
2010-03-31,812.8831626855902
2010-04-01,820.8760082988518
2010-04-02,822.0633994048393
2010-04-05,822.7905780775612
2010-04-06,829.5397305297479
2010-04-07,831.795176640497
2010-04-08,825.965485735787
2010-04-09,830.254068311377
2010-04-12,828.0208231096606
2010-04-13,825.454689111865
2010-04-14,829.9172945418425
2010-04-15,836.9576542207889
2010-04-16,829.6133347567038
2010-04-19,822.0969680121334
2010-04-20,828.5118532216586
2010-04-21,831.4824787221918
2010-04-22,824.9991775447817
2010-04-23,822.3700681146124
2010-04-26,832.4039482926389
2010-04-27,821.5162858318154
2010-04-28,808.0112134132482
2010-04-29,814.9113177966443
2010-04-30,814.8899062929926
2010-05-03,817.3113294721215
2010-05-04,804.1401684821346
2010-05-05,798.9820567312971
2010-05-06,788.0669316983566
2010-05-07,769.6591357114243
2010-05-10,796.8886078272562
2010-05-11,796.8237559610176
2010-05-12,802.7856707816366
2010-05-13,814.1228372103105
2010-05-14,798.1278832260114
2010-05-17,790.4116613074181
2010-05-18,793.7962831050312
2010-05-19,777.5862595095168
2010-05-20,764.67350931333
2010-05-21,753.0434692825485
2010-05-24,760.0583041556806
2010-05-25,743.1142355798008
2010-05-26,753.0738072875425
2010-05-27,769.017538849403
2010-05-28,771.0552174827181
2010-05-31,771.652939119514
2010-06-01,769.3535134280895
2010-06-02,766.7531633459045
2010-06-03,781.9955329657276
2010-06-04,776.8496728004741
2010-06-07,762.8911702155558
2010-06-08,761.6877416769387
2010-06-09,764.9198880637466
2010-06-10,775.5796035981773
2010-06-11,783.2973545585319
2010-06-14,789.8558447171665
2010-06-15,793.5144381181565
2010-06-16,797.7343328415219
2010-06-17,796.1773827548353
2010-06-18,799.1303347083156
2010-06-21,811.1345372165903
2010-06-22,808.7993307678535
2010-06-23,799.7057488655995
2010-06-24,789.4526096272357
2010-06-25,783.7688936288242
2010-06-28,785.4804515401055
2010-06-29,771.8450517313946
2010-06-30,764.9597824256183
2010-07-01,748.1636984592252
2010-07-02,745.501144306981
2010-07-05,746.9357901464459
2010-07-06,761.7621372057853
2010-07-07,767.3065091738766
