Date,WORLD ex EUROPE SRI
2007-09-28,1000.0
2007-10-01,1008.8927443442515
2007-10-02,1016.6406299081402
2007-10-03,1013.5559107028035
2007-10-04,1014.0498607581776
2007-10-05,1023.0806251479141
2007-10-08,1026.225927910211
2007-10-09,1032.7984288737505
2007-10-10,1025.7020300693835
2007-10-11,1018.7980753338156
2007-10-12,1023.5563419589288
2007-10-15,1012.4750415082023
2007-10-16,1007.3401134494468
2007-10-17,1003.7058898836881
2007-10-18,1003.9299160888363
2007-10-19,987.8261656996434
2007-10-22,994.2460506265463
2007-10-23,996.3046260642064
2007-10-24,995.9820892375583
2007-10-25,991.2445655930399
2007-10-26,1000.1456796203713
2007-10-29,1007.5196959804796
2007-10-30,1001.0958107845198
2007-10-31,1009.0673529599534
2007-11-01,997.8940787217992
2007-11-02,993.101789276328
2007-11-05,989.8063036677792
2007-11-06,993.5921448147993
2007-11-07,968.9134805942793
2007-11-08,957.9977781670183
2007-11-09,946.4005081449853
2007-11-12,945.6780756914842
2007-11-13,959.4057702164632
2007-11-14,955.5393663342645
2007-11-15,949.551549560956
2007-11-16,951.2841290661423
2007-11-19,939.4341195440144
2007-11-20,933.3000243010861
2007-11-21,915.9373816400604
2007-11-22,913.7307025608809
2007-11-23,927.083694717767
2007-11-26,917.8920514570091
2007-11-27,927.0168010757798
2007-11-28,949.8758479590387
2007-11-29,955.4133057013025
2007-11-30,963.782875008985
2007-12-03,963.213592343858
2007-12-04,953.5475891812249
2007-12-05,968.8631982301305
2007-12-06,983.4967022387723
2007-12-07,980.0983892641495
2007-12-10,981.6225714578311
2007-12-11,970.393144242545
2007-12-12,973.4669011051847
2007-12-13,973.2922060167182
2007-12-14,970.0342399049604
2007-12-17,958.4610972183023
2007-12-18,959.4839619525168
2007-12-19,958.1695953694987
2007-12-20,964.5035899328491
2007-12-21,974.9604432125651
2007-12-24,978.8691747560565
2007-12-25,982.2710561466653
2007-12-26,977.1060856341326
2007-12-27,963.3686975990373
2007-12-28,954.2867990810903
2007-12-31,957.1978658506779
2008-01-01,957.1978658506779
2008-01-02,942.0145528275929
2008-01-03,941.1454512543179
2008-01-04,914.9331875141726
2008-01-07,914.2340877932793
2008-01-08,905.6416422138317
2008-01-09,917.9935631168962
2008-01-10,916.4756176146898
2008-01-11,900.3306671811018
2008-01-14,904.0889801356396
