Date,WORLD SRI
2007-09-28,1170.068100614848
2007-10-01,1180.9915265724244
2007-10-02,1188.8860695984965
2007-10-03,1186.855482568227
2007-10-04,1186.903973497735
2007-10-05,1196.1402009514832
2007-10-08,1197.4955114670809
2007-10-09,1205.5250670668363
2007-10-10,1200.5016377840673
2007-10-11,1197.0291392607455
2007-10-12,1200.4720669757057
2007-10-15,1186.9078463244018
2007-10-16,1180.1842086331176
2007-10-17,1179.4555940310315
2007-10-18,1176.161716382894
2007-10-19,1161.4149022621773
2007-10-22,1160.5550516584385
2007-10-23,1166.9825931476694
2007-10-24,1163.9565241253924
2007-10-25,1164.9908303973705
2007-10-26,1173.4252440131927
2007-10-29,1181.3275772600182
2007-10-30,1175.357818741893
2007-10-31,1185.50595116818
2007-11-01,1170.917574771618
2007-11-02,1166.2086598546518
2007-11-05,1160.8432238301764
2007-11-06,1165.5046144461382
2007-11-07,1142.6802663315957
2007-11-08,1132.6473719110109
2007-11-09,1117.6572490925337
2007-11-12,1117.823273435602
2007-11-13,1128.8087027994466
2007-11-14,1128.71076828102
2007-11-15,1119.6809382346546
2007-11-16,1119.1109126762155
2007-11-19,1101.1162531340067
2007-11-20,1101.9357810913455
2007-11-21,1079.1344961109216
2007-11-22,1079.7870125717445
2007-11-23,1096.5781313045477
2007-11-26,1087.2052035313604
2007-11-27,1092.8681561851033
2007-11-28,1119.6658550657512
2007-11-29,1125.6673680828442
2007-11-30,1137.926863656657
2007-12-03,1136.6500957258625
2007-12-04,1124.438950480053
2007-12-05,1142.118467885232
2007-12-06,1151.6956244861033
2007-12-07,1152.945670962387
2007-12-10,1156.6946216637477
2007-12-11,1146.7063864495242
2007-12-12,1149.557547839895
2007-12-13,1140.3688357016993
2007-12-14,1139.690109176071
2007-12-17,1123.59640984277
2007-12-18,1124.5177250372342
2007-12-19,1121.9344029244012
2007-12-20,1126.9625109333547
2007-12-21,1139.2392017818675
2007-12-24,1142.5038666393893
2007-12-25,1145.090315865667
2007-12-26,1140.9061257199178
2007-12-27,1131.027833514898
2007-12-28,1123.9719853318882
2007-12-31,1126.380456007279
2008-01-01,1126.380456007279
2008-01-02,1109.4001811778273
2008-01-03,1106.0683924906948
2008-01-04,1078.6567102244326
2008-01-07,1077.3296546939764
2008-01-08,1074.1192478272228
2008-01-09,1078.5076017860017
2008-01-10,1074.4927842838913
2008-01-11,1060.7474363758126
2008-01-14,1065.776963861801
2008-01-15,1042.7342468106879
2008-01-16,1037.6013087616711
2008-01-17,1026.772305502143
2008-01-18,1024.96297742213
2008-01-21,1004.0540788315803
2008-01-22,993.6680030222323
2008-01-23,1001.5111865860312
2008-01-24,1020.178325065724
2008-01-25,1022.5935314636612
2008-01-28,1016.7223576402002
2008-01-29,1028.2923767057491
2008-01-30,1021.2709219801726
2008-01-31,1032.3182575207647
2008-02-01,1045.4560457843072
2008-02-04,1043.8720280127257
2008-02-05,1023.437377799653
2008-02-06,1015.4843597414412
2008-02-07,1019.9678343089472
2008-02-08,1017.7539591228075
2008-02-11,1018.7790939700886
2008-02-12,1030.3714139825927
2008-02-13,1037.0981101260097
2008-02-14,1034.3144801118144
2008-02-15,1023.3124427184086
2008-02-18,1030.2732008688893
2008-02-19,1029.5191180017819
2008-02-20,1031.4360946060103
2008-02-21,1027.3621655303655
2008-02-22,1026.5783066761662
2008-02-25,1042.25539555716
2008-02-26,1050.8923876438348
2008-02-27,1046.0801967272234
2008-02-28,1031.281458929329
2008-02-29,1013.3133621910375
2008-03-03,1002.696498971087
2008-03-04,995.4828653552684
2008-03-05,1001.5487501999196
2008-03-06,988.7350470580866
2008-03-07,975.8515007790652
2008-03-10,963.246504511864
2008-03-11,986.4400715248802
2008-03-12,984.477932339669
2008-03-13,975.3404228267998
2008-03-14,962.211426670573
2008-03-17,936.2008953768542
2008-03-18,963.7757546137708
2008-03-19,958.4000712617234
2008-03-20,972.4902957007861
2008-03-21,974.7393553911648
2008-03-24,981.5566008903556
2008-03-25,992.0457777938755
2008-03-26,980.789859064758
2008-03-27,977.5914897683552
2008-03-28,974.7382493408737
2008-03-31,967.0476276896846
2008-04-01,998.4273131799645
2008-04-02,1005.8990176113431
2008-04-03,1007.4070965002467
2008-04-04,1004.8822465833664
2008-04-07,1010.3513793697242
2008-04-08,1002.3119823709611
2008-04-09,990.3134619863263
2008-04-10,990.7096901403715
2008-04-11,980.914793537122
2008-04-14,971.299196892029
2008-04-15,975.926337664274
2008-04-16,987.8041423004413
2008-04-17,987.6013726073745
2008-04-18,1007.0732050102353
2008-04-21,1003.0471464326603
2008-04-22,992.7349969146819
2008-04-23,998.0831874226047
2008-04-24,1007.1644771840001
2008-04-25,1021.6664355126259
2008-04-28,1024.51635982686
2008-04-29,1018.5757461945352
2008-04-30,1020.6661119665072
2008-05-01,1034.199738441577
2008-05-02,1048.283544485385
2008-05-05,1042.9843517047834
2008-05-06,1042.3086153613829
2008-05-07,1043.6438452669813
2008-05-08,1043.6397859014996
2008-05-09,1033.1702135770731
2008-05-12,1036.7140616206423
2008-05-13,1037.415417153408
2008-05-14,1041.8553323537778
2008-05-15,1052.394057129297
2008-05-16,1052.7622623914303
2008-05-19,1057.3080917985353
2008-05-20,1040.1187325148758
2008-05-21,1021.7394945944781
2008-05-22,1025.623678683604
2008-05-23,1012.3947651627102
2008-05-26,1007.671751733677
2008-05-27,1013.4996424225162
2008-05-28,1022.9582744909371
2008-05-29,1035.0912374079442
2008-05-30,1041.1636102919108
2008-06-02,1035.5223949348394
2008-06-03,1037.1188704069234
2008-06-04,1038.6503925191612
2008-06-05,1039.418589284089
2008-06-06,1013.7251762851046
2008-06-09,1008.4431890960797
2008-06-10,1010.3788888757333
2008-06-11,998.3106267994108
2008-06-12,1001.9145810845962
2008-06-13,1014.1295784795288
2008-06-16,1011.6739945675923
2008-06-17,1008.2545208752775
2008-06-18,997.6397907017943
2008-06-19,994.4658931553955
2008-06-20,972.6222543082722
2008-06-23,977.3114328608011
2008-06-24,967.5803356741145
2008-06-25,974.4860177629209
