Date,Euro SRI
2012-05-31,1000.0
2012-06-01,974.735980324736
2012-06-04,973.1490304909934
2012-06-05,977.4299565840646
2012-06-06,1003.8300309117999
2012-06-07,1009.844807415309
2012-06-08,1006.3066703920402
2012-06-11,1006.8679713353347
2012-06-12,1002.180316619778
2012-06-13,1004.1419249257484
2012-06-14,1005.9306994708238
2012-06-15,1022.468302605257
2012-06-18,1015.9770620456678
2012-06-19,1032.020186295055
2012-06-20,1036.2103155109342
2012-06-21,1030.4162832596162
2012-06-22,1020.8552477128142
2012-06-25,997.1504252334245
2012-06-26,996.4184163975418
2012-06-27,1014.5414312601011
2012-06-28,1009.4282595076261
2012-06-29,1059.962986293476
2012-07-02,1069.3487405740702
2012-07-03,1082.145325844205
2012-07-04,1079.3198621540503
2012-07-05,1065.260090018272
2012-07-06,1041.6974646888593
2012-07-09,1036.8904639134664
2012-07-10,1046.7374488546584
2012-07-11,1048.8541975565388
2012-07-12,1045.4545628051478
2012-07-13,1057.906795310271
2012-07-16,1058.995077070132
2012-07-17,1060.7128695039653
2012-07-18,1075.1228835688214
2012-07-19,1086.3331608318126
2012-07-20,1063.678606123138
2012-07-23,1034.4736937687214
2012-07-24,1028.3932272475897
2012-07-25,1030.6544778234504
2012-07-26,1067.2945433324785
2012-07-27,1090.86714996168
2012-07-30,1107.066787196477
2012-07-31,1096.8187403864515
2012-08-01,1098.167454647196
2012-08-02,1070.2415801611075
2012-08-03,1111.9668707967382
2012-08-06,1128.9548505758175
2012-08-07,1139.004316162791
2012-08-08,1138.8680211255514
2012-08-09,1142.7986633049109
2012-08-10,1134.498875855401
2012-08-13,1132.5059159450896
2012-08-14,1138.3485785275736
2012-08-15,1136.162733630737
2012-08-16,1147.4673723598894
2012-08-17,1154.6623282764847
2012-08-20,1149.9617615100246
2012-08-21,1164.270413472159
2012-08-22,1150.5293455473213
2012-08-23,1140.5323858599434
2012-08-24,1142.2706110164117
2012-08-27,1155.1937896364607
2012-08-28,1147.8544568598372
2012-08-29,1144.537554365542
2012-08-30,1132.6615790253577
2012-08-31,1149.0011131836884
2012-09-03,1159.2358727006417
2012-09-04,1149.3941509430958
2012-09-05,1156.6352880446443
2012-09-06,1191.6142362445232
2012-09-07,1195.0570035018284
2012-09-10,1190.888626893675
2012-09-11,1196.2344025991333
2012-09-12,1202.6897368814264
2012-09-13,1196.246495750375
2012-09-14,1213.5078297877283
2012-09-17,1210.7106375457104
2012-09-18,1200.2397918693794
2012-09-19,1205.6724899703563
2012-09-20,1201.6120946022238
2012-09-21,1211.6902845700572
2012-09-24,1201.432357408425
2012-09-25,1211.7835645974922
2012-09-26,1183.5795156310455
2012-09-27,1185.3413766063063
2012-09-28,1166.6386486523043
2012-10-01,1185.6060884659541
2012-10-02,1181.6245627955304
2012-10-03,1177.417044637605
2012-10-04,1177.1109443094824
2012-10-05,1194.2475327744094
2012-10-08,1181.3129564006983
2012-10-09,1170.575316430312
2012-10-10,1161.1550540717876
2012-10-11,1176.0818769255711
2012-10-12,1169.5782904681967
2012-10-15,1178.2756239854405
2012-10-16,1201.7829007841237
2012-10-17,1212.926744379753
2012-10-18,1212.7823802529301
2012-10-19,1199.4738342593682
2012-10-22,1193.5897049245334
2012-10-23,1170.1160948176039
2012-10-24,1176.5951066648308
2012-10-25,1178.809643794007
2012-10-26,1182.8300719857875
2012-10-29,1180.2544282004255
2012-10-30,1193.6489167272168
2012-10-31,1194.436400538816
2012-11-01,1206.2768577342713
2012-11-02,1215.4575046431714
2012-11-05,1203.8644606847909
2012-11-06,1208.924889836656
2012-11-07,1185.6965522685377
2012-11-08,1182.9832189563374
2012-11-09,1182.7404578319
2012-11-12,1181.6383789904523
2012-11-13,1192.185642827435
2012-11-14,1183.2897349722055
2012-11-15,1174.1253082002809
2012-11-16,1157.028637265401
2012-11-19,1186.6963555532243
2012-11-20,1194.4044565896106
2012-11-21,1200.2549268426503
2012-11-22,1210.1607279016403
2012-11-23,1219.8517889214495
2012-11-26,1215.653615192723
2012-11-27,1219.4735400933234
2012-11-28,1220.4162909775168
2012-11-29,1234.7404504237577
2012-11-30,1233.5440663567758
2012-12-03,1235.7364029476837
2012-12-04,1237.3948613041337
2012-12-05,1235.0903274948198
2012-12-06,1243.091468804051
2012-12-07,1243.227453465412
2012-12-10,1242.6162336256336
2012-12-11,1251.6196307998562
2012-12-12,1254.8008093936098
2012-12-13,1251.1998078349955
2012-12-14,1254.478344092716
2012-12-17,1256.2777937621115
2012-12-18,1259.1815457870346
2012-12-19,1269.5776783100885
2012-12-20,1270.332362282813
2012-12-21,1265.0552434328247
2012-12-24,1264.9336896952598
2012-12-25,1264.9336896952595
2012-12-26,1264.9336896952589
2012-12-27,1270.2606427205474
2012-12-28,1258.844783605272
2012-12-31,1262.4266893783351
2013-01-01,1262.4266893783351
2013-01-02,1296.1054415620877
2013-01-03,1289.0744003587556
2013-01-04,1290.1257046597743
2013-01-07,1285.479489243291
2013-01-08,1281.5297499379528
2013-01-09,1288.4686578835472
2013-01-10,1290.652713782693
2013-01-11,1293.824319192551
2013-01-14,1295.3899589994123
2013-01-15,1290.3322760358749
2013-01-16,1291.04378394869
2013-01-17,1298.7031915813252
2013-01-18,1296.1022791868893
2013-01-21,1303.569491855843
2013-01-22,1298.9254600612915
2013-01-23,1300.1890601760454
2013-01-24,1310.0579059991635
2013-01-25,1318.5586817914761
2013-01-28,1316.2150518152728
2013-01-29,1321.3926900906026
2013-01-30,1311.5637651010798
2013-01-31,1300.0957779365783
2013-02-01,1305.102310542296
2013-02-04,1269.88530409494
2013-02-05,1279.743865324599
2013-02-06,1267.1946148402922
2013-02-07,1265.4014276751288
2013-02-08,1280.2951939148911
2013-02-11,1276.6888369617852
2013-02-12,1292.2536908768473
2013-02-13,1296.9007102949308
2013-02-14,1290.63533191305
2013-02-15,1284.593220434452
2013-02-18,1285.6992081472986
2013-02-19,1304.0255061905455
2013-02-20,1296.5427808706074
2013-02-21,1270.3409283612311
2013-02-22,1291.9435555470873
2013-02-25,1304.5738086925044
2013-02-26,1270.4912041764628
2013-02-27,1282.5028498690992
2013-02-28,1293.0659696064479
2013-03-01,1287.9688403465732
2013-03-04,1287.5221955901595
2013-03-05,1317.7256524772208
2013-03-06,1323.6452675825915
2013-03-07,1333.7294297372064
2013-03-08,1352.9626582270782
2013-03-11,1351.9227057536655
2013-03-12,1353.5805175654139
2013-03-13,1354.0172911298723
2013-03-14,1370.0201747761619
2013-03-15,1363.0236570163195
2013-03-18,1355.7870634119056
2013-03-19,1343.7806513006196
2013-03-20,1356.6190436750019
2013-03-21,1340.5746888337417
2013-03-22,1336.3824686690766
2013-03-25,1324.889777341319
2013-03-26,1324.1261125242866
2013-03-27,1312.4393469848937
2013-03-28,1317.9094620456558
2013-03-29,1317.9094620456558
2013-04-01,1317.9094620456558
2013-04-02,1339.739465063477
2013-04-03,1324.9335035010242
2013-04-04,1312.7725671332782
2013-04-05,1292.2055669159156
2013-04-08,1291.7843703407448
2013-04-09,1290.6163532429496
2013-04-10,1319.3436335579665
2013-04-11,1329.2829535360443
2013-04-12,1315.1930041091102
2013-04-15,1308.7989267062835
2013-04-16,1305.9512843034672
2013-04-17,1282.2779989457154
2013-04-18,1279.8034404417003
2013-04-19,1292.9035715618586
2013-04-22,1293.524203255586
2013-04-23,1329.9928222339026
2013-04-24,1346.2515894460835
2013-04-25,1351.1094525570034
2013-04-26,1343.903242867059
2013-04-29,1362.0696262799975
2013-04-30,1355.5450634587687
2013-05-01,1355.1437616017938
2013-05-02,1360.4421455657105
2013-05-03,1382.6949718724732
2013-05-06,1383.966928486188
2013-05-07,1395.992203169489
2013-05-08,1407.3276765062103
2013-05-09,1404.263889661199
2013-05-10,1411.4670934051705
2013-05-13,1411.6742518877631
2013-05-14,1423.6259330351656
2013-05-15,1432.916476901558
2013-05-16,1432.7546511182584
2013-05-17,1435.570617353007
2013-05-20,1440.0622261039014
2013-05-21,1437.6222850212737
2013-05-22,1443.96982725015
2013-05-23,1412.042377660816
2013-05-24,1402.5536083774289
2013-05-27,1415.902346551709
2013-05-28,1437.8873869984247
2013-05-29,1413.8078792808165
2013-05-30,1423.02771172455
2013-05-31,1406.191412731806
2013-06-03,1396.7332694074628
2013-06-04,1402.150382146559
2013-06-05,1377.0551224764831
2013-06-06,1363.5119420560854
