Date,EAFE SRI
2007-09-28,1000.0
2007-10-01,1007.1253218208885
2007-10-02,1017.4304454354099
2007-10-03,1018.8916219862301
2007-10-04,1016.6874219568372
2007-10-05,1021.209264348852
2007-10-08,1020.0465190594555
2007-10-09,1027.3326427004044
2007-10-10,1026.2206801899347
2007-10-11,1029.2211910411456
2007-10-12,1027.6641576557502
2007-10-15,1016.2660783208775
2007-10-16,1007.0115264490813
2007-10-17,1007.2309866191213
2007-10-18,1005.280171915399
2007-10-19,998.8867857308799
2007-10-22,986.3544387488689
2007-10-23,995.5343673940627
2007-10-24,991.2268704191048
2007-10-25,996.0465486869607
2007-10-26,1003.9340105875459
2007-10-29,1012.6528505372731
2007-10-30,1009.8190896494267
2007-10-31,1017.3556130307467
2007-11-01,1012.520425672183
2007-11-02,1003.4782906141522
2007-11-05,995.1107619023308
2007-11-06,997.3265220241734
2007-11-07,990.2247393944656
2007-11-08,980.1428955514956
2007-11-09,969.8820176523507
2007-11-12,965.8724164875665
2007-11-13,965.5403123449335
2007-11-14,975.0893720980936
2007-11-15,968.0293097102792
2007-11-16,959.6423204557598
2007-11-19,944.8490517116697
2007-11-20,951.862039608429
2007-11-21,930.9198617186289
2007-11-22,932.5541329831183
2007-11-23,945.4663542022589
2007-11-26,947.6227653049401
2007-11-27,946.5839219961404
2007-11-28,961.3928341870733
2007-11-29,971.7350589521005
2007-11-30,983.7998576961171
2007-12-03,984.8061950457662
2007-12-04,973.5660920360087
2007-12-05,986.1324649921918
2007-12-06,989.6417452284461
2007-12-07,995.9748567805302
2007-12-10,998.4846138435167
2007-12-11,999.4863169402636
2007-12-12,997.5028478930782
2007-12-13,978.014787492718
2007-12-14,978.0173017800278
2007-12-17,959.9641848936657
2007-12-18,959.3798216262835
2007-12-19,954.0896340727003
2007-12-20,955.8197980514743
2007-12-21,964.4832418872338
2007-12-24,964.5310818857087
2007-12-25,968.7395118648992
2007-12-26,969.0179766226925
2007-12-27,967.706652452152
2007-12-28,962.2775927726112
2007-12-31,967.9175806142307
2008-01-01,967.9175806142307
2008-01-02,960.7484664093035
2008-01-03,956.2583780533582
2008-01-04,935.230614951761
2008-01-07,929.4675162207076
2008-01-08,935.5884035270959
2008-01-09,931.5975802707648
2008-01-10,922.192050668069
2008-01-11,915.255791964196
2008-01-14,918.8152152201477
2008-01-15,899.305715764319
2008-01-16,885.9348266573796
2008-01-17,890.5146284928404
2008-01-18,887.4218670215934
2008-01-21,850.1775386138848
2008-01-22,841.4519324192014
2008-01-23,834.7318301044223
2008-01-24,864.6959325387368
2008-01-25,879.1163511614473
2008-01-28,864.0174816852335
2008-01-29,879.2706172558622
2008-01-30,871.7166539169663
2008-01-31,878.7836670465538
2008-02-01,891.2464897009534
2008-02-04,896.1726059843522
2008-02-05,875.4731454819125
2008-02-06,867.0940093295388
2008-02-07,861.2345013428562
2008-02-08,859.330408542997
2008-02-11,853.9364150919112
2008-02-12,869.9582471615381
2008-02-13,869.7343769300611
2008-02-14,880.3761747987562
2008-02-15,867.2213545882703
2008-02-18,876.9343780455795
2008-02-19,880.7681682119667
2008-02-20,868.2782737004793
2008-02-21,877.3965615263672
2008-02-22,869.9053881181014
2008-02-25,884.1593075252792
2008-02-26,893.347574516021
2008-02-27,897.1578298524091
2008-02-28,883.7609089438391
2008-02-29,873.6661240577107
2008-03-03,856.8610124854547
2008-03-04,848.2061664990666
2008-03-05,855.0166322670377
2008-03-06,852.0142770101661
2008-03-07,836.8119048362327
2008-03-10,826.8057772083348
2008-03-11,834.488147601879
2008-03-12,843.3300654419971
2008-03-13,829.177637931024
2008-03-14,823.2044429054704
2008-03-17,792.5432005480578
2008-03-18,811.1294866693147
2008-03-19,814.7601973952301
2008-03-20,813.7129778958978
2008-03-21,817.3555629057031
2008-03-24,815.1667641670473
2008-03-25,838.2620776514259
2008-03-26,836.099201545876
2008-03-27,839.1809886745258
2008-03-28,839.8526759856423
2008-03-31,832.6374102160253
2008-04-01,849.7970436754375
2008-04-02,865.6507853574067
2008-04-03,867.65100467977
2008-04-04,866.8613471269955
2008-04-07,873.9296568610882
2008-04-08,863.330208105893
2008-04-09,853.1378526516396
2008-04-10,849.7106116072729
2008-04-11,847.3027331899784
2008-04-14,834.0631229608823
2008-04-15,835.7642843684625
2008-04-16,845.4586292396649
2008-04-17,844.5613861188609
2008-04-18,856.4454042495198
2008-04-21,858.6460206140417
2008-04-22,850.9500212022302
2008-04-23,856.3159600686924
