Date,KLD 400 SOCIAL
2010-08-31,100.0
2010-09-01,101.92069519782
2010-09-02,102.80785659782202
2010-09-03,103.90229619413601
2010-09-06,103.76918120949408
2010-09-07,103.65765002975718
2010-09-08,104.0394186190083
2010-09-09,104.58836185853279
2010-09-10,105.00524733635366
2010-09-13,105.24089904990988
2010-09-14,104.47964510702596
2010-09-15,104.54291595634301
2010-09-16,103.97408005246301
2010-09-17,104.49783955860016
2010-09-20,105.65646662932203
2010-09-21,105.07334912194244
2010-09-22,102.34492167307407
2010-09-23,102.2358940370597
2010-09-24,103.3614757015063
2010-09-27,102.93208427692824
2010-09-28,102.92297841476726
2010-09-29,102.26171780626508
2010-09-30,101.5972642409353
2010-10-01,101.13118639690579
2010-10-04,100.77373219958093
2010-10-05,101.594200743695
2010-10-06,101.09724507349644
2010-10-07,100.52219334064822
2010-10-08,101.13961199820957
2010-10-11,101.44489728127289
2010-10-12,102.19138995687865
2010-10-13,102.02979958210547
2010-10-14,100.89691058775297
2010-10-15,101.89112058804302
2010-10-18,102.91909143573734
2010-10-19,102.64937871903511
2010-10-20,102.38720472000347
2010-10-21,102.569580668588
2010-10-22,103.43413359108678
2010-10-25,103.23726574775371
2010-10-26,104.02034146439394
2010-10-27,104.51694045547838
2010-10-28,103.66339812254431
2010-10-29,103.77649337699687
2010-11-01,103.95329474913478
2010-11-02,103.74159599746797
2010-11-03,104.1727713567503
2010-11-04,104.38181493768407
2010-11-05,106.19806411282755
2010-11-08,106.98302254642229
2010-11-09,106.17678623705733
2010-11-10,108.24429301285787
2010-11-11,107.67873506773049
2010-11-12,106.22400965269362
2010-11-15,106.93201946005928
2010-11-16,105.64131111620901
2010-11-17,105.86394009323077
2010-11-18,106.9032471931625
2010-11-19,106.78403538799303
2010-11-22,107.1982728707399
2010-11-23,107.16452644999615
2010-11-24,109.11922447238584
2010-11-25,109.2865038967032
2010-11-26,109.81467332220062
2010-11-29,110.65822634110829
2010-11-30,110.48832857982087
2010-12-01,112.31097774365448
2010-12-02,112.94568901376442
2010-12-03,111.40384558938428
2010-12-06,112.02978225862478
2010-12-07,111.56246091654516
2010-12-08,113.21077031577487
2010-12-09,113.93868993193
2010-12-10,114.1031735010437
2010-12-13,112.57046400783234
2010-12-14,112.9245660148149
2010-12-15,112.93068595894442
2010-12-16,114.89250549069683
2010-12-17,115.32252942850488
2010-12-20,115.9468505766817
2010-12-21,116.17325406889131
2010-12-22,116.73577656084939
2010-12-23,116.79599280765325
2010-12-24,116.33751545488873
2010-12-27,116.01116264429292
2010-12-28,116.17510632025683
2010-12-29,116.24844265091424
2010-12-30,114.79927058698824
2010-12-31,113.54640806144494
2011-01-03,115.09313141389036
2011-01-04,115.21800191492282
2011-01-05,117.4050672779264
2011-01-06,118.25636365034836
2011-01-07,118.36871187503826
2011-01-10,118.67053936107739
2011-01-11,119.1385416600367
2011-01-12,118.96437031924319
2011-01-13,116.26748628931483
2011-01-14,116.78794202969529
2011-01-17,117.4383264148697
2011-01-18,116.91124794751038
2011-01-19,114.94228410080352
2011-01-20,115.60403750791356
2011-01-21,114.18813852413155
2011-01-24,114.10364811546503
2011-01-25,114.21051470611988
2011-01-26,114.29726613897206
2011-01-27,114.10805528106866
2011-01-28,112.94164583327276
2011-01-31,112.93656303468798
2011-02-01,113.88852579916497
2011-02-02,113.41413255557445
2011-02-03,115.11442327599903
2011-02-04,116.31186459161157
2011-02-07,116.98559138594369
2011-02-08,116.51345384342333
2011-02-09,115.93464049450148
2011-02-10,116.74617679282326
2011-02-11,117.85263805985451
2011-02-14,118.73213201385408
2011-02-15,117.93318439805995
2011-02-16,118.4766992613384
2011-02-17,118.22999924591934
2011-02-18,118.0049469715242
2011-02-21,117.72007767744518
2011-02-22,115.22676616079146
2011-02-23,113.47343364851811
2011-02-24,113.23904132158152
2011-02-25,114.82152518304409
2011-02-28,114.8707080902194
2011-03-01,112.92334503394704
