Date,PACIFIC ex JAPAN SRI
2007-09-28,1000.0
2007-10-01,1004.6744831581661
2007-10-02,1020.6182469532695
2007-10-03,1025.5833270008604
2007-10-04,1015.2899882212685
2007-10-05,1035.3610729366335
2007-10-08,1044.699259840055
2007-10-09,1053.252613452808
2007-10-10,1050.4884920115303
2007-10-11,1050.1782471253734
2007-10-12,1048.3392918639126
2007-10-15,1040.1887625365248
2007-10-16,1016.574564523767
2007-10-17,1020.2136148893215
2007-10-18,1028.410746027179
2007-10-19,1021.8463592214914
2007-10-22,1000.9433133423578
2007-10-23,1024.902717498501
2007-10-24,1028.335050830114
2007-10-25,1034.2035088158855
2007-10-26,1053.3964110419356
2007-10-29,1068.6284262730676
2007-10-30,1059.974496178284
2007-10-31,1069.4570447797935
2007-11-01,1072.41307900416
2007-11-02,1052.3699723458526
2007-11-05,1035.1140463204686
2007-11-06,1038.4023006177167
2007-11-07,1050.306084501669
2007-11-08,1018.4039499124019
2007-11-09,1009.114456264381
2007-11-12,967.690778309059
2007-11-13,981.3616170236401
2007-11-14,1004.9090887366748
2007-11-15,990.7874367068289
2007-11-16,972.0997360579508
2007-11-19,973.5469075810562
2007-11-20,955.0474127899478
2007-11-21,921.401335984961
2007-11-22,910.9480054133031
2007-11-23,915.8300659117671
2007-11-26,935.4476232678808
2007-11-27,929.8445729991773
2007-11-28,939.8516348129998
2007-11-29,949.1269642982305
2007-11-30,967.4366365610148
2007-12-03,970.3550725832971
2007-12-04,957.4447757510083
2007-12-05,962.2786622229517
2007-12-06,975.8306829280957
2007-12-07,982.5262067600614
2007-12-10,977.0552226234458
2007-12-11,989.3840844937198
2007-12-12,984.1425133872782
2007-12-13,975.9204245019969
2007-12-14,962.4756564427868
2007-12-17,934.8482472024967
2007-12-18,938.1775099909804
2007-12-19,931.8613158522746
2007-12-20,925.7859125841557
2007-12-21,946.6886835227253
2007-12-24,955.0144223223909
2007-12-25,955.0144223223909
2007-12-26,950.7684468501025
2007-12-27,947.6345824970267
2007-12-28,936.1498910510293
2007-12-31,949.4273249500145
2008-01-01,949.4273249500145
2008-01-02,944.1567878012382
2008-01-03,938.085099595399
2008-01-04,932.0201045260848
2008-01-07,911.3531376489177
2008-01-08,919.2501017033792
2008-01-09,918.7822167163632
2008-01-10,914.2395338524007
2008-01-11,903.8398915427749
2008-01-14,897.9255140937154
2008-01-15,889.0066009465121
2008-01-16,863.9916520297778
2008-01-17,877.4465434868026
2008-01-18,877.7483351628142
2008-01-21,850.0375763620723
2008-01-22,792.3359401417055
2008-01-23,822.4590605107704
2008-01-24,840.1560332353397
2008-01-25,885.1998325348399
2008-01-28,875.337737495548
2008-01-29,865.4425036125081
2008-01-30,845.880532421559
2008-01-31,845.4956884597575
2008-02-01,875.2847648102852
2008-02-04,887.1225249209449
2008-02-05,870.3887428313649
2008-02-06,845.6082109103228
2008-02-07,845.5913688430469
2008-02-08,861.4232922460385
2008-02-11,845.1403501126238
2008-02-12,844.8804423747412
2008-02-13,820.5443749502127
2008-02-14,846.3625826982282
2008-02-15,832.4538779546692
2008-02-18,827.7800824624527
2008-02-19,841.4859750283208
2008-02-20,827.656918637651
2008-02-21,833.6189870250487
2008-02-22,819.4998496697764
2008-02-25,833.3275884140198
2008-02-26,849.001366040986
2008-02-27,864.2474307970452
2008-02-28,849.2915272496635
2008-02-29,826.5829412071146
2008-03-03,808.452287162289
2008-03-04,797.1047668539461
2008-03-05,798.965131494963
2008-03-06,798.1821500270896
2008-03-07,769.1523103442323
2008-03-10,755.222900968845
2008-03-11,764.9060755603412
2008-03-12,776.4134165050093
2008-03-13,759.2181191236197
2008-03-14,762.1532828726766
2008-03-17,726.8713575896649
2008-03-18,740.4343751624577
2008-03-19,768.6517218271609
2008-03-20,746.186534916395
2008-03-21,746.186534916395
2008-03-24,755.24103635659
2008-03-25,774.8267151203028
2008-03-26,777.578512130449
2008-03-27,776.107658804702
2008-03-28,773.2350487867166
2008-03-31,766.5884718676363
2008-04-01,767.282581203588
2008-04-02,797.6245226389071
2008-04-03,814.6548602805454
2008-04-04,812.087314980391
2008-04-07,811.6463602932026
2008-04-08,803.3750264244884
2008-04-09,787.0265011740535
2008-04-10,782.1072545487716
2008-04-11,782.2710781356074
2008-04-14,761.4747286544475
2008-04-15,770.2270003970417
2008-04-16,779.0796632173486
2008-04-17,782.5016423626628
2008-04-18,770.9215256967716
2008-04-21,799.2110149303261
2008-04-22,798.1665039266362
2008-04-23,814.8486592056092
2008-04-24,811.3020626600812
2008-04-25,810.1526068833712
2008-04-28,820.9110916667775
2008-04-29,821.3692765811533
2008-04-30,834.343603393205
2008-05-01,827.1947690130162
2008-05-02,854.7590302977719
2008-05-05,860.8855898009516
2008-05-06,853.2909394564421
2008-05-07,844.8964299327986
2008-05-08,854.6886683626075
2008-05-09,855.6424822281591
2008-05-12,867.7776984666042
2008-05-13,863.3356267335323
2008-05-14,856.0510500504785
2008-05-15,861.1336806899945
2008-05-16,866.7253198038005
2008-05-19,870.2727584852773
2008-05-20,864.6033191741184
2008-05-21,854.8202125883445
2008-05-22,843.755165911752
2008-05-23,833.2477868830563
2008-05-26,826.0002165481259
2008-05-27,826.7021407275191
2008-05-28,826.2831576918989
2008-05-29,834.0069693568723
2008-05-30,835.4589962626387
2008-06-02,831.5672882574047
2008-06-03,821.6478594445699
2008-06-04,832.9005320857218
2008-06-05,825.2954161701205
2008-06-06,823.5056901301275
2008-06-09,817.204527925808
2008-06-10,794.8830618494522
2008-06-11,799.0801359427467
2008-06-12,774.3252258372145
2008-06-13,786.1180637633903
2008-06-16,779.5491321157695
2008-06-17,782.8062560306008
2008-06-18,786.1278644147781
2008-06-19,775.8211643438144
2008-06-20,762.8971475473379
2008-06-23,767.7064109525561
2008-06-24,765.9840327189999
2008-06-25,764.2963691612853
2008-06-26,764.4282676546303
2008-06-27,756.1101385769798
2008-06-30,748.594281618694
2008-07-01,730.6356462234072
2008-07-02,728.5159740402652
2008-07-03,728.9056440804388
2008-07-04,739.0786561316008
2008-07-07,724.1404873064462
2008-07-08,710.1924783335149
2008-07-09,727.7283605774439
2008-07-10,720.8385223514773
2008-07-11,723.2347491427474
2008-07-14,717.9595637767549
2008-07-15,702.1203095848241
2008-07-16,715.4782922774473
2008-07-17,731.6342759820518
2008-07-18,731.1334909416407
2008-07-21,757.155725841959
2008-07-22,745.9045777682215
2008-07-23,767.7829454069993
2008-07-24,780.249534589289
2008-07-25,746.6222232084588
2008-07-28,728.426729382482
2008-07-29,715.6166992612337
2008-07-30,721.9503561765721
