Date,KOKUSAI SRI
2007-09-28,1000.0
2007-10-01,1010.6701094905192
2007-10-02,1015.1707469228818
2007-10-03,1012.9827825665161
2007-10-04,1013.3469384300375
2007-10-05,1023.1691412525345
2007-10-08,1024.7493030180765
2007-10-09,1031.6858966263285
2007-10-10,1027.6937719702123
2007-10-11,1024.2978132589346
2007-10-12,1028.2380758139414
2007-10-15,1016.3732140475191
2007-10-16,1011.0905304928142
2007-10-17,1012.478417882024
2007-10-18,1007.6101188022467
2007-10-19,994.330312729376
2007-10-22,993.9461574642642
2007-10-23,1001.0020135243693
2007-10-24,998.1397748700253
2007-10-25,1001.1927519289266
2007-10-26,1007.518077223415
2007-10-29,1013.199846424508
2007-10-30,1007.5120823268329
2007-10-31,1017.4273645942577
2007-11-01,1000.4951654228994
2007-11-02,998.9649068959327
2007-11-05,994.8349690624151
2007-11-06,999.9627306986802
2007-11-07,979.0047457988753
2007-11-08,971.5542573579407
2007-11-09,956.5659476891033
2007-11-12,957.1230636902102
2007-11-13,969.299550363504
2007-11-14,967.8609655749572
2007-11-15,958.0619796577679
2007-11-16,959.4162885873443
2007-11-19,942.154579395022
2007-11-20,942.9688762430824
2007-11-21,921.847906077507
2007-11-22,923.1077239737111
2007-11-23,938.4334632864213
2007-11-26,927.0892755330577
2007-11-27,931.5436354604732
2007-11-28,958.4188975837028
2007-11-29,960.4383062691542
2007-11-30,972.0498142121637
2007-12-03,969.5889548823873
2007-12-04,958.9004700710381
2007-12-05,974.7004979480571
2007-12-06,981.2731741087758
2007-12-07,982.8660803965529
2007-12-10,987.1517779631057
2007-12-11,976.2885977743597
2007-12-12,980.3837405801613
2007-12-13,973.7767643601708
2007-12-14,973.978018609115
2007-12-17,960.2647379547745
2007-12-18,961.8618802734208
2007-12-19,960.5610623679629
2007-12-20,964.2073016700816
2007-12-21,976.4978214090557
2007-12-24,980.4592838828219
2007-12-25,980.4592838828219
2007-12-26,975.7151439160688
2007-12-27,967.2737337479085
2007-12-28,962.7734813867536
2007-12-31,962.805821259136
2008-01-01,962.805821259136
2008-01-02,945.0153492599533
2008-01-03,941.4809711365954
2008-01-04,919.8037114470721
2008-01-07,919.8292939290288
2008-01-08,916.7989867137067
2008-01-09,918.5642055713537
2008-01-10,917.2127312580907
2008-01-11,905.9183810423601
2008-01-14,910.3864366088187
2008-01-15,888.5279031137275
2008-01-16,886.6380970811884
2008-01-17,874.4319358102932
2008-01-18,872.0113192379123
2008-01-21,854.0140978009581
2008-01-22,852.8707018721159
2008-01-23,856.8515845275549
2008-01-24,874.1429929635544
2008-01-25,871.506237020639
2008-01-28,871.1035905724931
2008-01-29,878.5492745202125
2008-01-30,873.5613661075138
2008-01-31,881.4577119763251
2008-02-01,895.2536947563517
2008-02-04,891.9635643028046
2008-02-05,871.4850619919272
2008-02-06,869.1082092558262
2008-02-07,871.7106202537368
2008-02-08,872.6936893196173
2008-02-11,872.95267926589
2008-02-12,885.0118334261452
2008-02-13,891.2928551971181
2008-02-14,884.464956236843
2008-02-15,874.2410832534241
2008-02-18,881.2136083955796
2008-02-19,879.0724333296898
2008-02-20,884.5450966441076
2008-02-21,877.8507561125398
2008-02-22,878.2734768737803
2008-02-25,891.8485194920188
2008-02-26,900.3027415483518
2008-02-27,894.4733046329369
2008-02-28,881.1529329177007
2008-02-29,864.6837539104674
2008-03-03,859.0001542485277
2008-03-04,851.713470428897
2008-03-05,859.6355562295771
2008-03-06,845.3917987667265
2008-03-07,836.2056150574693
2008-03-10,824.8102827881612
2008-03-11,847.60574368919
2008-03-12,844.5713644792278
2008-03-13,838.411502500559
2008-03-14,827.0943181343738
2008-03-17,803.8610112454409
2008-03-18,830.8201351066151
2008-03-19,822.1800856619263
2008-03-20,833.6571803815141
2008-03-21,833.6571803815141
2008-03-24,842.1017197786111
2008-03-25,850.47377464488
2008-03-26,839.4875879684455
2008-03-27,838.272829362442
2008-03-28,833.4206810035248
2008-03-31,829.1919189165609
2008-04-01,858.7004214504956
2008-04-02,861.8893669166911
2008-04-03,861.5343819807597
2008-04-04,860.4857802046126
2008-04-07,865.2452663337168
2008-04-08,859.7488848302683
2008-04-09,850.249546137543
2008-04-10,850.6740700799802
2008-04-11,838.2806817956409
2008-04-14,832.3630075775368
2008-04-15,836.970736833157
2008-04-16,847.7230169408977
2008-04-17,845.887255336424
2008-04-18,864.7025980004586
2008-04-21,857.5996216942333
2008-04-22,850.3820213652551
2008-04-23,855.7442978351282
2008-04-24,864.1814138071653
2008-04-25,874.4168075458552
2008-04-28,875.3547175009696
2008-04-29,868.0840784372812
2008-04-30,870.4349278483527
2008-05-01,882.7434127140708
2008-05-02,894.9821562573994
2008-05-05,890.2895835643905
2008-05-06,889.3540218425461
2008-05-07,889.577369458052
2008-05-08,889.8462105819468
2008-05-09,882.4065342559107
2008-05-12,886.5624401110646
2008-05-13,885.8088163917422
2008-05-14,890.3360554259916
2008-05-15,897.8082001898202
2008-05-16,897.8888529253665
2008-05-19,902.1527711523727
2008-05-20,886.487719952412
2008-05-21,871.8404201513501
2008-05-22,875.2004686577702
2008-05-23,862.1956041884814
2008-05-26,860.6791883936783
2008-05-27,864.3763181178533
2008-05-28,875.3030897054556
2008-05-29,883.7027266912302
2008-05-30,886.8274832624141
