Date,PACIFIC SRI
2007-09-28,1190.789526801058
2007-10-01,1192.023518982652
2007-10-02,1217.1750140643353
2007-10-03,1220.438755903515
2007-10-04,1214.5299790583674
2007-10-05,1217.0282864167095
2007-10-08,1219.0394619900842
2007-10-09,1227.4205071000677
2007-10-10,1221.0858180600983
2007-10-11,1221.1650532615902
2007-10-12,1216.7972312647576
2007-10-15,1205.970266243964
2007-10-16,1189.3964128302773
2007-10-17,1178.187510962629
2007-10-18,1191.4865137342683
2007-10-19,1182.900536226647
2007-10-22,1172.0826486176463
2007-10-23,1176.3735617099135
2007-10-24,1177.2938599106344
2007-10-25,1167.2087908319381
2007-10-26,1185.7669564730393
2007-10-29,1203.5606593865193
2007-10-30,1199.6369800002874
2007-10-31,1202.7944711785285
2007-11-01,1220.8325660908554
2007-11-02,1194.7950235091407
2007-11-05,1181.6718098786846
2007-11-06,1179.2532792306874
2007-11-07,1176.9598747722284
2007-11-08,1150.9315439074226
2007-11-09,1150.1642755241594
2007-11-12,1131.7207437295551
2007-11-13,1127.7554154396892
2007-11-14,1144.9797102477041
2007-11-15,1145.8522412872453
2007-11-16,1127.1230038508418
2007-11-19,1126.6696685267436
2007-11-20,1119.3908770442242
2007-11-21,1100.500967121565
2007-11-22,1092.6554646736731
2007-11-23,1100.1923296341026
2007-11-26,1121.4396456117759
2007-11-27,1125.4562671431654
2007-11-28,1123.834422236313
2007-11-29,1150.2444650336586
2007-11-30,1158.9518249457085
2007-12-03,1167.4484506766057
2007-12-04,1155.5618625903396
2007-12-05,1165.3708407926824
2007-12-06,1186.9033719458423
2007-12-07,1187.2412319382079
2007-12-10,1181.1550177218933
2007-12-11,1193.1554829182764
2007-12-12,1183.0874670847395
2007-12-13,1166.1147078529166
2007-12-14,1155.6771904065436
2007-12-17,1133.5954872739208
2007-12-18,1130.6748396339954
2007-12-19,1120.9885650792019
2007-12-20,1125.9321280186145
2007-12-21,1131.7328041688083
2007-12-24,1130.2020952085381
2007-12-25,1145.2299903367214
2007-12-26,1147.7210619269013
2007-12-27,1139.7485759652357
2007-12-28,1121.2380571683761
2007-12-31,1140.2783138598388
2008-01-01,1140.2783138598388
2008-01-02,1146.3356406674402
2008-01-03,1145.8050257026653
2008-01-04,1114.216114234264
2008-01-07,1098.2149042113683
2008-01-08,1100.8536860178147
2008-01-09,1115.5919972168217
2008-01-10,1098.5703973387447
2008-01-11,1082.388643578717
2008-01-14,1082.4726290269782
2008-01-15,1076.2672979700899
2008-01-16,1047.929031661086
2008-01-17,1063.566132629473
2008-01-18,1067.7032993090277
2008-01-21,1043.3194005422754
2008-01-22,967.0987428238354
2008-01-23,1000.6425963057925
2008-01-24,1012.2921047542459
2008-01-25,1059.8871107227574
2008-01-28,1024.2853167431138
2008-01-29,1042.9535622943301
2008-01-30,1024.390254463143
2008-01-31,1041.0509406354515
2008-02-01,1046.2974836572996
2008-02-04,1061.5028647616869
2008-02-05,1059.0962489511592
2008-02-06,1017.3818242296178
2008-02-07,1027.8138326244173
2008-02-08,1015.2659132366836
2008-02-11,1013.2675088141006
2008-02-12,1008.147443424457
2008-02-13,999.9687471033783
2008-02-14,1034.9328862511416
2008-02-15,1026.892826493042
2008-02-18,1023.6541908954764
2008-02-19,1037.5165210757468
2008-02-20,1010.3633928420319
2008-02-21,1029.2181529133431
2008-02-22,1016.5714980613659
2008-02-25,1031.6352175765178
2008-02-26,1037.2452924271327
2008-02-27,1050.268166540222
2008-02-28,1038.338276383874
2008-02-29,1023.8417545811047
2008-03-03,989.1884862141351
2008-03-04,986.4927116943297
2008-03-05,974.9853570116742
2008-03-06,985.6431803723677
2008-03-07,954.491789709786
2008-03-10,944.1295377766138
2008-03-11,945.9661736288466
2008-03-12,957.2963948255
2008-03-13,934.4290482842335
2008-03-14,927.2462626390258
2008-03-17,901.5719946782338
2008-03-18,905.4343822529041
2008-03-19,937.1224173240203
2008-03-20,941.1350639256834
2008-03-21,954.129642128606
2008-03-24,946.7288374535749
2008-03-25,965.153886475433
2008-03-26,966.756462817624
2008-03-27,954.9016422504723
2008-03-28,966.2849808601227
2008-03-31,944.3734805140913
2008-04-01,949.7834912023131
2008-04-02,986.0926676737121
2008-04-03,1003.7511374293153
2008-04-04,994.3712973236256
2008-04-07,997.3894240658205
2008-04-08,980.4114520716663
2008-04-09,961.2437015638476
2008-04-10,959.0378146513472
2008-04-11,976.5560749548233
2008-04-14,947.9802461242477
2008-04-15,950.6903250217584
