Date,WORLD SRI SELECT
2014-11-25,1000.0
2014-11-26,999.4567014759926
2014-11-27,1001.2183322327559
2014-11-28,1002.1086385200978
2014-12-01,996.9977362790038
2014-12-02,1006.0552606377489
2014-12-03,1013.7515099896684
2014-12-04,1002.2789027513858
2014-12-05,1014.5796448783999
2014-12-08,1009.3652615419968
2014-12-09,997.1439364500511
2014-12-10,985.5087415934382
2014-12-11,987.9243161543676
2014-12-12,969.9830993330348
2014-12-15,962.0711901842515
2014-12-16,956.7558921051394
2014-12-17,972.4134252467379
2014-12-18,1002.2476414310026
2014-12-19,1011.4548995932658
2014-12-22,1011.931994356265
2014-12-23,1018.4437622932137
2014-12-24,1019.8560567289147
2014-12-25,1019.4608679638421
2014-12-26,1023.3412073998263
2014-12-29,1023.5603795004532
2014-12-30,1018.4342347754842
2014-12-31,1017.9491007164362
2015-01-01,1017.9611294815359
2015-01-02,1020.0193518093959
2015-01-05,1010.6450349719098
2015-01-06,1000.3734673865371
2015-01-07,1014.5918828187852
2015-01-08,1032.3783759123685
2015-01-09,1025.0737788940528
2015-01-12,1024.2415107629074
2015-01-13,1028.161507358577
2015-01-14,1021.765883052051
2015-01-15,1040.6378821631322
2015-01-16,1054.345385267169
2015-01-19,1047.5219508063994
2015-01-20,1055.7034709989202
2015-01-21,1059.2773027170767
2015-01-22,1084.098110467784
2015-01-23,1099.1878616738943
2015-01-26,1101.2508445868853
2015-01-27,1084.7210568277153
2015-01-28,1080.2322384091399
2015-01-29,1080.194568746231
2015-01-30,1076.6053063282593
2015-02-02,1080.1224720955056
2015-02-03,1082.5367253684585
2015-02-04,1086.5984514461413
2015-02-05,1093.3496864205435
2015-02-06,1095.8194923775704
2015-02-09,1091.73906933777
2015-02-10,1099.7254262376389
2015-02-11,1100.1001675632465
2015-02-12,1107.6610536204623
2015-02-13,1111.2683718714825
2015-02-16,1110.7972580886221
2015-02-17,1112.5906638232202
2015-02-18,1121.479842235391
2015-02-19,1121.1895320443039
2015-02-20,1126.6831566383657
2015-02-23,1130.3118550041495
2015-02-24,1134.3443987418782
2015-02-25,1135.0898147718653
2015-02-26,1148.3974612494212
2015-02-27,1148.6648948180923
2015-03-02,1152.6987325218613
2015-03-03,1148.3806759716183
2015-03-04,1154.358513534949
2015-03-05,1161.6854913818192
2015-03-06,1165.593094900232
2015-03-09,1165.3801566197822
2015-03-10,1160.928064241526
2015-03-11,1174.2542064649076
2015-03-12,1183.9643423924467
2015-03-13,1190.5375440710256
2015-03-16,1197.2721696129252
2015-03-17,1191.9100067092095
2015-03-18,1198.9885975506252
2015-03-19,1201.4152518739277
2015-03-20,1201.1061176246806
2015-03-23,1189.1709301050005
2015-03-24,1188.2716533983707
2015-03-25,1171.8227504310676
2015-03-26,1170.6585386649301
2015-03-27,1174.3191379809223
2015-03-30,1186.816188445525
2015-03-31,1186.6948433670188
