Date,JAPAN IMI GROWTH
1994-05-31,1374.420460353274
1994-06-30,1455.5870063544185
1994-07-29,1400.968159146332
1994-08-31,1407.6597938017715
1994-09-30,1368.5974319012198
1994-10-31,1399.160174130393
1994-11-30,1307.920527364224
1994-12-30,1335.941277570195
1995-01-31,1259.818163269866
1995-02-28,1178.9666766740652
1995-03-31,1278.860770377304
1995-04-28,1342.578669422241
1995-05-31,1251.8015991917816
1995-06-30,1188.3974216901004
1995-07-31,1280.5552237205209
1995-08-31,1229.2328055722933
1995-09-29,1235.3034166550121
1995-10-31,1166.4391543249837
1995-11-30,1234.4765028704242
1995-12-29,1290.4557866137015
1996-01-31,1260.1069073358044
1996-02-29,1236.1224288010328
1996-03-29,1286.9887937392596
1996-04-30,1366.5155649797418
1996-05-31,1302.0591291648775
1996-06-28,1300.649061154546
1996-07-31,1232.9278247236412
1996-08-30,1183.722439626073
1996-09-30,1214.2952936274507
1996-10-31,1130.1542629090557
1996-11-29,1123.7514913826392
1996-12-31,1037.0124852078136
1997-01-01,1037.0124852078136
1997-01-02,1040.3737340254195
1997-01-03,1035.8523163345171
1997-01-06,1047.0618879653305
1997-01-07,1032.4458957692227
1997-01-08,1015.238856568141
1997-01-09,982.8080053657519
1997-01-10,948.4504688361186
1997-01-13,973.8700534493186
1997-01-14,970.7466897038605
1997-01-15,968.49388958499
1997-01-16,980.7364426771746
1997-01-17,970.1717505116551
1997-01-20,944.5808635571252
1997-01-21,936.7761680472905
1997-01-22,947.2576555947217
1997-01-23,934.2196357064897
1997-01-24,928.8682642247911
1997-01-27,906.6029883556696
1997-01-28,904.025553254763
1997-01-29,912.4900916535655
1997-01-30,900.473063222884
1997-01-31,919.5412173366619
1997-02-03,915.832617080695
1997-02-04,917.9695816773088
1997-02-05,896.0488493705784
1997-02-06,890.9015437592079
1997-02-07,876.2781845025842
1997-02-10,898.5658690400669
1997-02-11,896.8102738945695
1997-02-12,900.0294275117182
1997-02-13,905.5089014711925
1997-02-14,912.5074205300134
1997-02-17,912.0295252425226
1997-02-18,907.9966307385364
1997-02-19,906.4946466449493
1997-02-20,935.167260833511
1997-02-21,951.3575079572269
1997-02-24,956.8382067294457
1997-02-25,957.9532046892102
1997-02-26,950.8449557195493
1997-02-27,959.6472984919873
1997-02-28,943.0074744309268
1997-03-03,934.3301797381979
1997-03-04,932.9961364543256
1997-03-05,926.9587424891923
1997-03-06,912.0941447827357
1997-03-07,913.6344183333596
1997-03-10,912.4130655309641
1997-03-11,917.3325488146135
1997-03-12,908.0953835093494
1997-03-13,895.8331275248311
1997-03-14,894.3519772654945
1997-03-17,895.3561304516583
1997-03-18,914.0883947824801
1997-03-19,916.7026217771022
1997-03-20,911.5678466603246
1997-03-21,929.3654426503249
1997-03-24,916.3797795057651
1997-03-25,915.9072534964583
1997-03-26,920.530826916309
1997-03-27,915.7587837883343
1997-03-28,909.8782951984772
1997-03-31,904.6537730447732
1997-04-01,903.5635625270482
1997-04-02,915.8894799894666
1997-04-03,916.8572920755072
1997-04-04,899.5079442172339
1997-04-07,878.4930204671962
1997-04-08,882.0384344795467
1997-04-09,864.8824481194121
1997-04-10,851.0987986531568
1997-04-11,860.3268196348108
1997-04-14,852.9476276292851
1997-04-15,862.4233403104782
1997-04-16,877.0013280233704
1997-04-17,883.9472502958732
1997-04-18,899.1029916436822
1997-04-21,914.1113005139538
1997-04-22,909.9031366772203
1997-04-23,920.5673787880153
1997-04-24,918.4928204318888
1997-04-25,914.2466763838408
1997-04-28,908.3155971662871
1997-04-29,907.0048120569027
1997-04-30,926.4188201950124
1997-05-01,941.5244219211295
1997-05-02,948.4886447945153
1997-05-05,948.2989031101994
1997-05-06,984.4877995352496
1997-05-07,984.289724580049
1997-05-08,990.364288590706
1997-05-09,996.0558221753371
1997-05-12,1034.8077547300513
1997-05-13,1037.986542614637
1997-05-14,1048.758795322587
1997-05-15,1058.307145318703
1997-05-16,1079.2568672296866
1997-05-19,1079.4296355306985
1997-05-20,1096.2969448013434
1997-05-21,1069.1021906468497
1997-05-22,1054.0317575001477
1997-05-23,1068.0335529057131
1997-05-26,1062.4023434104208
1997-05-27,1054.7029096550568
1997-05-28,1078.5813873804364
1997-05-29,1075.780810694999
1997-05-30,1063.5787333487299
1997-06-02,1071.5248038868544
1997-06-03,1077.7631820929778
1997-06-04,1082.8624302673884
1997-06-05,1087.4464837554099
1997-06-06,1084.0512599156898
1997-06-09,1107.4685215296759
1997-06-10,1111.5076366125306
1997-06-11,1122.2778021809486
1997-06-12,1109.6965481340912
1997-06-13,1106.3215383419736
1997-06-16,1126.9911280318872
1997-06-17,1122.8105143770795
1997-06-18,1121.9282846104184
1997-06-19,1112.9891271821489
1997-06-20,1105.0003696961376
1997-06-23,1096.8635570543781
1997-06-24,1102.4969516681695
1997-06-25,1132.049555444737
1997-06-26,1135.8211705991625
1997-06-27,1118.4816704934692
1997-06-30,1126.1434396784216
1997-07-01,1105.4967408434431
1997-07-02,1109.9424853606602
1997-07-03,1115.337383682505
1997-07-04,1106.6359041273472
1997-07-07,1101.015934602526
1997-07-08,1103.333462893076
1997-07-09,1099.8608516062495
1997-07-10,1102.6431932697747
1997-07-11,1104.3956407874691
1997-07-14,1119.435836986019
1997-07-15,1101.0344677457913
1997-07-16,1118.8933304431825
1997-07-17,1123.3850331390083
1997-07-18,1116.8918444589297
1997-07-21,1113.7412813547064
1997-07-22,1110.8820090288903
1997-07-23,1108.5760594743808
1997-07-24,1113.9298203534956
1997-07-25,1110.828705987448
1997-07-28,1109.8254335915904
1997-07-29,1106.7088821609184
1997-07-30,1094.7979820178743
1997-07-31,1099.9292096435413
1997-08-01,1082.6289542673453
1997-08-04,1069.5551442718793
1997-08-05,1050.40486162739
1997-08-06,1074.0237495319775
1997-08-07,1070.0388789904998
1997-08-08,1100.9086055157961
1997-08-11,1067.4115084029636
1997-08-12,1078.0964343718065
1997-08-13,1086.201049951608
1997-08-14,1077.7136952445746
1997-08-15,1089.7210514865444
1997-08-18,1076.1848155708265
1997-08-19,1064.7288525938284
1997-08-20,1068.8196645801922
1997-08-21,1071.3046005400438
1997-08-22,1045.6940909264538
1997-08-25,1030.700636623776
1997-08-26,1040.701277497823
1997-08-27,1022.8235342959698
1997-08-28,1020.673831465448
1997-08-29,998.5795049075017
1997-09-01,975.3351969099
1997-09-02,977.1106015851342
1997-09-03,1008.0045505718265
1997-09-04,1006.0855739543357
1997-09-05,1003.1472344747982
1997-09-08,1000.9654734018116
1997-09-09,1018.1896160905006
1997-09-10,1017.6030865255966
1997-09-11,994.65349969834
1997-09-12,973.8278259846652
1997-09-15,978.1832181954657
1997-09-16,972.1914546974731
1997-09-17,966.0452442753356
1997-09-18,962.7935522353299
1997-09-19,969.4637441061933
1997-09-22,975.5809465419235
1997-09-23,980.6635171245163
1997-09-24,1012.6158434237794
1997-09-25,1002.4062805466281
1997-09-26,986.1675849170625
1997-09-29,981.0532680895749
1997-09-30,985.1164979591265
1997-10-01,984.8237998953066
