Date,SINGAPORE IMI GROWTH
1994-05-31,696.2123434952151
1994-06-30,683.052589268362
1994-07-29,697.4416348458005
1994-08-31,706.8563332007348
1994-09-30,702.5518857636223
1994-10-31,712.8830342982933
1994-11-30,659.1647970327618
1994-12-30,643.4981113238274
1995-01-31,622.6878356846661
1995-02-28,626.043890624157
1995-03-31,629.4132007619244
1995-04-28,640.067024097039
1995-05-31,678.6247851201588
1995-06-30,655.4989450903893
1995-07-31,671.2328046754335
1995-08-31,653.953271645339
1995-09-29,668.635936938657
1995-10-31,679.2493619805797
1995-11-30,694.2516299974491
1995-12-29,746.3993709628164
1996-01-31,816.0838089815205
1996-02-29,821.6200746490283
1996-03-29,809.6896935614334
1996-04-30,808.6942436012188
1996-05-31,829.6959765866061
1996-06-28,809.7433844545745
1996-07-31,738.7629124066373
1996-08-30,752.0638120356091
1996-09-30,734.3644392869485
1996-10-31,719.2845690472111
1996-11-29,750.4256779951015
1996-12-31,772.9243543505852
1997-01-01,773.6487899093428
1997-01-02,773.539184379006
1997-01-03,775.6922273474318
1997-01-06,779.3618957015186
1997-01-07,782.4753654625756
1997-01-08,787.4044890111791
1997-01-09,787.3485232840418
1997-01-10,774.3729695078894
1997-01-13,768.1514961142549
1997-01-14,761.6730618743007
1997-01-15,770.1372006244537
1997-01-16,768.4391714515901
1997-01-17,784.1886772109212
1997-01-20,790.04726412984
1997-01-21,786.5088035748138
1997-01-22,792.0016838925064
1997-01-23,797.7754937825715
1997-01-24,791.5559092729814
1997-01-27,782.1766770168392
1997-01-28,776.8190040694732
1997-01-29,784.9968949002308
1997-01-30,788.8019792143112
1997-01-31,793.2968818699509
1997-02-03,800.166278086805
1997-02-04,794.6479986730901
1997-02-05,787.3601595802014
1997-02-06,789.7989458271065
1997-02-07,788.831103233288
1997-02-10,792.1837410317676
1997-02-11,795.7296884070769
1997-02-12,806.3953702842354
1997-02-13,812.7210851593878
1997-02-14,819.5218127898383
1997-02-17,820.3192022867177
1997-02-18,804.9376514153347
1997-02-19,807.5824000857596
1997-02-20,807.5292592890964
1997-02-21,804.1625031044148
1997-02-24,788.5704112960395
1997-02-25,786.5762416831385
1997-02-26,788.8139410747115
1997-02-27,786.724857416854
1997-02-28,787.8696339080492
1997-03-03,775.981505313729
1997-03-04,778.3787326465798
1997-03-05,772.7271842062394
1997-03-06,771.7012572583519
1997-03-07,772.8571274891427
1997-03-10,768.7133401625116
1997-03-11,776.6150827171957
1997-03-12,767.5522249204365
1997-03-13,760.5959653293315
1997-03-14,754.6743858314886
1997-03-17,751.2195367724329
1997-03-18,740.5420589113353
1997-03-19,738.919713925512
1997-03-20,728.5507194734269
1997-03-21,713.6131761114807
1997-03-24,719.7304012528166
1997-03-25,741.6143591391851
1997-03-26,726.5450337919917
1997-03-27,719.2075910732779
1997-03-28,718.502325808733
1997-03-31,706.4042295284133
1997-04-01,711.5828466679046
1997-04-02,719.3219996317675
1997-04-03,706.4186686587914
1997-04-04,716.897942137335
1997-04-07,720.9652959358543
1997-04-08,733.3548272720573
1997-04-09,729.0598613467671
1997-04-10,718.7011101437722
1997-04-11,708.0803633559208
1997-04-14,694.4307723206801
1997-04-15,690.190667782845
1997-04-16,698.8620919637405
1997-04-17,694.8445728950943
1997-04-18,695.2027254554372
1997-04-21,688.2247309542239
1997-04-22,683.462669226346
1997-04-23,680.3710034532486
1997-04-24,667.4251714635457
1997-04-25,665.6000419892581
1997-04-28,646.8981485860203
1997-04-29,641.9970112151844
1997-04-30,650.4646341948705
1997-05-01,650.8597166765423
1997-05-02,652.2932949812925
1997-05-05,660.1951130124714
1997-05-06,665.1264460128599
1997-05-07,680.4656838842245
1997-05-08,673.3753834725325
1997-05-09,690.606849363969
1997-05-12,705.1023383366177
1997-05-13,711.1001874329638
1997-05-14,714.742887635098
1997-05-15,688.2702399564697
1997-05-16,685.5765555732902
1997-05-19,679.835180719336
1997-05-20,687.5601864675755
1997-05-21,687.2939147498611
1997-05-22,693.521260473032
1997-05-23,688.7928530894173
1997-05-26,688.0422872269792
1997-05-27,690.6292686055988
1997-05-28,694.9253784895035
1997-05-29,694.725452591525
1997-05-30,697.5272032911822
1997-06-02,705.990989670957
1997-06-03,702.3810338103755
1997-06-04,704.1291822705144
1997-06-05,705.1090897839998
1997-06-06,704.5434257880053
1997-06-09,701.6315887599712
1997-06-10,696.6695636511686
1997-06-11,703.7272953009552
1997-06-12,690.2502860308775
1997-06-13,688.0092512638158
1997-06-16,686.6511591555143
1997-06-17,693.5902168754169
1997-06-18,690.2547062430681
1997-06-19,694.0586507468585
1997-06-20,684.7557059102743
1997-06-23,699.6661307193916
1997-06-24,700.4235090011805
1997-06-25,703.769832925256
1997-06-26,703.5251535963638
1997-06-27,687.7537901795608
1997-06-30,697.8031643773428
1997-07-01,707.052632483584
1997-07-02,700.9506501858264
1997-07-03,705.2124624803239
1997-07-04,707.6399676750439
1997-07-07,717.9299769607634
1997-07-08,727.0723299170828
1997-07-09,706.2092599183171
1997-07-10,690.9392392610142
1997-07-11,694.109910967421
1997-07-14,686.127099330426
1997-07-15,683.964692783993
1997-07-16,684.090003489808
1997-07-17,686.9334580150714
1997-07-18,694.7217186105638
1997-07-21,704.3212510713267
1997-07-22,706.1886467535718
1997-07-23,708.3883091169906
1997-07-24,705.7473474445807
1997-07-25,710.831024616665
1997-07-28,706.7331845469785
1997-07-29,709.00992219338
1997-07-30,699.3622291310237
1997-07-31,701.647474024994
1997-08-01,693.750980712108
1997-08-04,694.6458427108244
1997-08-05,675.6202993449364
1997-08-06,678.7294191195042
1997-08-07,667.9319016860173
1997-08-08,670.7179874427513
1997-08-11,642.2502795532503
1997-08-12,640.3826650132685
1997-08-13,633.071518658836
1997-08-14,616.5248139647487
1997-08-15,609.2844541211898
1997-08-18,600.6021351591967
1997-08-19,607.2893721698745
1997-08-20,619.434126206467
1997-08-21,619.8103450920413
1997-08-22,620.3111272699435
1997-08-25,622.696892133038
1997-08-26,616.9987296056912
1997-08-27,602.5660025648165
1997-08-28,562.5801231017542
1997-08-29,544.5649048370398
1997-09-01,520.5347443350474
1997-09-02,511.7697837007503
1997-09-03,516.1640617164858
1997-09-04,523.4317181951695
1997-09-05,553.2669662227805
1997-09-08,574.9234508150865
