Date,FRANCE IMI GROWTH
1994-05-31,249.20205181846362
1994-06-30,244.93363663472434
1994-07-29,263.910625575177
1994-08-31,269.5414661094888
1994-09-30,262.06541174946085
1994-10-31,265.0883057919606
1994-11-30,257.38809028137405
1994-12-30,253.02738270726007
1995-01-31,248.3159069193185
1995-02-28,255.55468914649333
1995-03-31,285.03845127888235
1995-04-28,286.84825617725585
1995-05-31,288.2852802801348
1995-06-30,289.98843608189895
1995-07-31,300.33103684059637
1995-08-31,288.80963326616154
1995-09-29,295.2419662045312
1995-10-31,292.3679603308652
1995-11-30,283.5552513489625
1995-12-29,294.79409838202804
1996-01-31,313.22355657677576
1996-02-29,327.06268388099954
1996-03-29,346.4458175620017
1996-04-30,358.15490471337927
1996-05-31,357.7342523850709
1996-06-28,369.5576532630044
1996-07-31,361.30122150399984
1996-08-30,353.0693410492797
1996-09-30,365.2895197100842
1996-10-31,376.1474862011321
1996-11-29,394.4204421657471
1996-12-31,406.53785471838466
1997-01-01,406.53785471838466
1997-01-02,400.03656355460276
1997-01-03,397.86083829936587
1997-01-06,400.28774523290383
1997-01-07,401.82844563222295
1997-01-08,403.46725969190385
1997-01-09,404.20593550663637
1997-01-10,400.28467613101213
1997-01-13,402.7420495027043
1997-01-14,407.0856203612634
1997-01-15,407.9509439628681
1997-01-16,410.56843255636176
1997-01-17,408.6082942926798
1997-01-20,402.9361675109882
1997-01-21,401.97176778487096
1997-01-22,399.7800946922548
1997-01-23,402.91804144616685
1997-01-24,400.87649728117316
1997-01-27,399.310278423545
1997-01-28,400.92947417346204
1997-01-29,400.0100300834414
1997-01-30,404.4464017436022
1997-01-31,405.3992542574731
1997-02-03,404.00414193830534
1997-02-04,403.4038166695561
1997-02-05,406.1644167088566
1997-02-06,406.0618404548194
1997-02-07,406.43156973372817
1997-02-10,411.51997428719596
1997-02-11,406.49196308601495
1997-02-12,406.03421580798636
1997-02-13,408.6681445278745
1997-02-14,409.5419869205125
1997-02-17,407.10210475689877
1997-02-18,408.3950189154771
1997-02-19,404.114527842091
1997-02-20,402.1769365837855
1997-02-21,401.2892299131748
1997-02-24,405.8192068529321
1997-02-25,409.525165067072
1997-02-26,405.6114697509815
1997-02-27,407.8813898468658
1997-02-28,405.08518105713387
1997-03-03,402.26623737664886
1997-03-04,403.8194384459038
1997-03-05,404.6248757049397
1997-03-06,407.0929747954896
1997-03-07,407.58753241236934
1997-03-10,411.71111507144553
1997-03-11,410.5892907341459
1997-03-12,405.78468978273094
1997-03-13,404.0943621413576
1997-03-14,405.3856545063672
1997-03-17,402.46409454294184
1997-03-18,401.4856094868888
1997-03-19,402.52857422997295
1997-03-20,396.2385261924638
1997-03-21,401.46536020813494
1997-03-24,399.25555370619185
1997-03-25,403.0071556073017
1997-03-26,405.72357711358455
1997-03-27,411.0724965408426
1997-03-28,411.5821958545944
1997-03-31,412.82531521668517
1997-04-01,404.51803383599093
1997-04-02,399.56775309760985
1997-04-03,396.93761793270005
1997-04-04,396.37744391618827
1997-04-07,396.2386214860332
1997-04-08,398.4747635499146
1997-04-09,401.1389213946463
1997-04-10,400.52755150492004
1997-04-11,396.4046828552649
1997-04-14,393.8894773953758
1997-04-15,399.54777038912647
1997-04-16,401.6873728121641
1997-04-17,400.3553850927962
1997-04-18,394.06589296296426
1997-04-21,391.9978201497217
1997-04-22,389.191584402549
1997-04-23,391.8929541848682
1997-04-24,393.4529793596499
1997-04-25,390.5690946907776
1997-04-28,392.8554592758133
1997-04-29,400.51645941325626
1997-04-30,404.7249621488428
1997-05-01,406.8800414514693
1997-05-02,407.8607546792562
1997-05-05,409.22992198134375
1997-05-06,408.673979289441
1997-05-07,407.7790577302907
1997-05-08,410.532098046458
1997-05-09,412.21360268238595
1997-05-12,415.48722651573263
1997-05-13,418.6533299930824
1997-05-14,421.7181304619512
1997-05-15,420.93947105277636
1997-05-16,424.7845645451558
1997-05-19,421.6715571578619
1997-05-20,420.55330708670516
1997-05-21,425.1052402616773
1997-05-22,418.90653904282925
1997-05-23,421.50018137478315
1997-05-26,407.6725580301547
1997-05-27,409.413796484305
1997-05-28,398.63476097709355
1997-05-29,397.93032567651665
1997-05-30,398.08015057262776
1997-06-02,398.7642160208561
1997-06-03,402.9168419694189
1997-06-04,403.5414069515436
1997-06-05,412.02535593782636
1997-06-06,414.9824478328289
1997-06-09,416.27206537165324
1997-06-10,410.7724811158715
1997-06-11,414.6792610988835
1997-06-12,420.51247319239377
1997-06-13,422.2518535284115
1997-06-16,423.37550039437707
1997-06-17,417.5931786715296
1997-06-18,417.9696495429872
1997-06-19,417.5224197351199
1997-06-20,419.860856758997
1997-06-23,422.395100095977
1997-06-24,424.78100194234645
1997-06-25,435.74402289290765
1997-06-26,437.4353356524442
1997-06-27,435.90968741238333
1997-06-30,433.40317087864713
1997-07-01,444.1781146641326
1997-07-02,436.39725005709255
1997-07-03,439.90409301810496
1997-07-04,438.1450624775551
1997-07-07,442.7310479706596
1997-07-08,437.816880685745
1997-07-09,439.04139291655935
1997-07-10,436.8483834052811
1997-07-11,434.1276203096193
1997-07-14,429.0295288372437
1997-07-15,428.68224263029475
1997-07-16,434.5205594593356
1997-07-17,430.5217473697367
1997-07-18,420.9741800659383
1997-07-21,419.5244884058754
1997-07-22,421.4610697542035
1997-07-23,425.5207002338029
1997-07-24,421.8842670230932
1997-07-25,425.70996154290964
1997-07-28,423.18461586335
1997-07-29,427.52355185043325
1997-07-30,430.4671325809964
1997-07-31,431.31760089381066
1997-08-01,422.65341446007966
1997-08-04,416.03235817001524
1997-08-05,410.8863758884705
1997-08-06,416.87567493684077
1997-08-07,418.73623691738044
1997-08-08,416.8196766036014
1997-08-11,414.19836060495345
1997-08-12,412.7555170076292
1997-08-13,411.5194140655147
1997-08-14,409.20736348750694
1997-08-15,415.5020907616538
1997-08-18,408.57554421246624
1997-08-19,413.1673167157888
1997-08-20,413.1756624695793
1997-08-21,413.5638030396531
1997-08-22,411.3958986510639
1997-08-25,410.4328276011214
1997-08-26,411.07953194727696
1997-08-27,410.3948086797123
1997-08-28,409.04342084390913
1997-08-29,401.2632552903069
1997-09-01,402.7231016161832
1997-09-02,411.09415951835183
1997-09-03,413.3915555452275
1997-09-04,411.07693187473086
1997-09-05,410.6105610026328
1997-09-08,410.42342257273674
1997-09-09,407.882993477178
1997-09-10,404.52903562672617
1997-09-11,400.65819154124273
1997-09-12,402.73384185135063
1997-09-15,412.206085328415
1997-09-16,415.4811741353382
1997-09-17,418.4953977388445
1997-09-18,422.2112754572651
1997-09-19,421.8088074560082
1997-09-22,422.39514589886727
1997-09-23,420.85464909510085
1997-09-24,427.1807360308273
1997-09-25,425.35999419594594
1997-09-26,423.5308245890244
1997-09-29,425.6512919237071
1997-09-30,426.9274799466945
1997-10-01,429.71855175136017
1997-10-02,430.5204840653952
1997-10-03,434.75893800271245
1997-10-06,431.92483058671104
1997-10-07,431.70025401203105
1997-10-08,426.65257923824237
1997-10-09,422.66417769686325
1997-10-10,419.2919176170319
