Date,GERMANY IMI GROWTH
1994-05-31,289.836582554188
1994-06-30,292.23021128040705
1994-07-29,303.06144253369075
1994-08-31,311.83554364107795
1994-09-30,294.9556664631496
1994-10-31,307.2198976965382
1994-11-30,289.9382069931211
1994-12-30,301.2504524902324
1995-01-31,294.6139353744852
1995-02-28,316.41642872897216
1995-03-31,312.01456307223077
1995-04-28,323.3220458478187
1995-05-31,328.22111789928726
1995-06-30,339.3843262629164
1995-07-31,358.323096169137
1995-08-31,338.76658891031883
1995-09-29,342.5115201581142
1995-10-31,335.3980350274872
1995-11-30,332.765969944452
1995-12-29,344.44999713320504
1996-01-31,352.0097480348947
1996-02-29,354.3495746477608
1996-03-29,347.5528670942102
1996-04-30,331.5970930636267
1996-05-31,337.0235665901913
1996-06-28,348.12523294557985
1996-07-31,346.71786125601176
1996-08-30,352.9432059309594
1996-09-30,352.4039159053892
1996-10-31,355.28522355451895
1996-11-29,361.09805480616615
1996-12-31,364.88376185674684
1997-01-01,364.88376185674684
1997-01-02,361.00117868775715
1997-01-03,358.18127173375115
1997-01-06,358.78428893877464
1997-01-07,359.4577579930274
1997-01-08,358.2424428943339
1997-01-09,355.17497453552363
1997-01-10,356.47792952173074
1997-01-13,357.25000651258074
1997-01-14,355.172804304604
1997-01-15,360.1243017765581
1997-01-16,360.0333177951883
1997-01-17,357.2776791818501
1997-01-20,357.6685943975399
1997-01-21,352.4399125711589
1997-01-22,354.0656552678641
1997-01-23,354.22229033514134
1997-01-24,353.18477146518535
1997-01-27,350.42001413166656
1997-01-28,347.53714198377173
1997-01-29,349.7274200782907
1997-01-30,354.15442489784914
1997-01-31,357.18799764538306
1997-02-03,360.29599215251534
1997-02-04,360.41833350640997
1997-02-05,361.973090215443
1997-02-06,363.42736745983603
1997-02-07,362.54021690890164
1997-02-10,369.73789034961914
1997-02-11,366.9047958734225
1997-02-12,367.46085941393756
1997-02-13,367.94887029499233
1997-02-14,369.29263201681624
1997-02-17,365.25610740606186
1997-02-18,370.31673728236433
1997-02-19,365.88462609299324
1997-02-20,364.03571249233045
1997-02-21,364.30105862292686
1997-02-24,366.81185029664596
1997-02-25,369.75038740956376
1997-02-26,367.5165406476869
1997-02-27,371.33068309274944
1997-02-28,371.2489408411068
1997-03-03,372.2634456923902
1997-03-04,374.80704570601245
1997-03-05,378.11451639101716
1997-03-06,381.40321854361497
1997-03-07,377.4860495129244
1997-03-10,385.70653703361717
1997-03-11,388.11897663845536
1997-03-12,386.520695922611
1997-03-13,382.68105319685475
1997-03-14,384.29018099911406
1997-03-17,385.1058023824043
1997-03-18,382.7550206864764
1997-03-19,383.09584984471024
1997-03-20,379.12426434789785
1997-03-21,383.74927195487646
1997-03-24,385.0809170871515
1997-03-25,385.7494729248754
1997-03-26,390.58226100243206
1997-03-27,396.62718572133184
1997-03-28,396.92296425739653
1997-03-31,398.7905851219756
1997-04-01,384.54910290407327
1997-04-02,384.7051197727723
1997-04-03,375.9885878310335
1997-04-04,377.0281787079177
1997-04-07,376.93294113036654
1997-04-08,378.8162546476682
1997-04-09,380.62237632781745
1997-04-10,381.18493662031534
1997-04-11,379.1121994176996
1997-04-14,372.93696755059983
1997-04-15,375.25143750017116
1997-04-16,378.85011944963946
1997-04-17,382.60202827333825
1997-04-18,380.57046304407373
1997-04-21,382.6572559957452
1997-04-22,380.4949976312873
1997-04-23,385.84976555123234
1997-04-24,385.8412763447919
1997-04-25,383.42225356934034
1997-04-28,380.89505430297527
1997-04-29,383.2107640183583
1997-04-30,387.5492510179597
1997-05-01,390.49307770477355
1997-05-02,389.9489191426787
1997-05-05,395.69365486020496
1997-05-06,401.5687116558344
1997-05-07,400.24388418767376
1997-05-08,403.03996137951606
1997-05-09,409.3054415658758
1997-05-12,410.035718661176
1997-05-13,411.16945606684834
1997-05-14,407.5050936760315
1997-05-15,407.28896263996546
1997-05-16,412.13554080118416
1997-05-19,408.96099630637656
1997-05-20,406.70377758521875
1997-05-21,411.3635572015728
