Date,AUSTRIA IMI GROWTH
1994-05-31,505.5086176729416
1994-06-30,543.5770344656979
1994-07-29,531.4032800932157
1994-08-31,548.082895732075
1994-09-30,528.8517997137061
1994-10-31,516.3504147289497
1994-11-30,504.4483972025035
1994-12-30,519.6275857253402
1995-01-31,502.4398720371556
1995-02-28,523.4857822800695
1995-03-31,530.4555939831159
1995-04-28,526.5363437310262
1995-05-31,549.7744879965086
1995-06-30,566.681022712044
1995-07-31,578.7933558637402
1995-08-31,537.0741809369176
1995-09-29,545.8245308288039
1995-10-31,525.7078788717748
1995-11-30,513.8754498597124
1995-12-29,528.13128771702
1996-01-31,552.8519129173826
1996-02-29,548.7309210882306
1996-03-29,542.6866956930116
1996-04-30,542.080704495811
1996-05-31,561.1911818677283
1996-06-28,537.0910968553891
1996-07-31,528.9799728667135
1996-08-30,536.2946367200069
1996-09-30,518.7614219164216
1996-10-31,520.9387409241621
1996-11-29,537.3598806968097
1996-12-31,543.8244521477556
1997-01-01,543.8244521477556
1997-01-02,537.9225747733947
1997-01-03,533.5183850941772
1997-01-06,530.9792058590332
1997-01-07,528.8684286774342
1997-01-08,526.0967027865308
1997-01-09,523.198303450877
1997-01-10,528.6852025522307
1997-01-13,540.4922288188046
1997-01-14,537.475855181955
1997-01-15,543.2912666766993
1997-01-16,541.5250356979519
1997-01-17,535.7649218597635
1997-01-20,535.4096145243119
1997-01-21,535.3989728187665
1997-01-22,531.076829026233
1997-01-23,532.8069171633258
1997-01-24,535.6195925929363
1997-01-27,530.5377275635262
1997-01-28,525.4355558179351
1997-01-29,526.5363060870957
1997-01-30,526.97704777373
1997-01-31,527.8870825547715
1997-02-03,531.2252762086766
1997-02-04,532.0033904411913
1997-02-05,530.9276442926098
1997-02-06,532.2143012103317
1997-02-07,529.1182027781649
1997-02-10,535.4592539557644
1997-02-11,529.3664321044313
1997-02-12,528.2574752231466
1997-02-13,527.5171641870272
1997-02-14,527.3914756021766
1997-02-17,522.5213233128101
1997-02-18,524.4161729460318
1997-02-19,523.6583548585878
1997-02-20,524.2787434943941
1997-02-21,524.5878471208069
1997-02-24,530.013444935398
1997-02-25,531.3461223310038
1997-02-26,531.3251039268631
1997-02-27,530.3084072659899
1997-02-28,526.1451779441777
1997-03-03,531.284445921239
1997-03-04,526.1953378800257
1997-03-05,528.7495454615639
1997-03-06,528.2100489626258
1997-03-07,525.5168023966592
1997-03-10,530.9046704983019
1997-03-11,533.8383786649722
1997-03-12,531.402694139896
1997-03-13,529.0713478166424
1997-03-14,529.5162825124644
1997-03-17,526.8318123351945
1997-03-18,527.4691237895058
1997-03-19,527.184361898181
1997-03-20,523.1608802865893
1997-03-21,527.0437745195086
1997-03-24,525.1917340295425
1997-03-25,522.8896391216502
1997-03-26,524.8030928826608
1997-03-27,524.7037377442309
1997-03-28,524.9950014242745
1997-03-31,527.5613505551271
1997-04-01,515.6648292596263
1997-04-02,513.2992610141896
