Date,ITALY IMI GROWTH
1994-05-31,299.145251530444
1994-06-30,277.1807040700106
1994-07-29,291.73040838939403
1994-08-31,287.0570629711252
1994-09-30,287.2472269054422
1994-10-31,274.51888459422554
1994-11-30,257.9031039447454
1994-12-30,261.09305247339125
1995-01-31,273.4115913698247
1995-02-28,246.81230885796614
1995-03-31,232.206708998398
1995-04-28,254.24221845412225
1995-05-31,256.6115505728008
1995-06-30,251.42716730753457
1995-07-31,273.3012911390094
1995-08-31,268.0756675163008
1995-09-29,265.37039770192877
1995-10-31,255.25316656746776
1995-11-30,242.99876763579985
1995-12-29,259.9439138511296
1996-01-31,270.77019450832216
1996-02-29,271.51150165989463
1996-03-29,259.40449595551746
1996-04-30,295.6981579924947
1996-05-31,307.1085470647729
1996-06-28,312.2259855128959
1996-07-31,289.57180201125374
1996-08-30,287.38677937304936
1996-09-30,314.2176095429291
1996-10-31,297.25112746914203
1996-11-29,326.9591203050531
1996-12-31,325.0895854354806
1997-01-01,325.0895854354806
1997-01-02,324.3405469908185
1997-01-03,324.12885252644134
1997-01-06,322.8166647893151
1997-01-07,324.9027569997222
1997-01-08,329.06716770895696
1997-01-09,339.7868358309091
1997-01-10,349.3671899951354
1997-01-13,356.18623091776703
1997-01-14,365.42625134703536
1997-01-15,362.58423149923954
1997-01-16,368.7916920228862
1997-01-17,371.61910197184284
1997-01-20,369.74433562918483
1997-01-21,364.70666140461515
1997-01-22,365.97691670307944
1997-01-23,367.54412321830864
1997-01-24,365.56200405380537
1997-01-27,359.25153706390785
1997-01-28,359.71498551735056
1997-01-29,352.0890230132295
1997-01-30,354.0990347022703
1997-01-31,359.8849767814114
1997-02-03,351.10172000855783
1997-02-04,354.58402349225224
1997-02-05,359.62116769019514
1997-02-06,358.31877323653134
1997-02-07,361.892905793345
1997-02-10,359.3458269279472
1997-02-11,353.8879425161903
1997-02-12,350.719319542959
1997-02-13,350.7471359198257
1997-02-14,349.25788664913375
1997-02-17,342.1835769907832
1997-02-18,338.1697050928714
1997-02-19,336.1494827417115
1997-02-20,341.9610661499546
1997-02-21,343.87155629085174
1997-02-24,343.6167282298276
1997-02-25,341.06150461843515
1997-02-26,331.67517153603575
1997-02-27,326.74568239652166
1997-02-28,317.477428594833
1997-03-03,321.5280812511401
1997-03-04,322.7513322939577
1997-03-05,320.4050290056879
1997-03-06,324.5300721883184
1997-03-07,329.19440091130656
1997-03-10,327.6588635677318
1997-03-11,326.588036970833
1997-03-12,319.8299023462382
1997-03-13,319.85335529821566
1997-03-14,322.27777646348915
1997-03-17,316.00447484473324
1997-03-18,313.3080144052084
1997-03-19,321.11009362250695
1997-03-20,319.06561548818775
1997-03-21,321.31316902038424
1997-03-24,317.24750185411744
1997-03-25,322.20373638287117
1997-03-26,328.34422922523686
1997-03-27,330.40572802241593
1997-03-28,325.3059532209267
1997-03-31,326.3990199193582
1997-04-01,322.01666843013936
1997-04-02,321.6368798985244
1997-04-03,322.1578860551525
1997-04-04,322.26791609096693
1997-04-07,325.72216283637255
1997-04-08,323.23840089482474
1997-04-09,326.4287680694007
1997-04-10,324.94145197348234
1997-04-11,326.81762173552454
1997-04-14,327.8129515875378
1997-04-15,334.30143630532024
1997-04-16,336.5848011978657
1997-04-17,336.8365232998814
1997-04-18,336.0244863744013
1997-04-21,338.1117694972318
1997-04-22,334.5672085637965
1997-04-23,335.3106636414683
1997-04-24,331.9331172747765
1997-04-25,330.033934085186
1997-04-28,327.4132624549766
1997-04-29,331.3457605324057
1997-04-30,334.0733679073663
1997-05-01,335.92309159886554
1997-05-02,335.1096239001539
1997-05-05,334.6469506128903
1997-05-06,337.64911332700103
1997-05-07,336.15735474608067
1997-05-08,337.2633371121546
1997-05-09,338.7199664593893
1997-05-12,339.1628797679159
1997-05-13,341.90308659158853
1997-05-14,345.4521372012958
1997-05-15,344.8772313254815
1997-05-16,349.3464083513377
1997-05-19,349.09869673163445
1997-05-20,350.69306516756143
1997-05-21,352.70276954064025
1997-05-22,349.430998353295
1997-05-23,350.9780728149896
1997-05-26,345.504134021494
1997-05-27,345.1948030200815
1997-05-28,339.93624869024745
1997-05-29,340.545758080833
1997-05-30,333.1628709289681
1997-06-02,334.299427902768
1997-06-03,336.4332472191403
1997-06-04,337.16869634023436
1997-06-05,336.4679925032949
1997-06-06,336.4948633725164
1997-06-09,340.16899023515253
1997-06-10,337.1470577371292
1997-06-11,341.7980769446736
1997-06-12,348.48721284099435
1997-06-13,354.2951854913523
1997-06-16,356.27750169239044
1997-06-17,354.0571258569575
1997-06-18,362.18775593815104
1997-06-19,367.1276593200826
1997-06-20,369.0681795976122
1997-06-23,375.625931006577
1997-06-24,376.9462441688654
1997-06-25,383.6271927106154
1997-06-26,379.6298131851682
1997-06-27,377.0836512987764
1997-06-30,373.26992375066663
1997-07-01,381.15471388452073
1997-07-02,381.6952171407224
1997-07-03,381.48312924863234
1997-07-04,381.7683959858295
1997-07-07,388.75780198842824
1997-07-08,385.1769222233857
1997-07-09,386.8700349025037
1997-07-10,386.5262917013936
1997-07-11,390.747822633521
1997-07-14,387.3784936194115
1997-07-15,385.41876138925926
1997-07-16,393.85096618264777
1997-07-17,406.4446084256737
1997-07-18,397.30857672083783
1997-07-21,402.0963950774998
1997-07-22,407.45753288703196
1997-07-23,412.7822506182244
1997-07-24,407.1533280391018
1997-07-25,407.0689248590558
1997-07-28,405.00171249113
1997-07-29,397.4706315774971
1997-07-30,400.1193588790644
1997-07-31,395.98996212494046
1997-08-01,388.6810229651157
1997-08-04,380.7759590425862
1997-08-05,376.5347780276093
1997-08-06,385.9346165861433
1997-08-07,393.3630047410444
1997-08-08,390.8294715869839
1997-08-11,383.886722793514
1997-08-12,387.9388233467878
1997-08-13,389.3716260233223
1997-08-14,385.61622593407543
1997-08-15,391.86192795899194
1997-08-18,381.8600022572981
1997-08-19,382.8229907935049
1997-08-20,387.00230679152673
1997-08-21,386.81118200272925
1997-08-22,385.8630325469089
1997-08-25,387.85095273208293
1997-08-26,387.7448352629702
1997-08-27,385.91206551813843
1997-08-28,383.26268958083676
1997-08-29,386.2350108259438
1997-09-01,390.64480834859927
1997-09-02,394.51378309797036
1997-09-03,397.73470486581266
1997-09-04,396.9705255027117
1997-09-05,401.31684964830447
1997-09-08,402.09099679687296
1997-09-09,399.5287115102691
1997-09-10,396.9004225854657
1997-09-11,395.5890213802205
1997-09-12,398.1995259258303
1997-09-15,416.06459907852536
1997-09-16,418.11470248207416
1997-09-17,417.3386744584685
1997-09-18,421.8498281401785
1997-09-19,426.56247344083545
1997-09-22,438.61851355749894
1997-09-23,437.4427595123088
1997-09-24,446.1947521701806
1997-09-25,443.98934299827323
1997-09-26,448.8864175522815
1997-09-29,443.2380181619451
1997-09-30,442.2638703498142
1997-10-01,425.56806341197
1997-10-02,426.05010947585885
1997-10-03,433.2493150542176
1997-10-06,431.3055053896711
1997-10-07,434.2687164228373
1997-10-08,434.7634618803144
1997-10-09,424.6817537089756
1997-10-10,422.91664580689013
1997-10-13,439.5355317221201
1997-10-14,449.00969867752235
1997-10-15,448.5900030810815
1997-10-16,448.00805212932397
1997-10-17,434.40327313967924
1997-10-20,434.7673949040442
1997-10-21,437.63368234704967
1997-10-22,436.11596490435676
1997-10-23,429.7942738885343
1997-10-24,430.0861078572141
1997-10-27,421.9224891940058
1997-10-28,401.5968586599884
1997-10-29,416.9616489998584
1997-10-30,413.0854916287836
1997-10-31,413.74354488556406
1997-11-03,419.8288559568491
1997-11-04,421.0047756003553
1997-11-05,423.01736257600373
1997-11-06,424.8590588826673
1997-11-07,419.9593692599401
1997-11-10,420.8213712352518
1997-11-11,420.4175248742916
1997-11-12,415.19383832557895
1997-11-13,418.7772814275517
1997-11-14,420.0743130464139
1997-11-17,427.3690977739631
1997-11-18,428.0430051129103
1997-11-19,424.7239750601092
1997-11-20,431.54280350851803
1997-11-21,428.6216392383377
1997-11-24,423.6013591833187
1997-11-25,423.521611210568
1997-11-26,422.87504419404553
1997-11-27,420.30840047685143
1997-11-28,423.90538002378463
1997-12-01,426.30794366687087
1997-12-02,426.73587078110177
1997-12-03,427.2907738706384
1997-12-04,430.8426876983729
1997-12-05,427.38087598269317
1997-12-08,426.1363758742607
1997-12-09,422.8203724621666
1997-12-10,423.1321162897909
1997-12-11,419.79266199547055
1997-12-12,421.1198967739108
1997-12-15,427.05635303483
1997-12-16,433.88370159276536
1997-12-17,438.9439123158208
1997-12-18,438.31181212603735
1997-12-19,433.1966841672847
1997-12-22,435.0622231352113
1997-12-23,440.4135873358135
1997-12-24,440.0425414154402
1997-12-25,440.0425414154402
1997-12-26,440.5379715698994
1997-12-29,445.30949301124247
1997-12-30,445.8161573734232
1997-12-31,445.84627974775645
1998-01-01,445.84627974775645
1998-01-02,452.0716620586255
1998-01-05,460.81700034746274
1998-01-06,459.5628445245661
1998-01-07,460.91283169267007
1998-01-08,458.1891656639916
1998-01-09,459.275132323717
1998-01-12,455.50963079556965
1998-01-13,461.30239088585364
1998-01-14,463.92879627984445
1998-01-15,463.33241947319317
1998-01-16,468.5575368768524
1998-01-19,463.85809863415835
1998-01-20,468.73213412181605
1998-01-21,469.85034131261904
1998-01-22,475.68767743282655
1998-01-23,473.8921522732395
1998-01-26,472.9368859624605
1998-01-27,475.7866146297778
1998-01-28,477.45574022569804
1998-01-29,474.15962058959815
1998-01-30,480.08414390171083
1998-02-02,484.1659215258684
1998-02-03,481.5807755722509
1998-02-04,488.3514007818063
1998-02-05,497.25782666027885
1998-02-06,499.82549049904065
1998-02-09,492.1219059093184
1998-02-10,498.22275989617356
1998-02-11,501.22093180332195
1998-02-12,497.2368609568224
1998-02-13,492.3024196803052
1998-02-16,497.7043845917875
1998-02-17,502.3460961285797
1998-02-18,501.71984145485555
1998-02-19,492.4982266553373
1998-02-20,487.8451723842367
1998-02-23,488.13917110903617
1998-02-24,487.5662446851727
1998-02-25,493.721116305092
1998-02-26,497.3987467629788
1998-02-27,497.5479439411261
1998-03-02,512.3134673842619
1998-03-03,517.3317403840746
1998-03-04,509.5519184803484
1998-03-05,508.21438788014206
1998-03-06,517.2567830203735
1998-03-09,525.8546668132511
1998-03-10,527.6594166095264
1998-03-11,525.7855927379152
1998-03-12,525.9270576444102
1998-03-13,538.6846842620729
1998-03-16,544.8815099704639
1998-03-17,550.7081536147518
1998-03-18,548.8907379583231
1998-03-19,550.8573890102664
1998-03-20,560.0727489075974
1998-03-23,568.2774853938708
1998-03-24,583.6756039617165
1998-03-25,593.5025782399968
1998-03-26,595.917593973924
1998-03-27,590.7992780962364
1998-03-30,590.0454698235895
1998-03-31,591.3832549866235
1998-04-01,599.4623129781658
1998-04-02,616.17120295872
1998-04-03,621.5457718761439
1998-04-06,638.7355160525344
1998-04-07,630.9437038316362
1998-04-08,612.9970564014827
1998-04-09,604.3992508964468
1998-04-10,611.6474343121588
1998-04-13,609.8811525184545
1998-04-14,627.2872375216066
1998-04-15,641.701986510868
1998-04-16,617.1391891456651
1998-04-17,619.9212793879356
1998-04-20,613.3393674263286
1998-04-21,620.0741570391821
1998-04-22,619.053960065531
1998-04-23,597.0794642298781
1998-04-24,573.9299946193407
1998-04-27,536.8405258865162
1998-04-28,560.8567979418747
1998-04-29,546.9687710948863
1998-04-30,570.9728407620996
1998-05-01,576.1190514947041
1998-05-04,604.2332678349226
1998-05-05,599.2320533367676
1998-05-06,596.0169341645972
1998-05-07,589.9344802596696
1998-05-08,595.7065787008524
1998-05-11,608.407662085511
1998-05-12,601.7639901005675
1998-05-13,594.1819469247539
1998-05-14,587.3779392592236
1998-05-15,591.192697266956
1998-05-18,572.3620108910808
1998-05-19,594.2309855313797
1998-05-20,595.3347131277359
1998-05-21,610.4358199522624
1998-05-22,614.1461303322039
1998-05-25,624.785358367636
1998-05-26,624.420793027365
1998-05-27,603.839036759178
1998-05-28,600.0341962194647
1998-05-29,598.0621190500337
1998-06-01,587.1075626486914
1998-06-02,595.7061752467653
1998-06-03,604.0606944389378
1998-06-04,606.6520428864674
1998-06-05,612.0189707399717
1998-06-08,617.2122952179105
1998-06-09,606.9932194963503
1998-06-10,604.2444454982922
1998-06-11,585.50796747805
1998-06-12,571.7633783419675
1998-06-15,557.4080194734429
1998-06-16,568.7877105185986
1998-06-17,587.1522409465525
1998-06-18,576.5666791997522
1998-06-19,570.2437245680128
1998-06-22,558.7940303074197
1998-06-23,563.955623235592
1998-06-24,556.5628623698177
1998-06-25,572.8212513922383
1998-06-26,562.1739358083103
1998-06-29,570.9143659068504
1998-06-30,568.3227157944473
1998-07-01,581.8067106947839
1998-07-02,586.3088301573653
