Date,SWEDEN IMI GROWTH
1994-05-31,196.88657810010758
1994-06-30,188.07039893779125
1994-07-29,196.94680860273553
1994-08-31,198.07234318579296
1994-09-30,198.53162449841113
1994-10-31,218.59605155851668
1994-11-30,210.89792403835918
1994-12-30,209.61982055702157
1995-01-31,212.79954996687084
1995-02-28,214.69294389822983
1995-03-31,212.99203850342946
1995-04-28,233.05605117933987
1995-05-31,234.73772829653367
1995-06-30,246.04589307597948
1995-07-31,261.56644422209604
1995-08-31,259.1932438389013
1995-09-29,291.68130415820457
1995-10-31,280.53783964055333
1995-11-30,286.9058887924264
1995-12-29,281.2197754921382
1996-01-31,276.0858470867286
1996-02-29,300.52318495357025
1996-03-29,307.0388159633397
1996-04-30,305.7125766031057
1996-05-31,319.57229220818937
1996-06-28,322.7813603018083
1996-07-31,308.26125240598185
1996-08-30,327.47541198876354
1996-09-30,340.7198727276823
1996-10-31,358.753430110854
1996-11-29,380.9927567263881
1996-12-31,387.6842867511589
1997-01-01,387.6842867511589
1997-01-02,382.64623563430496
1997-01-03,384.43566112816694
1997-01-06,382.3563900192652
1997-01-07,382.3767478146891
1997-01-08,390.9970403389571
1997-01-09,394.6147489620647
1997-01-10,389.82237337565573
1997-01-13,395.34529778749754
1997-01-14,397.92888008326173
1997-01-15,398.0184163171365
1997-01-16,400.2626585532138
1997-01-17,395.82683278768513
1997-01-20,392.86258275473375
1997-01-21,394.74855237404626
1997-01-22,394.84037748786477
1997-01-23,393.692191568889
1997-01-24,392.68645977486506
1997-01-27,388.6667325421883
1997-01-28,389.78166184546774
1997-01-29,385.35783261215414
1997-01-30,390.2791937829339
1997-01-31,397.4181609355708
1997-02-03,393.4036567338923
1997-02-04,391.9776617958142
1997-02-05,391.27841430794126
1997-02-06,390.872392330836
1997-02-07,390.3649584804069
1997-02-10,400.3414884520737
1997-02-11,395.81763384954854
1997-02-12,394.0816250422292
1997-02-13,396.68921322789816
1997-02-14,397.27301902271944
1997-02-17,397.63464440793894
1997-02-18,396.59446609636734
1997-02-19,395.8763932728701
1997-02-20,393.98701332994415
1997-02-21,395.35491539481103
1997-02-24,395.6424996897842
1997-02-25,397.48736208831514
1997-02-26,395.45756293620286
1997-02-27,393.7281411180508
1997-02-28,390.4388876760574
1997-03-03,387.1522792525272
1997-03-04,389.8471743760091
1997-03-05,393.3049355725558
1997-03-06,396.8013251537576
1997-03-07,398.8939307131381
1997-03-10,407.4339087019999
1997-03-11,404.1193460997096
1997-03-12,397.28129943628124
1997-03-13,397.2907254013287
1997-03-14,393.11691931090553
1997-03-17,390.7264107479636
1997-03-18,384.40222053607073
1997-03-19,383.5862594774286
1997-03-20,377.22426328619486
1997-03-21,383.76519066538714
1997-03-24,383.10069355356825
1997-03-25,388.6817469677104
1997-03-26,393.5241539366927
1997-03-27,400.0966437362652
1997-03-28,400.6808460584088
1997-03-31,402.49181189944056
1997-04-01,381.1643358789703
1997-04-02,375.5909717328675
1997-04-03,378.9736257113276
1997-04-04,378.7124384058143
1997-04-07,381.50663494904205
1997-04-08,381.08552182906715
1997-04-09,376.71347998035213
1997-04-10,378.93533575746295
1997-04-11,377.3162296739827
1997-04-14,376.189172592424
1997-04-15,382.60621096490263
1997-04-16,382.4391795287476
1997-04-17,381.4754138960595
1997-04-18,381.69810356967787
1997-04-21,379.30011868584853
1997-04-22,375.5749452893909
1997-04-23,376.0956484539532
1997-04-24,379.47055389966926
1997-04-25,370.1224737739804
1997-04-28,364.98735602415667
1997-04-29,370.88162991737437
1997-04-30,372.8694582774569
1997-05-01,373.82134984822494
1997-05-02,379.3231520179438
1997-05-05,382.0079807088092
1997-05-06,386.84448967275443
1997-05-07,391.93791263256446
1997-05-08,393.2723662119835
1997-05-09,396.46497984980437
1997-05-12,396.66825331299873
1997-05-13,399.5932253988116
1997-05-14,404.8423929277108
1997-05-15,409.06515528507043
1997-05-16,407.501982326762
1997-05-19,404.56468209863215
1997-05-20,412.3588462298601
1997-05-21,419.9331091562304
1997-05-22,418.8096244484463
1997-05-23,423.32866394884337
1997-05-26,422.5348492819294
1997-05-27,417.1965537267373
1997-05-28,413.3692403132979
1997-05-29,408.5645084793567
1997-05-30,404.06446562451
1997-06-02,406.4788828243745
1997-06-03,410.33636509639
1997-06-04,410.78967857439756
1997-06-05,410.13657386742545
1997-06-06,411.32388804715197
1997-06-09,414.079201183957
1997-06-10,414.70981124316444
1997-06-11,415.875596782821
1997-06-12,416.623510947474
1997-06-13,419.0002679212292
1997-06-16,420.96866234999675
1997-06-17,417.6772947092343
1997-06-18,418.39630962380176
1997-06-19,421.4113684671198
1997-06-20,419.770057444231
1997-06-23,424.2910667617127
1997-06-24,425.65794462466414
1997-06-25,434.8586744513432
1997-06-26,435.5378346134544
1997-06-27,436.07703207982826
1997-06-30,432.7554405931333
1997-07-01,434.80621462608605
1997-07-02,434.6155906023554
1997-07-03,442.90636358615063
1997-07-04,445.92514909290463
1997-07-07,452.34930066938847
1997-07-08,451.6338211818783
1997-07-09,456.401514075514
1997-07-10,450.4069638214851
1997-07-11,454.13761161078725
1997-07-14,456.31322319118
1997-07-15,451.41854445076825
1997-07-16,458.9301289144529
1997-07-17,458.6942210461022
1997-07-18,450.8760320193596
1997-07-21,446.64439510284535
1997-07-22,454.59277595339694
1997-07-23,456.50405763029573
1997-07-24,454.59713222265145
1997-07-25,454.4700142761282
1997-07-28,450.6027417398774
1997-07-29,449.28442428205045
1997-07-30,451.79091160801767
1997-07-31,447.48423222871725
1997-08-01,445.2093023590241
1997-08-04,441.8985641309016
1997-08-05,443.1806687463227
1997-08-06,453.5703318389087
1997-08-07,460.1394042844616
1997-08-08,458.6177827222902
1997-08-11,458.964209042395
1997-08-12,459.16250626067534
1997-08-13,451.39429361331037
1997-08-14,447.88927233438767
1997-08-15,446.6301098231818
1997-08-18,440.08395766742206
1997-08-19,443.7615546740917
1997-08-20,446.81604569501735
1997-08-21,445.6820614123447
1997-08-22,438.59107864729896
1997-08-25,435.28950430637826
1997-08-26,435.32884934457957
1997-08-27,436.5871285524952
1997-08-28,435.7755757529447
1997-08-29,429.981752815237
