Date,BELGIUM IMI GROWTH
1994-05-31,297.63396514184734
1994-06-30,292.365155292224
1994-07-29,301.713045335463
1994-08-31,307.799861261786
1994-09-30,295.1771797988397
1994-10-31,300.6593937463455
1994-11-30,286.7872973979485
1994-12-30,290.6733591287485
1995-01-31,287.2335501103003
1995-02-28,289.70454242480184
1995-03-31,297.1783844297845
1995-04-28,322.5286111707813
1995-05-31,328.74391718482786
1995-06-30,331.0551288697972
1995-07-31,342.99634580137524
1995-08-31,325.1144745641055
1995-09-29,335.2505718220572
1995-10-31,326.49593826636095
1995-11-30,326.08376293797676
1995-12-29,341.5463958621332
1996-01-31,353.89863295219493
1996-02-29,359.6406457077815
1996-03-29,354.4465197347042
1996-04-30,369.8450616248302
1996-05-31,379.5988173273867
1996-06-28,389.75417971853904
1996-07-31,389.38143950277475
1996-08-30,400.51879673155327
1996-09-30,399.19908360103483
1996-10-31,419.77389654732275
1996-11-29,446.69460630576356
1996-12-31,442.301123768748
1997-01-01,442.301123768748
1997-01-02,438.06578916607486
1997-01-03,436.2159791118573
1997-01-06,436.8273715347748
1997-01-07,434.2586116179253
1997-01-08,432.30026027715405
1997-01-09,434.76985751486103
1997-01-10,434.37941902770933
1997-01-13,438.55360208794787
1997-01-14,443.3808390233584
1997-01-15,447.251905378368
1997-01-16,447.1424382319778
1997-01-17,443.80164126330584
1997-01-20,443.7686707543613
1997-01-21,444.1007840411752
1997-01-22,445.3011023638206
1997-01-23,448.0123395149864
1997-01-24,446.46117351583604
1997-01-27,440.53131293937184
1997-01-28,437.46060275961685
1997-01-29,435.8385461861449
1997-01-30,438.935575930123
1997-01-31,442.6789863487552
1997-02-03,441.7135375956787
1997-02-04,442.941342880231
1997-02-05,443.18165582494845
1997-02-06,443.33999656961316
1997-02-07,441.0112654886441
1997-02-10,446.6994412289141
1997-02-11,441.28349650731434
1997-02-12,441.9704031625205
1997-02-13,441.77850153429443
1997-02-14,441.05711364736163
1997-02-17,438.20740946302897
1997-02-18,441.4657466902738
1997-02-19,439.07664403761345
1997-02-20,438.9460782564381
1997-02-21,437.7619306291354
1997-02-24,441.016545234198
1997-02-25,445.17843630812604
1997-02-26,445.5464768411515
1997-02-27,446.4721125411653
1997-02-28,446.2666158919259
1997-03-03,445.5165756040033
1997-03-04,444.3556133841393
1997-03-05,446.05518300248724
1997-03-06,447.8449093970306
1997-03-07,448.1242765260311
1997-03-10,453.75722278714494
1997-03-11,455.3878255597949
1997-03-12,454.1877843438432
1997-03-13,450.52241449125245
1997-03-14,449.0543796020485
1997-03-17,447.27168405479983
1997-03-18,443.1837745293589
1997-03-19,440.3207978955895
1997-03-20,431.45697357820796
1997-03-21,433.96843858619854
1997-03-24,429.9807845446233
1997-03-25,433.72350138606294
1997-03-26,438.0490285840153
1997-03-27,448.8740243885534
1997-03-28,449.0686510792841
1997-03-31,450.49455522140704
1997-04-01,440.9219700866878
1997-04-02,439.823629003891
1997-04-03,434.488414680616
1997-04-04,429.8400109530436
1997-04-07,425.68702295583876
1997-04-08,426.5569985858926
1997-04-09,427.4364104293792
1997-04-10,427.0720000195234
1997-04-11,424.944978880106
1997-04-14,423.4585926516779
1997-04-15,426.5885005481179
1997-04-16,429.12930225277734
1997-04-17,432.9998780877031
1997-04-18,439.03642001638656
1997-04-21,443.39842616873386
1997-04-22,443.32924788966784
1997-04-23,447.41468325728437
1997-04-24,446.6938616662204
1997-04-25,440.9461157247325
1997-04-28,442.0121558539785
1997-04-29,443.28804971096247
1997-04-30,441.72394819166607
1997-05-01,444.85612386783515
1997-05-02,441.27144634563126
1997-05-05,440.71737719783596
1997-05-06,442.55878812081147
1997-05-07,443.0827782609574
1997-05-08,446.1627975735955
1997-05-09,447.93799012050175
1997-05-12,449.61742896037924
1997-05-13,452.58602330904046
1997-05-14,451.38200702673436
1997-05-15,453.397377737297
1997-05-16,454.1284028619758
1997-05-19,450.9058056233867
1997-05-20,450.33586828642797
1997-05-21,454.065922069897
1997-05-22,452.8670818540491
1997-05-23,457.049220739058
1997-05-26,457.2539846239188
1997-05-27,454.0947202721504
1997-05-28,454.61900629661665
1997-05-29,455.2944498875437
1997-05-30,452.7353028061639
1997-06-02,451.0840939744743
1997-06-03,451.58917618513107
1997-06-04,453.6462055096425
1997-06-05,453.81074187999263
1997-06-06,458.6724717171755
1997-06-09,469.3524324340695
1997-06-10,474.25270208879994
1997-06-11,494.03651981582703
1997-06-12,506.40748804853183
1997-06-13,498.755345910253
1997-06-16,499.85142363066683
1997-06-17,493.73448104279424
1997-06-18,493.4465419535554
1997-06-19,492.7448414062484
1997-06-20,497.01252294616165
1997-06-23,502.77436914685785
1997-06-24,505.2676521925154
1997-06-25,512.4716113141728
1997-06-26,514.7743683144464
1997-06-27,511.81167730176855
1997-06-30,510.74465708787034
1997-07-01,518.2663899550523
1997-07-02,522.9964743376763
1997-07-03,527.5928199313097
1997-07-04,525.3065508412872
1997-07-07,537.1655772306548
1997-07-08,531.0895761751314
1997-07-09,530.7202765771792
1997-07-10,533.2522762305563
1997-07-11,529.0969497592367
1997-07-14,531.0505571684381
1997-07-15,535.1544553862012
1997-07-16,548.9844371903008
1997-07-17,552.4708792930105
1997-07-18,534.1034298062733
1997-07-21,532.505050665552
1997-07-22,537.4447857700086
1997-07-23,542.1563681300795
1997-07-24,538.7432756337633
1997-07-25,538.0736988044727
1997-07-28,540.740038146888
1997-07-29,537.7393759697221
1997-07-30,532.8192937908161
1997-07-31,526.5238143460797
1997-08-01,511.8822911209616
1997-08-04,494.4952088052236
1997-08-05,496.15190760979783
1997-08-06,501.05589161381545
1997-08-07,504.68871185155
1997-08-08,499.9644009950794
1997-08-11,492.3019649813699
1997-08-12,499.7127141851912
1997-08-13,499.59995942423745
1997-08-14,497.1686926976447
1997-08-15,504.6513861279635
1997-08-18,490.22548970776154
1997-08-19,497.47498432469274
1997-08-20,499.8143246738183
1997-08-21,506.1668396756514
1997-08-22,500.7652875750954
1997-08-25,498.91866577054395
1997-08-26,498.57044752760066
1997-08-27,494.30026461232
1997-08-28,494.10963463470637
1997-08-29,487.5752779066932
1997-09-01,493.0421586140441
1997-09-02,502.686208035147
1997-09-03,507.26495750524094
1997-09-04,503.104533900885
1997-09-05,504.38392999545096
1997-09-08,499.8914432064677
1997-09-09,497.9872992379974
1997-09-10,495.6495640610886
1997-09-11,486.7251656723695
1997-09-12,496.2433448102401
1997-09-15,501.11106855346117
1997-09-16,504.4946435020901
1997-09-17,509.3320027777359
1997-09-18,509.2831570812213
1997-09-19,506.32636881553475
1997-09-22,504.1184964274129
1997-09-23,503.8122409468278
1997-09-24,507.1961603958472
1997-09-25,510.3537222597014
1997-09-26,515.4740945643823
1997-09-29,517.3450936217606
1997-09-30,522.3059881195758
1997-10-01,521.7130465654599
1997-10-02,523.115446972949
1997-10-03,534.2769334721754
1997-10-06,538.0001684973681
1997-10-07,543.2651472348196
1997-10-08,544.1083222507204
1997-10-09,541.3764234813461
1997-10-10,529.4793403453825
1997-10-13,534.6365935002043
1997-10-14,532.0424408403331
1997-10-15,530.4836023070094
1997-10-16,533.6994810453292
1997-10-17,519.556718399624
1997-10-20,514.6309024247091
1997-10-21,514.3208491703713
1997-10-22,513.3746258051056
1997-10-23,499.0154218413678
1997-10-24,494.21589144498694
1997-10-27,486.7985704356294
1997-10-28,482.49488316834385
1997-10-29,501.0876237589422
1997-10-30,500.3045162155099
1997-10-31,509.4249711936145
1997-11-03,512.9939383007696
1997-11-04,513.4357576621717
1997-11-05,517.0616727217026
1997-11-06,510.3096530434945
1997-11-07,502.48392333164753
1997-11-10,499.7452614831656
1997-11-11,500.12052534820873
1997-11-12,493.78353797795654
1997-11-13,494.89403798638426
1997-11-14,491.7665057801263
1997-11-17,495.4388435454987
1997-11-18,499.3567600782022
1997-11-19,496.95947174015123
1997-11-20,498.91934478785254
1997-11-21,497.78324143606693
1997-11-24,491.3824243172654
1997-11-25,490.4047655739047
1997-11-26,491.2470173234762
1997-11-27,492.5801551780336
1997-11-28,492.87681188630677
1997-12-01,500.4813981868318
1997-12-02,505.41201894665284
1997-12-03,508.24208099395696
1997-12-04,509.6695331490791
1997-12-05,509.377269322472
1997-12-08,507.28910113921097
1997-12-09,501.37944980444246
1997-12-10,498.96384544740744
1997-12-11,495.75682198412954
1997-12-12,496.19435110038546
1997-12-15,491.81485442339
1997-12-16,495.828270131028
1997-12-17,505.018274024779
1997-12-18,504.4537396886237
1997-12-19,506.9402897909493
1997-12-22,499.68380522447427
1997-12-23,497.6383590962128
1997-12-24,495.20530436678246
1997-12-25,495.2053043667823
1997-12-26,495.3946805928781
1997-12-29,503.2801645720363
1997-12-30,503.50737233147987
1997-12-31,501.9989294195801
1998-01-01,501.9989294195801
1998-01-02,512.6826443633981
1998-01-05,519.0738576518576
1998-01-06,516.292514533153
1998-01-07,518.1715125043955
1998-01-08,515.8889567473807
1998-01-09,509.9875372684399
1998-01-12,502.9998087171765
1998-01-13,512.5636359684331
1998-01-14,518.5700027031679
1998-01-15,516.2896800059503
1998-01-16,523.0226322286345
1998-01-19,525.1659544364117
1998-01-20,529.3064790013887
1998-01-21,533.6696012110204
1998-01-22,540.4306137225673
1998-01-23,546.6107532582264
1998-01-26,545.1678783062146
1998-01-27,546.306342556426
1998-01-28,553.3680422670406
1998-01-29,544.67685220625
1998-01-30,543.1907589284564
1998-02-02,555.8150340814975
1998-02-03,558.2109706221769
1998-02-04,555.4704808287793
1998-02-05,566.7974191083766
1998-02-06,572.3649232583468
1998-02-09,567.1005154003282
1998-02-10,564.7545597298875
1998-02-11,568.8362595996654
1998-02-12,565.8205153097705
1998-02-13,563.0031935884948
1998-02-16,569.5229030664507
1998-02-17,574.4237928008274
1998-02-18,578.6528002763109
1998-02-19,575.522016480565
1998-02-20,579.1808091260581
1998-02-23,588.8506466642084
1998-02-24,590.8019832651181
1998-02-25,602.9589566993558
1998-02-26,604.2340024414858
1998-02-27,599.810100694743
1998-03-02,608.1349779056161
1998-03-03,608.6687928487491
1998-03-04,605.5274793540725
1998-03-05,595.9531349657633
1998-03-06,612.9525626859293
1998-03-09,622.3267567899244
1998-03-10,625.4309852921385
1998-03-11,627.1815066836087
1998-03-12,625.8351426133896
