Date,USA IMI GROWTH
1994-05-31,293.93765925920405
1994-06-30,283.9378857964891
1994-07-29,292.3338196232754
1994-08-31,307.65345455601056
1994-09-30,303.64439644743874
1994-10-31,310.20155431822513
1994-11-30,300.03334849448595
1994-12-30,304.0751564066324
1995-01-31,308.9740323708553
1995-02-28,321.38128993434634
1995-03-31,331.00439861860133
1995-04-28,337.15217462991217
1995-05-31,347.2531355952197
1995-06-30,363.5507815156153
1995-07-31,380.83775768873846
1995-08-31,382.1188080768999
1995-09-29,396.11128427405026
1995-10-31,393.2746843508685
1995-11-30,408.9767518451492
1995-12-29,410.2165812654228
1996-01-31,420.4984404515978
1996-02-29,430.79400467804555
1996-03-29,434.14779940651005
1996-04-30,451.124416656978
1996-05-31,466.69673873859097
1996-06-28,460.18718096191407
1996-07-31,428.13629813429594
1996-08-30,444.5872260699797
1996-09-30,474.91355609795465
1996-10-31,472.3016314020677
1996-11-29,504.7474295793194
1996-12-31,493.16223279209106
1997-01-01,493.1623186609997
1997-01-02,488.0200034516743
1997-01-03,496.91705241902906
1997-01-06,497.4577716982557
1997-01-07,503.1183188380957
1997-01-08,500.4980040053506
1997-01-09,503.7763730717641
1997-01-10,507.273056785635
1997-01-13,506.89903951670124
1997-01-14,512.5380286815068
1997-01-15,510.00452989829415
1997-01-16,512.8597176989335
1997-01-17,517.4130601652663
1997-01-20,519.6017891082278
1997-01-21,523.1927489535094
1997-01-22,526.9835215365766
1997-01-23,522.8321183928933
1997-01-24,517.1496088997434
1997-01-27,511.9048377449339
1997-01-28,513.3206482979914
1997-01-29,516.0566660286208
1997-01-30,523.7930111118941
1997-01-31,526.4953587903352
1997-02-03,525.4298768930414
1997-02-04,525.069449909283
1997-02-05,516.4017584382308
1997-02-06,518.4963887534269
1997-02-07,524.6613288668717
1997-02-10,519.1999646763749
1997-02-11,520.1497297073377
1997-02-12,530.1646643916209
1997-02-13,535.8359640672787
1997-02-14,534.3325444907481
1997-02-17,534.3325444907481
1997-02-18,537.5782057304109
1997-02-19,536.8149932959095
1997-02-20,529.4351749573524
1997-02-21,526.5173065955032
1997-02-24,531.0041389992236
1997-02-25,531.6934333998902
1997-02-26,528.0804859066789
1997-02-27,519.7179068940226
1997-02-28,516.9163901493552
1997-03-03,519.1867692205624
1997-03-04,518.6078403412637
1997-03-05,526.3075307534989
1997-03-06,523.3363465194817
1997-03-07,525.7985767181893
1997-03-10,530.3419923684698
1997-03-11,529.0921125015021
1997-03-12,525.2591202665267
1997-03-13,518.8079741164219
1997-03-14,519.4126590575773
1997-03-17,518.7413924392216
1997-03-18,515.0439632102496
1997-03-19,510.4393305006721
1997-03-20,511.1634836177926
1997-03-21,510.99555989063515
1997-03-24,510.92444168166486
1997-03-25,511.15910873679906
1997-03-26,514.5368607811075
1997-03-27,505.1285226505515
1997-03-28,505.1285226505515
1997-03-31,491.41635720902093
1997-04-01,491.9133450760584
1997-04-02,486.5432685960694
1997-04-03,488.7418340965598
1997-04-04,497.804645168314
1997-04-07,501.2142171625573
1997-04-08,503.2716025523083
1997-04-09,500.3747973524314
1997-04-10,496.8241840247847
1997-04-11,483.13347209912
1997-04-14,487.4809247385631
1997-04-15,493.37010153233183
1997-04-16,497.4674259149317
1997-04-17,497.01911649471657
1997-04-18,498.729874878757
1997-04-21,493.59492623533754
1997-04-22,501.80203614588777
1997-04-23,503.4349912655987
1997-04-24,502.58545675105904
1997-04-25,495.841149923582
1997-04-28,499.77291664803187
1997-04-29,513.1130450175223
1997-04-30,519.5830586785204
1997-05-01,519.4785329032728
1997-05-02,531.2293933369376
1997-05-05,543.4450893044861
1997-05-06,540.6364130437042
1997-05-07,535.1890325808905
1997-05-08,536.8741493390125
1997-05-09,540.2289101228629
1997-05-12,547.5212627234885
1997-05-13,545.0556762824273
1997-05-14,546.2608001248138
1997-05-15,552.0186005953163
1997-05-16,544.2479365901356
1997-05-19,546.1590943141648
1997-05-20,552.5143134617772
1997-05-21,552.3487793048416
1997-05-22,549.8680218643605
1997-05-23,557.6606283759745
1997-05-26,557.6606283759745
1997-05-27,561.9062753665038
1997-05-28,561.6308859147008
1997-05-29,559.3736727908355
1997-05-30,560.6266453263165
1997-06-02,561.4518735915887
1997-06-03,557.2128090238293
1997-06-04,554.4169223424052
1997-06-05,556.9117940483025
1997-06-06,565.9605587925121
1997-06-09,570.9892574193416
1997-06-10,569.8247091894275
1997-06-11,572.2375423799617
1997-06-12,578.6835006171933
1997-06-13,584.9286513169106
1997-06-16,585.8508911433098
1997-06-17,587.9975980488306
1997-06-18,584.1980105908079
1997-06-19,591.6762692166279
1997-06-20,591.96221007386
1997-06-23,581.0379187506472
1997-06-24,591.2969085806162
1997-06-25,587.9482292737162
1997-06-26,584.5201501981154
1997-06-27,588.1036103281288
1997-06-30,587.8754090343706
1997-07-01,589.9611679641705
1997-07-02,598.0140651038713
1997-07-03,605.2189522431108
1997-07-04,605.2189522431108
1997-07-07,604.2447799095429
1997-07-08,609.7958079649771
1997-07-09,605.5598619393603
1997-07-10,609.2332853116287
1997-07-11,613.9717371265552
1997-07-14,618.3519130916113
1997-07-15,624.9663649808244
1997-07-16,634.4526547602002
1997-07-17,631.9117257812752
1997-07-18,622.3031026275917
1997-07-21,618.3981167616186
1997-07-22,630.8188647420648
1997-07-23,633.581109682694
1997-07-24,635.1289687576427
1997-07-25,633.9666207968313
1997-07-28,629.7052664785502
1997-07-29,631.4812642242339
1997-07-30,638.4074597997122
1997-07-31,639.6391887365655
1997-08-01,636.7490951089903
1997-08-04,639.5511296716891
1997-08-05,643.708948682349
1997-08-06,647.7316449033561
1997-08-07,642.3795069419051
1997-08-08,630.5041870377106
1997-08-11,626.4611696553685
1997-08-12,620.0780388015831
1997-08-13,619.3885714614927
1997-08-14,621.6993254401713
1997-08-15,607.067115922447
1997-08-18,612.6338268855397
1997-08-19,623.7643096220679
1997-08-20,633.7073511314694
1997-08-21,625.1279085739418
1997-08-22,622.5959695307102
1997-08-25,621.1324332020034
1997-08-26,615.9717393741133
1997-08-27,616.8231903334528
1997-08-28,611.335713158552
1997-08-29,610.7375137893955
1997-09-01,610.7381105494421
1997-09-02,627.0311275065476
1997-09-03,627.9578867002044
1997-09-04,630.2934340907049
1997-09-05,631.7244292712705
1997-09-08,632.5265094688699
1997-09-09,633.3711060313364
1997-09-10,624.3975975375248
1997-09-11,621.4720736254534
1997-09-12,628.5222198577968
1997-09-15,625.8021914782835
1997-09-16,640.8151789602447
1997-09-17,640.7337590613428
1997-09-18,641.6624468049027
1997-09-19,645.3492038642825
1997-09-22,650.8639880841233
1997-09-23,649.181423042009
1997-09-24,643.2925938051033
1997-09-25,639.1146485664776
1997-09-26,643.2402010178317
1997-09-29,649.0583903892888
1997-09-30,645.7501737884859
1997-10-01,648.2780268220572
1997-10-02,653.5207779927492
1997-10-03,656.5746937284116
1997-10-06,659.2505690298512
1997-10-07,667.2840947839826
1997-10-08,664.5347376250953
1997-10-09,664.0327810854856
1997-10-10,662.2754519291695
1997-10-13,662.3101820237733
1997-10-14,661.6471947169798
1997-10-15,659.2154106413293
1997-10-16,651.2476185440219
1997-10-17,641.0587917904193
1997-10-20,649.8665600630877
1997-10-21,661.7760646218144
1997-10-22,659.4755542804218
1997-10-23,645.8863195175758
1997-10-24,638.5130614007528
1997-10-27,592.5812201485277
1997-10-28,623.0252248115295
1997-10-29,622.1945554805563
1997-10-30,610.9870835775957
1997-10-31,619.3700400834274
1997-11-03,635.1347768463492
1997-11-04,637.6324218318985
1997-11-05,641.1201976325456
1997-11-06,636.7230041705167
1997-11-07,627.6793491852694
1997-11-10,622.3606102417348
1997-11-11,622.5679720900929
1997-11-12,609.105896770712
1997-11-13,616.8662753615064
1997-11-14,627.4356259005656
1997-11-17,639.3271948606608
1997-11-18,631.0759385838987
1997-11-19,634.2908814734221
1997-11-20,643.9456027743189
1997-11-21,645.4739221412067
1997-11-24,632.6356463038468
1997-11-25,635.8351990932408
1997-11-26,636.6022600958521
1997-11-27,636.6022600958521
1997-11-28,638.8903428464486
1997-12-01,649.7026176183838
1997-12-02,646.4613241671998
1997-12-03,649.492344043882
1997-12-04,648.0449447532117
1997-12-05,655.4025982222319
1997-12-08,656.6449070124762
1997-12-09,649.5743337640355
1997-12-10,642.6996169574206
1997-12-11,630.5086779414598
1997-12-12,626.6636907467791
1997-12-15,629.7295024185702
1997-12-16,636.0736183583812
1997-12-17,633.9043547977012
1997-12-18,625.065781102891
1997-12-19,622.3811228201982
1997-12-22,626.4351349406588
1997-12-23,616.7709326675161
1997-12-24,612.5827887516713
1997-12-25,612.5827887516713
1997-12-26,615.9547060030548
1997-12-29,628.0132394663815
1997-12-30,641.3520750729491
1997-12-31,643.2803819331502
1998-01-01,643.2803819331502
1998-01-02,645.8566554199116
1998-01-05,649.6589067535124
1998-01-06,643.3238711363041
1998-01-07,640.4590841927644
1998-01-08,636.9671601829451
1998-01-09,615.6892512794964
1998-01-12,621.5167931989135
1998-01-13,632.004952892387
1998-01-14,635.0241102647888
1998-01-15,631.8021163293773
1998-01-16,639.202784911713
1998-01-19,639.202784911713
1998-01-20,653.9958769236332
1998-01-21,650.1227603683784
1998-01-22,644.1711787986599
1998-01-23,641.4462225601404
1998-01-26,638.642389528125
1998-01-27,645.600963793293
1998-01-28,655.0693169725807
1998-01-29,660.3896919998971
1998-01-30,658.2491420436014
1998-02-02,671.8608241914794
1998-02-03,675.6709922406454
1998-02-04,679.0604972228228
1998-02-05,677.3396804955967
1998-02-06,681.8365067903618
1998-02-09,680.4341807602809
1998-02-10,688.7320190948973
