Date,NETHERLANDS IMI GROWTH
1994-05-31,304.24197709469064
1994-06-30,297.8766570980774
1994-07-29,317.1860998092857
1994-08-31,333.0261469888418
1994-09-30,331.3789125838302
1994-10-31,345.21185364211544
1994-11-30,328.8825306828197
1994-12-30,341.90900691691974
1995-01-31,347.3339346541165
1995-02-28,357.608829315852
1995-03-31,381.19867709298836
1995-04-28,395.74198238536553
1995-05-31,399.3754811547554
1995-06-30,413.8483781894029
1995-07-31,437.2863880460305
1995-08-31,413.1735881072863
1995-09-29,438.8067060223118
1995-10-31,426.57714095181984
1995-11-30,427.1662167003394
1995-12-29,433.2570502365527
1996-01-31,445.9952344984151
1996-02-29,462.7385785637396
1996-03-29,489.10401014537416
1996-04-30,489.6582229427203
1996-05-31,512.3172062678648
1996-06-28,514.5723711057447
1996-07-31,506.75634339964415
1996-08-30,531.6321970010111
1996-09-30,531.9742153929391
1996-10-31,528.6870823512915
1996-11-29,553.4441324369903
1996-12-31,564.230044063885
1997-01-01,564.230044063885
1997-01-02,555.6423117035814
1997-01-03,559.0947666784281
1997-01-06,563.2911340165875
1997-01-07,561.5266344732308
1997-01-08,560.4854266470993
1997-01-09,556.724358257385
1997-01-10,552.0561806347554
1997-01-13,554.0516831264619
1997-01-14,554.37895521549
1997-01-15,557.4553991540694
1997-01-16,561.3453720357032
1997-01-17,555.548908772279
1997-01-20,554.1892777693331
1997-01-21,552.4744771550352
1997-01-22,553.4342035582727
1997-01-23,556.0921116092452
1997-01-24,552.5136699097262
1997-01-27,551.6203988874067
1997-01-28,547.3461333040639
1997-01-29,542.8936418134549
1997-01-30,545.0868241706506
1997-01-31,547.9127967756651
1997-02-03,547.1236406622189
1997-02-04,551.662731540213
1997-02-05,554.6814860002372
1997-02-06,551.7870265686685
1997-02-07,552.7668217351512
1997-02-10,557.8867500092886
1997-02-11,557.7044640070541
1997-02-12,560.8993960782547
1997-02-13,564.0643296429421
1997-02-14,569.7313538769293
1997-02-17,572.932599181109
1997-02-18,576.7509250244975
1997-02-19,578.1496881759035
1997-02-20,574.0086630908648
1997-02-21,572.741082591408
1997-02-24,578.5106129574749
1997-02-25,588.6620947445757
1997-02-26,584.7688368369289
1997-02-27,585.0256126266188
1997-02-28,580.1532069943415
1997-03-03,578.6135176855555
1997-03-04,585.1688868211792
1997-03-05,586.0117848173273
1997-03-06,589.7633052612734
1997-03-07,593.3219505275539
1997-03-10,601.7294553636328
1997-03-11,603.3217307614187
1997-03-12,592.0242737446727
1997-03-13,594.3747763462667
1997-03-14,601.1411444056254
1997-03-17,597.4107722048375
1997-03-18,592.4586329112764
1997-03-19,586.3229208038354
1997-03-20,567.7927795317012
1997-03-21,582.3925948810336
1997-03-24,573.4104582809498
1997-03-25,580.2124540290371
1997-03-26,582.6117217986124
1997-03-27,592.8206407118153
1997-03-28,593.3396241617022
1997-03-31,596.1865156011025
1997-04-01,574.6810203429823
1997-04-02,574.2961647011535
1997-04-03,571.6516253207521
1997-04-04,576.683268638771
1997-04-07,578.079335859245
1997-04-08,577.0467871054524
1997-04-09,582.8901831595264
1997-04-10,580.2192656103937
1997-04-11,570.1772810668759
1997-04-14,565.742445732398
1997-04-15,576.5205203905958
1997-04-16,572.9072716376043
1997-04-17,578.903611636787
1997-04-18,584.3711747781647
1997-04-21,592.077863274086
1997-04-22,589.0504137875732
1997-04-23,592.7756735961563
1997-04-24,594.1862187506265
1997-04-25,584.9152944651117
1997-04-28,580.1429783919594
1997-04-29,591.6413482148274
1997-04-30,589.2572284111847
1997-05-01,599.0403979138704
1997-05-02,596.1320923145959
1997-05-05,602.6085508839274
1997-05-06,607.8355465081484
1997-05-07,609.0295471138878
1997-05-08,613.0390312517961
1997-05-09,620.2775505849618
1997-05-12,623.5690641691173
1997-05-13,624.7504989388759
1997-05-14,626.8905083899303
1997-05-15,628.1074533386266
1997-05-16,630.0413906901737
1997-05-19,625.5090732342742
1997-05-20,621.2531380865298
1997-05-21,631.730963413559
1997-05-22,629.8410011707721
1997-05-23,633.6139865954086
1997-05-26,641.0567296704733
1997-05-27,631.8094924296616
1997-05-28,632.8344843720163
1997-05-29,632.2441484217347
1997-05-30,620.4793931452951
1997-06-02,624.319228447617
1997-06-03,627.3497026169224
1997-06-04,631.2349334227789
1997-06-05,632.4223030391513
1997-06-06,634.3148327639335
1997-06-09,643.9831883295457
1997-06-10,641.0158541005738
1997-06-11,638.2109218157333
1997-06-12,642.656034546927
1997-06-13,644.2672605114425
1997-06-16,651.426046558044
1997-06-17,649.2984914260777
1997-06-18,654.0075811860513
1997-06-19,657.7124521094296
1997-06-20,662.0704202101133
1997-06-23,667.9918802262164
1997-06-24,669.2733874070165
1997-06-25,675.5083867278689
1997-06-26,669.395519718493
1997-06-27,667.5580117321663
1997-06-30,659.7442928095996
1997-07-01,665.4664047432299
1997-07-02,667.7247811773661
1997-07-03,675.829343839707
1997-07-04,679.5567072382971
1997-07-07,689.0026932884797
1997-07-08,678.4149240868724
1997-07-09,687.586716192246
1997-07-10,685.3757280527146
1997-07-11,690.049960968784
1997-07-14,688.4625210139084
1997-07-15,689.2106955257204
1997-07-16,703.3307739152469
1997-07-17,698.155361457877
1997-07-18,689.217411159624
1997-07-21,677.5246105415555
1997-07-22,686.5219906592513
1997-07-23,702.732564766134
1997-07-24,699.1134927612337
1997-07-25,698.0772325579399
1997-07-28,694.778151092398
1997-07-29,689.8759304683019
1997-07-30,687.721932411375
1997-07-31,691.4524758636891
1997-08-01,684.0219725598083
1997-08-04,685.0472252505034
1997-08-05,683.7511034436266
1997-08-06,691.3267246663728
1997-08-07,701.2978965524989
1997-08-08,698.2056356335645
1997-08-11,684.3560742890447
1997-08-12,683.1343833690823
1997-08-13,669.8872805548075
1997-08-14,665.805827679371
1997-08-15,651.6728882195997
1997-08-18,660.4205323500838
1997-08-19,671.2984780035162
1997-08-20,679.7511995609837
1997-08-21,681.374543088173
1997-08-22,666.979702075865
1997-08-25,670.7883336679945
1997-08-26,665.7473704616974
1997-08-27,663.7630649842698
1997-08-28,651.3345900879252
1997-08-29,643.0864163084195
1997-09-01,647.7744800000931
1997-09-02,666.185410135147
1997-09-03,673.6339675978788
1997-09-04,667.4804101746323
1997-09-05,672.3394188311025
1997-09-08,662.6034605705987
1997-09-09,657.6894915908022
1997-09-10,652.8753427189939
1997-09-11,644.0215549287034
1997-09-12,655.6368234519645
1997-09-15,663.0776708856636
1997-09-16,665.6057953956987
1997-09-17,676.6927480946075
1997-09-18,678.6551722040281
1997-09-19,673.1860707396072
1997-09-22,677.9228114826587
1997-09-23,681.1987613654817
1997-09-24,685.0529420555592
1997-09-25,687.7610503638085
1997-09-26,687.0205968919694
1997-09-29,686.4658788113486
1997-09-30,695.805368691081
1997-10-01,705.8241623367244
1997-10-02,706.1051385524271
1997-10-03,720.4721480155036
1997-10-06,719.0203980515244
1997-10-07,714.9909246605905
1997-10-08,712.6651981290883
1997-10-09,704.8471924600017
1997-10-10,697.0656556115456
1997-10-13,713.856629312645
1997-10-14,709.9743374056005
1997-10-15,706.977740032261
1997-10-16,703.0326227531942
1997-10-17,686.6712719404089
1997-10-20,686.9759646537481
1997-10-21,692.3560716486803
1997-10-22,691.1661390726714
1997-10-23,668.1212631856791
1997-10-24,672.0684715846975
1997-10-27,653.4238466350004
1997-10-28,646.6493112813018
1997-10-29,671.8975284498831
1997-10-30,658.770239971516
1997-10-31,663.4079782738704
1997-11-03,673.3643994570559
1997-11-04,670.2835492608743
1997-11-05,679.0662826917833
1997-11-06,675.4049199266126
1997-11-07,664.8319004555974
1997-11-10,668.6030168763714
1997-11-11,665.8253996341749
1997-11-12,649.180744413117
1997-11-13,647.2592426424526
1997-11-14,645.5837207443706
1997-11-17,662.8788095176913
1997-11-18,668.0679066482579
1997-11-19,658.9806609052436
1997-11-20,668.8011456129899
1997-11-21,674.5105245551429
1997-11-24,664.8658062868287
1997-11-25,656.8848034503824
1997-11-26,658.6372948116625
1997-11-27,660.1799480508604
1997-11-28,658.3699490538593
1997-12-01,669.8356012436699
1997-12-02,671.7164592135863
1997-12-03,670.6284092455086
1997-12-04,674.7911187429636
1997-12-05,669.8378198780418
1997-12-08,675.9004192424405
1997-12-09,670.0973948158171
1997-12-10,664.2975247165242
1997-12-11,646.6710139450871
1997-12-12,651.9020952604113
1997-12-15,652.1293118953356
1997-12-16,656.5371765912683
1997-12-17,667.024608548964
1997-12-18,664.1641590735711
1997-12-19,647.7815588598185
1997-12-22,647.6285682379146
1997-12-23,645.7389735083243
1997-12-24,648.238991975341
1997-12-25,648.238991975341
1997-12-26,648.4012748623043
1997-12-29,659.6853941978017
1997-12-30,659.8136715585955
1997-12-31,657.1447988952432
1998-01-01,657.1447988952432
1998-01-02,666.0796882022572
1998-01-05,668.4965534420177
1998-01-06,662.2989652248854
1998-01-07,660.6155035608466
1998-01-08,660.1163776516235
1998-01-09,652.4047735008393
1998-01-12,638.220395114213
1998-01-13,650.2838754136266
1998-01-14,657.5542063837302
1998-01-15,654.3844795908625
1998-01-16,666.3821482418728
1998-01-19,671.8449136710703
1998-01-20,672.5279052693348
1998-01-21,677.5511966160111
1998-01-22,674.9346737118165
1998-01-23,681.1759553006876
1998-01-26,681.4877689423663
1998-01-27,682.4037040940003
1998-01-28,681.3008380545185
1998-01-29,678.7634997422982
1998-01-30,676.6022107895723
1998-02-02,682.9164531920006
1998-02-03,680.8421170999155
1998-02-04,682.8776743162782
1998-02-05,699.9415272034828
1998-02-06,702.9822863260208
1998-02-09,698.3592126578786
1998-02-10,696.9898501187437
1998-02-11,699.6766916318272
1998-02-12,701.0289921668151
1998-02-13,698.6545674423587
1998-02-16,707.2421008305779
1998-02-17,721.0783986116941
1998-02-18,727.0114183085599
1998-02-19,722.3533612369084
1998-02-20,728.5824604592102
1998-02-23,750.2154642726225
1998-02-24,755.6884320297652
1998-02-25,760.9638589964466
1998-02-26,763.7411227561686
1998-02-27,763.1097183477639
1998-03-02,778.1335472846179
1998-03-03,774.3046611991498
1998-03-04,772.5784590831778
1998-03-05,755.5626349003479
1998-03-06,767.7887001060006
1998-03-09,778.3856394262687
1998-03-10,773.5918854652572
1998-03-11,777.0520005946948
1998-03-12,777.9762222415918
1998-03-13,795.1835433072085
1998-03-16,795.344652822204
1998-03-17,801.9156234025432
1998-03-18,787.4455667311013
1998-03-19,783.666622684356
1998-03-20,795.7402355967935
1998-03-23,799.079682560944
1998-03-24,801.783388553022
1998-03-25,807.837224099691
1998-03-26,801.0656785642708
1998-03-27,807.09429272398
1998-03-30,793.679241142502
1998-03-31,790.712566736158
1998-04-01,803.7290092653491
1998-04-02,806.4740214155014
1998-04-03,809.8693973436027
1998-04-06,822.2145714603707
1998-04-07,810.1174623204773
1998-04-08,817.6969559683527
1998-04-09,822.4323261121451
1998-04-10,822.4323261121451
1998-04-13,820.2486292509393
1998-04-14,829.7533979150428
1998-04-15,838.7308445982003
1998-04-16,824.0535632960617
1998-04-17,825.4802138430975
1998-04-20,839.224363268309
1998-04-21,851.3408401714387
1998-04-22,853.8894490690793
1998-04-23,844.4042707159766
1998-04-24,845.236453411363
1998-04-27,813.5717196703949
1998-04-28,819.56647397087
1998-04-29,813.0390296087319
1998-04-30,812.65934906437
1998-05-01,857.3925487820171
1998-05-04,864.6164487110367
1998-05-05,857.1034509560283
1998-05-06,855.756383283898
1998-05-07,844.8178403017802
1998-05-08,855.051834145619
1998-05-11,864.7875013426925
1998-05-12,858.3644050892422
1998-05-13,860.7193241771635
1998-05-14,859.9808258242457
1998-05-15,863.8498804819525
1998-05-18,852.8962197935483
1998-05-19,871.5505141806692
1998-05-20,887.4083853953691
1998-05-21,893.8380692359304
1998-05-22,897.2829035812941
1998-05-25,911.7099843780468
1998-05-26,905.7266613312347
1998-05-27,885.7035693146413
1998-05-28,883.6709197801715
1998-05-29,890.8828745626655
1998-06-01,891.9345231372162
1998-06-02,891.7726548071729
1998-06-03,902.3416637618105
1998-06-04,896.670315414779
1998-06-05,897.076946963691
1998-06-08,903.5479042707732
1998-06-09,902.2542509011482
1998-06-10,892.755276597009
1998-06-11,890.3911044889568
1998-06-12,869.8233771042528
1998-06-15,851.3815697706018
1998-06-16,863.1553235607744
1998-06-17,876.6713697443333
1998-06-18,866.2802391973901
1998-06-19,864.0576940060793
1998-06-22,850.727778843185
1998-06-23,864.0338771339532
1998-06-24,857.6620140626518
1998-06-25,875.9381919202503
1998-06-26,869.7835254083423
1998-06-29,876.3506392714108
1998-06-30,880.1335596331123
1998-07-01,889.6591179955828
1998-07-02,892.9953207102509
1998-07-03,905.7086160024616
1998-07-06,909.6172342322117
1998-07-07,909.0983879742807
1998-07-08,910.7781392177088
1998-07-09,901.0090355042568
1998-07-10,899.2971895535321
1998-07-13,917.8223043005142
1998-07-14,926.6262414099621
1998-07-15,926.9908522958644
1998-07-16,930.6132071657729
1998-07-17,942.2042774276947
1998-07-20,953.9767190970209
1998-07-21,951.0718981910811
1998-07-22,939.9068373817643
1998-07-23,922.0560648512394
1998-07-24,924.7983050664953
1998-07-27,906.7873608320793
1998-07-28,908.9496454029497
1998-07-29,905.9784224740306
1998-07-30,907.6326996570981
1998-07-31,889.5946326746408
1998-08-03,865.6165940582335
1998-08-04,879.2200016055876
1998-08-05,866.4085470573004
1998-08-06,859.9810029161615
1998-08-07,868.9026722675221
1998-08-10,857.7698790650404
1998-08-11,830.268839117956
1998-08-12,856.5315793913536
1998-08-13,844.8299285530557
1998-08-14,850.4934374451818
1998-08-17,840.9940319353984
1998-08-18,868.4184819280478
1998-08-19,876.1812573709645
1998-08-20,868.2670989108194
1998-08-21,845.2565189219315
1998-08-24,837.5628284829824
1998-08-25,855.0043011290845
1998-08-26,833.6880944496909
1998-08-27,818.1540332188757
1998-08-28,823.9728431334012
1998-08-31,817.2360732190307
1998-09-01,809.0100447027272
1998-09-02,833.875803649556
1998-09-03,829.0336757566909
1998-09-04,827.1651636188502
1998-09-07,835.0804137205431
1998-09-08,845.5512272142203
1998-09-09,841.2444504336391
1998-09-10,817.7919599522434
1998-09-11,812.5506753391338
1998-09-14,816.0277301863506
1998-09-15,809.0355235299388
1998-09-16,809.6165243416827
1998-09-17,783.234587649242
1998-09-18,756.5101725466925
1998-09-21,714.0740661570546
1998-09-22,747.6363908820588
1998-09-23,768.6574871904921
1998-09-24,782.5272282323025
1998-09-25,775.5396335455833
1998-09-28,787.1838243170008
1998-09-29,782.5641323518956
1998-09-30,770.9294481552205
1998-10-01,749.9821089477058
1998-10-02,721.353651889846
1998-10-05,703.3994535352566
1998-10-06,728.1285646419462
1998-10-07,721.5050043442133
1998-10-08,695.3911026269548
1998-10-09,701.0493377818758
1998-10-12,729.5802579820779
1998-10-13,752.4139022580046
1998-10-14,763.623945292268
1998-10-15,784.9601187495871
1998-10-16,800.7641508925251
1998-10-19,786.5716873499829
1998-10-20,802.6309932590922
1998-10-21,800.3428391775382
1998-10-22,807.4453485593906
1998-10-23,802.3412963727352
1998-10-26,803.7109437497876
1998-10-27,817.8777264743129
1998-10-28,805.4164643596425
1998-10-29,806.6809349002943
1998-10-30,817.3629850572511
1998-11-02,849.0085868301725
1998-11-03,848.7965067001262
1998-11-04,862.3166761814531
1998-11-05,859.3564907139762
1998-11-06,877.2188534298492
1998-11-09,864.9717214479135
1998-11-10,858.4887515642914
1998-11-11,865.2688435785632
1998-11-12,849.2612482561409
1998-11-13,846.6034664077363
1998-11-16,874.6772874814534
1998-11-17,869.8231068053159
1998-11-18,872.1982257540963
1998-11-19,880.9544627702528
1998-11-20,898.6141564081775
1998-11-23,900.7098734628659
1998-11-24,886.4114192974605
1998-11-25,880.8932942071416
1998-11-26,893.6731972067726
1998-11-27,895.9837162237319
1998-11-30,883.9983841792858
1998-12-01,854.7590743396829
1998-12-02,844.5486213421414
1998-12-03,864.6814016540806
1998-12-04,872.8915726691664
1998-12-07,875.2002377481259
1998-12-08,882.2236960983851
1998-12-09,899.0564657154129
1998-12-10,904.2751471011055
1998-12-11,894.139757172913
1998-12-14,890.3022875448173
1998-12-15,896.0790826820735
1998-12-16,901.2709441980817
1998-12-17,915.4808019484852
1998-12-18,921.6885934493862
1998-12-21,944.0378643420397
1998-12-22,945.9299491682195
1998-12-23,956.2694640503357
1998-12-24,957.3880726954154
1998-12-25,957.3880726954154
1998-12-28,971.4489568936759
1998-12-29,976.2522491639158
1998-12-30,974.9358886266683
1998-12-31,978.5490616931537
1999-01-01,978.5504723238653
1999-01-04,1015.0237531574718
1999-01-05,1025.559196569645
1999-01-06,1048.3080826661412
1999-01-07,1003.0139397691582
1999-01-08,992.1182110127203
1999-01-11,978.6520490155365
1999-01-12,954.1574165627221
1999-01-13,924.8724301774336
1999-01-14,938.6162284634497
1999-01-15,957.2994634899774
1999-01-18,979.3173034621409
1999-01-19,989.5998020839284
1999-01-20,990.1077519868851
1999-01-21,974.2346058884698
1999-01-22,937.0666041322447
1999-01-25,945.0322052303959
1999-01-26,950.8591180982398
1999-01-27,954.4079021799475
1999-01-28,958.0153515833291
1999-01-29,941.0734765001562
1999-02-01,950.0937494862302
1999-02-02,943.0291235374356
1999-02-03,934.3466927835581
1999-02-04,935.5975056009371
1999-02-05,939.8764998221831
1999-02-08,923.9517670882001
1999-02-09,907.0394866563473
1999-02-10,898.1041727899789
1999-02-11,902.0225519240258
1999-02-12,909.0369642319727
1999-02-15,903.5138211419012
1999-02-16,896.756018790598
1999-02-17,889.071713411327
1999-02-18,892.2117422386871
1999-02-19,881.6820584331858
1999-02-22,891.0496778269263
1999-02-23,901.7203239985312
1999-02-24,905.6326967567293
1999-02-25,910.8421071053368
