Date,NORWAY IMI GROWTH
1994-05-31,356.36770537568003
1994-06-30,341.74462531825594
1994-07-29,376.69717621141035
1994-08-31,379.8921835911252
1994-09-30,359.0912133617961
1994-10-31,384.0413630021529
1994-11-30,376.2289182773787
1994-12-30,395.68226884353
1995-01-31,403.1096754982877
1995-02-28,394.5894825136259
1995-03-31,398.09310321820715
1995-04-28,429.92813968110516
1995-05-31,432.99571372181856
1995-06-30,451.4139636019289
1995-07-31,467.8029267355543
1995-08-31,448.77478715007396
1995-09-29,466.2851885240559
1995-10-31,451.93702475442154
1995-11-30,452.1306713425864
1995-12-29,463.4999637671621
1996-01-31,457.6638466898733
1996-02-29,466.6397716488001
1996-03-29,471.30318608097406
1996-04-30,500.6227749628422
1996-05-31,504.96182757338676
1996-06-28,488.3741779576072
1996-07-31,494.59127883618424
1996-08-30,497.8945462172153
1996-09-30,500.73453172069986
1996-10-31,538.540170076988
1996-11-29,566.5726854207007
1996-12-31,590.9421115666274
1997-01-01,590.9421115666274
1997-01-02,589.479850739863
1997-01-03,590.1142384769674
1997-01-06,595.1984787172054
1997-01-07,596.825507523786
1997-01-08,606.1973374580435
1997-01-09,611.157608724463
1997-01-10,614.803107518694
1997-01-13,622.4231878635798
1997-01-14,620.4186586627745
1997-01-15,622.7233641530103
1997-01-16,629.6121135338664
1997-01-17,629.6204294816572
1997-01-20,634.8855517413149
1997-01-21,624.2909995549339
1997-01-22,622.6778260753207
1997-01-23,622.2799695101485
1997-01-24,628.751762518173
1997-01-27,627.724011814256
1997-01-28,627.3414331895996
1997-01-29,625.3102688606753
1997-01-30,633.6914558791592
1997-01-31,640.0957835411756
1997-02-03,639.7155283092111
1997-02-04,643.4667464478939
1997-02-05,640.2421626115919
1997-02-06,639.5380174706625
1997-02-07,634.124162345584
1997-02-10,633.5491326174512
1997-02-11,619.5789187793242
1997-02-12,619.3688616489053
1997-02-13,618.4148326701796
1997-02-14,622.2161745930241
1997-02-17,620.6041054683611
1997-02-18,627.8489869469562
1997-02-19,632.7290632427151
1997-02-20,629.0347325329228
1997-02-21,632.30713140264
1997-02-24,625.3283732350444
1997-02-25,621.311385636288
1997-02-26,612.0412397441311
1997-02-27,606.7715866868615
1997-02-28,599.790733726836
1997-03-03,586.6507349680784
1997-03-04,586.7486993810362
1997-03-05,591.6959138939244
1997-03-06,598.8712261147064
1997-03-07,598.9984720765502
1997-03-10,610.9278956931472
1997-03-11,613.2719168396902
1997-03-12,612.6286802468175
1997-03-13,607.9824760869312
1997-03-14,606.4410151323855
1997-03-17,603.1630775733474
1997-03-18,601.1904102292381
1997-03-19,599.7299398929581
1997-03-20,588.8747127471031
1997-03-21,599.8168017846583
1997-03-24,597.3303629357908
1997-03-25,603.6520141065943
1997-03-26,604.2264070387962
1997-03-27,609.5192069919005
1997-03-28,609.7950200182781
1997-03-31,612.7340584451383
1997-04-01,584.2463363487873
1997-04-02,575.896713750223
1997-04-03,572.8045910354707
1997-04-04,571.4481793871448
1997-04-07,572.693321306781
1997-04-08,575.3796760411822
1997-04-09,577.7489379527804
1997-04-10,576.7830279139949
1997-04-11,570.7508189239011
1997-04-14,567.3334751961878
1997-04-15,569.2886297801682
1997-04-16,563.1700880780585
1997-04-17,557.5836936137936
1997-04-18,559.2226411140152
1997-04-21,570.6258788258313
1997-04-22,571.3632424543899
1997-04-23,575.9880565538041
1997-04-24,570.8741466983879
1997-04-25,565.0726960890639
1997-04-28,559.955240533458
1997-04-29,565.4200795578257
1997-04-30,561.9419489383721
1997-05-01,564.9568292201333
1997-05-02,560.7677311044597
