Date,AUSTRALIA IMI GROWTH
1997-05-30,323.427308008424
1997-06-02,324.1111287180705
1997-06-03,323.2557019471279
1997-06-04,323.1715307177778
1997-06-05,322.31012874713485
1997-06-06,321.5955529409514
1997-06-09,322.3153376029218
1997-06-10,324.93985622500287
1997-06-11,321.27125468254144
1997-06-12,321.6491301014254
1997-06-13,323.43290908297035
1997-06-16,323.5228163589038
1997-06-17,326.0296356588933
1997-06-18,325.496466835204
1997-06-19,326.9613666778595
1997-06-20,331.1082433820373
1997-06-23,330.4954864514577
1997-06-24,327.1362700594843
1997-06-25,328.23950189383123
1997-06-26,326.8559177213603
1997-06-27,325.73455861289494
1997-06-30,330.20293683618985
1997-07-01,331.28180972564803
1997-07-02,333.22075668610165
1997-07-03,333.5229156123438
1997-07-04,329.73386281923405
1997-07-07,324.17229360528313
1997-07-08,320.9497848814601
1997-07-09,320.8757145738534
1997-07-10,317.5730245900153
1997-07-11,317.7291420230527
1997-07-14,311.9374214158491
1997-07-15,308.3309502988893
1997-07-16,308.94046483605166
1997-07-17,311.81998321810534
1997-07-18,316.6071782659558
1997-07-21,312.521881650689
1997-07-22,311.4448167442597
1997-07-23,312.6239634133327
1997-07-24,312.40923673809436
1997-07-25,314.4641580230232
1997-07-28,317.6564192144715
1997-07-29,321.5376145889351
1997-07-30,321.8691848077968
1997-07-31,321.59541828832556
1997-08-01,318.1189060461759
1997-08-04,315.97416326231655
1997-08-05,316.1106402802112
1997-08-06,316.25417069769094
1997-08-07,314.7312227872434
1997-08-08,310.98997210342407
1997-08-11,309.0118316598214
1997-08-12,307.5799591035248
1997-08-13,306.6640567567101
1997-08-14,306.7230604787726
1997-08-15,311.58623632413094
1997-08-18,303.44274301094555
1997-08-19,304.25673543294823
1997-08-20,306.9149213974389
1997-08-21,311.4071426959765
1997-08-22,308.1092542454708
1997-08-25,309.58617975882817
1997-08-26,308.7047400487298
1997-08-27,306.2326093630375
1997-08-28,304.2492266838507
1997-08-29,298.5918154877522
1997-09-01,296.43579630099043
1997-09-02,294.45821129141336
1997-09-03,298.0933335814344
1997-09-04,298.98362459288484
1997-09-05,299.63574602007003
1997-09-08,303.3210265511868
1997-09-09,305.48105639548913
1997-09-10,303.26429563039255
1997-09-11,299.01608642011666
1997-09-12,295.3621956060922
1997-09-15,297.1240033539864
1997-09-16,293.80101263069656
1997-09-17,296.4703028998096
1997-09-18,296.645039313607
1997-09-19,299.42827717015825
1997-09-22,302.16864042985736
1997-09-23,303.69409155143086
1997-09-24,303.9302065214644
1997-09-25,308.1363700565351
1997-09-26,307.77574665844423
1997-09-29,306.074030903831
1997-09-30,308.0430063737441
1997-10-01,311.2682431001961
1997-10-02,311.23711727087783
1997-10-03,309.13038253769685
1997-10-06,307.9125227398773
1997-10-07,305.5834610410645
1997-10-08,307.6203401978451
