Date,IRELAND IMI GROWTH
1994-05-31,156.41166255840912
1994-06-30,153.17743236864015
1994-07-29,165.75381681033386
1994-08-31,179.19655609197318
1994-09-30,175.4166401049397
1994-10-31,175.4045255777261
1994-11-30,166.73633335587732
1994-12-30,170.818380761897
1995-01-31,176.6214674709797
1995-02-28,180.26369004073905
1995-03-31,181.98865294466947
1995-04-28,182.65260769450617
1995-05-31,184.36288183940323
1995-06-30,196.0284055786386
1995-07-31,204.40568749069988
1995-08-31,203.53034824898083
1995-09-29,208.1269680519231
1995-10-31,204.02127415057606
1995-11-30,210.20235793011688
1995-12-29,217.4425975357016
1996-01-31,223.95746726868737
1996-02-29,231.79306425577028
1996-03-29,247.0077713502915
1996-04-30,256.5680950873751
1996-05-31,264.04063386369717
1996-06-28,267.00273123087436
1996-07-31,258.2340535623113
1996-08-30,269.77948400181765
1996-09-30,276.67651261973555
1996-10-31,272.7068520960256
1996-11-29,280.4744993668114
1996-12-31,287.82418029561177
1997-01-01,287.82418029561177
1997-01-02,285.56278800070197
1997-01-03,287.3976780522567
1997-01-06,290.7262990063924
1997-01-07,294.76344952022805
1997-01-08,295.3602737870054
1997-01-09,297.60377895936153
1997-01-10,295.80349134019815
1997-01-13,293.54337019584443
1997-01-14,294.04345092370147
1997-01-15,293.3189706888739
1997-01-16,293.85788403684074
1997-01-17,292.3351825055498
1997-01-20,289.2883878519523
1997-01-21,290.8026345782416
1997-01-22,292.20842249474333
1997-01-23,288.7874363143512
1997-01-24,288.86792299729433
1997-01-27,289.08642316950426
1997-01-28,287.58321287705434
1997-01-29,290.4847951976556
1997-01-30,294.267147695858
1997-01-31,295.24771577069345
1997-02-03,296.75046895244
1997-02-04,294.29678309601104
1997-02-05,293.7878156790447
1997-02-06,294.15099841025216
1997-02-07,291.9691336845206
1997-02-10,296.0415706399753
1997-02-11,296.83312507706296
1997-02-12,294.4055703500678
1997-02-13,294.1809736169756
1997-02-14,295.1931800486012
1997-02-17,293.24166917817286
1997-02-18,292.03141997638033
1997-02-19,292.53662710053703
1997-02-20,289.8895187284998
1997-02-21,289.534355973941
1997-02-24,291.9482879495302
1997-02-25,294.33509616843037
1997-02-26,293.722008051046
1997-02-27,290.71026642071496
1997-02-28,292.6992021739083
1997-03-03,289.9759374098556
1997-03-04,290.9871094681967
1997-03-05,289.9886928850165
1997-03-06,292.65628494809374
1997-03-07,290.13080931045835
1997-03-10,290.45197947647097
1997-03-11,291.7617736085238
1997-03-12,288.5654870394623
1997-03-13,289.687988273758
1997-03-14,290.25358103614934
1997-03-17,289.7782572472782
1997-03-18,286.3633949968997
1997-03-19,286.3050151071488
1997-03-20,282.8458998597032
1997-03-21,285.6589254346716
1997-03-24,285.481405071749
1997-03-25,289.1180013811779
1997-03-26,289.1444590836232
1997-03-27,288.2224609357209
1997-03-28,289.03126678172674
1997-03-31,288.7020584493447
1997-04-01,285.8690776300518
1997-04-02,283.5668918808561
1997-04-03,281.81565959628716
1997-04-04,283.5656705220248
1997-04-07,283.5527465612568
1997-04-08,282.16888110594755
1997-04-09,283.52207665978295
1997-04-10,282.8117757521576
1997-04-11,281.8467091938189
1997-04-14,277.9935103737691
1997-04-15,279.4700372858369
1997-04-16,279.1282275611461
1997-04-17,279.4111492379685
1997-04-18,277.93472177339646
1997-04-21,279.0725682482572
1997-04-22,279.71163504964164
1997-04-23,279.7086433638277
1997-04-24,281.4148565805423
1997-04-25,281.0328387006593
1997-04-28,279.4875581131993
1997-04-29,282.3188048629131
1997-04-30,279.7122224651566
1997-05-01,282.6650418616286
1997-05-02,283.2475199851546
1997-05-05,283.62698369939767
1997-05-06,290.4296049099509
1997-05-07,291.47000582267776
1997-05-08,288.90957314172795
1997-05-09,291.219251925023
1997-05-12,292.43391268319175
1997-05-13,295.2234099309392
1997-05-14,297.57681099299526
1997-05-15,298.13518269533495
1997-05-16,297.8759467529682
1997-05-19,296.82406467191635
1997-05-20,297.48125132028423
1997-05-21,295.4384158348788
1997-05-22,295.2277960932909
1997-05-23,295.75064266827064
1997-05-26,297.8317733298519
1997-05-27,297.69755197539706
1997-05-28,299.0083871667251
1997-05-29,300.6038632959856
1997-05-30,298.3986592147643
1997-06-02,297.63746894276096
1997-06-03,297.9415477537666
1997-06-04,298.1069053309196
1997-06-05,301.9636076348273
1997-06-06,303.9767858629052
1997-06-09,307.5431013416369
1997-06-10,307.8706719014849
1997-06-11,305.97910315591037
1997-06-12,309.9141546517482
1997-06-13,309.4639971034566
1997-06-16,310.27910539599156
1997-06-17,308.88527073017804
1997-06-18,307.3834416250849
1997-06-19,309.01923306414
1997-06-20,311.03465777278035
1997-06-23,310.4671358660187
1997-06-24,311.636074373079
1997-06-25,314.63120594735506
1997-06-26,311.6335406495248
1997-06-27,312.8161511981815
1997-06-30,314.25193694047545
1997-07-01,315.4570296648854
1997-07-02,313.9000709025607
1997-07-03,322.3791672705113
1997-07-04,320.96925514348953
1997-07-07,320.6863819046834
1997-07-08,323.1972310962188
1997-07-09,322.59561613192517
1997-07-10,325.3990080084868
1997-07-11,325.334340876352
1997-07-14,324.9861010777953
1997-07-15,320.8616584966812
1997-07-16,325.7144469065626
1997-07-17,330.69106196372496
1997-07-18,328.42964452783684
1997-07-21,319.96905279483553
1997-07-22,323.71658267209125
1997-07-23,325.62500651633144
1997-07-24,325.0249213273577
1997-07-25,321.7699427570484
1997-07-28,320.7915234676037
1997-07-29,321.06917864502645
1997-07-30,320.4396131159731
1997-07-31,321.1808370672456
1997-08-01,318.98785920068116
1997-08-04,315.9268134443998
1997-08-05,315.2110405692246
1997-08-06,318.66744540077605
1997-08-07,323.3871468443369
1997-08-08,325.79834168816916
1997-08-11,323.3783121709641
1997-08-12,323.862894428079
1997-08-13,326.3316919272114
1997-08-14,328.1178888247656
1997-08-15,325.5264754603234
1997-08-18,322.8869347482815
1997-08-19,324.9890988328975
1997-08-20,323.2946434421594
1997-08-21,325.9690248093673
1997-08-22,324.204543842966
1997-08-25,323.9563260064162
1997-08-26,325.41565123336255
1997-08-27,326.49294320219906
1997-08-28,327.2627354915642
1997-08-29,324.7207353490841
1997-09-01,324.25866730153376
1997-09-02,324.41786146822767
1997-09-03,326.1091343006875
1997-09-04,327.7165167873622
1997-09-05,330.1849064615192
1997-09-08,328.7354297442894
1997-09-09,330.40617427733685
1997-09-10,329.0752359200692
1997-09-11,328.66781698485477
1997-09-12,328.35505800254487
1997-09-15,326.98088686544463
1997-09-16,327.0209519960633
1997-09-17,328.2138249699993
1997-09-18,330.92351013579554
1997-09-19,332.1705569874548
1997-09-22,327.9828929384962
1997-09-23,329.22885836960984
1997-09-24,332.3137845425981
1997-09-25,333.2115207346026
1997-09-26,334.1670223052099
1997-09-29,338.39926025526466
1997-09-30,340.85392607816806
1997-10-01,342.8481381484565
1997-10-02,345.46899382401097
1997-10-03,350.7076541961747
1997-10-06,349.7417175987895
1997-10-07,352.05810097898245
1997-10-08,350.6141330003213
1997-10-09,351.3713189075909
1997-10-10,350.89681592647497
1997-10-13,354.5519336686691
1997-10-14,358.8828477541604
1997-10-15,358.4172114327413
1997-10-16,359.1560213072633
1997-10-17,352.9468035397663
1997-10-20,355.4266921956686
1997-10-21,353.10611721199075
1997-10-22,352.9857813494557
1997-10-23,349.7287964440731
1997-10-24,347.276612242464
1997-10-27,344.65830684448906
1997-10-28,333.98897844264957
1997-10-29,342.11874112030165
1997-10-30,339.76291526806824
1997-10-31,343.77835231889287
1997-11-03,342.112400147153
1997-11-04,347.680702555682
1997-11-05,348.42625100047235
1997-11-06,351.399450257325
1997-11-07,349.8123409242835
1997-11-10,349.6430749091901
1997-11-11,349.0083158596288
1997-11-12,343.31277893068085
1997-11-13,341.94350638617874
1997-11-14,341.15341473262964
1997-11-17,343.37166493180877
1997-11-18,342.511966323955
1997-11-19,341.65739047761616
1997-11-20,343.9014313399588
1997-11-21,344.77799023786065
1997-11-24,344.707246883672
1997-11-25,345.25844942426824
1997-11-26,344.2329093830427
1997-11-27,344.1315659380022
1997-11-28,346.01669647969305
1997-12-01,346.37531266140843
1997-12-02,347.86130197500745
1997-12-03,347.6236789418348
1997-12-04,354.24859285527924
1997-12-05,353.94013119511976
1997-12-08,357.3573171598989
1997-12-09,359.0269838347648
1997-12-10,355.2522846828994
1997-12-11,354.88623194847554
1997-12-12,355.78148560052955
1997-12-15,348.1671777661341
1997-12-16,347.5301644860448
1997-12-17,341.76659514125544
1997-12-18,340.0749823121042
1997-12-19,338.6871584655021
1997-12-22,340.24119538786675
1997-12-23,338.8201350245077
1997-12-24,338.24780873962084
1997-12-25,338.2478087396207
1997-12-26,338.4274665716112
1997-12-29,340.5040680728274
1997-12-30,345.6251987507463
1997-12-31,348.02515495862986
1998-01-01,348.0251549586298
1998-01-02,346.587010156568
1998-01-05,352.0073204717441
1998-01-06,353.42636611769063
1998-01-07,352.9213125358764
1998-01-08,349.1471933004756
1998-01-09,344.75135407958487
1998-01-12,338.3891224046813
1998-01-13,347.34930419481833
1998-01-14,350.63158601240883
1998-01-15,353.4677992585721
1998-01-16,353.11305608405024
