Date,PORTUGAL IMI GROWTH
1994-05-31,282.76616224094926
1994-06-30,270.3516166000103
1994-07-29,285.3786812352339
1994-08-31,307.83541649666955
1994-09-30,301.51880668616326
1994-10-31,309.4836020656262
1994-11-30,303.3746576024757
1994-12-30,299.9047217858967
1995-01-31,289.5775190944685
1995-02-28,297.96025211684616
1995-03-31,320.30013974259987
1995-04-28,317.7042919849621
1995-05-31,312.24629269824277
1995-06-30,313.31447654621985
1995-07-31,314.4591187149827
1995-08-31,288.28632080023823
1995-09-29,295.6394078176488
1995-10-31,303.55991635906474
1995-11-30,288.5784125409654
1995-12-29,296.14996078323213
1996-01-31,313.09014315395893
1996-02-29,326.35575847335673
1996-03-29,331.2722087994132
1996-04-30,330.98980635384163
1996-05-31,343.7768261049762
1996-06-28,371.23033047405346
1996-07-31,378.91976513217224
1996-08-30,379.8722673062444
1996-09-30,376.52061300845764
1996-10-31,381.66353805321654
1996-11-29,385.9026469264644
1996-12-31,398.8295049223237
1997-01-01,398.8295049223237
1997-01-02,399.5170535564111
1997-01-03,397.33827262376883
1997-01-06,402.6149388620176
1997-01-07,409.9899076874359
1997-01-08,414.7563589135958
1997-01-09,411.73410108097863
1997-01-10,412.4200121372486
1997-01-13,416.9999711829362
1997-01-14,418.35714594241796
1997-01-15,415.6714204382157
1997-01-16,414.7871689985989
1997-01-17,414.50802152670065
1997-01-20,413.56432464468577
1997-01-21,414.41067025981135
1997-01-22,412.4291152553274
1997-01-23,414.75021321530346
1997-01-24,414.3124064442674
1997-01-27,413.9157114275643
1997-01-28,410.6376971935301
1997-01-29,411.7127773368369
1997-01-30,412.13766730547206
1997-01-31,415.81606948825953
1997-02-03,414.2219756650009
1997-02-04,413.6533487275363
1997-02-05,416.2464294297052
1997-02-06,416.9397611284591
1997-02-07,418.5001341597425
1997-02-10,423.9352906200925
1997-02-11,419.99593481018456
1997-02-12,414.75144439317273
1997-02-13,411.29106829349223
1997-02-14,414.85253279248525
1997-02-17,411.0475614205545
1997-02-18,411.9212686930982
1997-02-19,412.1504689572886
1997-02-20,413.1517318013227
1997-02-21,412.5137995634553
1997-02-24,413.7408380544828
1997-02-25,415.0518542159987
1997-02-26,407.6129868109507
1997-02-27,409.1030971641176
1997-02-28,406.64497828963187
1997-03-03,410.6180878556109
1997-03-04,407.00504640279945
1997-03-05,406.1879679158776
1997-03-06,405.9397964650712
1997-03-07,405.3416845876862
1997-03-10,407.2972002678703
1997-03-11,408.8644353658912
1997-03-12,409.9876732576383
1997-03-13,407.5166467715144
1997-03-14,407.05886528806906
1997-03-17,407.0721427536936
1997-03-18,404.96004293041176
1997-03-19,401.2397439997731
1997-03-20,394.9355747898065
1997-03-21,397.73692254261283
1997-03-24,395.65208838171804
1997-03-25,396.992950463513
1997-03-26,398.627528158354
1997-03-27,403.91796680099674
1997-03-28,404.93629772723386
1997-03-31,406.9035311717241
1997-04-01,401.44698635852694
1997-04-02,401.5002105795221
1997-04-03,397.8086910794206
1997-04-04,394.80140312072183
1997-04-07,392.15896391831404
1997-04-08,393.1019869277218
1997-04-09,395.97447286161423
1997-04-10,395.5983403507988
1997-04-11,395.8531912221871
1997-04-14,394.7529393876705
1997-04-15,395.5376614074872
1997-04-16,395.18562069733974
1997-04-17,395.5967159404244
1997-04-18,398.4342458099489
1997-04-21,401.67237995556053
1997-04-22,401.5731181102658
1997-04-23,404.6493806755016
1997-04-24,404.2357380996716
1997-04-25,403.3926044628472
1997-04-28,405.23983740243517
1997-04-29,407.35646901325407
1997-04-30,407.009699620016
1997-05-01,409.4724971654874
1997-05-02,415.9797532778117
1997-05-05,420.95290980480183
1997-05-06,423.3298059381929
1997-05-07,422.2787865372206
1997-05-08,425.1024425904217
1997-05-09,427.5605401355814
1997-05-12,426.63381771717667
1997-05-13,429.1740890747005
1997-05-14,429.9273162823884
1997-05-15,430.99209182454496
1997-05-16,430.04304709261874
1997-05-19,424.2879753613743
1997-05-20,424.88886290985744
1997-05-21,427.33343875852324
1997-05-22,423.91756997306356
1997-05-23,420.47367868674155
1997-05-26,422.77531827270957
1997-05-27,420.95292050082486
1997-05-28,420.9575904494225
1997-05-29,421.3617685257923
1997-05-30,416.9630125753103
1997-06-02,415.6802128378521
1997-06-03,419.046310201382
1997-06-04,420.2388029948526
1997-06-05,424.37531881226585
1997-06-06,428.8222355289357
1997-06-09,435.63542219097275
1997-06-10,433.60583118686196
1997-06-11,436.2979025074955
1997-06-12,438.3583360622464
1997-06-13,435.59861659239243
1997-06-16,451.2817440109518
1997-06-17,450.7507322567774
1997-06-18,451.7951687720729
1997-06-19,452.05395751288324
1997-06-20,448.93242778250476
1997-06-23,450.69591272360367
1997-06-24,448.0335562791825
1997-06-25,453.64525528841034
1997-06-26,453.60066711321326
1997-06-27,450.8618025729723
1997-06-30,444.39152031027993
1997-07-01,447.2325240656303
1997-07-02,448.9830158881792
1997-07-03,459.1982398331145
1997-07-04,464.66844230287234
1997-07-07,476.2745452564491
1997-07-08,478.7510550262373
1997-07-09,483.5241262045967
1997-07-10,480.6136417192963
1997-07-11,474.1236233855612
1997-07-14,465.41410030990653
1997-07-15,455.51107422364566
1997-07-16,459.13495868702455
1997-07-17,461.70952757722944
1997-07-18,457.201771563802
1997-07-21,451.69510904627714
1997-07-22,448.0932657276178
1997-07-23,447.4198549291541
1997-07-24,444.6523068110136
1997-07-25,445.2667831682245
1997-07-28,443.4931277303098
1997-07-29,442.7227760936721
1997-07-30,445.00262685716496
1997-07-31,447.8925093646456
1997-08-01,444.6932114872225
1997-08-04,442.3594460461831
1997-08-05,440.495767504455
1997-08-06,440.96516802538775
1997-08-07,446.6728258208065
1997-08-08,450.3867357225849
1997-08-11,447.94501707214135
1997-08-12,447.1231814249389
1997-08-13,452.3408444284383
1997-08-14,451.3756743792777
1997-08-15,458.1327219536488
1997-08-18,451.6788896691558
1997-08-19,451.16186576014917
1997-08-20,449.71788932328576
