Date,FINLAND IMI GROWTH
1994-05-31,102.36703574834102
1994-06-30,101.0573679262336
1994-07-29,113.00516616650759
1994-08-31,124.820510116613
1994-09-30,127.78092473354573
1994-10-31,143.7547377046665
1994-11-30,128.6568108438599
1994-12-30,134.5764141881237
1995-01-31,132.26200689116382
1995-02-28,129.0008368492904
1995-03-31,128.70843091953574
1995-04-28,146.1884517417387
1995-05-31,149.98513228089354
1995-06-30,171.31322563490386
1995-07-31,189.37961478151794
1995-08-31,185.49754488105896
1995-09-29,192.92325409231196
1995-10-31,165.57253528056813
1995-11-30,160.68238662292444
1995-12-29,133.29824527530621
1996-01-31,130.41848106858393
1996-02-29,128.49190663166098
1996-03-29,126.94631948863928
1996-04-30,130.59064346826523
1996-05-31,147.38412973022787
1996-06-28,135.30352751836662
1996-07-31,133.85542870813208
1996-08-30,152.6028452382719
1996-09-30,155.7392323828509
1996-10-31,162.79416433637593
1996-11-29,182.76977071347306
1996-12-31,189.98072518361468
1997-01-01,189.98072518361468
1997-01-02,188.7233208137981
1997-01-03,189.0699457434442
1997-01-06,187.8597917743308
1997-01-07,190.35379744579265
1997-01-08,197.73767466107833
1997-01-09,198.47091004093568
1997-01-10,199.8512108782824
1997-01-13,202.05602441101695
1997-01-14,204.58474744394297
1997-01-15,205.49411928712055
1997-01-16,206.9411434920202
1997-01-17,205.00869187890282
1997-01-20,209.90982648765615
1997-01-21,207.99607871524447
1997-01-22,207.27073860619907
1997-01-23,211.2809691322198
1997-01-24,207.5624801933099
1997-01-27,204.57020345949311
1997-01-28,204.50997413410855
1997-01-29,200.89114405159202
1997-01-30,203.60288148156738
1997-01-31,210.37460033472559
1997-02-03,209.03898809125346
1997-02-04,208.93913248935127
1997-02-05,211.0003652282035
1997-02-06,209.15721050007363
1997-02-07,209.26875055002094
1997-02-10,212.08244001676948
1997-02-11,210.7861153985601
1997-02-12,210.19658421584276
1997-02-13,209.24644544881266
1997-02-14,207.55194175051165
1997-02-17,204.288308175396
1997-02-18,203.80594606355206
1997-02-19,202.77521827000777
1997-02-20,206.39441556544136
1997-02-21,204.28982472209356
1997-02-24,204.11167429983618
1997-02-25,207.53097022793784
1997-02-26,207.7353919953864
1997-02-27,206.80107310918086
1997-02-28,203.96780300204873
1997-03-03,199.46061662518585
1997-03-04,202.62148773502432
1997-03-05,204.18989355916523
1997-03-06,205.36722578397183
1997-03-07,207.46915485661154
1997-03-10,209.14466693501143
1997-03-11,212.0992770521987
1997-03-12,210.76386195478952
1997-03-13,208.70287621126155
1997-03-14,208.90830496206877
1997-03-17,207.37467221833595
1997-03-18,203.7628492209927
1997-03-19,201.80628800125766
1997-03-20,196.89055324425968
1997-03-21,201.51563287767195
1997-03-24,198.42720804522435
1997-03-25,199.96282668550487
1997-03-26,200.3146489615691
1997-03-27,201.8833781401838
1997-03-28,202.0192746401928
1997-03-31,202.9941392434739
1997-04-01,196.88550204926096
1997-04-02,192.23857395865613
1997-04-03,192.75131842231414
1997-04-04,190.7407449493876
1997-04-07,195.75692631752614
1997-04-08,197.7176000915825
1997-04-09,198.88158977119664
1997-04-10,196.7160383731398
1997-04-11,193.473640069274
1997-04-14,190.26177798904664
1997-04-15,190.50297269238237
1997-04-16,189.770016766493
1997-04-17,190.7705913070757
1997-04-18,192.5428327477486
1997-04-21,195.50951030891503
1997-04-22,193.60994062794418
1997-04-23,196.30963608599936
1997-04-24,198.0484109182412
1997-04-25,197.2469793157091
1997-04-28,194.53833000084987
1997-04-29,202.2871636403815
1997-04-30,202.81333544253584
1997-05-01,204.48938127840407
1997-05-02,204.92751812716799
1997-05-05,205.9948330953705
1997-05-06,209.40697844986525
1997-05-07,207.37530132682545
1997-05-08,208.13295229980886
1997-05-09,210.42871134810295
1997-05-12,208.87143062363984
1997-05-13,211.09855869578539
1997-05-14,211.60141681392895
1997-05-15,212.62395368941864
1997-05-16,215.12270333447665
1997-05-19,210.5470883641135
1997-05-20,212.56951489300965
1997-05-21,218.24268150367945
1997-05-22,219.29490603126524
1997-05-23,222.3182832688947
1997-05-26,221.00259432079633
1997-05-27,219.28873995190395
