Date,USA EQUAL WEIGHTED
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,997.453927766418
1999-01-05,1008.6251654642306
1999-01-06,1035.5829558482562
1999-01-07,1036.7341207120835
1999-01-08,1056.5366198179227
1999-01-11,1051.3592861011196
1999-01-12,1033.302832189371
1999-01-13,1010.5974672577834
1999-01-14,994.9214143460766
1999-01-15,1025.9540739159636
1999-01-18,1025.3348035428146
1999-01-19,1024.5354015158287
1999-01-20,1025.0268590020173
1999-01-21,1012.4911659109608
1999-01-22,1002.7838796764563
1999-01-25,1008.5755712381728
1999-01-26,1010.5133658164038
1999-01-27,1006.6032522278739
1999-01-28,1023.2225842933154
1999-01-29,1035.5625794212751
1999-02-01,1036.4598872949
1999-02-02,1023.78806112712
1999-02-03,1034.4237155687688
1999-02-04,1033.143967907636
1999-02-05,1031.6029993828058
1999-02-08,1037.81712920276
1999-02-09,1014.8232846269718
1999-02-10,1013.4580122447002
1999-02-11,1028.0079849954632
1999-02-12,1015.7255111288379
1999-02-15,1019.4769113612808
1999-02-16,1030.0172362059523
1999-02-17,1012.959692167628
1999-02-18,1023.1440918170651
1999-02-19,1038.2516258322646
1999-02-22,1066.3636198810066
1999-02-23,1070.4218526883628
1999-02-24,1064.121263496243
1999-02-25,1047.1064163109875
1999-02-26,1051.619539321078
1999-03-01,1056.302811915283
1999-03-02,1054.2233961469055
1999-03-03,1054.45553241527
1999-03-04,1073.6513538064635
1999-03-05,1087.9541926423933
1999-03-08,1085.883409389678
1999-03-09,1080.318059253407
1999-03-10,1082.1243594635653
1999-03-11,1101.820861406238
1999-03-12,1089.5843619545979
1999-03-15,1095.0027659094326
1999-03-16,1096.8464118851357
1999-03-17,1084.6546019078423
1999-03-18,1098.958321531612
1999-03-19,1096.2430822905694
1999-03-22,1095.571022168077
1999-03-23,1072.595763760391
1999-03-24,1077.008236490406
1999-03-25,1096.5490789606738
1999-03-26,1106.3598270060947
1999-03-29,1122.8424669721567
1999-03-30,1106.7608505481055
1999-03-31,1097.2268736389424
1999-04-01,1100.0110893521367
1999-04-02,1102.4583909646005
1999-04-05,1123.9453754415779
1999-04-06,1112.468773560187
1999-04-07,1110.3782223475937
1999-04-08,1117.4508554952756
1999-04-09,1129.9297454929872
1999-04-12,1131.9155916857824
1999-04-13,1138.6356038943538
1999-04-14,1148.664926398053
1999-04-15,1174.4588922398377
1999-04-16,1187.8828982725836
1999-04-19,1204.5741319994854
1999-04-20,1196.6790325030329
1999-04-21,1222.5338943185466
1999-04-22,1227.7078449648548
1999-04-23,1222.0500738034907
1999-04-26,1225.3832262117312
1999-04-27,1229.2181922152404
1999-04-28,1239.0128538446404
1999-04-29,1248.5761530505765
1999-04-30,1241.442369806795
1999-05-03,1269.7555875612848
1999-05-04,1254.894818234684
1999-05-05,1254.3203977615442
1999-05-06,1238.1180430231361
1999-05-07,1244.194922335511
1999-05-10,1242.188941537996
1999-05-11,1259.0215536575722
1999-05-12,1264.9177230091288
1999-05-13,1274.098917091015
1999-05-14,1245.8741953355006
1999-05-17,1242.5379362209744
1999-05-18,1235.7566580474834
1999-05-19,1249.2271690880946
1999-05-20,1255.0223246650987
1999-05-21,1262.6500878548113
1999-05-24,1245.328463189241
1999-05-25,1225.0884475349217
1999-05-26,1249.402373179797
1999-05-27,1231.1093683452016
1999-05-28,1243.9856426670826
1999-05-31,1247.325681790128
1999-06-01,1245.6538783365088
1999-06-02,1262.2509030298427
1999-06-03,1269.0953031082954
1999-06-04,1292.1122367060796
1999-06-07,1300.2380199472684
1999-06-08,1273.832432951419
1999-06-09,1269.6557090516394
1999-06-10,1254.5310507132624
1999-06-11,1249.3671871694987
1999-06-14,1259.9979646318216
1999-06-15,1268.0323782460257
1999-06-16,1295.2303889031282
1999-06-17,1300.0420817635681
1999-06-18,1295.1393767712598
1999-06-21,1302.0164968255915
1999-06-22,1293.8556199961456
1999-06-23,1289.5241805647631
1999-06-24,1267.7558897710276
1999-06-25,1253.4620733820036
1999-06-28,1277.993612809622
1999-06-29,1294.3851874790228
1999-06-30,1306.0139399295256
1999-07-01,1320.7834807253705
1999-07-02,1332.920552417235
1999-07-05,1331.4873745592038
1999-07-06,1324.728676053145
1999-07-07,1327.9429853561317
1999-07-08,1332.4484456678467
1999-07-09,1340.1077471561935
1999-07-12,1343.0900059675157
1999-07-13,1331.633945107688
1999-07-14,1331.5891470592146
1999-07-15,1330.8276071354583
1999-07-16,1340.344314080844
1999-07-19,1338.8544458012134
1999-07-20,1290.8334806197347
1999-07-21,1281.3612766267513
1999-07-22,1275.7245170090612
1999-07-23,1275.1847949501473
1999-07-26,1245.6684103920134
1999-07-27,1258.6361985799342
1999-07-28,1258.6890838485251
1999-07-29,1227.8513603260146
1999-07-30,1222.491716382845
1999-08-02,1227.8595886895523
1999-08-03,1220.7304422526308
