Date,CANADA EQUAL WEIGHTED
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,1016.4180010170735
1999-01-05,1034.71157222418
1999-01-06,1073.42723765797
1999-01-07,1079.8770305326918
1999-01-08,1103.6298647141941
1999-01-11,1113.6789854811161
1999-01-12,1089.9540238938678
1999-01-13,1049.1808944310942
1999-01-14,1035.1147390376702
1999-01-15,1070.1609235669312
1999-01-18,1068.2918247409725
1999-01-19,1056.0181479372345
1999-01-20,1044.4390452114922
1999-01-21,1045.1074779716923
1999-01-22,1030.5951533579166
1999-01-25,1032.9523255781733
1999-01-26,1027.539094287755
1999-01-27,1025.4543173739519
1999-01-28,1026.950042275857
1999-01-29,1059.070419821595
1999-02-01,1069.2317389286954
1999-02-02,1049.1599412182281
1999-02-03,1049.5800739263855
1999-02-04,1064.3240007004356
1999-02-05,1074.293333810469
1999-02-08,1078.894324218572
1999-02-09,1042.8992696253047
1999-02-10,1040.5908816549666
1999-02-11,1067.6059324297412
1999-02-12,1060.2609302856688
1999-02-15,1065.24649331408
1999-02-16,1050.644252484434
1999-02-17,1032.8906698052826
1999-02-18,1041.8914271960246
1999-02-19,1057.982507083046
1999-02-22,1069.6174645084398
1999-02-23,1063.9698924181444
1999-02-24,1049.7654232459256
1999-02-25,1039.245660299835
1999-02-26,1046.447800812613
1999-03-01,1038.6260496815553
1999-03-02,1025.291233467172
1999-03-03,1020.8721289187747
1999-03-04,1047.9206172299637
1999-03-05,1073.5719650298097
1999-03-08,1088.1984319315327
1999-03-09,1080.6602602063615
1999-03-10,1080.5436954728661
1999-03-11,1093.247609499785
1999-03-12,1085.3865238403334
1999-03-15,1085.8433219528142
1999-03-16,1088.4850989035267
1999-03-17,1084.2213763626673
1999-03-18,1093.5739051130088
1999-03-19,1107.1852566234738
1999-03-22,1111.302678301371
1999-03-23,1086.4079472235921
1999-03-24,1095.0385243360267
1999-03-25,1104.077605170366
1999-03-26,1123.156141441803
1999-03-29,1126.9742222984903
1999-03-30,1104.7697271854133
1999-03-31,1104.644592752137
1999-04-01,1104.091273925367
1999-04-02,1111.644042146831
1999-04-05,1127.6764973753536
1999-04-06,1108.9482887378595
1999-04-07,1103.7266483102653
1999-04-08,1107.1794371833698
1999-04-09,1109.0944273340262
1999-04-12,1120.0953107257144
1999-04-13,1132.0683150820225
1999-04-14,1136.8775090403376
1999-04-15,1177.258402067684
1999-04-16,1208.489497304453
1999-04-19,1223.3390668302657
1999-04-20,1205.1879994297024
1999-04-21,1221.0863241316176
1999-04-22,1232.3792971200448
1999-04-23,1233.219811395524
1999-04-26,1225.8006029770072
1999-04-27,1226.992051170723
1999-04-28,1254.0922814325083
1999-04-29,1275.989939493586
1999-04-30,1279.7438746005832
1999-05-03,1294.964710639355
1999-05-04,1288.3952781827215
1999-05-05,1278.150424541613
1999-05-06,1270.385225292236
1999-05-07,1250.197681346855
1999-05-10,1240.7289802845396
1999-05-11,1251.687799542062
1999-05-12,1246.2967468144545
1999-05-13,1259.3586690751183
1999-05-14,1223.4860199787079
1999-05-17,1230.9376743636985
1999-05-18,1231.8201698041837
1999-05-19,1231.1103688260407
1999-05-20,1228.838830554279
1999-05-21,1241.2529654506625
1999-05-24,1242.263077735821
1999-05-25,1209.0742812386927
1999-05-26,1212.6014915512512
1999-05-27,1198.0338884117186
1999-05-28,1208.980799676602
1999-05-31,1216.566567952857
1999-06-01,1206.1653893154103
1999-06-02,1221.1086533135847
1999-06-03,1225.426342168816
1999-06-04,1248.8229661337732
1999-06-07,1260.521528813812
1999-06-08,1229.4362705867409
1999-06-09,1225.9121971953473
1999-06-10,1227.4702388232195
1999-06-11,1234.7054828797643
1999-06-14,1241.4368969456712
1999-06-15,1235.9175362693395
1999-06-16,1255.1865513449413
1999-06-17,1253.7402810158671
1999-06-18,1257.1967277119452
1999-06-21,1258.875125957371
1999-06-22,1255.5440640912311
1999-06-23,1258.353198737201
1999-06-24,1245.0255048677484
1999-06-25,1249.2043439050171
1999-06-28,1258.485427074
1999-06-29,1265.2489251832337
1999-06-30,1279.2638603067999
1999-07-01,1297.1441702014356
1999-07-02,1325.1964350582564
1999-07-05,1346.2809882163147
1999-07-06,1336.600465317057
1999-07-07,1323.2471671733592
1999-07-08,1328.2758560140405
1999-07-09,1337.2057185250223
1999-07-12,1331.523393274366
1999-07-13,1311.3823537648682
1999-07-14,1331.9705695901646
1999-07-15,1327.7567399317957
1999-07-16,1327.79862834765
1999-07-19,1324.4420477572605
1999-07-20,1275.3794056179468
1999-07-21,1251.8641670925133
1999-07-22,1251.0422169997028
1999-07-23,1250.0571838525416
1999-07-26,1213.0810197036471
1999-07-27,1220.5230557931543
1999-07-28,1233.1893709782755
1999-07-29,1215.364729244579
1999-07-30,1233.127894989322
1999-08-02,1231.5749078504257
1999-08-03,1240.02533096873
