Date,AUSTRALIA EQUAL WEIGHTED
1999-08-03,1246.3907336007435
1999-08-04,1240.0824372727036
1999-08-05,1239.9299063167018
1999-08-06,1238.4624627539356
1999-08-09,1238.7997393318053
1999-08-10,1229.752590293127
1999-08-11,1222.0442681382028
1999-08-12,1236.114800833735
1999-08-13,1259.525835616444
1999-08-16,1274.765860664614
1999-08-17,1256.2118317412717
1999-08-18,1268.6881600860293
1999-08-19,1230.7206300786693
1999-08-20,1229.8465143285744
1999-08-23,1252.3260356938156
1999-08-24,1258.646867322146
1999-08-25,1250.1257577195393
1999-08-26,1253.1506759076085
1999-08-27,1244.207682270596
1999-08-30,1233.0988745658408
1999-08-31,1216.915239881852
1999-09-01,1234.7652730955115
1999-09-02,1227.1457179235074
1999-09-03,1229.9772673734992
1999-09-06,1236.7842848001221
1999-09-07,1246.6010631605
1999-09-08,1254.3716675777516
1999-09-09,1270.6015788414068
1999-09-10,1282.9961042487157
1999-09-13,1301.3334369321194
1999-09-14,1294.273429907495
1999-09-15,1267.7182687335044
1999-09-16,1251.6088157546421
1999-09-17,1258.0001419568991
1999-09-20,1236.570922774667
1999-09-21,1229.8585683959495
1999-09-22,1237.826058335362
1999-09-23,1253.5897235392385
1999-09-24,1247.8577022844559
1999-09-27,1276.0533250055466
1999-09-28,1285.1617528255022
1999-09-29,1252.5871295577417
1999-09-30,1242.2238859383651
1999-10-01,1251.3483639287947
1999-10-04,1257.474724219868
1999-10-05,1281.1672324175906
1999-10-06,1257.0616669411904
1999-10-07,1258.6495336482112
1999-10-08,1250.7627820881905
1999-10-11,1251.1537685322528
1999-10-12,1244.9958408910943
1999-10-13,1233.0681329594195
1999-10-14,1223.1938232732684
1999-10-15,1190.0841459837404
1999-10-18,1165.689657143188
1999-10-19,1167.4808816496816
1999-10-20,1183.0256887938458
1999-10-21,1179.6660177525912
1999-10-22,1198.741479969086
1999-10-25,1202.9380881212967
1999-10-26,1200.1009063374106
1999-10-27,1189.3934469437775
1999-10-28,1204.718982192987
1999-10-29,1197.559904170938
1999-11-01,1203.4575141665496
1999-11-02,1209.282249778771
1999-11-03,1222.573227677564
1999-11-04,1213.7960733397545
1999-11-05,1214.981382894307
1999-11-08,1208.2477712949192
1999-11-09,1205.1418409261996
1999-11-10,1213.5226533072853
1999-11-11,1243.1327170147322
1999-11-12,1264.2840168752055
1999-11-15,1268.0019785663826
1999-11-16,1252.2298964029246
1999-11-17,1248.9145484606217
1999-11-18,1259.352196594247
1999-11-19,1265.1042523300066
1999-11-22,1256.7853458132158
1999-11-23,1256.736390152354
1999-11-24,1256.2143805905662
1999-11-25,1267.681115605058
1999-11-26,1278.318125219289
1999-11-29,1293.8232934353543
1999-11-30,1279.3974956992565
1999-12-01,1279.403936625564
1999-12-02,1289.8550505869732
1999-12-03,1293.2785605746103
1999-12-06,1261.247447105761
1999-12-07,1260.0752837336966
1999-12-08,1266.7899375751026
1999-12-09,1283.049105065122
1999-12-10,1269.1197206034344
1999-12-13,1271.4904032540185
1999-12-14,1280.5236515537492
1999-12-15,1287.5861017666798
1999-12-16,1286.582506619089
1999-12-17,1306.840608957532
1999-12-20,1311.0855915779964
1999-12-21,1301.1501431241625
1999-12-22,1314.7919339790005
1999-12-23,1299.0772775125247
1999-12-24,1304.762364247516
1999-12-27,1308.029410826577
1999-12-28,1315.6250014142981
1999-12-29,1331.2242460236662
1999-12-30,1345.9835471576446
1999-12-31,1345.9835471576446
2000-01-03,1340.355425419398
2000-01-04,1303.9031139896933
2000-01-05,1275.3118639919421
2000-01-06,1262.2917334875824
2000-01-07,1286.3454384932893
2000-01-10,1314.4360101381644
2000-01-11,1302.7692023875027
2000-01-12,1298.6153001813714
2000-01-13,1306.5975243968119
2000-01-14,1334.3642727440879
2000-01-17,1331.3307789384016
2000-01-18,1329.380114810799
2000-01-19,1317.4285322797116
2000-01-20,1327.3508915273003
2000-01-21,1313.4892170301316
2000-01-24,1298.4343052177774
2000-01-25,1283.9287952782663
2000-01-26,1283.1655253388449
2000-01-27,1299.832966499435
2000-01-28,1283.5476916924163
2000-01-31,1273.8875067867712
2000-02-01,1270.942982248317
2000-02-02,1272.4929792967725
2000-02-03,1248.794060266911
2000-02-04,1237.3957236885408
2000-02-07,1260.8053172988675
2000-02-08,1236.5917809415091
2000-02-09,1232.9767664128499
2000-02-10,1232.8111246995677
2000-02-11,1218.2544951773566
2000-02-14,1210.1959692156966
2000-02-15,1202.877722278479
2000-02-16,1195.286748894332
2000-02-17,1190.1360001254598
2000-02-18,1174.99314031959
2000-02-21,1172.5467850827492
2000-02-22,1145.9291635317722
2000-02-23,1150.3227745505603
2000-02-24,1141.8850009954037
2000-02-25,1179.5685436504998
2000-02-28,1174.2216811223577
2000-02-29,1184.605718900516
2000-03-01,1166.733654032012
2000-03-02,1175.7755149604272
2000-03-03,1169.6023687745487
2000-03-06,1149.6933636392077
2000-03-07,1154.745066376735
2000-03-08,1158.5527901107412
2000-03-09,1151.0543739307284
2000-03-10,1170.926294457741
2000-03-13,1184.9013109312689
2000-03-14,1193.2728640249386
2000-03-15,1182.4483812791452
2000-03-16,1194.1606748554934
2000-03-17,1201.9499586136167
2000-03-20,1203.0067684007463
2000-03-21,1195.8007443622566
2000-03-22,1208.5031816676383
2000-03-23,1190.3060063855553
2000-03-24,1188.1182021239986
2000-03-27,1195.2935722432824
2000-03-28,1209.9188648339855
2000-03-29,1214.160337920082
2000-03-30,1197.8540832420488
2000-03-31,1177.3272465755838
2000-04-03,1200.4619685223954
2000-04-04,1199.9094068153927
2000-04-05,1201.2493895136743
2000-04-06,1194.774441541713
2000-04-07,1190.3784065036095
2000-04-10,1180.8833205036842
2000-04-11,1166.5818847889204
2000-04-12,1173.615766298568
2000-04-13,1171.1248850952752
2000-04-14,1178.8792176163943
2000-04-17,1136.6213364929943
2000-04-18,1173.7105581607968
2000-04-19,1200.4439066238683
2000-04-20,1198.4839549367389
2000-04-21,1198.4839549367389
2000-04-24,1200.5103899417466
2000-04-25,1218.51280663205
2000-04-26,1214.7742338067205
2000-04-27,1224.578331199114
2000-04-28,1226.521341909747
2000-05-01,1203.7003334772758
2000-05-02,1236.9958891873534
2000-05-03,1276.1462802556857
2000-05-04,1276.7571022356801
2000-05-05,1303.6730012920127
2000-05-08,1281.555621719171
2000-05-09,1249.5279223978985
2000-05-10,1222.2121645234154
2000-05-11,1218.8692523085706
2000-05-12,1223.1258925142881
2000-05-15,1192.5818064405823
2000-05-16,1221.621299166497
2000-05-17,1221.2529480672335
2000-05-18,1219.9008805058597
2000-05-19,1229.7272829823983
2000-05-22,1218.157402765337
2000-05-23,1218.8475812532547
2000-05-24,1200.3256242301243
2000-05-25,1198.027059467981
2000-05-26,1161.0039198309296
2000-05-29,1174.4610170607566
2000-05-30,1181.8874198701162
2000-05-31,1172.4160716315746
2000-06-01,1174.617506719175
2000-06-02,1177.1245423188188
2000-06-05,1184.0788890451659
2000-06-06,1187.0774207782913
2000-06-07,1188.276108015113
2000-06-08,1198.9208650093274
2000-06-09,1198.3270669519757
2000-06-12,1205.9062586746
2000-06-13,1207.9409584770367
2000-06-14,1220.2134153694817
2000-06-15,1225.1815959065063
2000-06-16,1229.5736621122398
2000-06-19,1215.7124893086298
2000-06-20,1222.1052378804966
2000-06-21,1244.551446369907
2000-06-22,1257.1760218999834
2000-06-23,1266.1183065639636
2000-06-26,1269.201287780495
2000-06-27,1282.8784523650534
2000-06-28,1288.2734952334695
2000-06-29,1299.7050179872424
2000-06-30,1307.8884046046608
2000-07-03,1315.4634806365896
2000-07-04,1314.1835593738685
2000-07-05,1289.471795044009
2000-07-06,1291.8010087548046
2000-07-07,1303.5732200484044
2000-07-10,1307.8512261462292
2000-07-11,1306.8732716480235
2000-07-12,1321.402094546392
2000-07-13,1315.4924578439136
2000-07-14,1314.8799014336007
2000-07-17,1321.0026014420698
2000-07-18,1320.048551225656
2000-07-19,1313.2415946861224
2000-07-20,1318.8575152169788
2000-07-21,1331.8605772254227
2000-07-24,1325.6388022309366
2000-07-25,1309.8568196739113
2000-07-26,1329.8093370891725
2000-07-27,1323.3035198485065
2000-07-28,1333.5662491722214
2000-07-31,1312.5262003785192
2000-08-01,1324.6040884769027
2000-08-02,1345.5017755680135
2000-08-03,1364.218305876735
2000-08-04,1359.8734970958076
2000-08-07,1372.7423672908833
2000-08-08,1384.2892521687484
2000-08-09,1373.1853020034225
2000-08-10,1371.6838770544455
2000-08-11,1373.3821562918085
2000-08-14,1377.1920479582445
2000-08-15,1371.652677348672
2000-08-16,1386.3047734826525
2000-08-17,1397.2762812083984
2000-08-18,1398.199849343812
2000-08-21,1402.94670612641
2000-08-22,1413.4298131925789
2000-08-23,1391.2350902835278
2000-08-24,1378.9801429484212
2000-08-25,1374.292334824297
2000-08-28,1381.2608691902144
2000-08-29,1388.3981540162501
2000-08-30,1386.4564164252024
2000-08-31,1390.1887981718749
2000-09-01,1373.1726955601696
2000-09-04,1375.6750301505508
2000-09-05,1383.8588765996715
2000-09-06,1378.5981308578223
2000-09-07,1368.1811530880682
2000-09-08,1372.412139717538
2000-09-11,1384.2573689750873
2000-09-12,1397.3907064944328
2000-09-13,1384.3551943932268
2000-09-14,1374.6229722581804
2000-09-15,1359.3807422272116
2000-09-18,1346.7399478208958
2000-09-19,1331.9457130704282
2000-09-20,1345.4792282561518
2000-09-21,1334.3006686638341
2000-09-22,1289.6200219632265
2000-09-25,1306.3234378758543
2000-09-26,1307.7650862942198
2000-09-27,1305.1326059610976
2000-09-28,1304.7764892499854
2000-09-29,1299.2220346578408
2000-10-02,1319.2055587759887
2000-10-03,1329.7079120254248
2000-10-04,1320.4083840952815
2000-10-05,1328.1989001683426
2000-10-06,1337.2619929300588
2000-10-09,1326.2577845899036
2000-10-10,1322.7723880386288
2000-10-11,1322.2761731846379
2000-10-12,1318.346515214358
2000-10-13,1316.9080093415841
2000-10-16,1336.0236484834193
2000-10-17,1321.8310894952551
2000-10-18,1324.8398645504383
2000-10-19,1337.8464673662834
2000-10-20,1372.3369202752626
2000-10-23,1379.2662443652323
2000-10-24,1373.727939657718
2000-10-25,1365.8025663347062
2000-10-26,1357.272502229753
2000-10-27,1353.1751223236233
2000-10-30,1351.8302622916415
2000-10-31,1323.9814660744157
2000-11-01,1333.9875107496564
2000-11-02,1328.1637688479063
2000-11-03,1335.7278665357612
2000-11-06,1354.312528049368
2000-11-07,1366.4242835914927
2000-11-08,1364.0177548621123
2000-11-09,1360.4292218867033
2000-11-10,1350.2624258547978
2000-11-13,1342.6096260066045
2000-11-14,1342.358664779766
2000-11-15,1357.4443038008135
2000-11-16,1356.4481566690913
2000-11-17,1362.0439559828162
2000-11-20,1360.191148651696
2000-11-21,1350.2898893994225
2000-11-22,1374.5361185488814
2000-11-23,1388.2432245274688
2000-11-24,1389.7157988113756
2000-11-27,1381.8218237815981
2000-11-28,1368.0124310913313
2000-11-29,1355.1370482802267
2000-11-30,1347.4068045026113
2000-12-01,1386.5594564440166
2000-12-04,1383.5465164838088
2000-12-05,1396.2334623154932
2000-12-06,1395.3787032132254
2000-12-07,1406.963243169348
2000-12-08,1401.539770047968
2000-12-11,1419.9852061697034
2000-12-12,1419.5371738181943
2000-12-13,1421.0047773973333
2000-12-14,1407.753360342534
2000-12-15,1384.0218195946265
2000-12-18,1369.091084115618
2000-12-19,1385.3708235680003
2000-12-20,1366.888692220115
2000-12-21,1358.8846231665052
2000-12-22,1351.3095916887066
2000-12-25,1351.3095916887066
2000-12-26,1350.2356242059857
2000-12-27,1362.7708611147361
2000-12-28,1364.6148680370948
2000-12-29,1342.4468234860205
2001-01-01,1342.4468234860205
2001-01-02,1352.6932731949541
2001-01-03,1361.3036414930548
2001-01-04,1384.4927582831729
2001-01-05,1386.937851797698
2001-01-08,1369.0635757288458
2001-01-09,1362.1949155563864
2001-01-10,1351.4895371278042
2001-01-11,1329.3061063407913
2001-01-12,1325.3679476175605
2001-01-15,1319.4804801599842
2001-01-16,1324.2812560186692
2001-01-17,1335.2889864043123
2001-01-18,1340.2615836443915
2001-01-19,1368.0060475840094
2001-01-22,1361.9865131492872
2001-01-23,1350.7174142543618
2001-01-24,1349.3359160379532
2001-01-25,1356.886477363497
2001-01-26,1350.508345346146
2001-01-29,1364.6260635852768
2001-01-30,1367.5673312459523
2001-01-31,1373.732243349498
2001-02-01,1380.3704006076916
2001-02-02,1379.4744458482369
2001-02-05,1355.0999265410778
2001-02-06,1374.980749747962
2001-02-07,1357.9616179288023
2001-02-08,1360.5838459621816
2001-02-09,1339.2219221650407
2001-02-12,1341.0853848485622
2001-02-13,1344.045624849081
2001-02-14,1333.9439528872285
2001-02-15,1336.7428368099
2001-02-16,1336.1641821695534
2001-02-19,1320.8293252912292
2001-02-20,1329.221040003191
2001-02-21,1336.8785866341495
2001-02-22,1334.6815996017424
2001-02-23,1326.966038050023
2001-02-26,1330.619639241903
2001-02-27,1327.5029066358593
2001-02-28,1332.73225470763
2001-03-01,1329.5113084547468
2001-03-02,1331.454743321137
2001-03-05,1328.1128621972123
2001-03-06,1318.3640345683912
2001-03-07,1311.7802965152944
2001-03-08,1298.0512692120355
2001-03-09,1296.172359029664
2001-03-12,1299.3490613846457
2001-03-13,1281.5974081868592
2001-03-14,1281.0993604898754
2001-03-15,1262.0220732378593
2001-03-16,1277.8649867729052
2001-03-19,1284.8676461426073
2001-03-20,1284.3741935467235
2001-03-21,1283.1485749211001
2001-03-22,1295.280052475994
2001-03-23,1276.9608415971252
2001-03-26,1284.4220545543096
2001-03-27,1282.6708201233853
2001-03-28,1289.4713086551856
2001-03-29,1292.5128254322333
2001-03-30,1268.505531928165
2001-04-02,1276.7064223748098
2001-04-03,1271.8438200090554
2001-04-04,1267.756551601149
2001-04-05,1283.9537929482537
2001-04-06,1298.2269611258164
2001-04-09,1293.3715562940815
2001-04-10,1317.4835320756094
2001-04-11,1346.6727037181445
2001-04-12,1355.8559649347858
2001-04-13,1355.8559649347858
2001-04-16,1374.2019569041856
2001-04-17,1359.4892725069578
2001-04-18,1349.4498516895687
2001-04-19,1373.4567731378124
2001-04-20,1375.9196229923075
2001-04-23,1338.7630727284268
2001-04-24,1333.6233519560762
2001-04-25,1331.8830496230437
2001-04-26,1344.8606525027726
2001-04-27,1361.2953009587263
2001-04-30,1378.916393996385
2001-05-01,1390.8103072417491
2001-05-02,1397.9781557474048
2001-05-03,1405.5463063608886
2001-05-04,1393.8360657960238
2001-05-07,1403.132427154059
2001-05-08,1411.3253121497485
2001-05-09,1427.8118520836215
2001-05-10,1460.4810465137882
2001-05-11,1459.6826278224005
2001-05-14,1451.0273814912216
2001-05-15,1451.3416564442152
2001-05-16,1451.1361152292525
2001-05-17,1488.211727486832
2001-05-18,1486.422092267139
2001-05-21,1521.1051048469558
2001-05-22,1509.8193039461564
2001-05-23,1505.0997847161066
2001-05-24,1505.2628964502599
2001-05-25,1508.007623483305
2001-05-28,1503.537230948149
2001-05-29,1496.2402361179581
2001-05-30,1474.7668872169052
2001-05-31,1457.6463599623476
2001-06-01,1476.3674191818307
2001-06-04,1480.3740093190177
2001-06-05,1475.0430140829883
2001-06-06,1487.5329491894283
2001-06-07,1503.5049958346276
2001-06-08,1514.6189903981776
2001-06-11,1523.4327969213718
2001-06-12,1503.6628723202791
2001-06-13,1525.145249444178
2001-06-14,1523.006846159794
2001-06-15,1523.913119906322
2001-06-18,1494.5540573599717
2001-06-19,1498.6564867389145
2001-06-20,1510.4848966659088
2001-06-21,1511.78405047284
2001-06-22,1512.1374626891802
2001-06-25,1496.4075300470333
2001-06-26,1511.4084423033216
2001-06-27,1508.7032631447203
2001-06-28,1515.5635898625853
2001-06-29,1534.3398356351122
2001-07-02,1520.4702625725097
2001-07-03,1539.9812862701476
2001-07-04,1538.5508230495666
2001-07-05,1538.8723686287694
2001-07-06,1483.259714144865
2001-07-09,1473.548362235929
2001-07-10,1479.236116735722
2001-07-11,1464.5508616100144
2001-07-12,1487.390829859284
2001-07-13,1505.7162849496513
2001-07-16,1513.7118732506237
2001-07-17,1499.7558592327177
2001-07-18,1483.8238798618986
2001-07-19,1488.19858662703
2001-07-20,1460.704645851265
2001-07-23,1470.9064069142205
2001-07-24,1456.6052412247411
2001-07-25,1438.7421841343407
2001-07-26,1432.1365377161333
2001-07-27,1431.7427537951062
2001-07-30,1442.3499194129788
2001-07-31,1447.4733851717215
2001-08-01,1474.8580256536247
2001-08-02,1487.214214799059
2001-08-03,1469.859783440678
2001-08-06,1483.619302974849
2001-08-07,1483.6110130252055
2001-08-08,1490.3070954483042
2001-08-09,1468.2643487186278
2001-08-10,1453.1246012334677
2001-08-13,1460.0999722224076
2001-08-14,1453.0722272935523
2001-08-15,1449.5396845478845
2001-08-16,1434.7664197078093
2001-08-17,1453.8613044991923
2001-08-20,1442.2018976419392
2001-08-21,1445.8738337201871
2001-08-22,1447.8804845892303
2001-08-23,1451.35219315396
2001-08-24,1451.2087783480936
2001-08-27,1461.0010981846717
2001-08-28,1456.7423485904517
2001-08-29,1452.1833097398599
2001-08-30,1453.7779339979231
2001-08-31,1424.101889597097
2001-09-03,1436.3458995740823
2001-09-04,1457.565621664858
2001-09-05,1460.241658397658
2001-09-06,1457.8746077482456
2001-09-07,1431.0269460612762
2001-09-10,1421.2620794888792
2001-09-11,1431.1849656394443
2001-09-12,1378.1339401575244
2001-09-13,1373.5627161904613
2001-09-14,1349.2847036000933
2001-09-17,1269.8753828575595
2001-09-18,1266.5455436161062
2001-09-19,1263.25801179244
2001-09-20,1249.8655606278048
2001-09-21,1228.896293450177
2001-09-24,1228.6783562024239
2001-09-25,1236.7059325637497
2001-09-26,1234.335569117872
2001-09-27,1241.177963586132
2001-09-28,1291.2976211698622
2001-10-01,1297.9075719345321
2001-10-02,1317.063133107364
2001-10-03,1312.947504887873
2001-10-04,1326.7254490422913
2001-10-05,1350.7580873520144
2001-10-08,1349.254275684796
2001-10-09,1344.985568668286
2001-10-10,1347.9772622710109
2001-10-11,1365.251295012702
2001-10-12,1371.1198344077538
2001-10-15,1400.301921500495
2001-10-16,1405.237260528014
2001-10-17,1429.3651216813023
2001-10-18,1409.0657086580186
2001-10-19,1400.8943396647276
2001-10-22,1410.8598636481288
2001-10-23,1426.1409746550125
2001-10-24,1424.042138713364
2001-10-25,1420.0893387542365
2001-10-26,1421.9579118979866
2001-10-29,1411.3825526005483
2001-10-30,1405.633386509808
2001-10-31,1408.0007620760405
2001-11-01,1413.9445698950612
2001-11-02,1416.9186547352465
2001-11-05,1419.3195440834702
2001-11-06,1454.079491009246
2001-11-07,1449.1232258514056
2001-11-08,1463.5231705905137
2001-11-09,1459.8176829735633
2001-11-12,1477.2147544917993
2001-11-13,1493.4931548346553
2001-11-14,1502.8262302149506
2001-11-15,1505.9435722287067
2001-11-16,1502.9016371229202
2001-11-19,1527.3577609846946
2001-11-20,1521.2384227425189
2001-11-21,1515.2155112658406
2001-11-22,1510.2863093916858
2001-11-23,1519.7319194910262
2001-11-26,1516.770676888983
2001-11-27,1536.5733129517428
2001-11-28,1528.0051846457911
2001-11-29,1514.9956988645424
2001-11-30,1519.8650901699375
2001-12-03,1517.9220934730945
2001-12-04,1505.6161510271804
2001-12-05,1521.9307844560906
2001-12-06,1516.6033418077493
2001-12-07,1520.2423954486947
2001-12-10,1515.087060100684
2001-12-11,1516.2343010069908
2001-12-12,1501.5850555042675
2001-12-13,1498.9846335994503
2001-12-14,1483.5883490370954
2001-12-17,1476.6763580554937
2001-12-18,1487.456507777471
2001-12-19,1492.7642251906004
2001-12-20,1476.5662126434481
2001-12-21,1508.0731212280011
2001-12-24,1536.303231258849
2001-12-25,1536.3032312588489
2001-12-26,1533.935739021169
2001-12-27,1533.0967443126056
2001-12-28,1552.4053332588928
2001-12-31,1544.2830839535015
2002-01-01,1544.2830839535015
2002-01-02,1534.2340653241945
2002-01-03,1530.0195798336401
2002-01-04,1559.8167520713655
2002-01-07,1566.8407844161843
2002-01-08,1577.1422881911556
2002-01-09,1583.6132797775929
2002-01-10,1575.7767863728195
2002-01-11,1577.509812797765
2002-01-14,1556.4066588862859
2002-01-15,1563.2808577402288
2002-01-16,1577.9018792965935
2002-01-17,1561.9027199935617
2002-01-18,1553.411106148977
2002-01-21,1567.8395946702012
2002-01-22,1583.721532362506
2002-01-23,1583.9897142185196
2002-01-24,1588.6192421189198
2002-01-25,1610.627899118769
2002-01-28,1612.168561866593
2002-01-29,1616.3618439784602
2002-01-30,1583.3908467657573
2002-01-31,1599.9491860871497
2002-02-01,1598.7496263886633
2002-02-04,1597.4584887040241
2002-02-05,1590.124681618447
2002-02-06,1583.9661671949432
2002-02-07,1574.0357980598155
2002-02-08,1588.8381442903146
2002-02-11,1594.018428422803
2002-02-12,1587.7812338574968
2002-02-13,1594.0027892418914
2002-02-14,1621.3381939320304
2002-02-15,1616.6090330084514
2002-02-18,1620.6924173225837
2002-02-19,1614.2952816338318
2002-02-20,1607.5510237862582
2002-02-21,1601.324825545749
2002-02-22,1584.104391010425
2002-02-25,1587.8362108524095
2002-02-26,1600.150801156816
2002-02-27,1590.4309151951152
2002-02-28,1592.5910980346773
2002-03-01,1598.577544956496
2002-03-04,1601.9935784828501
2002-03-05,1604.8815242712178
2002-03-06,1602.780328553466
2002-03-07,1621.3538665912688
2002-03-08,1622.1189744478447
2002-03-11,1614.5639830318585
2002-03-12,1609.4602170938508
2002-03-13,1596.3623125284735
2002-03-14,1595.8800526262505
2002-03-15,1586.2576369474907
2002-03-18,1601.0366784253433
2002-03-19,1600.5608711239465
2002-03-20,1623.9627249613104
2002-03-21,1629.7053579212215
2002-03-22,1637.5056432560411
2002-03-25,1636.1480198918055
2002-03-26,1605.6061704487909
2002-03-27,1623.3783104017198
2002-03-28,1647.2075951854
2002-03-29,1647.2075951854
2002-04-01,1636.7254235557446
2002-04-02,1617.9900718348758
2002-04-03,1610.7780993638107
2002-04-04,1607.3283191636363
2002-04-05,1615.3947249625603
2002-04-08,1610.7247868022757
2002-04-09,1600.777476991663
2002-04-10,1607.0823422698738
2002-04-11,1608.0641171219677
2002-04-12,1609.7089014361252
2002-04-15,1602.2052429154483
2002-04-16,1604.5769650352834
2002-04-17,1615.9780425097101
2002-04-18,1614.7122177310987
2002-04-19,1621.884165986548
2002-04-22,1620.2704787122234
2002-04-23,1612.7016991892604
2002-04-24,1601.77007697134
2002-04-25,1596.7558318541592
2002-04-26,1601.3826285731918
2002-04-29,1575.8781104935015
2002-04-30,1566.0591620335583
2002-05-01,1570.1944249233168
2002-05-02,1576.151085630789
2002-05-03,1562.8243139490999
2002-05-06,1552.5485315284443
2002-05-07,1556.6280876055057
2002-05-08,1575.3546328209395
2002-05-09,1569.4439999170208
2002-05-10,1565.8999723597294
2002-05-13,1561.0065542399266
2002-05-14,1576.5953935148943
2002-05-15,1592.0290629038186
2002-05-16,1603.005999174038
2002-05-17,1603.690244739327
2002-05-20,1594.596810776273
2002-05-21,1602.6893557504454
