Date,SWITZERLAND EQUAL WEIGHTED
1999-08-05,1067.0907189270654
1999-08-06,1063.1910790029926
1999-08-09,1064.5518868578351
1999-08-10,1054.2364766279306
1999-08-11,1061.273884371041
1999-08-12,1074.8810364858873
1999-08-13,1084.4100354837278
1999-08-16,1089.6008275491533
1999-08-17,1090.9674423842227
1999-08-18,1091.7092289629968
1999-08-19,1089.8815722584554
1999-08-20,1096.6330232186208
1999-08-23,1104.2376591992786
1999-08-24,1098.6239597647175
1999-08-25,1109.6496335635497
1999-08-26,1112.9963909271094
1999-08-27,1114.6729282983704
1999-08-30,1112.861100222764
1999-08-31,1098.1556704269103
1999-09-01,1108.928000519318
1999-09-02,1099.2725014543275
1999-09-03,1112.633824476795
1999-09-06,1122.8589411193
1999-09-07,1121.8722031863676
1999-09-08,1118.1325551997559
1999-09-09,1122.3948105090517
1999-09-10,1120.0880027641283
1999-09-13,1115.416227249311
1999-09-14,1114.1050584560228
1999-09-15,1117.2950737102242
1999-09-16,1110.568401371487
1999-09-17,1112.0702590922613
1999-09-20,1115.1061944066412
1999-09-21,1106.7574412492895
1999-09-22,1104.4087810269332
1999-09-23,1111.4522041783587
1999-09-24,1102.7032978263162
1999-09-27,1110.2051869360018
1999-09-28,1098.847871444649
1999-09-29,1095.885049799302
1999-09-30,1100.4757248587673
1999-10-01,1102.2352926494389
1999-10-04,1116.456031305483
1999-10-05,1117.4737442467106
1999-10-06,1123.2034606638279
1999-10-07,1129.8277873531617
1999-10-08,1131.3684494099496
1999-10-11,1130.4804865654683
1999-10-12,1123.1685371683097
1999-10-13,1117.0133190140782
1999-10-14,1117.4363929199908
1999-10-15,1101.9343274119544
1999-10-18,1094.4934266240562
1999-10-19,1108.1346090791353
1999-10-20,1109.103061785317
1999-10-21,1100.0029353501382
1999-10-22,1105.827974266153
1999-10-25,1103.3647547334742
1999-10-26,1111.6271149724569
1999-10-27,1105.6676757232
1999-10-28,1115.9302581407057
1999-10-29,1134.2573346016252
1999-11-01,1132.4521489485787
1999-11-02,1136.1286774732139
1999-11-03,1136.7891800520188
1999-11-04,1132.7976550172534
1999-11-05,1134.4713561548413
1999-11-08,1136.195350303399
1999-11-09,1144.368732086577
1999-11-10,1150.7144685741296
1999-11-11,1158.4250218257496
1999-11-12,1160.1043690316599
1999-11-15,1160.4336843281956
1999-11-16,1162.4535308355362
1999-11-17,1164.0718220624515
1999-11-18,1171.1781176300133
1999-11-19,1165.25210351413
1999-11-22,1159.6362149784638
1999-11-23,1157.6426536255588
1999-11-24,1155.2070173450331
1999-11-25,1165.765946395564
1999-11-26,1164.7649212245626
1999-11-29,1165.8961366533713
1999-11-30,1171.0304209425622
1999-12-01,1179.3033299233325
1999-12-02,1190.9089826749837
1999-12-03,1207.8528902663252
1999-12-06,1201.7184888806637
1999-12-07,1193.9595626981945
1999-12-08,1189.9592816274715
1999-12-09,1197.9925328148186
1999-12-10,1195.4089220059523
1999-12-13,1197.876330913958
1999-12-14,1203.9914916714692
1999-12-15,1202.0019359833682
1999-12-16,1220.3269384353782
1999-12-17,1228.2785842096048
1999-12-20,1232.5561966727212
1999-12-21,1225.6173975655927
1999-12-22,1232.1052049286855
1999-12-23,1245.5539760527888
1999-12-24,1245.5539760527888
1999-12-27,1247.153084575913
1999-12-28,1251.8936847366601
1999-12-29,1259.7973166056374
1999-12-30,1272.063592429937
1999-12-31,1272.063592429937
2000-01-03,1270.946651554778
2000-01-04,1237.6002969679282
2000-01-05,1228.375025364325
2000-01-06,1253.5390167316762
2000-01-07,1278.954903039926
2000-01-10,1284.5585961010524
2000-01-11,1287.3358286831392
2000-01-12,1287.3688639636912
2000-01-13,1290.9708970866575
2000-01-14,1304.9750521634076
2000-01-17,1311.7795109762
2000-01-18,1298.6438381929008
2000-01-19,1292.5323306204705
2000-01-20,1275.445240523663
2000-01-21,1277.6004780138765
2000-01-24,1270.2941145897785
2000-01-25,1248.5650581873745
2000-01-26,1260.172545634252
2000-01-27,1278.3560141614348
2000-01-28,1277.5872271674862
2000-01-31,1253.5015144319827
2000-02-01,1256.6298024054902
2000-02-02,1260.2295310547167
2000-02-03,1277.1188601689064
2000-02-04,1274.9495898176222
2000-02-07,1276.8039555009389
2000-02-08,1282.67729346983
2000-02-09,1265.6491309434434
2000-02-10,1258.1675640826281
2000-02-11,1254.555593229006
2000-02-14,1248.6353121608079
2000-02-15,1239.0470271068498
2000-02-16,1251.0277049917136
2000-02-17,1253.3727537121072
2000-02-18,1256.8536291905227
2000-02-21,1248.0923243544512
2000-02-22,1255.598392303395
2000-02-23,1256.0407757068156
2000-02-24,1258.3293342814652
2000-02-25,1255.7014026726365
2000-02-28,1243.1071267525974
2000-02-29,1238.4997095425986
2000-03-01,1253.802556387211
2000-03-02,1271.543187382188
2000-03-03,1279.6740578093468
2000-03-06,1288.3007338344908
2000-03-07,1284.1255199989914
2000-03-08,1262.8388516207854
2000-03-09,1258.7934750425643
2000-03-10,1255.3943039464662
2000-03-13,1231.132955247536
2000-03-14,1246.4038364607416
2000-03-15,1237.2706200276102
2000-03-16,1275.998357375799
2000-03-17,1268.5907191077054
2000-03-20,1282.1752212166793
2000-03-21,1282.398301616561
2000-03-22,1298.1325782967263
2000-03-23,1294.3545688992006
2000-03-24,1306.9718636377713
2000-03-27,1308.5802736117953
2000-03-28,1309.645810010912
2000-03-29,1317.5310356657942
2000-03-30,1309.2627845989298
2000-03-31,1314.6328179255206
2000-04-03,1330.8627140544718
2000-04-04,1337.012705017784
2000-04-05,1323.6578513152515
2000-04-06,1335.0021946467537
2000-04-07,1321.8679056342312
2000-04-10,1315.5133210667148
2000-04-11,1321.6931280360463
2000-04-12,1332.2487091920693
2000-04-13,1337.590210857101
2000-04-14,1323.2169021612435
2000-04-17,1293.1645804688453
2000-04-18,1296.3776938510432
2000-04-19,1294.6064320995672
2000-04-20,1300.8644887034413
2000-04-21,1300.8644887034413
2000-04-24,1302.7584265230103
2000-04-25,1302.48859072053
2000-04-26,1308.5596540767249
2000-04-27,1300.4669164606903
2000-04-28,1307.0885279275785
2000-05-01,1311.1339571183516
2000-05-02,1336.4288328666667
2000-05-03,1348.682712183386
2000-05-04,1343.4859980945364
2000-05-05,1340.2668922981068
2000-05-08,1342.1869633677659
2000-05-09,1343.6515422766354
2000-05-10,1334.3682050371526
2000-05-11,1358.5244277678732
2000-05-12,1368.6112189155037
2000-05-15,1367.6260248196477
2000-05-16,1384.5136796046397
2000-05-17,1375.1813010105407
2000-05-18,1385.7967735718744
2000-05-19,1371.0422669710833
2000-05-22,1367.5690798831813
2000-05-23,1369.066665595525
2000-05-24,1365.3824587332608
2000-05-25,1383.6575521827256
2000-05-26,1360.836681127771
2000-05-29,1364.4241731331285
2000-05-30,1354.7248495951742
2000-05-31,1365.0041907469465
2000-06-01,1363.7562954755335
2000-06-02,1371.2969410979958
2000-06-05,1366.7885151683313
2000-06-06,1364.1740933729316
2000-06-07,1372.6894818160654
2000-06-08,1377.4678927382815
2000-06-09,1377.9977943521903
2000-06-12,1381.0666466628454
2000-06-13,1380.0353996066692
2000-06-14,1387.4286387181346
2000-06-15,1379.180282035399
2000-06-16,1381.359840638036
2000-06-19,1384.1450891763234
2000-06-20,1384.688232270719
2000-06-21,1374.943420132048
2000-06-22,1364.7886773924622
2000-06-23,1359.4600178369737
2000-06-26,1361.8583895397087
2000-06-27,1359.5903988301097
2000-06-28,1359.8507361983332
2000-06-29,1340.5668150130343
2000-06-30,1348.7881517634032
2000-07-03,1364.936530570564
2000-07-04,1376.9154184622084
2000-07-05,1377.513521550033
2000-07-06,1375.4417828263972
2000-07-07,1383.1972775838642
2000-07-10,1381.5429543468842
2000-07-11,1382.3525463665876
2000-07-12,1379.0554586967116
2000-07-13,1388.4192051060231
2000-07-14,1398.746218237372
2000-07-17,1399.0454179134938
2000-07-18,1397.72866976954
2000-07-19,1396.128877923957
2000-07-20,1395.5271315991115
2000-07-21,1386.4327609502543
2000-07-24,1391.9394058429123
2000-07-25,1397.169788837957
2000-07-26,1394.8216840320642
2000-07-27,1391.2589781905003
2000-07-28,1391.3033222176837
2000-07-31,1394.0942511425194
2000-08-01,1394.7148458743009
2000-08-02,1405.7872310559806
2000-08-03,1405.281921177388
2000-08-04,1405.5179618311088
2000-08-07,1423.9228000982625
2000-08-08,1421.1629060287528
2000-08-09,1423.6571071727337
2000-08-10,1420.5745984593323
2000-08-11,1411.6531569334793
2000-08-14,1420.4505703981474
2000-08-15,1411.7471855041529
2000-08-16,1426.1714342296727
2000-08-17,1423.4033962654328
2000-08-18,1419.335542405249
2000-08-21,1430.7869108869138
2000-08-22,1424.30401440292
2000-08-23,1434.0284290131842
2000-08-24,1433.6165464054807
2000-08-25,1433.4885529011256
2000-08-28,1440.1059551135008
2000-08-29,1423.0406255288826
2000-08-30,1413.6692894703776
2000-08-31,1420.1371756916344
2000-09-01,1427.0444879529043
2000-09-04,1424.144019701873
2000-09-05,1424.1193451296315
2000-09-06,1418.329921579707
2000-09-07,1418.5362909754328
2000-09-08,1419.4441003695165
2000-09-11,1426.2509370911298
2000-09-12,1412.278737156119
2000-09-13,1409.2785874770725
2000-09-14,1405.6232253910387
2000-09-15,1403.061045003173
2000-09-18,1388.6613676237498
2000-09-19,1378.5239458872704
2000-09-20,1372.3643339595462
2000-09-21,1358.1965472660504
2000-09-22,1350.133110019671
2000-09-25,1364.206628091211
2000-09-26,1359.198467570587
2000-09-27,1352.790930998391
2000-09-28,1356.368220338222
2000-09-29,1333.7608480913784
2000-10-02,1357.4386493914956
2000-10-03,1373.0286514849963
2000-10-04,1369.5832745912915
2000-10-05,1371.2456450821396
2000-10-06,1360.3023399262388
2000-10-09,1335.6873723920426
2000-10-10,1344.750893477264
2000-10-11,1325.425334797695
2000-10-12,1332.5861871158645
2000-10-13,1324.3131782128526
2000-10-16,1314.6462288596201
2000-10-17,1316.0080025389098
2000-10-18,1313.4795793077064
2000-10-19,1343.387415538139
2000-10-20,1345.0707724472575
2000-10-23,1350.6082483670891
2000-10-24,1363.7552855234817
2000-10-25,1361.3851291544295
2000-10-26,1354.3852521139243
2000-10-27,1354.4829412425577
2000-10-30,1358.508254272984
2000-10-31,1369.5370751133617
2000-11-01,1370.8237847896107
2000-11-02,1382.7987841243234
2000-11-03,1381.9694723699727
2000-11-06,1389.0148209269666
2000-11-07,1383.4854302928004
2000-11-08,1382.482683579305
2000-11-09,1372.776295885124
2000-11-10,1371.6404460040026
2000-11-13,1348.840861934476
2000-11-14,1364.4802356803202
2000-11-15,1363.4981649140184
2000-11-16,1371.3085115155886
2000-11-17,1366.2036439906967
2000-11-20,1351.9962925504321
2000-11-21,1352.1279537522707
2000-11-22,1335.9210886489818
2000-11-23,1331.1143326667373
2000-11-24,1340.995420991723
2000-11-27,1356.8175224785755
2000-11-28,1345.6269296442065
2000-11-29,1347.1269267531052
2000-11-30,1342.4485563125074
2000-12-01,1343.7053392985129
2000-12-04,1312.3689557608234
2000-12-05,1338.761346120092
2000-12-06,1334.6570640246453
2000-12-07,1327.4734908568587
2000-12-08,1330.4942131694606
2000-12-11,1349.8057074329695
2000-12-12,1345.363723392445
2000-12-13,1340.2109469369357
2000-12-14,1318.1695319913704
2000-12-15,1294.2138407624227
2000-12-18,1303.2904770058328
2000-12-19,1302.0512471334875
2000-12-20,1274.2786451950674
2000-12-21,1267.002628429129
2000-12-22,1286.849024295689
2000-12-25,1286.849024295689
2000-12-26,1289.2264914518669
2000-12-27,1302.170956889144
2000-12-28,1311.7843497932595
2000-12-29,1322.3501995381519
2001-01-01,1322.3501995381519
2001-01-02,1320.7798029777464
2001-01-03,1308.6293387124774
2001-01-04,1327.1076832149279
2001-01-05,1313.8585767284408
2001-01-08,1316.6498426106548
2001-01-09,1317.583766036663
2001-01-10,1308.2801905127806
2001-01-11,1311.4629102494173
2001-01-12,1308.4411893318606
2001-01-15,1310.2171735444706
2001-01-16,1308.4837249582706
2001-01-17,1327.381769635986
2001-01-18,1337.93836542755
2001-01-19,1338.1668022902074
2001-01-22,1327.5813694984765
2001-01-23,1326.9996280932448
2001-01-24,1341.9381023677638
2001-01-25,1353.33396480885
2001-01-26,1354.2415896793082
2001-01-29,1355.598483328745
2001-01-30,1355.56830971582
2001-01-31,1347.80135570466
2001-02-01,1337.0637686891152
2001-02-02,1336.7020092706744
2001-02-05,1340.5457380020607
2001-02-06,1344.8757616163496
2001-02-07,1336.2779903914786
2001-02-08,1334.615818099327
2001-02-09,1325.0676081080787
2001-02-12,1315.5582150988182
2001-02-13,1312.195035019103
2001-02-14,1300.93620646855
2001-02-15,1313.3125491821834
2001-02-16,1292.6680719027574
2001-02-19,1291.8294529350353
2001-02-20,1292.6466365981876
2001-02-21,1281.8362535442116
2001-02-22,1273.847816618877
2001-02-23,1268.613603248582
2001-02-26,1276.589071655371
2001-02-27,1274.5083478928407
2001-02-28,1274.4470615370142
2001-03-01,1249.1577982340364
2001-03-02,1245.6828260995496
2001-03-05,1253.16056293312
2001-03-06,1269.3819561182393
2001-03-07,1270.1080895345153
2001-03-08,1268.2518418732973
2001-03-09,1257.1876598278704
2001-03-12,1231.9728987293531
2001-03-13,1230.138660484466
2001-03-14,1204.5965325626316
2001-03-15,1214.2606649683446
2001-03-16,1194.2560847785553
2001-03-19,1184.7946228146868
2001-03-20,1186.2742294248633
2001-03-21,1156.8102999078314
2001-03-22,1101.0271075709556
2001-03-23,1132.2938836804976
2001-03-26,1161.4678238401914
2001-03-27,1167.4799265349873
2001-03-28,1171.9305545711543
2001-03-29,1178.1342268196834
2001-03-30,1192.5453254573906
2001-04-02,1172.9752378303067
2001-04-03,1138.0869530421096
2001-04-04,1123.3677107554633
2001-04-05,1149.0647838762832
2001-04-06,1147.2910096790772
2001-04-09,1156.5309915355933
2001-04-10,1172.4197621382853
2001-04-11,1191.4455153958081
2001-04-12,1194.4472417161148
2001-04-13,1194.4472417161148
2001-04-16,1194.5314020510664
2001-04-17,1190.813817647966
2001-04-18,1204.1217208505036
2001-04-19,1206.160914370886
2001-04-20,1203.0573329248846
2001-04-23,1191.167713244567
2001-04-24,1199.3815918637747
2001-04-25,1187.0324938779695
2001-04-26,1200.5386908428943
2001-04-27,1209.0226205501656
2001-04-30,1223.778077084991
2001-05-01,1220.948948601366
2001-05-02,1232.2324140658284
2001-05-03,1225.2531411091716
2001-05-04,1218.469681054012
2001-05-07,1229.1731908234608
2001-05-08,1230.06560098531
2001-05-09,1221.3009208198705
2001-05-10,1239.74104626877
2001-05-11,1247.8840802081322
2001-05-14,1236.9272566001287
2001-05-15,1248.9639373892157
2001-05-16,1244.904036173664
2001-05-17,1257.112936414822
2001-05-18,1254.6843891354902
2001-05-21,1257.457471725352
2001-05-22,1265.779317651073
2001-05-23,1264.8602838324657
2001-05-24,1266.5131712054213
2001-05-25,1263.1401720098122
2001-05-28,1258.181871881098
2001-05-29,1255.4366727929732
2001-05-30,1241.9980665845933
2001-05-31,1236.5628773546277
2001-06-01,1243.915827070548
2001-06-04,1245.0693961674626
2001-06-05,1262.2322671709921
2001-06-06,1256.7530045739275
2001-06-07,1256.0802879258104
2001-06-08,1251.8114831246428
2001-06-11,1242.317884315988
2001-06-12,1224.211395971617
2001-06-13,1230.8147787245014
2001-06-14,1211.7626166980547
2001-06-15,1202.3322476100946
2001-06-18,1187.1845561248233
2001-06-19,1191.7572330609614
2001-06-20,1168.9088031047884
2001-06-21,1172.1642891049892
2001-06-22,1162.1666871261389
2001-06-25,1165.9789054944467
2001-06-26,1148.6613324102614
2001-06-27,1141.4571500349023
2001-06-28,1164.761598362938
2001-06-29,1169.0004333433549
2001-07-02,1181.8187645156056
2001-07-03,1172.0632568548842
2001-07-04,1165.4541114828517
2001-07-05,1152.7407588030735
2001-07-06,1127.7970777112237
2001-07-09,1119.5389479241428
2001-07-10,1113.099534022779
2001-07-11,1098.9686141806087
2001-07-12,1115.7939355642538
2001-07-13,1106.4300964879249
2001-07-16,1103.041303087685
2001-07-17,1091.6094758181255
2001-07-18,1098.0782318470726
2001-07-19,1117.5488761046288
2001-07-20,1104.9491626081763
2001-07-23,1098.79674956508
2001-07-24,1071.9545608351114
2001-07-25,1059.8608053007558
2001-07-26,1055.9425088791947
2001-07-27,1066.2271110555073
2001-07-30,1073.6248291402994
2001-07-31,1077.857533428577
2001-08-01,1084.1418250690017
2001-08-02,1095.0958283197062
2001-08-03,1089.2631524836397
2001-08-06,1093.563659401381
2001-08-07,1093.1735742952283
2001-08-08,1085.3297149830491
2001-08-09,1064.0539262465968
2001-08-10,1049.480243207395
2001-08-13,1059.6112342202641
2001-08-14,1071.6797440427285
2001-08-15,1080.31982979149
2001-08-16,1073.7177020329846
2001-08-17,1056.9364896359832
2001-08-20,1042.370429579205
2001-08-21,1047.309745388279
2001-08-22,1032.900056948082
2001-08-23,1034.78100758717
2001-08-24,1044.8448699943515
2001-08-27,1040.4148434751858
2001-08-28,1020.3635322451504
2001-08-29,1010.533087750226
2001-08-30,1011.6332514484124
2001-08-31,1004.4405852263992
2001-09-03,976.6011968087746
2001-09-04,986.6982824418692
2001-09-05,976.0180494960535
2001-09-06,955.2146310790012
2001-09-07,936.997920083165
2001-09-10,910.9127755913311
2001-09-11,851.8495990532372
2001-09-12,858.1233706162909
2001-09-13,859.7769837975922
2001-09-14,824.842591636453
2001-09-17,834.2927789505218
2001-09-18,821.3764428482758
2001-09-19,808.9692243196429
2001-09-20,772.6437592148496
2001-09-21,764.9152677492036
2001-09-24,798.1374681463358
2001-09-25,817.3009786039188
2001-09-26,821.2624917352116
2001-09-27,811.4057802997557
2001-09-28,823.4849158042189
2001-10-01,816.0990284169424
2001-10-02,811.5305930412995
2001-10-03,784.8042200746224
2001-10-04,801.7175271605502
2001-10-05,788.0670506900415
2001-10-08,791.7530088611068
2001-10-09,796.8198675559964
2001-10-10,802.5677901892727
2001-10-11,830.1012016995912
2001-10-12,833.7345858596484
2001-10-15,824.730660633975
2001-10-16,832.2608531838092
2001-10-17,846.310232613546
2001-10-18,842.8070897891016
2001-10-19,840.5665446756939
2001-10-22,850.1376836465189
2001-10-23,870.3329853610621
2001-10-24,881.455773073829
2001-10-25,869.0962222052094
2001-10-26,875.9484249142139
2001-10-29,863.6220761995172
2001-10-30,832.5514132631828
2001-10-31,839.7492562935388
2001-11-01,840.687449481805
2001-11-02,845.9083061523345
2001-11-05,853.0940579787607
2001-11-06,859.3646127467315
2001-11-07,866.7828725145476
2001-11-08,888.2396255969918
2001-11-09,895.7699959441907
2001-11-12,888.964000255255
2001-11-13,914.8630732599536
2001-11-14,928.8434007703513
2001-11-15,953.5240552705395
2001-11-16,964.2172935067287
2001-11-19,985.6052813868492
2001-11-20,978.2577520545481
2001-11-21,970.8601749634746
2001-11-22,979.7595282887314
2001-11-23,965.4559148607141
2001-11-26,961.88579557351
2001-11-27,963.957564926974
2001-11-28,954.7212107129154
2001-11-29,943.4237940983825
2001-11-30,946.7115238451076
2001-12-03,946.2067582444796
2001-12-04,959.4645855267391
2001-12-05,978.1887706626919
2001-12-06,988.9062079931442
2001-12-07,993.9731613016877
2001-12-10,975.7306593744407
2001-12-11,974.6722733010052
2001-12-12,975.1242399989189
2001-12-13,957.0592784136892
2001-12-14,952.2439436018675
2001-12-17,959.7877793044345
2001-12-18,961.2641618377294
2001-12-19,937.7768364920531
2001-12-20,938.8168586915803
2001-12-21,945.3410053382389
2001-12-24,934.3658172206035
2001-12-25,934.3658172206035
2001-12-26,933.37493781643
2001-12-27,945.0622461216445
2001-12-28,953.6949612721186
2001-12-31,955.0079085047006
2002-01-01,955.0079085047006
2002-01-02,951.8044864064898
2002-01-03,965.6405964814828
2002-01-04,985.276537306059
2002-01-07,989.234807643528
2002-01-08,977.7321342846928
2002-01-09,989.178524636367
2002-01-10,979.8275846064274
2002-01-11,990.3917054577381
2002-01-14,968.4759091674978
2002-01-15,964.9223313379786
2002-01-16,958.1025395982272
2002-01-17,965.5316848616743
2002-01-18,959.7626493018956
2002-01-21,955.355646550069
2002-01-22,950.0435249132025
2002-01-23,959.2192214069089
2002-01-24,971.3411317439612
2002-01-25,970.11958348155
2002-01-28,969.6382508950456
2002-01-29,957.2993303505177
2002-01-30,942.6777409939433
2002-01-31,955.7443435132482
2002-02-01,952.5082541127206
2002-02-04,955.746805810899
2002-02-05,950.8547368311802
2002-02-06,946.3371772602001
2002-02-07,954.0788881247123
2002-02-08,955.474206571921
2002-02-11,958.0835264888483
2002-02-12,963.4859077067392
2002-02-13,976.5646004398933
2002-02-14,988.3572391729442
2002-02-15,988.5554065413122
2002-02-18,979.6205261872419
2002-02-19,954.2813697294634
2002-02-20,952.4370217001275
2002-02-21,965.6303159283473
2002-02-22,956.1966174003952
2002-02-25,963.4339736432867
2002-02-26,970.9123401705384
2002-02-27,982.0741622933822
2002-02-28,986.7282662904679
2002-03-01,997.155554537387
2002-03-04,1014.1305650895586
2002-03-05,1010.7032637248747
2002-03-06,1019.4682581534247
2002-03-07,1041.3068424814644
2002-03-08,1064.4490572150492
2002-03-11,1053.2912768021013
2002-03-12,1043.346846050128
2002-03-13,1046.2372716292966
2002-03-14,1057.9977868074209
2002-03-15,1056.6410058401336
2002-03-18,1070.04723861998
2002-03-19,1062.3519292641986
2002-03-20,1061.2628687891531
2002-03-21,1061.545517444842
2002-03-22,1072.2870927008387
2002-03-25,1074.0625859623754
2002-03-26,1072.1173697834568
2002-03-27,1078.2697370304822
2002-03-28,1084.444021627745
2002-03-29,1084.444021627745
2002-04-01,1088.082676102891
2002-04-02,1088.7662344868509
2002-04-03,1102.1410274572982
2002-04-04,1096.0562983226157
2002-04-05,1093.2419599340872
2002-04-08,1082.8725263029664
2002-04-09,1087.0901170820598
2002-04-10,1087.4089483387547
2002-04-11,1079.1698033365146
2002-04-12,1072.3080900011257
2002-04-15,1071.9833667545167
2002-04-16,1083.236414527779
2002-04-17,1091.1103297255213
2002-04-18,1093.725960981381
2002-04-19,1090.7099231001341
2002-04-22,1086.3026635391452
2002-04-23,1081.3742955615605
2002-04-24,1084.1923919972248
2002-04-25,1068.0733646623262
2002-04-26,1060.8378559420955
2002-04-29,1061.4927138431476
2002-04-30,1058.9314658029082
2002-05-01,1063.1764604348202
2002-05-02,1061.3729860964315
2002-05-03,1067.469533292188
2002-05-06,1065.03625137195
2002-05-07,1054.336603352285
2002-05-08,1074.6227215866575
2002-05-09,1075.9532042203834
2002-05-10,1073.593375337282
2002-05-13,1073.3133749413414
2002-05-14,1081.1554712768198
2002-05-15,1093.985102506322
2002-05-16,1097.8136541313115
2002-05-17,1099.9237346967752
2002-05-20,1097.498613047786
2002-05-21,1095.214594592024
2002-05-22,1085.6884688319817
2002-05-23,1072.3481037687357
2002-05-24,1068.1707111173023
2002-05-27,1074.4963206040359
2002-05-28,1068.522504061854
2002-05-29,1062.7460445763563
2002-05-30,1056.901582517621
2002-05-31,1069.0881553503893
2002-06-03,1058.9599058347287
2002-06-04,1042.2889521371621
