Date,FRANCE EQUAL WEIGHTED
1998-12-31,1000.0
1999-01-01,1000.0038645825873
1999-01-04,1033.453484647304
1999-01-05,1034.451701887421
1999-01-06,1053.0680186304578
1999-01-07,1041.0759283448215
1999-01-08,1047.9849627085623
1999-01-11,1042.2609501665365
1999-01-12,1026.5059456833035
1999-01-13,994.1111701226772
1999-01-14,992.7940320974285
1999-01-15,1004.338934276919
1999-01-18,1017.8214570234837
1999-01-19,1008.3686015659996
1999-01-20,1011.9633044127631
1999-01-21,1009.2804006159062
1999-01-22,993.057426063385
1999-01-25,991.0703166098554
1999-01-26,988.5364305051229
1999-01-27,998.3671968812993
1999-01-28,1014.4051505792609
1999-01-29,1027.9252399313993
1999-02-01,1032.6843584146145
1999-02-02,1026.5463412829688
1999-02-03,1017.5102574453583
1999-02-04,1014.8502792508476
1999-02-05,1012.2096639990834
1999-02-08,1026.7214269668382
1999-02-09,1012.7575390259748
1999-02-10,998.0344431724438
1999-02-11,1007.5294095960951
1999-02-12,1007.7708227132622
1999-02-15,1006.2020078164597
1999-02-16,1010.0048428627408
1999-02-17,998.9855792031542
1999-02-18,999.8948921412718
1999-02-19,1012.3905764707602
1999-02-22,1021.9702173021777
1999-02-23,1030.1621842531515
1999-02-24,1030.9607942892906
1999-02-25,1019.6031025866863
1999-02-26,1002.512376269067
1999-03-01,996.1565921155067
1999-03-02,998.8400582906071
1999-03-03,992.0764089062297
1999-03-04,1001.1097443076267
1999-03-05,1019.6222972005825
1999-03-08,1022.1207674518804
1999-03-09,1021.7384936851493
1999-03-10,1019.7613866242691
1999-03-11,1032.9786383115854
1999-03-12,1027.6308461982312
1999-03-15,1028.5049122481653
1999-03-16,1032.8719299604854
1999-03-17,1029.375191138089
1999-03-18,1028.9851050197042
1999-03-19,1036.3674311033592
1999-03-22,1029.7093211339202
1999-03-23,1012.2062668569844
1999-03-24,1008.5798574194189
1999-03-25,1027.9806096389034
1999-03-26,1032.0593710599005
1999-03-29,1040.6690090763775
1999-03-30,1038.9780313759763
1999-03-31,1047.6989865599119
1999-04-01,1045.963606841367
1999-04-02,1045.963606841367
1999-04-05,1045.9636068413668
1999-04-06,1053.0282949375726
1999-04-07,1056.1849657150074
1999-04-08,1055.0130282019102
1999-04-09,1062.522679727188
1999-04-12,1059.1846995016465
1999-04-13,1067.7029570778159
1999-04-14,1072.0172864718727
1999-04-15,1076.8667730330442
1999-04-16,1077.7919733271508
1999-04-19,1098.9593743963908
1999-04-20,1081.7582899815845
1999-04-21,1086.5092300817466
1999-04-22,1085.9060902998665
1999-04-23,1081.8144013514573
1999-04-26,1090.806365804698
1999-04-27,1113.1851576417553
1999-04-28,1112.9367564929887
1999-04-29,1118.1806698501746
1999-04-30,1130.8210107239286
1999-05-03,1142.315938880673
1999-05-04,1147.7633328221668
1999-05-05,1133.808880178064
1999-05-06,1129.733513877629
1999-05-07,1124.0125048559553
1999-05-10,1129.1506548776804
1999-05-11,1128.374896149792
1999-05-12,1130.5167861294876
1999-05-13,1142.310941191465
1999-05-14,1132.5113153149784
1999-05-17,1110.9941144201105
1999-05-18,1116.4320825536809
1999-05-19,1131.771916393854
1999-05-20,1147.226516766357
1999-05-21,1149.7292572790288
1999-05-24,1149.7292572790288
1999-05-25,1142.0413915466772
1999-05-26,1142.3041682600394
1999-05-27,1135.4398059587077
1999-05-28,1127.9641296559348
1999-05-31,1134.3866766634035
1999-06-01,1130.980429758823
1999-06-02,1129.8759598412983
1999-06-03,1134.6760546782546
1999-06-04,1131.377629398991
1999-06-07,1144.3115220859052
1999-06-08,1156.0351323879838
1999-06-09,1160.751196878938
1999-06-10,1153.8611863690035
1999-06-11,1154.3252266490329
1999-06-14,1150.9444089473657
1999-06-15,1160.1814605184923
1999-06-16,1168.3498378171319
1999-06-17,1176.0362929280445
1999-06-18,1183.4769780866156
1999-06-21,1185.2453775634697
1999-06-22,1179.4589314906923
1999-06-23,1168.7168927287314
1999-06-24,1163.767595701665
1999-06-25,1159.3683402127133
1999-06-28,1167.25814398263
1999-06-29,1172.6538260388068
1999-06-30,1179.154908883287
1999-07-01,1198.2812132026654
1999-07-02,1198.4630175915518
1999-07-05,1211.3577527874575
1999-07-06,1205.9233141684454
1999-07-07,1202.1372925375597
