Date,HONG KONG EQUAL WEIGHTED
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,975.0821456970511
1999-01-05,987.4969654466162
1999-01-06,1013.836521553345
1999-01-07,1053.583773220244
1999-01-08,1068.0609461283277
1999-01-11,1062.465378756233
1999-01-12,1060.5941937448754
1999-01-13,1009.1078227519698
1999-01-14,985.4118298028029
1999-01-15,1005.4261099667485
1999-01-18,1012.6194577565606
1999-01-19,991.5220124159612
1999-01-20,988.3948051239453
1999-01-21,964.5314406631855
1999-01-22,932.6110753625244
1999-01-25,911.9898827867727
1999-01-26,921.626658001828
1999-01-27,945.5698238339281
1999-01-28,926.3387313971635
1999-01-29,940.8113663486503
1999-02-01,955.8801291800822
1999-02-02,944.162645260257
1999-02-03,937.5368826944925
1999-02-04,943.1611742965686
1999-02-05,928.4895424009194
1999-02-08,925.6696395903394
1999-02-09,930.4273141105434
1999-02-10,908.6440610186767
1999-02-11,913.791296901234
1999-02-12,940.9554062571043
1999-02-15,950.0778029747156
1999-02-16,954.940797099152
1999-02-17,950.533294936214
1999-02-18,951.415904325231
1999-02-19,940.679906917422
1999-02-22,945.2417851493336
1999-02-23,956.4212391001086
1999-02-24,978.0725077878094
1999-02-25,989.0138775704023
1999-02-26,1009.2717239975021
1999-03-01,1027.586924536645
1999-03-02,1017.2036264535027
1999-03-03,1020.554851744136
1999-03-04,1027.6510548925862
1999-03-05,1038.9410503165186
1999-03-08,1035.3025004919034
1999-03-09,1061.4862655900745
1999-03-10,1070.54234122989
1999-03-11,1080.626285492292
1999-03-12,1092.258721569847
1999-03-15,1089.7804037031694
1999-03-16,1094.9813796911371
1999-03-17,1088.9682867709205
1999-03-18,1069.14252486917
1999-03-19,1112.7414461542978
1999-03-22,1120.7628787977662
1999-03-23,1126.7942473431933
1999-03-24,1096.0447538942944
1999-03-25,1113.00124713535
1999-03-26,1124.0500891223899
1999-03-29,1117.404566894362
1999-03-30,1132.4178080111815
1999-03-31,1138.1762539108506
1999-04-01,1134.8654668898907
1999-04-02,1137.3095970061215
1999-04-05,1144.2499652758995
1999-04-06,1140.0867804653371
1999-04-07,1172.5583888900492
1999-04-08,1172.147017995896
1999-04-09,1213.2820384759248
1999-04-12,1204.4203757669654
1999-04-13,1235.609560852944
1999-04-14,1225.31339785736
1999-04-15,1253.3396478117127
1999-04-16,1308.2534784233085
1999-04-19,1348.6432894674779
1999-04-20,1305.8016886095472
1999-04-21,1338.4102888647535
1999-04-22,1381.2970785113516
1999-04-23,1360.3684111106393
1999-04-26,1379.3356635830432
1999-04-27,1420.4152326135036
1999-04-28,1406.031281224285
1999-04-29,1412.6358285720985
1999-04-30,1436.4895408935165
1999-05-03,1449.0719909513548
1999-05-04,1458.8797497480257
1999-05-05,1470.0136878087944
1999-05-06,1473.9718873509212
1999-05-07,1412.3782395643289
1999-05-10,1409.1301831459393
1999-05-11,1415.9898843149697
1999-05-12,1443.1486289273446
1999-05-13,1453.4263631515928
1999-05-14,1430.147306601387
1999-05-17,1407.233909407182
1999-05-18,1409.1359948839024
1999-05-19,1399.0074817943375
1999-05-20,1403.9329509972779
1999-05-21,1402.637639835572
1999-05-24,1434.1773323958323
1999-05-25,1424.6167447068444
1999-05-26,1447.7531799933458
1999-05-27,1441.4358553131785
1999-05-28,1411.4883685849315
1999-05-31,1416.72339270471
1999-06-01,1427.8594831532625
1999-06-02,1449.2753920611055
1999-06-03,1451.287566303797
1999-06-04,1455.7520353902482
1999-06-07,1482.8140378581552
1999-06-08,1474.0102199854684
1999-06-09,1481.9082443655002
1999-06-10,1474.8686245886377
1999-06-11,1486.632055263511
1999-06-14,1505.994760828591
1999-06-15,1499.829021171158
1999-06-16,1528.7081392786927
1999-06-17,1550.793858912738
1999-06-18,1540.5453759214633
1999-06-21,1612.3780058285975
1999-06-22,1641.487088963729
1999-06-23,1635.936380786476
1999-06-24,1603.1639248943507
1999-06-25,1578.9919129402895
1999-06-28,1608.5732663943838
1999-06-29,1615.5111573998677
1999-06-30,1605.2595235322324
1999-07-01,1615.6618298436742
1999-07-02,1669.6711948093025
1999-07-05,1702.4755369457148
1999-07-06,1697.1571634411646
1999-07-07,1684.5352582258263
1999-07-08,1685.401766163538
1999-07-09,1691.7700374024946
1999-07-12,1688.8416071367362
1999-07-13,1665.1440371265082
1999-07-14,1606.6018856944884
1999-07-15,1623.9272019328378
1999-07-16,1606.535133078986
1999-07-19,1602.4539408576861
1999-07-20,1576.4191408204883
1999-07-21,1555.1226888334934
1999-07-22,1552.437272946304
1999-07-23,1525.5452589772904
1999-07-26,1469.0847217641124
1999-07-27,1481.2468584589094
1999-07-28,1502.4122688780387
1999-07-29,1493.2390452248167
1999-07-30,1499.7785486114471
1999-08-02,1525.3571539605966
1999-08-03,1535.62645879831
1999-08-04,1523.1151895957678
1999-08-05,1477.4706492634027
