Date,AC ASIA ex JAPAN ESG LEADERS
2007-09-28,1000.0
2007-10-01,1006.1848475480148
2007-10-02,1038.343544417028
2007-10-03,1036.566795873309
2007-10-04,1027.0012415493575
2007-10-05,1038.3257796042035
2007-10-08,1047.3907276152195
2007-10-09,1055.1725218415113
2007-10-10,1061.686992752106
2007-10-11,1068.5232234025427
2007-10-12,1055.8718526739776
2007-10-15,1066.7224856687096
2007-10-16,1065.7332026291645
2007-10-17,1063.648162661503
2007-10-18,1059.2736524883921
2007-10-19,1050.6895725493666
2007-10-22,1029.8839761500317
2007-10-23,1051.7484852871542
2007-10-24,1049.3276105723985
2007-10-25,1061.9743804753543
2007-10-26,1074.2397797207889
2007-10-29,1100.8087660742324
2007-10-30,1099.0750693074579
2007-10-31,1094.602890875742
2007-11-01,1094.4405509652727
2007-11-02,1070.3272580210275
2007-11-05,1044.7592130804733
2007-11-06,1046.7063036019201
2007-11-07,1043.325062471681
2007-11-08,1017.9526478696065
2007-11-09,1018.8122850969826
2007-11-12,994.2402387497808
2007-11-13,988.6729541840222
2007-11-14,1021.9164430219882
2007-11-15,1015.6023609525774
2007-11-16,994.7178398483948
2007-11-19,985.5964147302833
2007-11-20,972.021402526804
2007-11-21,938.0807544007989
2007-11-22,927.2582487603696
2007-11-23,937.5277054871315
2007-11-26,965.6921360936636
2007-11-27,955.7948373230206
2007-11-28,959.6970104007039
2007-11-29,984.3498541260321
2007-11-30,999.5491935431818
2007-12-03,1005.6817720966017
2007-12-04,1004.43435073242
2007-12-05,1022.01009374201
2007-12-06,1030.8932975810717
2007-12-07,1021.6631494750736
2007-12-10,1007.4148307476897
2007-12-11,1025.9459032434247
2007-12-12,1013.7924767351882
2007-12-13,1002.0674826637937
2007-12-14,1004.5355443110506
2007-12-17,976.9832010727134
2007-12-18,976.1333313200487
2007-12-19,983.4505176241516
2007-12-20,984.7255375527278
2007-12-21,998.6250889614616
2007-12-24,1017.6732887555239
2007-12-25,1018.938766173131
2007-12-26,1015.1192022143531
2007-12-27,1009.2346719223102
2007-12-28,994.5336952991394
2007-12-31,1007.7393952364664
2008-01-01,1007.4703027480322
2008-01-02,988.3874279437409
2008-01-03,977.2842409240255
2008-01-04,985.7072454407615
2008-01-07,972.0886025106848
2008-01-08,976.091393758145
2008-01-09,988.9769365990574
2008-01-10,971.1515314860827
2008-01-11,961.7951694199992
2008-01-14,950.3258322971488
2008-01-15,942.1552571093603
2008-01-16,919.3690310925994
2008-01-17,925.919538437666
2008-01-18,926.0009845772985
2008-01-21,893.6324642411121
2008-01-22,831.5001030048032
2008-01-23,870.8021416152576
2008-01-24,864.1524010594678
2008-01-25,903.4166911121581
2008-01-28,870.1232792253096
2008-01-29,885.1382669201562
2008-01-30,866.8973936635529
2008-01-31,872.7095018514773
2008-02-01,890.0976649319941
2008-02-04,914.581810480696
2008-02-05,924.9575575835738
2008-02-06,901.159219307563
2008-02-07,905.9058166850988
2008-02-08,906.4445634821608
2008-02-11,878.8724703630348
2008-02-12,877.2978738214241
2008-02-13,882.260972014273
2008-02-14,908.5489086410241
2008-02-15,907.7479280671622
2008-02-18,903.1078657959533
2008-02-19,907.0362603577822
2008-02-20,894.3827583544556
2008-02-21,893.545780477761
2008-02-22,882.1710540960762
2008-02-25,889.9371101261455
2008-02-26,894.6507360419957
2008-02-27,898.0823581693458
2008-02-28,895.6716152581419
2008-02-29,886.1419918055252
2008-03-03,856.0891626465202
2008-03-04,848.4808911605787
2008-03-05,846.0782416672372
2008-03-06,851.0388893344044
2008-03-07,826.3777716603429
2008-03-10,809.6437844668625
2008-03-11,821.6819372785271
2008-03-12,824.205415154217
2008-03-13,788.6307132319075
2008-03-14,786.2650050639439
2008-03-17,745.8277649565797
2008-03-18,751.1910529172053
2008-03-19,770.5044840909832
2008-03-20,777.0238793710207
2008-03-21,784.5077711758424
2008-03-24,801.428163382289
2008-03-25,822.1146294547373
2008-03-26,815.9396619499717
2008-03-27,809.3088702141731
2008-03-28,822.0551959862626
2008-03-31,806.5747815403172
2008-04-01,821.831246290225
2008-04-02,841.611291232987
2008-04-03,845.5295605843277
2008-04-04,836.175394508529
2008-04-07,847.7540073704738
2008-04-08,838.9802906354059
2008-04-09,832.0135533798627
2008-04-10,842.8695013510779
2008-04-11,850.8075708782823
2008-04-14,834.9017577134331
2008-04-15,842.4713318513078
2008-04-16,843.949471594059
2008-04-17,856.1224910891667
2008-04-18,864.1045212879809
2008-04-21,864.3503671197302
2008-04-22,854.9512969571558
2008-04-23,863.6452704063156
2008-04-24,877.4769867623482
2008-04-25,881.42508462504
2008-04-28,885.3804808525398
2008-04-29,887.0010121588133
2008-04-30,888.6346109900127
2008-05-01,895.5802557730517
2008-05-02,910.2431567083087
2008-05-05,900.859873656655
2008-05-06,895.1568002091575
2008-05-07,892.4760273266368
2008-05-08,875.4079580539882
2008-05-09,864.8048562617242
2008-05-12,861.3897657794226
2008-05-13,871.7563123103542
2008-05-14,872.3332382262339
2008-05-15,879.3436426944463
2008-05-16,881.105917369869
2008-05-19,888.5519830205662
2008-05-20,867.7590252089362
2008-05-21,861.3975003781374
2008-05-22,855.3496656628973
2008-05-23,841.1097959855902
2008-05-26,823.7601323745419
2008-05-27,830.8024901984303
2008-05-28,835.3208852644784
