Date,AC EUROPE ESG LEADERS
2007-09-28,1000.0
2007-10-01,1007.7290745059735
2007-10-02,1012.7348304385173
2007-10-03,1014.1180023045389
2007-10-04,1014.9942346407464
2007-10-05,1021.6349701682715
2007-10-08,1017.9515245854535
2007-10-09,1022.806006190445
2007-10-10,1023.4649905485311
2007-10-11,1029.8010382350933
2007-10-12,1027.9389694900237
2007-10-15,1018.1081065584876
2007-10-16,1009.7720552355092
2007-10-17,1017.7730928615983
2007-10-18,1010.4096529816889
2007-10-19,1004.6518251464836
2007-10-22,993.5349831300193
2007-10-23,1003.430676751239
2007-10-24,997.1881995284053
2007-10-25,1009.5604469972434
2007-10-26,1014.7609504465332
2007-10-29,1022.8000420297859
2007-10-30,1019.0091335646952
2007-10-31,1027.821615682281
2007-11-01,1014.434628674286
2007-11-02,1008.6177930483798
2007-11-05,1003.1317198942147
2007-11-06,1006.7214533809401
2007-11-07,997.6107981663737
2007-11-08,990.7357087268903
2007-11-09,975.0191263704797
2007-11-12,976.3121423933715
2007-11-13,981.3593117672649
2007-11-14,986.6778907134806
2007-11-15,975.5805649560766
2007-11-16,968.6097951822311
2007-11-19,949.9691057408048
2007-11-20,961.7097161408499
2007-11-21,938.068359443077
2007-11-22,947.0456179814186
2007-11-23,960.9264845682771
2007-11-26,955.7520547823987
2007-11-27,950.2686546602692
2007-11-28,975.1962973235992
2007-11-29,978.0551515031274
2007-11-30,990.6221387938724
2007-12-03,989.1273921330471
2007-12-04,975.1691972122408
2007-12-05,991.2641304334624
2007-12-06,991.3902132455356
2007-12-07,998.2880817196349
2007-12-10,1003.7644334077755
2007-12-11,1000.0845214923105
2007-12-12,1002.8047283587351
2007-12-13,980.622299372872
2007-12-14,985.5636110024387
2007-12-17,968.5987136818753
2007-12-18,967.4378507773375
2007-12-19,964.1895416946846
2007-12-20,966.2518139573436
2007-12-21,979.0917483647505
2007-12-24,979.6063490839066
2007-12-25,979.6170408834055
2007-12-26,978.6966399852427
2007-12-27,980.3097930181696
2007-12-28,977.8730183381177
2007-12-31,978.6192931674142
2008-01-01,978.6192931674142
2008-01-02,965.0893135339196
2008-01-03,961.2639658353053
2008-01-04,943.4472768391634
2008-01-07,943.4538378070891
2008-01-08,950.7814070523833
2008-01-09,938.0902548021877
2008-01-10,929.3172926542971
2008-01-11,923.9598931908951
2008-01-14,925.554277332979
2008-01-15,900.2640970960714
2008-01-16,891.7235936610062
2008-01-17,889.899558400323
2008-01-18,881.2845646416176
2008-01-21,833.0065892321784
2008-01-22,852.2815408722505
2008-01-23,827.9336819766513
2008-01-24,870.9432387430704
2008-01-25,871.9030239963664
2008-01-28,860.9838970683975
2008-01-29,875.3447666794436
2008-01-30,870.4403120958565
2008-01-31,870.7394986029855
2008-02-01,886.688446854401
2008-02-04,888.3614797496302
2008-02-05,859.1750848805752
2008-02-06,863.8931487741964
2008-02-07,847.2519027310454
2008-02-08,851.7869239220183
2008-02-11,844.4539170449403
2008-02-12,872.555458978498
2008-02-13,873.9606026580972
2008-02-14,875.1258568905096
2008-02-15,858.9107584542147
